stimulus_blind_id,candidate_id,condition,prompt_category,template_id,prompt_id,payload_id,payload_class,model_id,presentation_scope,protocol_variant,topic_schedule,source_work_id,source_trial_id,source_file,source_row,source_record_sha256,text_sha256,language,license_status,safety_screen_status
B0259,C812e8e5905121b22a628a082,rankcloak_segmented_full_message,procedural_instructions,procedural_instructions_template_1,procedure_simple_meal,revision_v1_hmac_sha256_hex_043,hmac_sha256_hex,qwen2_5_7b_instruct_q4_k_m,full_message,segmented_hex_single_topic,single_assigned_prompt,revision_v1_primary_v2_payload_fidelity_v2__c53e7c69e7bcf4c2c3bc,revision_v1_primary_v2_payload_fidelity_v2__c53e7c69e7bcf4c2c3bc,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/primary_v2/qwen2_5_7b_instruct_q4_k_m/records.jsonl,1451,fb32071d7220ff6b41b7616683388702475d7ffa3403a8f96d25b9d5dae2b077,e944f243eb84390f3c1ac194c8fe10b33d34f2c5910fa224db34f9a6b1898e2f,en,experiment_generated_internal,not_manually_reviewed
B0260,C7dd4e041522fc090239abdd2,ordinary_llm_control,procedural_instructions,procedural_instructions_template_2,procedure_home_task,revision_v1_nonce_96_bit_hex_031,nonce_96_bit_hex,llama3_8b_instruct_q4_k_m,full_message,ordinary_llm_control,,revision_v1_primary_v2_payload_fidelity_v2__0abfb1ee4cf7d4e91305,revision_v1_primary_v2_payload_fidelity_v2__af554e12ece13bc87fba,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/primary_v2/llama3_8b_instruct_q4_k_m/records.jsonl,2116,94c6d3834c4de2d5f65357d7cb280201185c727870549e08c1fdf258bba48091,98223e5e7c1667428d63d98802eb25b139c4823d7cd2f83d24cb79cfcd53ef82,en,experiment_generated_internal,not_manually_reviewed
B0261,C68beb051d8df759ec6cd5ffe,rankcloak_ascii_b16,personal_narrative_blog,personal_narrative_blog_template_1,narrative_small_discovery,revision_v1_token_128_bit_hex_030,token_128_bit_hex,qwen2_5_7b_instruct_q4_k_m,full_message,nonseg_ascii_b16,None,revision_v1_primary_v2_payload_fidelity_v2__90f0845fccdb38f75303,revision_v1_primary_v2_payload_fidelity_v2__90f0845fccdb38f75303,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/primary_v2/qwen2_5_7b_instruct_q4_k_m/records.jsonl,2945,2e11cb0c3fa140884fad904c59f0280fbb7b92c85105dbcfecac2e89b8f17148,32359eaffae750ccd6988b810a2dcc2d1104aad047b09d13c934a36bc4e93222,en,experiment_generated_internal,not_manually_reviewed
B0262,C175f1048ecb5de814b6a7a81,rankcloak_hex_nibble,personal_narrative_blog,personal_narrative_blog_template_3,narrative_learning_moment,revision_v1_sha256_hex_034,sha256_hex,llama3_8b_instruct_q4_k_m,full_message,nonseg_hex_nibble_b16,None,revision_v1_primary_v2_payload_fidelity_v2__92f756a41e25e4b7b6f0,revision_v1_primary_v2_payload_fidelity_v2__92f756a41e25e4b7b6f0,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/primary_v2/llama3_8b_instruct_q4_k_m/records.jsonl,483,5707db0f33e1ffd8d919dd8fb7339b8a64227c5020118ef5b00fc42e488b3f75,d7f5f27725433462997856d241062f56f9d9f2fb8876be2cc8c00eec1b892c73,en,experiment_generated_internal,not_manually_reviewed
B0264,C2f83d7d2a356975a3831f6e1,rankcloak_hex_nibble,personal_narrative_blog,personal_narrative_blog_template_2,narrative_local_walk,revision_v1_nonce_96_bit_hex_043,nonce_96_bit_hex,qwen2_5_7b_instruct_q4_k_m,full_message,nonseg_hex_nibble_b16,None,revision_v1_primary_v2_payload_fidelity_v2__7ccbfe28a72d412ff3a1,revision_v1_primary_v2_payload_fidelity_v2__7ccbfe28a72d412ff3a1,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/primary_v2/qwen2_5_7b_instruct_q4_k_m/records.jsonl,2289,d3eb3610281735cbe4a2044ac2eb286aefd8673917a1cf910b22ac2866adb5cc,23c00172624f1a398ed93c14e3cd51398d695eac3adef5c8f00fe6bda5909c65,en,experiment_generated_internal,not_manually_reviewed
B0266,C8e6f016a27a8253a390a6c08,rankcloak_ascii_b16,forum_question_answer,forum_question_answer_template_3,forum_learning_answer,revision_v1_hmac_sha256_hex_035,hmac_sha256_hex,mistral_7b_instruct_v0_3_q4_k_m,full_message,nonseg_ascii_b16,None,revision_v1_primary_v2_payload_fidelity_v2__bf6a5994b1a8db2a8c6b,revision_v1_primary_v2_payload_fidelity_v2__bf6a5994b1a8db2a8c6b,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/primary_v2/mistral_7b_instruct_v0_3_q4_k_m/records.jsonl,1335,7ce7829cab5250eb06b57dce1117c22e5006a8622b44c3e2a747fe49a47bafb4,92adcffbb55a607dc495f3f09ba4eb2f611534e1edbc4a5729b601509d4102cf,en,experiment_generated_internal,not_manually_reviewed
B0268,Cc89e3f23d53cad3b11b68639,rankcloak_ascii_b16,professional_communication,professional_communication_template_2,professional_schedule_note,revision_v1_hmac_sha256_hex_036,hmac_sha256_hex,llama3_8b_instruct_q4_k_m,full_message,nonseg_ascii_b16,None,revision_v1_primary_v2_payload_fidelity_v2__ebcaa293c52cb515ed28,revision_v1_primary_v2_payload_fidelity_v2__ebcaa293c52cb515ed28,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/primary_v2/llama3_8b_instruct_q4_k_m/records.jsonl,1349,7511eecbd0c3e68fa929ca1a6ed3376dea7c297213b5b7dced5891d9e8be4a49,947efb8099704f27e0a737497ac8494b8f1e3053af7ffd7dfe8885f269c3ea9a,en,experiment_generated_internal,not_manually_reviewed
B0269,Cea4f8ac0ba33c3fb6f7e5dc5,rankcloak_segmented_full_message,factual_explanatory_prose,factual_explanatory_prose_template_1,explain_weather_pattern,revision_v1_hmac_sha256_hex_052,hmac_sha256_hex,llama3_8b_instruct_q4_k_m,full_message,segmented_hex_multi_topic,deterministic_six_category_rotation,revision_v1_primary_v2_payload_fidelity_v2__7364a7142b3d5636c755,revision_v1_primary_v2_payload_fidelity_v2__7364a7142b3d5636c755,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/primary_v2/llama3_8b_instruct_q4_k_m/records.jsonl,1580,7e0a80ab19cff472c4714c4afce3743df7b8a38473f788e3c939a44ccc69b328,d30f0e827c60a8b62cad0eeda1690095a783835f6268ad3a42fb7b8cd6de25e0,en,experiment_generated_internal,not_manually_reviewed
B0270,Ceb9b50cab6519d1a5ee9ca39,rankcloak_ascii_b8,personal_narrative_blog,personal_narrative_blog_template_2,narrative_local_walk,revision_v1_nonce_96_bit_hex_025,nonce_96_bit_hex,qwen2_5_7b_instruct_q4_k_m,full_message,nonseg_ascii_b8,None,revision_v1_primary_v2_payload_fidelity_v2__0a94e83fc48f87da0d7d,revision_v1_primary_v2_payload_fidelity_v2__0a94e83fc48f87da0d7d,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/primary_v2/qwen2_5_7b_instruct_q4_k_m/records.jsonl,2033,36ca00cb303375dcad3b214269ae118c08167f34a047a35b12e0b0cd778cc31c,cf3a93015bd13dee5a1255028cabab70c73b31f55af226a97047204725719ada,en,experiment_generated_internal,not_manually_reviewed
B0271,C5e2689e05d0c727f6a943c27,rankcloak_segmented_full_message,personal_narrative_blog,personal_narrative_blog_template_1,narrative_small_discovery,revision_v1_nonce_96_bit_hex_044,nonce_96_bit_hex,llama3_8b_instruct_q4_k_m,full_message,segmented_hex_multi_topic,deterministic_six_category_rotation,revision_v1_primary_v2_payload_fidelity_v2__28b22d8c05f471864b73,revision_v1_primary_v2_payload_fidelity_v2__28b22d8c05f471864b73,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/primary_v2/llama3_8b_instruct_q4_k_m/records.jsonl,2308,cbcb9f9dc8c909c7bb7b8f6baa3a8c18ddc2c3eeec5fa3c2936a743b9b06153f,725d2587f627e0f842102e5a2c122f1650e032fdb41257dc68e0db93728a3143,en,experiment_generated_internal,not_manually_reviewed
B0272,C8d1cf186143ec11a62cbf4fe,ordinary_llm_control,procedural_instructions,procedural_instructions_template_3,procedure_garden_task,revision_v1_token_128_bit_hex_004,token_128_bit_hex,mistral_7b_instruct_v0_3_q4_k_m,full_message,ordinary_llm_control,,revision_v1_primary_v2_payload_fidelity_v2__81a5ad68d2933ce43401,revision_v1_primary_v2_payload_fidelity_v2__e037fb0b94d3f89d90e9,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/primary_v2/mistral_7b_instruct_v0_3_q4_k_m/records.jsonl,2589,4fcdb9a7afd08bdbcb6edd0185315b01f40b09f71505f439bf3807859547cbfc,ac967e0033512858ae72171bb8809bf1bd16d7b2bc81edc8cf73b531275c1156,en,experiment_generated_internal,not_manually_reviewed
B0273,Cb28b850ba5311043855e0343,rankcloak_ascii_b8,casual_conversation,casual_conversation_template_2,casual_hobby_chat,revision_v1_sha256_hex_041,sha256_hex,qwen2_5_7b_instruct_q4_k_m,full_message,nonseg_ascii_b8,None,revision_v1_primary_v2_payload_fidelity_v2__53060da37a5eab40483f,revision_v1_primary_v2_payload_fidelity_v2__53060da37a5eab40483f,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/primary_v2/qwen2_5_7b_instruct_q4_k_m/records.jsonl,577,8cadd65e47021a52576f91f1ada62528b8a80310f1dddd5dae315814179ee385,b00f7491e24d90fddbb941d5d21a18fbd15919d0bec6019d83f12a1a966d49d3,en,experiment_generated_internal,not_manually_reviewed
B0274,C6edcb5301380095c87504878,rankcloak_hex_nibble,forum_question_answer,forum_question_answer_template_1,forum_practical_answer,revision_v1_sha256_hex_042,sha256_hex,mistral_7b_instruct_v0_3_q4_k_m,full_message,nonseg_hex_nibble_b16,None,revision_v1_primary_v2_payload_fidelity_v2__9ee7a769472675880245,revision_v1_primary_v2_payload_fidelity_v2__9ee7a769472675880245,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/primary_v2/mistral_7b_instruct_v0_3_q4_k_m/records.jsonl,595,1ee728c56b943b65bf841bf09cff58ef2cbb09add66b81b2e1f6cb018c9d310d,15759e53d5adfb84f059b06ca807c8599186c1798e6777e3372c1014e82fb124,en,experiment_generated_internal,not_manually_reviewed
B0276,Cbf6c15774506f6e477994550,direct_subword_calgacus,casual_conversation,casual_conversation_template_2,casual_hobby_chat,revision_v1_nonce_96_bit_hex_016,nonce_96_bit_hex,llama3_8b_instruct_q4_k_m,full_message,direct_subword_calgacus,None,revision_v1_primary_v2_payload_fidelity_v2__0e65822ca24798090081,revision_v1_primary_v2_payload_fidelity_v2__0e65822ca24798090081,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/primary_v2/llama3_8b_instruct_q4_k_m/records.jsonl,1905,0597941f1a9962375e65e989e2ca4c744c4ca18f50aee88dbe6e76ebf4545c95,70d52f84bf388dc64f5a0c3f7284b896a3b6ea9e64d725e6fb44de87939e133e,en,experiment_generated_internal,not_manually_reviewed
B0277,Cbe2f2ea1a0eae7ebec3fd355,rankcloak_hex_nibble,procedural_instructions,procedural_instructions_template_2,procedure_home_task,revision_v1_token_128_bit_hex_041,token_128_bit_hex,qwen2_5_7b_instruct_q4_k_m,full_message,nonseg_hex_nibble_b16,None,revision_v1_primary_v2_payload_fidelity_v2__1a1fb78312206c2c94f0,revision_v1_primary_v2_payload_fidelity_v2__1a1fb78312206c2c94f0,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/primary_v2/qwen2_5_7b_instruct_q4_k_m/records.jsonl,3101,5dea5d76366d1c8c4bcd075630836cbfb8e4f483f3276a747e0fc0600c78b693,850e6a7d4ead445deb1f17b3b4289e73d24e6b57b9df551301083011743ea7a0,en,experiment_generated_internal,not_manually_reviewed
B0278,Cec10fbcda03c8b1f0fab697e,ordinary_llm_control,professional_communication,professional_communication_template_1,professional_project_update,revision_v1_hmac_sha256_hex_004,hmac_sha256_hex,mistral_7b_instruct_v0_3_q4_k_m,full_message,ordinary_llm_control,,revision_v1_primary_v2_payload_fidelity_v2__f776785efc06125fbbad,revision_v1_primary_v2_payload_fidelity_v2__0121543bdd156ed9e4c9,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/primary_v2/mistral_7b_instruct_v0_3_q4_k_m/records.jsonl,909,7ac25f753ed1394faa4f8ed66e7f78dedb27c80ef03990cc6ca5f12fa4ea5eeb,76838f1b3f083e2037b4a56aea46f7f96b19976bf1e3921e76c993c96c691d6b,en,experiment_generated_internal,not_manually_reviewed
B0280,C853d63c50844a2bfb30bf488,ordinary_llm_control,procedural_instructions,procedural_instructions_template_1,procedure_simple_meal,revision_v1_nonce_96_bit_hex_053,nonce_96_bit_hex,mistral_7b_instruct_v0_3_q4_k_m,full_message,ordinary_llm_control,,revision_v1_primary_v2_payload_fidelity_v2__676c8f562445d4644eb4,revision_v1_primary_v2_payload_fidelity_v2__df7af6f62e56501d0492,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/primary_v2/mistral_7b_instruct_v0_3_q4_k_m/records.jsonl,2436,fec4893700a76dc7c2710bd1494ef262089b588ed87fa748dba34ce5cf47bd8a,e79adf74f56fe865e6871c8275b5569f674af2e26b801c7aabcf531652c1c933,en,experiment_generated_internal,not_manually_reviewed
B0281,C457b154b75b4e721a2aa3c13,rankcloak_ascii_b8,factual_explanatory_prose,factual_explanatory_prose_template_1,explain_weather_pattern,revision_v1_token_128_bit_hex_042,token_128_bit_hex,mistral_7b_instruct_v0_3_q4_k_m,full_message,nonseg_ascii_b8,None,revision_v1_primary_v2_payload_fidelity_v2__9f0dc29428cfc4d15ae7,revision_v1_primary_v2_payload_fidelity_v2__9f0dc29428cfc4d15ae7,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/primary_v2/mistral_7b_instruct_v0_3_q4_k_m/records.jsonl,3111,1d0bb3459d9261abca32b0c9b3bd78d05e02382df0cd70ba6c40f5e6d4bd3d2b,01d8fa23ffcd626f920aa9f67851216f8ce322f02766f6cffdda5ca90b3fb2d1,en,experiment_generated_internal,not_manually_reviewed
B0283,Ccc04d00808f62c77c015b360,rankcloak_segmented_full_message,professional_communication,professional_communication_template_2,professional_schedule_note,revision_v1_nonce_96_bit_hex_046,nonce_96_bit_hex,qwen2_5_7b_instruct_q4_k_m,full_message,segmented_hex_single_topic,single_assigned_prompt,revision_v1_primary_v2_payload_fidelity_v2__4837dd2e13a43ce1a7d5,revision_v1_primary_v2_payload_fidelity_v2__4837dd2e13a43ce1a7d5,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/primary_v2/qwen2_5_7b_instruct_q4_k_m/records.jsonl,2333,ea54c98e36d78505b214a91c87a5f5c81a72c136a1a73cd0201298d3154b5bde,be9ab8e358db6e282c985d30db98fb1352677e473c745ff4738649979bd1eb05,en,experiment_generated_internal,not_manually_reviewed
B0284,C502d90b8e01a6dc291fc3a5e,rankcloak_segmented_forced_span,forum_question_answer,forum_question_answer_template_2,forum_purchase_advice,revision_v1_hmac_sha256_hex_030,hmac_sha256_hex,qwen2_5_7b_instruct_q4_k_m,forced_span,segmented_hex_single_topic,single_assigned_prompt,revision_v1_primary_v2_payload_fidelity_v2__50bb784d636f0fb1b705,revision_v1_primary_v2_payload_fidelity_v2__50bb784d636f0fb1b705,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/primary_v2/qwen2_5_7b_instruct_q4_k_m/records.jsonl,1269,8494d8020a9a67e9d9f93111f573d29cbd28b508d5934d643e15f7398a137734,238642b90299c3a574836f2b35dab5fb5ca62592a4a7da610d7b386da5cafc7b,en,experiment_generated_internal,not_manually_reviewed
B0285,C723768d622eb4879a2c25b04,rankcloak_segmented_full_message,procedural_instructions,procedural_instructions_template_2,procedure_home_task,revision_v1_sha256_hex_056,sha256_hex,qwen2_5_7b_instruct_q4_k_m,full_message,segmented_hex_multi_topic,deterministic_six_category_rotation,revision_v1_primary_v2_payload_fidelity_v2__4b488fb3c571d7864551,revision_v1_primary_v2_payload_fidelity_v2__4b488fb3c571d7864551,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/primary_v2/qwen2_5_7b_instruct_q4_k_m/records.jsonl,796,9096cba0cbf52949d75315382348d669631e9618849b4d2c9ffd9548e760937c,19f0f8459f32a9df9ab2efd5de43a76e3e7b6a5d5deeebd611c457b977172d54,en,experiment_generated_internal,not_manually_reviewed
B0286,Cdb9b06e94f507401c0f3a7b5,direct_subword_calgacus,factual_explanatory_prose,factual_explanatory_prose_template_3,explain_biological_process,revision_v1_hmac_sha256_hex_032,hmac_sha256_hex,mistral_7b_instruct_v0_3_q4_k_m,full_message,direct_subword_calgacus,None,revision_v1_primary_v2_payload_fidelity_v2__9a3998e6019a418a428a,revision_v1_primary_v2_payload_fidelity_v2__9a3998e6019a418a428a,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/primary_v2/mistral_7b_instruct_v0_3_q4_k_m/records.jsonl,1289,224f0fbd49dee986d7fc1507f0d792c47fea0cf3fd17bbb0a40e90bb94faa2d2,48369abbd6f9ea56bbd9a5629421b7cd7460d6e8aa6ecf4dda39d49e2576fe27,en,experiment_generated_internal,not_manually_reviewed
B0287,C56af1333b24b50e96344209a,rankcloak_ascii_b8,professional_communication,professional_communication_template_3,professional_process_email,revision_v1_nonce_96_bit_hex_045,nonce_96_bit_hex,mistral_7b_instruct_v0_3_q4_k_m,full_message,nonseg_ascii_b8,None,revision_v1_primary_v2_payload_fidelity_v2__6293a3362c3ff4e9c993,revision_v1_primary_v2_payload_fidelity_v2__6293a3362c3ff4e9c993,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/primary_v2/mistral_7b_instruct_v0_3_q4_k_m/records.jsonl,2313,c3c3e18f67d245175de2d2b3acd8d84f116f16928b94b6636dabc4e7459ddd2c,e871d615e46537eb8cb7c110672f3198933e8b8a65960ab21e2bb40bbdac12bb,en,experiment_generated_internal,not_manually_reviewed
B0289,C1a6a0fd0cbecfd65950be4b8,ordinary_llm_control,professional_communication,professional_communication_template_2,professional_schedule_note,revision_v1_token_128_bit_hex_014,token_128_bit_hex,mistral_7b_instruct_v0_3_q4_k_m,full_message,ordinary_llm_control,,revision_v1_primary_v2_payload_fidelity_v2__87a01ed6cd35220a047d,revision_v1_primary_v2_payload_fidelity_v2__be210225b7c452ddb1e3,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/primary_v2/mistral_7b_instruct_v0_3_q4_k_m/records.jsonl,2727,586a5ae2d45ac262a7685ce356bcf17158ef05a0bbf32c0d2d0886e830481b29,7753b86f3b51d5c4cd68a5dc7d1fac90d06c9ee3784d4567384f87c010df6df0,en,experiment_generated_internal,not_manually_reviewed
B0290,C5e97eac95c3fdbb3fc055fb5,rankcloak_ascii_b16,personal_narrative_blog,personal_narrative_blog_template_2,narrative_local_walk,revision_v1_hmac_sha256_hex_039,hmac_sha256_hex,llama3_8b_instruct_q4_k_m,full_message,nonseg_ascii_b16,None,revision_v1_primary_v2_payload_fidelity_v2__01a4e2d1c20e84e757a2,revision_v1_primary_v2_payload_fidelity_v2__01a4e2d1c20e84e757a2,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/primary_v2/llama3_8b_instruct_q4_k_m/records.jsonl,1391,7e226eb8fd36454b32fc613f7c129e8fd96c004857ab717b8eaa8f73a976cf05,a6a6f91cd8ee15939f140a9f711c90681a46c145b600134204cb5450ca0956ec,en,experiment_generated_internal,not_manually_reviewed
B0291,Ce7daa1ec65b3349ea351b2a0,direct_subword_calgacus,procedural_instructions,procedural_instructions_template_1,procedure_simple_meal,revision_v1_token_128_bit_hex_018,token_128_bit_hex,llama3_8b_instruct_q4_k_m,full_message,direct_subword_calgacus,None,revision_v1_primary_v2_payload_fidelity_v2__cd606ffa55a8d7c9c46d,revision_v1_primary_v2_payload_fidelity_v2__cd606ffa55a8d7c9c46d,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/primary_v2/llama3_8b_instruct_q4_k_m/records.jsonl,2773,0c055f7abc5e51d3f2d23717dccc74f238484c47bda388a15f4b8d64c30234fb,2549c692b1a760c42f2b4263827a04bf4072e282a3c89e58e0dd72f2453f79f4,en,experiment_generated_internal,not_manually_reviewed
B0292,Cb0cb4c498b2b875a5fd2769d,rankcloak_segmented_forced_span,forum_question_answer,forum_question_answer_template_3,forum_learning_answer,revision_v1_sha256_hex_025,sha256_hex,qwen2_5_7b_instruct_q4_k_m,forced_span,segmented_hex_single_topic,single_assigned_prompt,revision_v1_primary_v2_payload_fidelity_v2__bd13c29c237b8495e378,revision_v1_primary_v2_payload_fidelity_v2__bd13c29c237b8495e378,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/primary_v2/qwen2_5_7b_instruct_q4_k_m/records.jsonl,359,ee69830b80532fc61aa2fe18a45dcb85b1760a000f03655afcfc2e1bac5a7253,3d365da925cabefebafe7638faf752773355442a86a9b096d8f030a5f81725ee,en,experiment_generated_internal,not_manually_reviewed
B0295,Cddb9b0036dd5136eef99ae67,rankcloak_ascii_b8,forum_question_answer,forum_question_answer_template_2,forum_purchase_advice,revision_v1_hmac_sha256_hex_048,hmac_sha256_hex,qwen2_5_7b_instruct_q4_k_m,full_message,nonseg_ascii_b8,None,revision_v1_primary_v2_payload_fidelity_v2__82895c0803459a9073fa,revision_v1_primary_v2_payload_fidelity_v2__82895c0803459a9073fa,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/primary_v2/qwen2_5_7b_instruct_q4_k_m/records.jsonl,1515,45b269978fae86ede27e8a17f0e0a445562c036e7da4d67b9817caf5d15edfce,04d2e3bfc6b2cfbddeabdb3cb51920cf67483b73146d2a14b1f3a8c313e8a2d9,en,experiment_generated_internal,not_manually_reviewed
B0297,C77f86a4831c892b266e28508,ordinary_llm_control,factual_explanatory_prose,factual_explanatory_prose_template_2,explain_everyday_system,revision_v1_sha256_hex_029,sha256_hex,llama3_8b_instruct_q4_k_m,full_message,ordinary_llm_control,,revision_v1_primary_v2_payload_fidelity_v2__e8a08de7aa4c24c0bc41,revision_v1_primary_v2_payload_fidelity_v2__d41eb62ff5d0d197977a,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/primary_v2/llama3_8b_instruct_q4_k_m/records.jsonl,410,ff81d554127efa59f08fb82d42eb57d651c1f6201661dfe304cfe68d440be8aa,e3b794a002215732e772009c4ff63c9161ab383abe71f0891f8337377982a8fb,en,experiment_generated_internal,not_manually_reviewed
B0299,Cf9a9e15fb871a0c7d5ae6c97,ordinary_llm_control,personal_narrative_blog,personal_narrative_blog_template_3,narrative_learning_moment,revision_v1_sha256_hex_034,sha256_hex,llama3_8b_instruct_q4_k_m,full_message,ordinary_llm_control,,revision_v1_primary_v2_payload_fidelity_v2__b4be72da853fc4efd575,revision_v1_primary_v2_payload_fidelity_v2__99bf88a2693e2d51bda6,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/primary_v2/llama3_8b_instruct_q4_k_m/records.jsonl,487,c3ca84c9a4c00d9dd70af83ec5eb2b905ed4b12a828a3b6f2174fea1be6370a3,115a14464d11815868ad6b85adc4d63b7088166d6b24b44aed450b202c9b54bd,en,experiment_generated_internal,not_manually_reviewed
B0300,C0c652bff184a149476c7fc1a,rankcloak_segmented_forced_span,procedural_instructions,procedural_instructions_template_2,procedure_home_task,revision_v1_sha256_hex_020,sha256_hex,qwen2_5_7b_instruct_q4_k_m,forced_span,segmented_hex_single_topic,single_assigned_prompt,revision_v1_primary_v2_payload_fidelity_v2__15380b89786d05a35c5b,revision_v1_primary_v2_payload_fidelity_v2__15380b89786d05a35c5b,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/primary_v2/qwen2_5_7b_instruct_q4_k_m/records.jsonl,289,9c55af23271e2d9c130e326cd34c1555742bf6720f2050a86ce9d4624de15ae0,c0d20fcbefc90b32349ed6c534a76458d1afc6ef175ce60e71538812a6d11500,en,experiment_generated_internal,not_manually_reviewed
B0301,C9f234db1a019575463e27853,rankcloak_segmented_forced_span,casual_conversation,casual_conversation_template_2,casual_hobby_chat,revision_v1_hmac_sha256_hex_045,hmac_sha256_hex,mistral_7b_instruct_v0_3_q4_k_m,forced_span,segmented_hex_multi_topic,deterministic_six_category_rotation,revision_v1_primary_v2_payload_fidelity_v2__4b587cad6d68faa4134a,revision_v1_primary_v2_payload_fidelity_v2__4b587cad6d68faa4134a,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/primary_v2/mistral_7b_instruct_v0_3_q4_k_m/records.jsonl,1482,d720c305a609192343ce46b4a5ab0122359e6ca64305d9c0db5b4c1a78435888,703dde3e79d78f8f648c080b4d61949accae1f2fa4332e68e3c2ee7e2d030d08,en,experiment_generated_internal,not_manually_reviewed
B0302,C35cc4cecd1306893f618f08b,rankcloak_segmented_full_message,personal_narrative_blog,personal_narrative_blog_template_1,narrative_small_discovery,revision_v1_sha256_hex_015,sha256_hex,qwen2_5_7b_instruct_q4_k_m,full_message,segmented_hex_multi_topic,deterministic_six_category_rotation,revision_v1_primary_v2_payload_fidelity_v2__fac2ff211a88be161e9d,revision_v1_primary_v2_payload_fidelity_v2__fac2ff211a88be161e9d,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/primary_v2/qwen2_5_7b_instruct_q4_k_m/records.jsonl,222,b431d0e6dabeafc2f5a113e5c2ab225dda48b7046dc88c6749fe4e2f681a58f6,c1567c4f48f50239680ad85f690e0515bdcfc0cc8944e6027ab367e51132b714,en,experiment_generated_internal,not_manually_reviewed
B0303,C2627c6e9cd31526ae1d759c2,rankcloak_ascii_b16,professional_communication,professional_communication_template_3,professional_process_email,revision_v1_sha256_hex_013,sha256_hex,llama3_8b_instruct_q4_k_m,full_message,nonseg_ascii_b16,None,revision_v1_primary_v2_payload_fidelity_v2__05911068c21a36d177d6,revision_v1_primary_v2_payload_fidelity_v2__05911068c21a36d177d6,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/primary_v2/llama3_8b_instruct_q4_k_m/records.jsonl,187,77af1e1af9919fc6a3162ed250b04c5457e9b2a18da9a24876f9fc3ec673f41b,42907280b4dd312b2d6b728e8aff1b3a52a0c4541ea184cd37a91455b7c73097,en,experiment_generated_internal,not_manually_reviewed
B0304,C3d1f58cfbe6fb1dde33b9755,rankcloak_segmented_forced_span,forum_question_answer,forum_question_answer_template_3,forum_learning_answer,revision_v1_hmac_sha256_hex_053,hmac_sha256_hex,mistral_7b_instruct_v0_3_q4_k_m,forced_span,segmented_hex_multi_topic,deterministic_six_category_rotation,revision_v1_primary_v2_payload_fidelity_v2__9c66f427d3fdc4a92d2c,revision_v1_primary_v2_payload_fidelity_v2__9c66f427d3fdc4a92d2c,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/primary_v2/mistral_7b_instruct_v0_3_q4_k_m/records.jsonl,1594,2a43dcced382748f6ab25c65d1a02390792c7f7755c55f80980c51b4fe647f8e,0efae608de95b22e4dd193e4612286a3c46d4427c5e513a20a63a6ff16327282,en,experiment_generated_internal,not_manually_reviewed
B0305,C3e02770d462a2cef502cf3e1,rankcloak_segmented_full_message,professional_communication,professional_communication_template_1,professional_project_update,revision_v1_hmac_sha256_hex_022,hmac_sha256_hex,mistral_7b_instruct_v0_3_q4_k_m,full_message,segmented_hex_single_topic,single_assigned_prompt,revision_v1_primary_v2_payload_fidelity_v2__1627eaa521c4416ad690,revision_v1_primary_v2_payload_fidelity_v2__1627eaa521c4416ad690,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/primary_v2/mistral_7b_instruct_v0_3_q4_k_m/records.jsonl,1157,0c663871a68fd3f28458683804baee5b5a1619c5c3987698cdff28453d2d297c,5407959f913afeb05964b7c6ee73a266d2cf2ce086b78f883f580a62f99ade4a,en,experiment_generated_internal,not_manually_reviewed
