outcome,factor,level_first,level_second,analysis_unit,comparison_design,n_payloads_first,n_payloads_second,n_payloads_paired,mean_first,mean_second,mean_difference,mean_difference_ci_low,mean_difference_ci_high,confidence_level,bootstrap_unit,bootstrap_resamples,effect_type,risk_difference,risk_ratio,odds_ratio_haldane_anscombe,p_value_raw,test,p_value_holm,p_value_bh,hedges_g
effective_payload_rate,prompt_category,casual_conversation,recipe_procedure,payload,independent_payload,6,6,0,4.178322883240917,4.0,0.17832288324091738,-2.2912912912912917,2.5815433913794563,0.95,payload,100,mean_difference,,,,0.914639832045519,welch_t,1.0,1.0,0.060071750347237475
effective_payload_rate,prompt_category,factual_explanatory,forum_question_answer,payload,independent_payload,6,6,0,1.017003382489365,1.7476992042209434,-0.7306958217315784,-1.5984919166342242,0.3178536714694986,0.95,payload,100,mean_difference,,,,0.2554109667790092,welch_t,1.0,0.5933382509502345,-0.6809098190895189
effective_payload_rate,prompt_category,factual_explanatory,personal_narrative_blog,payload,independent_payload,6,6,0,1.017003382489365,0.8204921802249491,0.19651120226441587,0.03915000737119969,0.3875873248264231,0.95,payload,100,mean_difference,,,,0.15615360590568164,welch_t,1.0,0.47217876071479925,0.8199943940993991
effective_payload_rate,prompt_category,factual_explanatory,professional_communication,payload,independent_payload,6,5,0,1.017003382489365,1.1580937680879797,-0.14109038559861475,-0.4245374812062281,0.14684471200080226,0.95,payload,100,mean_difference,,,,0.5031469344256811,welch_t,1.0,0.8874952871119653,-0.4214879466900006
effective_payload_rate,prompt_category,factual_explanatory,recipe_procedure,payload,independent_payload,6,6,0,1.017003382489365,4.0,-2.982996617510635,-3.0940485717471327,-2.793798202968522,0.95,payload,100,mean_difference,,,,2.723444804974564e-07,welch_t,6.80861201243641e-05,1.3835099609270783e-05,-19.707655939714684
effective_payload_rate,prompt_category,forum_question_answer,personal_narrative_blog,payload,independent_payload,6,6,0,1.7476992042209434,0.8204921802249491,0.9272070239959943,-0.027313051157177408,1.8598997927127154,0.95,payload,100,mean_difference,,,,0.16426605308102718,welch_t,1.0,0.4851578777044291,0.8597086026106556
effective_payload_rate,prompt_category,forum_question_answer,professional_communication,payload,independent_payload,6,5,0,1.7476992042209434,1.1580937680879797,0.5896054361329637,-0.5755252643538133,1.5320347955964386,0.95,payload,100,mean_difference,,,,0.3594004165159493,welch_t,1.0,0.7245056015480248,0.5047638410360094
effective_payload_rate,prompt_category,forum_question_answer,recipe_procedure,payload,independent_payload,6,6,0,1.7476992042209434,4.0,-2.252300795779057,-3.2290350551220115,-1.355855855855856,0.95,payload,100,mean_difference,,,,0.010551624892049536,welch_t,1.0,0.07444757562723839,-2.1200350270483708
effective_payload_rate,prompt_category,personal_narrative_blog,professional_communication,payload,independent_payload,6,5,0,0.8204921802249491,1.1580937680879797,-0.3376015878630306,-0.6590545325544817,0.034182711280632945,0.95,payload,100,mean_difference,,,,0.14883530928857233,welch_t,1.0,0.47217876071479925,-0.9541055973353404
effective_payload_rate,prompt_category,personal_narrative_blog,recipe_procedure,payload,independent_payload,6,6,0,0.8204921802249491,4.0,-3.179507819775051,-3.3314875062227425,-3.01094734649237,0.95,payload,100,mean_difference,,,,5.503084663146336e-07,welch_t,0.00013702680811234378,2.329639174065282e-05,-17.112612003501702
effective_payload_rate,prompt_category,professional_communication,recipe_procedure,payload,independent_payload,5,6,0,1.1580937680879797,4.0,-2.84190623191202,-3.20365296803653,-2.655399061032864,0.95,payload,100,mean_difference,,,,9.397251948017393e-05,welch_t,0.02321121231160296,0.002983627493495522,-9.684898023868257
flesch_reading_ease_heuristic,prompt_category,casual_conversation,factual_explanatory,payload,independent_payload,6,6,0,56.5623669139311,47.83246506765943,8.729901846271673,-8.366169922831489,22.569937242871593,0.95,payload,100,mean_difference,,,,0.369950684364475,welch_t,1.0,0.7330274981566337,0.5009385245159383
flesch_reading_ease_heuristic,prompt_category,casual_conversation,forum_question_answer,payload,independent_payload,6,6,0,56.5623669139311,64.4330280710165,-7.870661157085394,-21.118497259909358,5.0270025875113555,0.95,payload,100,mean_difference,,,,0.35590875897479396,welch_t,1.0,0.7232065982367814,-0.523826781402569
flesch_reading_ease_heuristic,prompt_category,casual_conversation,personal_narrative_blog,payload,independent_payload,6,6,0,56.5623669139311,56.090669936031595,0.47169697789950504,-12.596291796269018,10.14855401395187,0.95,payload,100,mean_difference,,,,0.9500846141057167,welch_t,1.0,1.0,0.0349647151179354
flesch_reading_ease_heuristic,prompt_category,casual_conversation,professional_communication,payload,independent_payload,6,5,0,56.5623669139311,43.72785301263735,12.834513901293754,-1.7361356585903556,23.672574189859105,0.95,payload,100,mean_difference,,,,0.1440553343897925,welch_t,1.0,0.47217876071479925,0.849313224708438
flesch_reading_ease_heuristic,prompt_category,casual_conversation,recipe_procedure,payload,independent_payload,6,6,0,56.5623669139311,58.910160164451234,-2.3477932505201338,-23.729185830268744,12.192880398548061,0.95,payload,100,mean_difference,,,,0.8138274139921913,welch_t,1.0,1.0,-0.12887367589435464
flesch_reading_ease_heuristic,prompt_category,factual_explanatory,forum_question_answer,payload,independent_payload,6,6,0,47.83246506765943,64.4330280710165,-16.600563003357067,-27.79818920053001,-2.1346516189911235,0.95,payload,100,mean_difference,,,,0.045860304737092114,welch_t,1.0,0.22840230202394898,-1.2484545445677537
flesch_reading_ease_heuristic,prompt_category,factual_explanatory,personal_narrative_blog,payload,independent_payload,6,6,0,47.83246506765943,56.090669936031595,-8.258204868372168,-18.414636464241575,0.49287980506937384,0.95,payload,100,mean_difference,,,,0.23242016263448478,welch_t,1.0,0.5699536091488026,-0.715955811576526
flesch_reading_ease_heuristic,prompt_category,factual_explanatory,professional_communication,payload,independent_payload,6,5,0,47.83246506765943,43.72785301263735,4.104612055022081,-6.92318186684872,13.957168729705248,0.95,payload,100,mean_difference,,,,0.5666375706150243,welch_t,1.0,0.9517849972437974,0.31214127443261
flesch_reading_ease_heuristic,prompt_category,factual_explanatory,recipe_procedure,payload,independent_payload,6,6,0,47.83246506765943,58.910160164451234,-11.077695096791807,-23.1458283897019,2.8879516983935414,0.95,payload,100,mean_difference,,,,0.2450675293283225,welch_t,1.0,0.587237287258433,-0.6585761962215042
flesch_reading_ease_heuristic,prompt_category,forum_question_answer,personal_narrative_blog,payload,independent_payload,6,6,0,64.4330280710165,56.090669936031595,8.342358134984899,0.6346674605847257,14.952686371547884,0.95,payload,100,mean_difference,,,,0.07851287830179268,welch_t,1.0,0.3444416990779371,1.1238460743901115
flesch_reading_ease_heuristic,prompt_category,forum_question_answer,professional_communication,payload,independent_payload,6,5,0,64.4330280710165,43.72785301263735,20.705175058379147,10.70836674041573,28.49929437106342,0.95,payload,100,mean_difference,,,,0.0024641476771720488,welch_t,0.5741464087810874,0.028449705000077288,2.2505456402738657
flesch_reading_ease_heuristic,prompt_category,forum_question_answer,recipe_procedure,payload,independent_payload,6,6,0,64.4330280710165,58.910160164451234,5.52286790656526,-7.384072694409159,20.84080763889674,0.95,payload,100,mean_difference,,,,0.49009783168509247,welch_t,1.0,0.87176281008336,0.3857417946522842
flesch_reading_ease_heuristic,prompt_category,personal_narrative_blog,professional_communication,payload,independent_payload,6,5,0,56.090669936031595,43.72785301263735,12.362816923394249,5.803081050474509,17.198418411108463,0.95,payload,100,mean_difference,,,,0.01603272549833868,welch_t,1.0,0.10534795538450734,2.0874018923745696
flesch_reading_ease_heuristic,prompt_category,personal_narrative_blog,recipe_procedure,payload,independent_payload,6,6,0,56.090669936031595,58.910160164451234,-2.819490228419639,-15.144550239018303,6.965824239839047,0.95,payload,100,mean_difference,,,,0.6930868869305317,welch_t,1.0,1.0,-0.2220488662523619
flesch_reading_ease_heuristic,prompt_category,professional_communication,recipe_procedure,payload,independent_payload,5,6,0,43.72785301263735,58.910160164451234,-15.182307151813887,-27.92486708824087,-3.5653621553957424,0.95,payload,100,mean_difference,,,,0.07865204152173366,welch_t,1.0,0.3444416990779371,-1.0607934218108874
repeated_bigram_fraction,prompt_category,casual_conversation,factual_explanatory,payload,independent_payload,6,6,0,0.04302587370289924,0.031543633415222365,0.011482240287676873,-0.03345740351316208,0.08117246643152683,0.95,payload,100,mean_difference,,,,0.7439232285502066,welch_t,1.0,1.0,0.18292795994768296
repeated_bigram_fraction,prompt_category,casual_conversation,forum_question_answer,payload,independent_payload,6,6,0,0.04302587370289924,0.030580133177003265,0.012445740525895973,-0.032939616294930585,0.07908992693722038,0.95,payload,100,mean_difference,,,,0.7242374707778394,welch_t,1.0,1.0,0.19761000982973662
repeated_bigram_fraction,prompt_category,casual_conversation,personal_narrative_blog,payload,independent_payload,6,6,0,0.04302587370289924,0.02885661424293166,0.014169259459967578,-0.03465755114324453,0.08289882568940433,0.95,payload,100,mean_difference,,,,0.6881594374941178,welch_t,1.0,1.0,0.2252496755595735
repeated_bigram_fraction,prompt_category,casual_conversation,professional_communication,payload,independent_payload,6,5,0,0.04302587370289924,0.027126236041273167,0.01589963766162607,-0.026508857763248007,0.10304930230215707,0.95,payload,100,mean_difference,,,,0.6675160771963651,welch_t,1.0,1.0,0.23100679908611613
repeated_bigram_fraction,prompt_category,casual_conversation,recipe_procedure,payload,independent_payload,6,6,0,0.04302587370289924,0.010915717736369913,0.03211015596652932,-0.007549796068881889,0.09556098454971085,0.95,payload,100,mean_difference,,,,0.3722856191425423,welch_t,1.0,0.7330274981566337,0.5192644810727539
repeated_bigram_fraction,prompt_category,factual_explanatory,forum_question_answer,payload,independent_payload,6,6,0,0.031543633415222365,0.030580133177003265,0.0009635002382190998,-0.019316475020468793,0.014204199157777798,0.95,payload,100,mean_difference,,,,0.9356482776395731,welch_t,1.0,1.0,0.04412821319005728
repeated_bigram_fraction,prompt_category,factual_explanatory,personal_narrative_blog,payload,independent_payload,6,6,0,0.031543633415222365,0.02885661424293166,0.002687019172290705,-0.015208510350918905,0.023888836737917966,0.95,payload,100,mean_difference,,,,0.8202476893308851,welch_t,1.0,1.0,0.12432976709078448
repeated_bigram_fraction,prompt_category,factual_explanatory,professional_communication,payload,independent_payload,6,5,0,0.031543633415222365,0.027126236041273167,0.004417397373949198,-0.03054647821343813,0.029725176342158835,0.95,payload,100,mean_difference,,,,0.7939110022306131,welch_t,1.0,1.0,0.15770208488427787
repeated_bigram_fraction,prompt_category,factual_explanatory,recipe_procedure,payload,independent_payload,6,6,0,0.031543633415222365,0.010915717736369913,0.02062791567885245,0.003206621455909972,0.03879995265366623,0.95,payload,100,mean_difference,,,,0.06351275340675869,welch_t,1.0,0.2933134430057583,1.1287257425688746
repeated_bigram_fraction,prompt_category,forum_question_answer,personal_narrative_blog,payload,independent_payload,6,6,0,0.030580133177003265,0.02885661424293166,0.001723518934071605,-0.01562675937990929,0.024737137024641257,0.95,payload,100,mean_difference,,,,0.8871773834264978,welch_t,1.0,1.0,0.07756394100831765
repeated_bigram_fraction,prompt_category,forum_question_answer,professional_communication,payload,independent_payload,6,5,0,0.030580133177003265,0.027126236041273167,0.003453897135730098,-0.02809839526251705,0.03324617162894654,0.95,payload,100,mean_difference,,,,0.8399888056565241,welch_t,1.0,1.0,0.12099733364106004
repeated_bigram_fraction,prompt_category,forum_question_answer,recipe_procedure,payload,independent_payload,6,6,0,0.030580133177003265,0.010915717736369913,0.019664415440633354,0.00356007460895543,0.039952248180929725,0.95,payload,100,mean_difference,,,,0.08523933295390476,welch_t,1.0,0.3608465095048635,1.0354479714994196
repeated_bigram_fraction,prompt_category,personal_narrative_blog,professional_communication,payload,independent_payload,6,5,0,0.02885661424293166,0.027126236041273167,0.0017303782016584932,-0.027444104634292095,0.02444065038441549,0.95,payload,100,mean_difference,,,,0.9189613420847582,welch_t,1.0,1.0,0.0610294212650274
repeated_bigram_fraction,prompt_category,personal_narrative_blog,recipe_procedure,payload,independent_payload,6,6,0,0.02885661424293166,0.010915717736369913,0.01794089650656175,-0.0012248337299303098,0.03842573364611397,0.95,payload,100,mean_difference,,,,0.1069039808019069,welch_t,1.0,0.395017803295998,0.957589733970949
repeated_bigram_fraction,prompt_category,professional_communication,recipe_procedure,payload,independent_payload,5,6,0,0.027126236041273167,0.010915717736369913,0.016210518304903256,-0.006218633202073869,0.044222323765349195,0.95,payload,100,mean_difference,,,,0.3320986449743084,welch_t,1.0,0.6857972018168645,0.6342850652264246
surface_flag_total,prompt_category,casual_conversation,factual_explanatory,payload,independent_payload,6,6,0,2.013888888888889,1.2083333333333333,0.8055555555555556,-0.5152777777777776,2.685416666666665,0.95,payload,100,mean_difference,,,,0.3843463605652203,welch_t,1.0,0.7452211876608089,0.5030512948812974
surface_flag_total,prompt_category,casual_conversation,forum_question_answer,payload,independent_payload,6,6,0,2.013888888888889,2.0,0.01388888888888884,-1.3069444444444442,2.1336805555555505,0.95,payload,100,mean_difference,,,,0.988647664549376,welch_t,1.0,1.0,0.00783174669832374
surface_flag_total,prompt_category,casual_conversation,personal_narrative_blog,payload,independent_payload,6,6,0,2.013888888888889,1.5833333333333333,0.4305555555555556,-0.6944444444444444,2.3593749999999982,0.95,payload,100,mean_difference,,,,0.6556704064559323,welch_t,1.0,1.0,0.24764506529092523
surface_flag_total,prompt_category,casual_conversation,professional_communication,payload,independent_payload,6,5,0,2.013888888888889,1.4333333333333333,0.5805555555555555,-0.5531944444444443,1.7365277777777777,0.95,payload,100,mean_difference,,,,0.5225906088739163,welch_t,1.0,0.9091644839313339,0.34455689138366846
surface_flag_total,prompt_category,casual_conversation,recipe_procedure,payload,independent_payload,6,6,0,2.013888888888889,1.888888888888889,0.12499999999999978,-1.5180555555555553,1.745138888888886,0.95,payload,100,mean_difference,,,,0.8941591543900356,welch_t,1.0,1.0,0.07358974508290532
surface_flag_total,prompt_category,factual_explanatory,forum_question_answer,payload,independent_payload,6,6,0,1.2083333333333333,2.0,-0.7916666666666667,-1.6052083333333331,-0.04166666666666674,0.95,payload,100,mean_difference,,,,0.15352089285976375,welch_t,1.0,0.47217876071479925,-0.8551786708338807
surface_flag_total,prompt_category,factual_explanatory,personal_narrative_blog,payload,independent_payload,6,6,0,1.2083333333333333,1.5833333333333333,-0.375,-1.2302083333333331,0.41874999999999934,0.95,payload,100,mean_difference,,,,0.4380427700267717,welch_t,1.0,0.8062526346869567,-0.4374894071431028
surface_flag_total,prompt_category,factual_explanatory,professional_communication,payload,independent_payload,6,5,0,1.2083333333333333,1.4333333333333333,-0.2250000000000001,-0.7524999999999998,0.31395833333333273,0.95,payload,100,mean_difference,,,,0.4282127069555831,welch_t,1.0,0.8019013291347972,-0.45212301652419573
surface_flag_total,prompt_category,factual_explanatory,recipe_procedure,payload,independent_payload,6,6,0,1.2083333333333333,1.888888888888889,-0.6805555555555558,-1.55625,0.007986111111110621,0.95,payload,100,mean_difference,,,,0.13823713009139899,welch_t,1.0,0.47068909905506073,-0.8806029089701837
surface_flag_total,prompt_category,forum_question_answer,personal_narrative_blog,payload,independent_payload,6,6,0,2.0,1.5833333333333333,0.41666666666666674,-0.6270833333333331,1.416666666666667,0.95,payload,100,mean_difference,,,,0.5110522234268221,welch_t,1.0,0.8952225155200885,0.36329224965758655
surface_flag_total,prompt_category,forum_question_answer,professional_communication,payload,independent_payload,6,5,0,2.0,1.4333333333333333,0.5666666666666667,-0.21312500000000006,1.3552083333333331,0.95,payload,100,mean_difference,,,,0.2861968801839887,welch_t,1.0,0.6376667330415188,0.5955549968193045
surface_flag_total,prompt_category,forum_question_answer,recipe_procedure,payload,independent_payload,6,6,0,2.0,1.888888888888889,0.11111111111111094,-0.8961805555555558,1.1111111111111112,0.95,payload,100,mean_difference,,,,0.8516965515197052,welch_t,1.0,1.0,0.10237469501084152
surface_flag_total,prompt_category,personal_narrative_blog,professional_communication,payload,independent_payload,6,5,0,1.5833333333333333,1.4333333333333333,0.1499999999999999,-0.6258333333333332,0.8389583333333328,0.95,payload,100,mean_difference,,,,0.749554360302987,welch_t,1.0,1.0,0.1712882016959907
surface_flag_total,prompt_category,personal_narrative_blog,recipe_procedure,payload,independent_payload,6,6,0,1.5833333333333333,1.888888888888889,-0.3055555555555558,-1.3017361111111112,0.5277777777777777,0.95,payload,100,mean_difference,,,,0.5893158667949846,welch_t,1.0,0.9534154787638603,-0.2973846537455999
surface_flag_total,prompt_category,professional_communication,recipe_procedure,payload,independent_payload,5,6,0,1.4333333333333333,1.888888888888889,-0.4555555555555557,-1.0818055555555555,0.2004166666666666,0.95,payload,100,mean_difference,,,,0.297014928247629,welch_t,1.0,0.6503602739215325,-0.58271078483415
tfidf_prompt_similarity,prompt_category,casual_conversation,factual_explanatory,payload,independent_payload,6,6,0,0.07417100189873431,0.09065175658930631,-0.016480754690572003,-0.05056781107618766,0.018954010765696597,0.95,payload,100,mean_difference,,,,0.4739161148775478,welch_t,1.0,0.8631826726666805,-0.40533792464814306
tfidf_prompt_similarity,prompt_category,casual_conversation,forum_question_answer,payload,independent_payload,6,6,0,0.07417100189873431,0.0599510807033643,0.014219921195370008,-0.023981176227592785,0.05729663880247762,0.95,payload,100,mean_difference,,,,0.5733193093633897,welch_t,1.0,0.9517849972437974,0.31185962568622855
tfidf_prompt_similarity,prompt_category,casual_conversation,personal_narrative_blog,payload,independent_payload,6,6,0,0.07417100189873431,0.08416766985937595,-0.009996667960641636,-0.04781615688753045,0.04303818680475467,0.95,payload,100,mean_difference,,,,0.7191218224221179,welch_t,1.0,1.0,-0.19725666491935862
tfidf_prompt_similarity,prompt_category,casual_conversation,professional_communication,payload,independent_payload,6,5,0,0.07417100189873431,0.07903825076828364,-0.004867248869549326,-0.042860813662838365,0.05056915644956246,0.95,payload,100,mean_difference,,,,0.8559041776157222,welch_t,1.0,1.0,-0.10045673838048313
tfidf_prompt_similarity,prompt_category,casual_conversation,recipe_procedure,payload,independent_payload,6,6,0,0.07417100189873431,0.050755782707408874,0.023415219191325436,-0.004841870110895881,0.06441328097623707,0.95,payload,100,mean_difference,,,,0.3291903700810419,welch_t,1.0,0.6853635573818413,0.5584050059561863
tfidf_prompt_similarity,prompt_category,factual_explanatory,forum_question_answer,payload,independent_payload,6,6,0,0.09065175658930631,0.0599510807033643,0.03070067588594201,0.0077688086156502386,0.05658095705990537,0.95,payload,100,mean_difference,,,,0.08286265787524973,welch_t,1.0,0.35673076441209206,1.0565213194063752
tfidf_prompt_similarity,prompt_category,factual_explanatory,personal_narrative_blog,payload,independent_payload,6,6,0,0.09065175658930631,0.08416766985937595,0.006484086729930366,-0.028011615412605762,0.03366976572398637,0.95,payload,100,mean_difference,,,,0.749046990688315,welch_t,1.0,1.0,0.17755708906452294
tfidf_prompt_similarity,prompt_category,factual_explanatory,professional_communication,payload,independent_payload,6,5,0,0.09065175658930631,0.07903825076828364,0.011613505821022677,-0.027995437286474027,0.04414864841119015,0.95,payload,100,mean_difference,,,,0.5456590797815439,welch_t,1.0,0.9364689612467038,0.37697116147339227
tfidf_prompt_similarity,prompt_category,factual_explanatory,recipe_procedure,payload,independent_payload,6,6,0,0.09065175658930631,0.050755782707408874,0.03989597388189744,0.020256992388562982,0.06042457092461691,0.95,payload,100,mean_difference,,,,0.008853073493317034,welch_t,1.0,0.06749626967546164,1.743530741833952
tfidf_prompt_similarity,prompt_category,forum_question_answer,personal_narrative_blog,payload,independent_payload,6,6,0,0.0599510807033643,0.08416766985937595,-0.024216589156011645,-0.05824255661860616,0.019815966179452322,0.95,payload,100,mean_difference,,,,0.3060207063214988,welch_t,1.0,0.6587225373361076,-0.5773202206288974
tfidf_prompt_similarity,prompt_category,forum_question_answer,professional_communication,payload,independent_payload,6,5,0,0.0599510807033643,0.07903825076828364,-0.019087170064919334,-0.06520401638597342,0.01676727026358785,0.95,payload,100,mean_difference,,,,0.3929679913036279,welch_t,1.0,0.7561656802357689,-0.5044837554806486
tfidf_prompt_similarity,prompt_category,forum_question_answer,recipe_procedure,payload,independent_payload,6,6,0,0.0599510807033643,0.050755782707408874,0.009195297995955427,-0.02421085910014513,0.029698852236622823,0.95,payload,100,mean_difference,,,,0.5892246661480365,welch_t,1.0,0.9534154787638603,0.2984096141691158
tfidf_prompt_similarity,prompt_category,personal_narrative_blog,professional_communication,payload,independent_payload,6,5,0,0.08416766985937595,0.07903825076828364,0.00512941909109231,-0.044368161266711496,0.0448668495094331,0.95,payload,100,mean_difference,,,,0.8370797368251193,welch_t,1.0,1.0,0.11511373280698492
tfidf_prompt_similarity,prompt_category,personal_narrative_blog,recipe_procedure,payload,independent_payload,6,6,0,0.08416766985937595,0.050755782707408874,0.03341188715196707,-0.0009344138377772964,0.05856244923004894,0.95,payload,100,mean_difference,,,,0.13898300168948644,welch_t,1.0,0.47068909905506073,0.8808693291565252
tfidf_prompt_similarity,prompt_category,professional_communication,recipe_procedure,payload,independent_payload,5,6,0,0.07903825076828364,0.050755782707408874,0.02828246806087476,-0.001813698228250185,0.05220930462554999,0.95,payload,100,mean_difference,,,,0.18119952781139517,welch_t,1.0,0.5119876895926563,0.8653574463489713
