study_phase,model_id,protocol_variant,prompt_category,payload_class,replay_mode,transformation_id,mitigation_id,outcome,analysis_unit,mean,standard_deviation,median,n_payloads,bootstrap_resamples_requested,ci_low,ci_high,bootstrap_resamples_valid,confidence_level,view,hardware_id
,mistral_7b_instruct_v0_3_q4_k_m,nonseg_hex_nibble_b16,recipe_procedure,nonce_96_bit_hex,,,,unique_word_fraction,payload,1.0,,1.0,1,100,1.0,1.0,0,0.95,forced_span,
,mistral_7b_instruct_v0_3_q4_k_m,nonseg_hex_nibble_b16,recipe_procedure,nonce_96_bit_hex,,,,unique_word_fraction,payload,1.0,,1.0,1,100,1.0,1.0,0,0.95,full_message,
,mistral_7b_instruct_v0_3_q4_k_m,ordinary_llm_control,casual_conversation,ed25519_signature_base64,,,,unique_word_fraction,payload,0.8235294117647058,,0.8235294117647058,1,100,0.8235294117647058,0.8235294117647058,0,0.95,full_message,
,mistral_7b_instruct_v0_3_q4_k_m,ordinary_llm_control,casual_conversation,nonce_96_bit_hex,,,,unique_word_fraction,payload,1.0,,1.0,1,100,1.0,1.0,0,0.95,forced_span,
,mistral_7b_instruct_v0_3_q4_k_m,ordinary_llm_control,casual_conversation,nonce_96_bit_hex,,,,unique_word_fraction,payload,0.696969696969697,,0.696969696969697,1,100,0.696969696969697,0.696969696969697,0,0.95,full_message,
,mistral_7b_instruct_v0_3_q4_k_m,ordinary_llm_control,factual_explanatory,sha256_hex,,,,unique_word_fraction,payload,0.9444444444444444,,0.9444444444444444,1,100,0.9444444444444444,0.9444444444444444,0,0.95,forced_span,
,mistral_7b_instruct_v0_3_q4_k_m,ordinary_llm_control,factual_explanatory,sha256_hex,,,,unique_word_fraction,payload,0.5759493670886076,,0.5759493670886076,1,100,0.5759493670886076,0.5759493670886076,0,0.95,full_message,
,mistral_7b_instruct_v0_3_q4_k_m,ordinary_llm_control,factual_explanatory,token_128_bit_hex,,,,unique_word_fraction,payload,1.0,,1.0,1,100,1.0,1.0,0,0.95,forced_span,
,mistral_7b_instruct_v0_3_q4_k_m,ordinary_llm_control,factual_explanatory,token_128_bit_hex,,,,unique_word_fraction,payload,0.6419753086419753,,0.6419753086419753,1,100,0.6419753086419753,0.6419753086419753,0,0.95,full_message,
,mistral_7b_instruct_v0_3_q4_k_m,ordinary_llm_control,forum_question_answer,aes256_gcm_base64,,,,unique_word_fraction,payload,0.7625,,0.7625,1,100,0.7625,0.7625,0,0.95,full_message,
,mistral_7b_instruct_v0_3_q4_k_m,ordinary_llm_control,forum_question_answer,sha256_hex,,,,unique_word_fraction,payload,0.8378378378378378,,0.8378378378378378,1,100,0.8378378378378378,0.8378378378378378,0,0.95,forced_span,
,mistral_7b_instruct_v0_3_q4_k_m,ordinary_llm_control,forum_question_answer,sha256_hex,,,,unique_word_fraction,payload,0.45336225596529284,,0.45336225596529284,1,100,0.45336225596529284,0.45336225596529284,0,0.95,full_message,
,mistral_7b_instruct_v0_3_q4_k_m,ordinary_llm_control,personal_narrative_blog,nonce_96_bit_hex,,,,unique_word_fraction,payload,1.0,,1.0,1,100,1.0,1.0,0,0.95,forced_span,
,mistral_7b_instruct_v0_3_q4_k_m,ordinary_llm_control,personal_narrative_blog,nonce_96_bit_hex,,,,unique_word_fraction,payload,0.7010309278350515,,0.7010309278350515,1,100,0.7010309278350515,0.7010309278350515,0,0.95,full_message,
,mistral_7b_instruct_v0_3_q4_k_m,ordinary_llm_control,personal_narrative_blog,token_128_bit_hex,,,,unique_word_fraction,payload,0.8461538461538461,,0.8461538461538461,1,100,0.8461538461538461,0.8461538461538461,0,0.95,forced_span,
,mistral_7b_instruct_v0_3_q4_k_m,ordinary_llm_control,personal_narrative_blog,token_128_bit_hex,,,,unique_word_fraction,payload,0.7551020408163265,,0.7551020408163265,1,100,0.7551020408163265,0.7551020408163265,0,0.95,full_message,
,mistral_7b_instruct_v0_3_q4_k_m,ordinary_llm_control,professional_communication,uuid_v4,,,,unique_word_fraction,payload,0.7391304347826086,,0.7391304347826086,1,100,0.7391304347826086,0.7391304347826086,0,0.95,full_message,
,mistral_7b_instruct_v0_3_q4_k_m,ordinary_llm_control,recipe_procedure,nonce_96_bit_hex,,,,unique_word_fraction,payload,1.0,,1.0,1,100,1.0,1.0,0,0.95,full_message,
,mistral_7b_instruct_v0_3_q4_k_m,ordinary_llm_control,recipe_procedure,token_128_bit_hex,,,,unique_word_fraction,payload,0.8125,,0.8125,1,100,0.8125,0.8125,0,0.95,forced_span,
,mistral_7b_instruct_v0_3_q4_k_m,ordinary_llm_control,recipe_procedure,token_128_bit_hex,,,,unique_word_fraction,payload,1.0,,1.0,1,100,1.0,1.0,0,0.95,full_message,
,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,casual_conversation,nonce_96_bit_hex,,,,unique_word_fraction,payload,0.9473684210526315,,0.9473684210526315,1,100,0.9473684210526315,0.9473684210526315,0,0.95,forced_span,
,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,casual_conversation,nonce_96_bit_hex,,,,unique_word_fraction,payload,0.7383177570093458,,0.7383177570093458,1,100,0.7383177570093458,0.7383177570093458,0,0.95,full_message,
,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,factual_explanatory,sha256_hex,,,,unique_word_fraction,payload,0.8958333333333334,,0.8958333333333334,1,100,0.8958333333333334,0.8958333333333334,0,0.95,forced_span,
,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,factual_explanatory,sha256_hex,,,,unique_word_fraction,payload,0.6914285714285714,,0.6914285714285714,1,100,0.6914285714285714,0.6914285714285714,0,0.95,full_message,
,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,factual_explanatory,token_128_bit_hex,,,,unique_word_fraction,payload,1.0,,1.0,1,100,1.0,1.0,0,0.95,forced_span,
,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,factual_explanatory,token_128_bit_hex,,,,unique_word_fraction,payload,0.74,,0.74,1,100,0.74,0.74,0,0.95,full_message,
,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,forum_question_answer,sha256_hex,,,,unique_word_fraction,payload,0.9787234042553191,,0.9787234042553191,1,100,0.9787234042553191,0.9787234042553191,0,0.95,forced_span,
,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,forum_question_answer,sha256_hex,,,,unique_word_fraction,payload,0.49899396378269617,,0.49899396378269617,1,100,0.49899396378269617,0.49899396378269617,0,0.95,full_message,
,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,personal_narrative_blog,nonce_96_bit_hex,,,,unique_word_fraction,payload,1.0,,1.0,1,100,1.0,1.0,0,0.95,forced_span,
,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,personal_narrative_blog,nonce_96_bit_hex,,,,unique_word_fraction,payload,0.77,,0.77,1,100,0.77,0.77,0,0.95,full_message,
,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,recipe_procedure,token_128_bit_hex,,,,unique_word_fraction,payload,0.88,,0.88,1,100,0.88,0.88,0,0.95,forced_span,
,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,recipe_procedure,token_128_bit_hex,,,,unique_word_fraction,payload,0.88,,0.88,1,100,0.88,0.88,0,0.95,full_message,
,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_single_topic,personal_narrative_blog,token_128_bit_hex,,,,unique_word_fraction,payload,0.9130434782608695,,0.9130434782608695,1,100,0.9130434782608695,0.9130434782608695,0,0.95,forced_span,
,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_single_topic,personal_narrative_blog,token_128_bit_hex,,,,unique_word_fraction,payload,0.73,,0.73,1,100,0.73,0.73,0,0.95,full_message,
,qwen2_5_7b_instruct_q4_k_m,direct_subword_calgacus,casual_conversation,ed25519_signature_base64,,,,unique_word_fraction,payload,0.9666666666666667,,0.9666666666666667,1,100,0.9666666666666667,0.9666666666666667,0,0.95,forced_span,
,qwen2_5_7b_instruct_q4_k_m,direct_subword_calgacus,casual_conversation,ed25519_signature_base64,,,,unique_word_fraction,payload,0.9666666666666667,,0.9666666666666667,1,100,0.9666666666666667,0.9666666666666667,0,0.95,full_message,
,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b16,forum_question_answer,chacha20_poly1305_base64,,,,unique_word_fraction,payload,0.8058252427184466,,0.8058252427184466,1,100,0.8058252427184466,0.8058252427184466,0,0.95,forced_span,
,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b16,forum_question_answer,chacha20_poly1305_base64,,,,unique_word_fraction,payload,0.8058252427184466,,0.8058252427184466,1,100,0.8058252427184466,0.8058252427184466,0,0.95,full_message,
,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b8,professional_communication,uuid_v4,,,,unique_word_fraction,payload,0.7746478873239436,,0.7746478873239436,1,100,0.7746478873239436,0.7746478873239436,0,0.95,forced_span,
,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b8,professional_communication,uuid_v4,,,,unique_word_fraction,payload,0.7746478873239436,,0.7746478873239436,1,100,0.7746478873239436,0.7746478873239436,0,0.95,full_message,
,qwen2_5_7b_instruct_q4_k_m,nonseg_hex_nibble_b16,recipe_procedure,token_128_bit_hex,,,,unique_word_fraction,payload,0.9047619047619048,,0.9047619047619048,1,100,0.9047619047619048,0.9047619047619048,0,0.95,forced_span,
,qwen2_5_7b_instruct_q4_k_m,nonseg_hex_nibble_b16,recipe_procedure,token_128_bit_hex,,,,unique_word_fraction,payload,0.9047619047619048,,0.9047619047619048,1,100,0.9047619047619048,0.9047619047619048,0,0.95,full_message,
,qwen2_5_7b_instruct_q4_k_m,ordinary_llm_control,casual_conversation,ed25519_signature_base64,,,,unique_word_fraction,payload,0.8490566037735849,,0.8490566037735849,1,100,0.8490566037735849,0.8490566037735849,0,0.95,full_message,
,qwen2_5_7b_instruct_q4_k_m,ordinary_llm_control,casual_conversation,nonce_96_bit_hex,,,,unique_word_fraction,payload,0.8421052631578947,,0.8421052631578947,1,100,0.8421052631578947,0.8421052631578947,0,0.95,forced_span,
,qwen2_5_7b_instruct_q4_k_m,ordinary_llm_control,casual_conversation,nonce_96_bit_hex,,,,unique_word_fraction,payload,0.7982456140350878,,0.7982456140350878,1,100,0.7982456140350878,0.7982456140350878,0,0.95,full_message,
,qwen2_5_7b_instruct_q4_k_m,ordinary_llm_control,factual_explanatory,hmac_sha256_hex,,,,unique_word_fraction,payload,0.7755102040816326,,0.7755102040816326,1,100,0.7755102040816326,0.7755102040816326,0,0.95,forced_span,
,qwen2_5_7b_instruct_q4_k_m,ordinary_llm_control,factual_explanatory,hmac_sha256_hex,,,,unique_word_fraction,payload,0.536144578313253,,0.536144578313253,1,100,0.536144578313253,0.536144578313253,0,0.95,full_message,
,qwen2_5_7b_instruct_q4_k_m,ordinary_llm_control,factual_explanatory,nonce_96_bit_hex,,,,unique_word_fraction,payload,0.8095238095238095,,0.8095238095238095,1,100,0.8095238095238095,0.8095238095238095,0,0.95,forced_span,
,qwen2_5_7b_instruct_q4_k_m,ordinary_llm_control,factual_explanatory,nonce_96_bit_hex,,,,unique_word_fraction,payload,0.6266666666666667,,0.6266666666666667,1,100,0.6266666666666667,0.6266666666666667,0,0.95,full_message,
,qwen2_5_7b_instruct_q4_k_m,ordinary_llm_control,forum_question_answer,chacha20_poly1305_base64,,,,unique_word_fraction,payload,0.6037735849056604,,0.6037735849056604,1,100,0.6037735849056604,0.6037735849056604,0,0.95,full_message,
,qwen2_5_7b_instruct_q4_k_m,ordinary_llm_control,forum_question_answer,token_128_bit_hex,,,,unique_word_fraction,payload,1.0,,1.0,1,100,1.0,1.0,0,0.95,forced_span,
,qwen2_5_7b_instruct_q4_k_m,ordinary_llm_control,forum_question_answer,token_128_bit_hex,,,,unique_word_fraction,payload,0.7107438016528925,,0.7107438016528925,1,100,0.7107438016528925,0.7107438016528925,0,0.95,full_message,
,qwen2_5_7b_instruct_q4_k_m,ordinary_llm_control,personal_narrative_blog,nonce_96_bit_hex,,,,unique_word_fraction,payload,0.9444444444444444,,0.9444444444444444,1,100,0.9444444444444444,0.9444444444444444,0,0.95,forced_span,
,qwen2_5_7b_instruct_q4_k_m,ordinary_llm_control,personal_narrative_blog,nonce_96_bit_hex,,,,unique_word_fraction,payload,0.7954545454545454,,0.7954545454545454,1,100,0.7954545454545454,0.7954545454545454,0,0.95,full_message,
,qwen2_5_7b_instruct_q4_k_m,ordinary_llm_control,personal_narrative_blog,sha256_hex,,,,unique_word_fraction,payload,0.7857142857142857,,0.7857142857142857,1,100,0.7857142857142857,0.7857142857142857,0,0.95,forced_span,
,qwen2_5_7b_instruct_q4_k_m,ordinary_llm_control,personal_narrative_blog,sha256_hex,,,,unique_word_fraction,payload,0.4815668202764977,,0.4815668202764977,1,100,0.4815668202764977,0.4815668202764977,0,0.95,full_message,
,qwen2_5_7b_instruct_q4_k_m,ordinary_llm_control,professional_communication,nonce_96_bit_hex,,,,unique_word_fraction,payload,1.0,,1.0,1,100,1.0,1.0,0,0.95,forced_span,
,qwen2_5_7b_instruct_q4_k_m,ordinary_llm_control,professional_communication,nonce_96_bit_hex,,,,unique_word_fraction,payload,0.7636363636363637,,0.7636363636363637,1,100,0.7636363636363637,0.7636363636363637,0,0.95,full_message,
,qwen2_5_7b_instruct_q4_k_m,ordinary_llm_control,professional_communication,uuid_v4,,,,unique_word_fraction,payload,0.7375,,0.7375,1,100,0.7375,0.7375,0,0.95,full_message,
,qwen2_5_7b_instruct_q4_k_m,ordinary_llm_control,recipe_procedure,sha256_hex,,,,unique_word_fraction,payload,0.7543859649122807,,0.7543859649122807,1,100,0.7543859649122807,0.7543859649122807,0,0.95,forced_span,
,qwen2_5_7b_instruct_q4_k_m,ordinary_llm_control,recipe_procedure,sha256_hex,,,,unique_word_fraction,payload,0.7872340425531915,,0.7872340425531915,1,100,0.7872340425531915,0.7872340425531915,0,0.95,full_message,
,qwen2_5_7b_instruct_q4_k_m,ordinary_llm_control,recipe_procedure,token_128_bit_hex,,,,unique_word_fraction,payload,0.8846153846153846,,0.8846153846153846,1,100,0.8846153846153846,0.8846153846153846,0,0.95,full_message,
,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,casual_conversation,nonce_96_bit_hex,,,,unique_word_fraction,payload,1.0,,1.0,1,100,1.0,1.0,0,0.95,forced_span,
,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,casual_conversation,nonce_96_bit_hex,,,,unique_word_fraction,payload,0.7288135593220338,,0.7288135593220338,1,100,0.7288135593220338,0.7288135593220338,0,0.95,full_message,
,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,factual_explanatory,hmac_sha256_hex,,,,unique_word_fraction,payload,0.9622641509433962,,0.9622641509433962,1,100,0.9622641509433962,0.9622641509433962,0,0.95,forced_span,
,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,factual_explanatory,hmac_sha256_hex,,,,unique_word_fraction,payload,0.7973856209150327,,0.7973856209150327,1,100,0.7973856209150327,0.7973856209150327,0,0.95,full_message,
,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,factual_explanatory,nonce_96_bit_hex,,,,unique_word_fraction,payload,0.95,,0.95,1,100,0.95,0.95,0,0.95,forced_span,
,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,factual_explanatory,nonce_96_bit_hex,,,,unique_word_fraction,payload,0.6893203883495146,,0.6893203883495146,1,100,0.6893203883495146,0.6893203883495146,0,0.95,full_message,
,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,forum_question_answer,token_128_bit_hex,,,,unique_word_fraction,payload,0.8709677419354839,,0.8709677419354839,1,100,0.8709677419354839,0.8709677419354839,0,0.95,forced_span,
,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,forum_question_answer,token_128_bit_hex,,,,unique_word_fraction,payload,0.7606837606837606,,0.7606837606837606,1,100,0.7606837606837606,0.7606837606837606,0,0.95,full_message,
,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,personal_narrative_blog,nonce_96_bit_hex,,,,unique_word_fraction,payload,1.0,,1.0,1,100,1.0,1.0,0,0.95,forced_span,
,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,personal_narrative_blog,nonce_96_bit_hex,,,,unique_word_fraction,payload,0.8271604938271605,,0.8271604938271605,1,100,0.8271604938271605,0.8271604938271605,0,0.95,full_message,
,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,professional_communication,nonce_96_bit_hex,,,,unique_word_fraction,payload,1.0,,1.0,1,100,1.0,1.0,0,0.95,forced_span,
,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,professional_communication,nonce_96_bit_hex,,,,unique_word_fraction,payload,0.8518518518518519,,0.8518518518518519,1,100,0.8518518518518519,0.8518518518518519,0,0.95,full_message,
,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,recipe_procedure,sha256_hex,,,,unique_word_fraction,payload,0.9122807017543859,,0.9122807017543859,1,100,0.9122807017543859,0.9122807017543859,0,0.95,forced_span,
,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,recipe_procedure,sha256_hex,,,,unique_word_fraction,payload,0.9122807017543859,,0.9122807017543859,1,100,0.9122807017543859,0.9122807017543859,0,0.95,full_message,
,qwen2_5_7b_instruct_q4_k_m,segmented_hex_single_topic,personal_narrative_blog,sha256_hex,,,,unique_word_fraction,payload,0.9375,,0.9375,1,100,0.9375,0.9375,0,0.95,forced_span,
,qwen2_5_7b_instruct_q4_k_m,segmented_hex_single_topic,personal_narrative_blog,sha256_hex,,,,unique_word_fraction,payload,0.5211970074812967,,0.5211970074812967,1,100,0.5211970074812967,0.5211970074812967,0,0.95,full_message,
,llama3_8b_instruct_q4_k_m,direct_subword_calgacus,casual_conversation,ed25519_signature_base64,,,,repeated_bigram_fraction,payload,0.0,,0.0,1,100,0.0,0.0,0,0.95,forced_span,
,llama3_8b_instruct_q4_k_m,direct_subword_calgacus,casual_conversation,ed25519_signature_base64,,,,repeated_bigram_fraction,payload,0.0,,0.0,1,100,0.0,0.0,0,0.95,full_message,
,llama3_8b_instruct_q4_k_m,nonseg_ascii_b16,forum_question_answer,aes256_gcm_base64,,,,repeated_bigram_fraction,payload,0.00952380952380949,,0.00952380952380949,1,100,0.00952380952380949,0.00952380952380949,0,0.95,forced_span,
,llama3_8b_instruct_q4_k_m,nonseg_ascii_b16,forum_question_answer,aes256_gcm_base64,,,,repeated_bigram_fraction,payload,0.00952380952380949,,0.00952380952380949,1,100,0.00952380952380949,0.00952380952380949,0,0.95,full_message,
,llama3_8b_instruct_q4_k_m,nonseg_ascii_b8,professional_communication,uuid_v4,,,,repeated_bigram_fraction,payload,0.0,,0.0,1,100,0.0,0.0,0,0.95,forced_span,
,llama3_8b_instruct_q4_k_m,nonseg_ascii_b8,professional_communication,uuid_v4,,,,repeated_bigram_fraction,payload,0.0,,0.0,1,100,0.0,0.0,0,0.95,full_message,
,llama3_8b_instruct_q4_k_m,nonseg_hex_nibble_b16,recipe_procedure,sha256_hex,,,,repeated_bigram_fraction,payload,0.0,,0.0,1,100,0.0,0.0,0,0.95,forced_span,
,llama3_8b_instruct_q4_k_m,nonseg_hex_nibble_b16,recipe_procedure,sha256_hex,,,,repeated_bigram_fraction,payload,0.0,,0.0,1,100,0.0,0.0,0,0.95,full_message,
,llama3_8b_instruct_q4_k_m,ordinary_llm_control,casual_conversation,ed25519_signature_base64,,,,repeated_bigram_fraction,payload,0.040000000000000036,,0.040000000000000036,1,100,0.040000000000000036,0.040000000000000036,0,0.95,full_message,
,llama3_8b_instruct_q4_k_m,ordinary_llm_control,casual_conversation,sha256_hex,,,,repeated_bigram_fraction,payload,0.05882352941176472,,0.05882352941176472,1,100,0.05882352941176472,0.05882352941176472,0,0.95,forced_span,
,llama3_8b_instruct_q4_k_m,ordinary_llm_control,casual_conversation,sha256_hex,,,,repeated_bigram_fraction,payload,0.6818181818181819,,0.6818181818181819,1,100,0.6818181818181819,0.6818181818181819,0,0.95,full_message,
,llama3_8b_instruct_q4_k_m,ordinary_llm_control,factual_explanatory,nonce_96_bit_hex,,,,repeated_bigram_fraction,payload,0.0,,0.0,1,100,0.0,0.0,0,0.95,forced_span,
,llama3_8b_instruct_q4_k_m,ordinary_llm_control,factual_explanatory,nonce_96_bit_hex,,,,repeated_bigram_fraction,payload,0.044117647058823484,,0.044117647058823484,1,100,0.044117647058823484,0.044117647058823484,0,0.95,full_message,
,llama3_8b_instruct_q4_k_m,ordinary_llm_control,factual_explanatory,token_128_bit_hex,,,,repeated_bigram_fraction,payload,0.0,,0.0,1,100,0.0,0.0,0,0.95,forced_span,
,llama3_8b_instruct_q4_k_m,ordinary_llm_control,factual_explanatory,token_128_bit_hex,,,,repeated_bigram_fraction,payload,0.05405405405405406,,0.05405405405405406,1,100,0.05405405405405406,0.05405405405405406,0,0.95,full_message,
,llama3_8b_instruct_q4_k_m,ordinary_llm_control,forum_question_answer,aes256_gcm_base64,,,,repeated_bigram_fraction,payload,0.0,,0.0,1,100,0.0,0.0,0,0.95,full_message,
,llama3_8b_instruct_q4_k_m,ordinary_llm_control,forum_question_answer,nonce_96_bit_hex,,,,repeated_bigram_fraction,payload,0.0,,0.0,1,100,0.0,0.0,0,0.95,forced_span,
,llama3_8b_instruct_q4_k_m,ordinary_llm_control,forum_question_answer,nonce_96_bit_hex,,,,repeated_bigram_fraction,payload,0.06766917293233088,,0.06766917293233088,1,100,0.06766917293233088,0.06766917293233088,0,0.95,full_message,
,llama3_8b_instruct_q4_k_m,ordinary_llm_control,personal_narrative_blog,hmac_sha256_hex,,,,repeated_bigram_fraction,payload,0.0,,0.0,1,100,0.0,0.0,0,0.95,forced_span,
,llama3_8b_instruct_q4_k_m,ordinary_llm_control,personal_narrative_blog,hmac_sha256_hex,,,,repeated_bigram_fraction,payload,0.08235294117647063,,0.08235294117647063,1,100,0.08235294117647063,0.08235294117647063,0,0.95,full_message,
,llama3_8b_instruct_q4_k_m,ordinary_llm_control,personal_narrative_blog,sha256_hex,,,,repeated_bigram_fraction,payload,0.039215686274509776,,0.039215686274509776,1,100,0.039215686274509776,0.039215686274509776,0,0.95,forced_span,
,llama3_8b_instruct_q4_k_m,ordinary_llm_control,personal_narrative_blog,sha256_hex,,,,repeated_bigram_fraction,payload,0.07849829351535831,,0.07849829351535831,1,100,0.07849829351535831,0.07849829351535831,0,0.95,full_message,
,llama3_8b_instruct_q4_k_m,ordinary_llm_control,professional_communication,nonce_96_bit_hex,,,,repeated_bigram_fraction,payload,0.1428571428571429,,0.1428571428571429,1,100,0.1428571428571429,0.1428571428571429,0,0.95,forced_span,
,llama3_8b_instruct_q4_k_m,ordinary_llm_control,professional_communication,nonce_96_bit_hex,,,,repeated_bigram_fraction,payload,0.16860465116279066,,0.16860465116279066,1,100,0.16860465116279066,0.16860465116279066,0,0.95,full_message,
,llama3_8b_instruct_q4_k_m,ordinary_llm_control,professional_communication,uuid_v4,,,,repeated_bigram_fraction,payload,0.02564102564102566,,0.02564102564102566,1,100,0.02564102564102566,0.02564102564102566,0,0.95,full_message,
,llama3_8b_instruct_q4_k_m,ordinary_llm_control,recipe_procedure,sha256_hex,,,,repeated_bigram_fraction,payload,0.0,,0.0,1,100,0.0,0.0,0,0.95,full_message,
,llama3_8b_instruct_q4_k_m,ordinary_llm_control,recipe_procedure,token_128_bit_hex,,,,repeated_bigram_fraction,payload,0.0,,0.0,1,100,0.0,0.0,0,0.95,forced_span,
,llama3_8b_instruct_q4_k_m,ordinary_llm_control,recipe_procedure,token_128_bit_hex,,,,repeated_bigram_fraction,payload,0.0,,0.0,1,100,0.0,0.0,0,0.95,full_message,
,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,casual_conversation,sha256_hex,,,,repeated_bigram_fraction,payload,0.0,,0.0,1,100,0.0,0.0,0,0.95,forced_span,
,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,casual_conversation,sha256_hex,,,,repeated_bigram_fraction,payload,0.07792207792207795,,0.07792207792207795,1,100,0.07792207792207795,0.07792207792207795,0,0.95,full_message,
,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,factual_explanatory,nonce_96_bit_hex,,,,repeated_bigram_fraction,payload,0.0,,0.0,1,100,0.0,0.0,0,0.95,forced_span,
,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,factual_explanatory,nonce_96_bit_hex,,,,repeated_bigram_fraction,payload,0.0,,0.0,1,100,0.0,0.0,0,0.95,full_message,
,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,factual_explanatory,token_128_bit_hex,,,,repeated_bigram_fraction,payload,0.0,,0.0,1,100,0.0,0.0,0,0.95,forced_span,
,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,factual_explanatory,token_128_bit_hex,,,,repeated_bigram_fraction,payload,0.0092592592592593,,0.0092592592592593,1,100,0.0092592592592593,0.0092592592592593,0,0.95,full_message,
,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,forum_question_answer,nonce_96_bit_hex,,,,repeated_bigram_fraction,payload,0.0,,0.0,1,100,0.0,0.0,0,0.95,forced_span,
,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,forum_question_answer,nonce_96_bit_hex,,,,repeated_bigram_fraction,payload,0.11469534050179209,,0.11469534050179209,1,100,0.11469534050179209,0.11469534050179209,0,0.95,full_message,
,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,personal_narrative_blog,sha256_hex,,,,repeated_bigram_fraction,payload,0.0,,0.0,1,100,0.0,0.0,0,0.95,forced_span,
,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,personal_narrative_blog,sha256_hex,,,,repeated_bigram_fraction,payload,0.04014598540145986,,0.04014598540145986,1,100,0.04014598540145986,0.04014598540145986,0,0.95,full_message,
,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,professional_communication,nonce_96_bit_hex,,,,repeated_bigram_fraction,payload,0.0,,0.0,1,100,0.0,0.0,0,0.95,forced_span,
,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,professional_communication,nonce_96_bit_hex,,,,repeated_bigram_fraction,payload,0.008000000000000007,,0.008000000000000007,1,100,0.008000000000000007,0.008000000000000007,0,0.95,full_message,
,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,recipe_procedure,token_128_bit_hex,,,,repeated_bigram_fraction,payload,0.0,,0.0,1,100,0.0,0.0,0,0.95,forced_span,
,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,recipe_procedure,token_128_bit_hex,,,,repeated_bigram_fraction,payload,0.0,,0.0,1,100,0.0,0.0,0,0.95,full_message,
,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic,personal_narrative_blog,hmac_sha256_hex,,,,repeated_bigram_fraction,payload,0.0,,0.0,1,100,0.0,0.0,0,0.95,forced_span,
,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic,personal_narrative_blog,hmac_sha256_hex,,,,repeated_bigram_fraction,payload,0.023121387283236983,,0.023121387283236983,1,100,0.023121387283236983,0.023121387283236983,0,0.95,full_message,
,mistral_7b_instruct_v0_3_q4_k_m,direct_subword_calgacus,casual_conversation,ed25519_signature_base64,,,,repeated_bigram_fraction,payload,0.0,,0.0,1,100,0.0,0.0,0,0.95,forced_span,
,mistral_7b_instruct_v0_3_q4_k_m,direct_subword_calgacus,casual_conversation,ed25519_signature_base64,,,,repeated_bigram_fraction,payload,0.0,,0.0,1,100,0.0,0.0,0,0.95,full_message,
