evidence_domain,source_stage,study_phase,language,model_id,protocol_variant,representation_name,alphabet_size_B,segmented,tail_policy,token_filter,leadin_tokens,topic_schedule,outcome,group_record_count,n,missing_n,payload_units,mean,standard_deviation,median,minimum,maximum,ci_low,ci_high,confidence_level,interval_method,bootstrap_resamples,bootstrap_seed
quality_bound_margin,ablation_v2,ablation_v2_confirmatory,en,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,hex_nibble,16.0,True,dynamic_completion_v1,safe_text_filter_v1,32,deterministic_six_category_rotation,minimum_lower_margin_nats,48,48,0,48,0.07010277112325032,0.2823311738959227,0.0,0.0,1.4088993072509766,0.0027573774258295718,0.153606057167053,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
quality_bound_margin,ablation_v2,ablation_v2_confirmatory,en,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,hex_nibble,16.0,True,dynamic_completion_v1,safe_text_filter_v1,32,deterministic_six_category_rotation,minimum_upper_margin_nats,48,48,0,48,0.011916200319925943,0.042238463004153654,0.0,0.0,0.24638748168945312,0.0019491811593373642,0.025450269381205242,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
capacity_residual,ablation_v2,ablation_v2_confirmatory,en,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,hex_nibble,16.0,True,dynamic_completion_v1,safe_text_filter_v1,4,deterministic_six_category_rotation,forced_position_residual_tokens,48,48,0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
capacity_tail_overhead,ablation_v2,ablation_v2_confirmatory,en,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,hex_nibble,16.0,True,dynamic_completion_v1,safe_text_filter_v1,4,deterministic_six_category_rotation,tail_overhead_tokens,48,48,0,48,218.33333333333334,185.90117865938976,134.0,49.0,645.0,167.875,268.7739583333333,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
capacity_total_overhead,ablation_v2,ablation_v2_confirmatory,en,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,hex_nibble,16.0,True,dynamic_completion_v1,safe_text_filter_v1,4,deterministic_six_category_rotation,cover_length_residual_tokens,48,48,0,48,218.33333333333334,185.90117865938976,134.0,49.0,645.0,168.90989583333334,273.025,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
capacity_rate,ablation_v2,ablation_v2_confirmatory,en,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,hex_nibble,16.0,True,dynamic_completion_v1,safe_text_filter_v1,4,deterministic_six_category_rotation,observed_rate_bits_per_forced_token,48,48,0,48,4.0,0.0,4.0,4.0,4.0,4.0,4.0,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
capacity_effective_rate,ablation_v2,ablation_v2_confirmatory,en,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,hex_nibble,16.0,True,dynamic_completion_v1,safe_text_filter_v1,4,deterministic_six_category_rotation,R_effective_bits_per_forced_plus_tail_token,48,48,0,48,0.9501165939168216,0.4175138246175063,1.1164300202839756,0.2195540308747856,1.5058823529411764,0.8327162821709599,1.062548072032607,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
capacity_code_space,ablation_v2,ablation_v2_confirmatory,en,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,hex_nibble,16.0,True,dynamic_completion_v1,safe_text_filter_v1,4,deterministic_six_category_rotation,code_space_utilization,48,48,0,48,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
capacity_code_space,ablation_v2,ablation_v2_confirmatory,en,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,hex_nibble,16.0,True,dynamic_completion_v1,safe_text_filter_v1,4,deterministic_six_category_rotation,unused_codeword_fraction,48,48,0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
quality_surprisal,ablation_v2,ablation_v2_confirmatory,en,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,hex_nibble,16.0,True,dynamic_completion_v1,safe_text_filter_v1,4,deterministic_six_category_rotation,Q_B_nats_per_forced_token,48,48,0,48,6.079830474188877,0.6040950538956625,6.032945279450517,4.9083840502808895,8.385906342380428,5.918498192397139,6.259788658810404,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
quality_greedy_endpoint,ablation_v2,ablation_v2_confirmatory,en,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,hex_nibble,16.0,True,dynamic_completion_v1,safe_text_filter_v1,4,deterministic_six_category_rotation,Q_greedy_nats_per_forced_token,48,48,0,48,0.5542051530543659,0.06901982094961773,0.5552532979323836,0.3028057453167255,0.7202519845872446,0.5341506372667749,0.5722282608210358,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
quality_rank_B_endpoint,ablation_v2,ablation_v2_confirmatory,en,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,hex_nibble,16.0,True,dynamic_completion_v1,safe_text_filter_v1,4,deterministic_six_category_rotation,Q_rank_B_nats_per_forced_token,48,48,0,48,8.187321504184474,0.4963769291482651,8.179078306288655,7.248729921570352,9.933854186249954,8.051985403982203,8.332830851472975,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
quality_penalty,ablation_v2,ablation_v2_confirmatory,en,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,hex_nibble,16.0,True,dynamic_completion_v1,safe_text_filter_v1,4,deterministic_six_category_rotation,Delta_B_nats_per_forced_token,48,48,0,48,5.525625321134512,0.6443243733673553,5.474246188998222,4.401430567105611,8.0831005970637,5.349890166329633,5.712304765565526,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
quality_bound_margin,ablation_v2,ablation_v2_confirmatory,en,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,hex_nibble,16.0,True,dynamic_completion_v1,safe_text_filter_v1,4,deterministic_six_category_rotation,minimum_lower_margin_nats,48,48,0,48,0.06675211588541667,0.2110306154097102,0.0,0.0,0.9815139770507812,0.016315301259358723,0.13158946633338928,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
quality_bound_margin,ablation_v2,ablation_v2_confirmatory,en,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,hex_nibble,16.0,True,dynamic_completion_v1,safe_text_filter_v1,4,deterministic_six_category_rotation,minimum_upper_margin_nats,48,48,0,48,0.006810287634531657,0.024114864211420797,0.0,0.0,0.1313323974609375,0.0012478033701578777,0.014562186598777765,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
capacity_residual,ablation_v2,ablation_v2_confirmatory,en,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,hex_nibble,16.0,True,dynamic_completion_v1,safe_text_filter_v1,8,deterministic_six_category_rotation,forced_position_residual_tokens,48,48,0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
capacity_tail_overhead,ablation_v2,ablation_v2_confirmatory,en,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,hex_nibble,16.0,True,dynamic_completion_v1,safe_text_filter_v1,8,deterministic_six_category_rotation,tail_overhead_tokens,48,48,0,48,263.1041666666667,204.3530778035932,248.0,32.0,895.0,207.51510416666667,323.62239583333326,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
capacity_total_overhead,ablation_v2,ablation_v2_confirmatory,en,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,hex_nibble,16.0,True,dynamic_completion_v1,safe_text_filter_v1,8,deterministic_six_category_rotation,cover_length_residual_tokens,48,48,0,48,263.1041666666667,204.3530778035932,248.0,32.0,895.0,208.55364583333335,321.50364583333334,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
capacity_rate,ablation_v2,ablation_v2_confirmatory,en,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,hex_nibble,16.0,True,dynamic_completion_v1,safe_text_filter_v1,8,deterministic_six_category_rotation,observed_rate_bits_per_forced_token,48,48,0,48,4.0,0.0,4.0,4.0,4.0,4.0,4.0,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
capacity_effective_rate,ablation_v2,ablation_v2_confirmatory,en,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,hex_nibble,16.0,True,dynamic_completion_v1,safe_text_filter_v1,8,deterministic_six_category_rotation,R_effective_bits_per_forced_plus_tail_token,48,48,0,48,0.8459354818822158,0.46582286690595215,0.643933806146572,0.17391304347826086,1.7142857142857142,0.7135308381387419,0.9753154293957261,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
capacity_code_space,ablation_v2,ablation_v2_confirmatory,en,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,hex_nibble,16.0,True,dynamic_completion_v1,safe_text_filter_v1,8,deterministic_six_category_rotation,code_space_utilization,48,48,0,48,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
capacity_code_space,ablation_v2,ablation_v2_confirmatory,en,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,hex_nibble,16.0,True,dynamic_completion_v1,safe_text_filter_v1,8,deterministic_six_category_rotation,unused_codeword_fraction,48,48,0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
quality_surprisal,ablation_v2,ablation_v2_confirmatory,en,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,hex_nibble,16.0,True,dynamic_completion_v1,safe_text_filter_v1,8,deterministic_six_category_rotation,Q_B_nats_per_forced_token,48,48,0,48,6.0961792293970305,0.5764172849354258,6.095137473220802,5.059315220948147,7.562805071102551,5.9230237294140275,6.264893765222494,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
quality_greedy_endpoint,ablation_v2,ablation_v2_confirmatory,en,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,hex_nibble,16.0,True,dynamic_completion_v1,safe_text_filter_v1,8,deterministic_six_category_rotation,Q_greedy_nats_per_forced_token,48,48,0,48,0.582916771872294,0.09793368945908508,0.5827191067402251,0.3598898431097853,0.8740616802733014,0.5574499954456393,0.6096211854372858,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
quality_rank_B_endpoint,ablation_v2,ablation_v2_confirmatory,en,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,hex_nibble,16.0,True,dynamic_completion_v1,safe_text_filter_v1,8,deterministic_six_category_rotation,Q_rank_B_nats_per_forced_token,48,48,0,48,8.426139678323139,0.5503214310242389,8.410630879864758,7.078601615067409,10.279794035398501,8.273766533546324,8.585937137735435,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
quality_penalty,ablation_v2,ablation_v2_confirmatory,en,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,hex_nibble,16.0,True,dynamic_completion_v1,safe_text_filter_v1,8,deterministic_six_category_rotation,Delta_B_nats_per_forced_token,48,48,0,48,5.513262457524736,0.6278831286428579,5.548843912780285,4.185253540674846,7.1025680005550385,5.3343821616532905,5.691879160785014,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
quality_bound_margin,ablation_v2,ablation_v2_confirmatory,en,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,hex_nibble,16.0,True,dynamic_completion_v1,safe_text_filter_v1,8,deterministic_six_category_rotation,minimum_lower_margin_nats,48,48,0,48,0.10054667790730794,0.3212590951621209,0.0,0.0,1.7540092468261719,0.022812883059183758,0.20158424874146777,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
quality_bound_margin,ablation_v2,ablation_v2_confirmatory,en,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,hex_nibble,16.0,True,dynamic_completion_v1,safe_text_filter_v1,8,deterministic_six_category_rotation,minimum_upper_margin_nats,48,48,0,48,0.011499762535095215,0.03439888009850362,0.0,0.0,0.17284393310546875,0.002640197674433394,0.02221727967262268,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
capacity_residual,ablation_v2,ablation_v2_confirmatory,en,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,hex_nibble,16.0,True,none,safe_text_filter_v1,0,deterministic_six_category_rotation,forced_position_residual_tokens,48,48,0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
capacity_tail_overhead,ablation_v2,ablation_v2_confirmatory,en,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,hex_nibble,16.0,True,none,safe_text_filter_v1,0,deterministic_six_category_rotation,tail_overhead_tokens,48,48,0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
capacity_total_overhead,ablation_v2,ablation_v2_confirmatory,en,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,hex_nibble,16.0,True,none,safe_text_filter_v1,0,deterministic_six_category_rotation,cover_length_residual_tokens,48,48,0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
capacity_rate,ablation_v2,ablation_v2_confirmatory,en,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,hex_nibble,16.0,True,none,safe_text_filter_v1,0,deterministic_six_category_rotation,observed_rate_bits_per_forced_token,48,48,0,48,4.0,0.0,4.0,4.0,4.0,4.0,4.0,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
capacity_effective_rate,ablation_v2,ablation_v2_confirmatory,en,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,hex_nibble,16.0,True,none,safe_text_filter_v1,0,deterministic_six_category_rotation,R_effective_bits_per_forced_plus_tail_token,48,48,0,48,4.0,0.0,4.0,4.0,4.0,4.0,4.0,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
capacity_code_space,ablation_v2,ablation_v2_confirmatory,en,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,hex_nibble,16.0,True,none,safe_text_filter_v1,0,deterministic_six_category_rotation,code_space_utilization,48,48,0,48,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
capacity_code_space,ablation_v2,ablation_v2_confirmatory,en,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,hex_nibble,16.0,True,none,safe_text_filter_v1,0,deterministic_six_category_rotation,unused_codeword_fraction,48,48,0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
quality_surprisal,ablation_v2,ablation_v2_confirmatory,en,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,hex_nibble,16.0,True,none,safe_text_filter_v1,0,deterministic_six_category_rotation,Q_B_nats_per_forced_token,48,48,0,48,5.49276245928738,0.5119715473507487,5.483026463312511,4.341736236787997,7.055633450873313,5.3569204035300295,5.6335855937813095,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
quality_greedy_endpoint,ablation_v2,ablation_v2_confirmatory,en,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,hex_nibble,16.0,True,none,safe_text_filter_v1,0,deterministic_six_category_rotation,Q_greedy_nats_per_forced_token,48,48,0,48,0.7520637567574789,0.09227485189133049,0.7570613324520171,0.5322693816522747,0.9576475395276531,0.7275052948071521,0.7782482153720656,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
quality_rank_B_endpoint,ablation_v2,ablation_v2_confirmatory,en,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,hex_nibble,16.0,True,none,safe_text_filter_v1,0,deterministic_six_category_rotation,Q_rank_B_nats_per_forced_token,48,48,0,48,7.422968203305952,0.5638297675246285,7.317932106697449,6.321117360966565,9.59303426160962,7.268303172592591,7.594943801585453,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
quality_penalty,ablation_v2,ablation_v2_confirmatory,en,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,hex_nibble,16.0,True,none,safe_text_filter_v1,0,deterministic_six_category_rotation,Delta_B_nats_per_forced_token,48,48,0,48,4.7406987025299,0.5525985193118789,4.690714403986931,3.4204233090082803,6.374453186988831,4.589668450326037,4.891396539083992,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
quality_bound_margin,ablation_v2,ablation_v2_confirmatory,en,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,hex_nibble,16.0,True,none,safe_text_filter_v1,0,deterministic_six_category_rotation,minimum_lower_margin_nats,48,48,0,48,0.04564499855041504,0.16323509447279166,0.0,0.0,0.8593711853027344,0.00745228926340739,0.09928150475025176,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
quality_bound_margin,ablation_v2,ablation_v2_confirmatory,en,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,hex_nibble,16.0,True,none,safe_text_filter_v1,0,deterministic_six_category_rotation,minimum_upper_margin_nats,48,48,0,48,0.013915022214253744,0.05312341747841355,0.0,0.0,0.3474445343017578,0.002613399426142377,0.03099802086750664,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
capacity_residual,ablation_v2,ablation_v2_confirmatory,en,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,hex_nibble,16.0,True,sentence_tail_min20_max60,safe_text_filter_v1,0,deterministic_six_category_rotation,forced_position_residual_tokens,48,48,0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
capacity_tail_overhead,ablation_v2,ablation_v2_confirmatory,en,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,hex_nibble,16.0,True,sentence_tail_min20_max60,safe_text_filter_v1,0,deterministic_six_category_rotation,tail_overhead_tokens,48,48,0,48,176.77083333333334,75.32404876727641,180.0,73.0,312.0,155.64322916666669,200.31458333333333,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
capacity_total_overhead,ablation_v2,ablation_v2_confirmatory,en,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,hex_nibble,16.0,True,sentence_tail_min20_max60,safe_text_filter_v1,0,deterministic_six_category_rotation,cover_length_residual_tokens,48,48,0,48,176.77083333333334,75.32404876727641,180.0,73.0,312.0,157.0760416666667,198.1875,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
capacity_rate,ablation_v2,ablation_v2_confirmatory,en,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,hex_nibble,16.0,True,sentence_tail_min20_max60,safe_text_filter_v1,0,deterministic_six_category_rotation,observed_rate_bits_per_forced_token,48,48,0,48,4.0,0.0,4.0,4.0,4.0,4.0,4.0,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
capacity_effective_rate,ablation_v2,ablation_v2_confirmatory,en,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,hex_nibble,16.0,True,sentence_tail_min20_max60,safe_text_filter_v1,0,deterministic_six_category_rotation,R_effective_bits_per_forced_plus_tail_token,48,48,0,48,0.8359407156818411,0.08687345123794617,0.8352387643439569,0.5614035087719298,1.0078740157480315,0.8115504456494199,0.8589132722159083,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
capacity_code_space,ablation_v2,ablation_v2_confirmatory,en,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,hex_nibble,16.0,True,sentence_tail_min20_max60,safe_text_filter_v1,0,deterministic_six_category_rotation,code_space_utilization,48,48,0,48,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
capacity_code_space,ablation_v2,ablation_v2_confirmatory,en,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,hex_nibble,16.0,True,sentence_tail_min20_max60,safe_text_filter_v1,0,deterministic_six_category_rotation,unused_codeword_fraction,48,48,0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
quality_surprisal,ablation_v2,ablation_v2_confirmatory,en,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,hex_nibble,16.0,True,sentence_tail_min20_max60,safe_text_filter_v1,0,deterministic_six_category_rotation,Q_B_nats_per_forced_token,48,48,0,48,5.49276245928738,0.5119715473507487,5.483026463312511,4.341736236787997,7.055633450873313,5.350095539693335,5.640522714405865,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
quality_greedy_endpoint,ablation_v2,ablation_v2_confirmatory,en,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,hex_nibble,16.0,True,sentence_tail_min20_max60,safe_text_filter_v1,0,deterministic_six_category_rotation,Q_greedy_nats_per_forced_token,48,48,0,48,0.7520637567574789,0.09227485189133049,0.7570613324520171,0.5322693816522747,0.9576475395276531,0.7251897588716627,0.7779792319691757,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
quality_rank_B_endpoint,ablation_v2,ablation_v2_confirmatory,en,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,hex_nibble,16.0,True,sentence_tail_min20_max60,safe_text_filter_v1,0,deterministic_six_category_rotation,Q_rank_B_nats_per_forced_token,48,48,0,48,7.422968203305952,0.5638297675246285,7.317932106697449,6.321117360966565,9.59303426160962,7.273434175812705,7.589605521515719,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
quality_penalty,ablation_v2,ablation_v2_confirmatory,en,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,hex_nibble,16.0,True,sentence_tail_min20_max60,safe_text_filter_v1,0,deterministic_six_category_rotation,Delta_B_nats_per_forced_token,48,48,0,48,4.7406987025299,0.5525985193118789,4.690714403986931,3.4204233090082803,6.374453186988831,4.587679852289147,4.899605524723625,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
quality_bound_margin,ablation_v2,ablation_v2_confirmatory,en,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,hex_nibble,16.0,True,sentence_tail_min20_max60,safe_text_filter_v1,0,deterministic_six_category_rotation,minimum_lower_margin_nats,48,48,0,48,0.04564499855041504,0.16323509447279166,0.0,0.0,0.8593711853027344,0.007769624392191569,0.0968635420004524,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
quality_bound_margin,ablation_v2,ablation_v2_confirmatory,en,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,hex_nibble,16.0,True,sentence_tail_min20_max60,safe_text_filter_v1,0,deterministic_six_category_rotation,minimum_upper_margin_nats,48,48,0,48,0.013915022214253744,0.05312341747841355,0.0,0.0,0.3474445343017578,0.0030288040637969976,0.031173864503701493,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
quality_surprisal,multilingual_v2,multilingual_v2_secondary,es,llama3_8b_instruct_q4_k_m,direct_subword_calgacus,direct_subword,not_applicable,False,none,none,0,not_applicable,Q_B_nats_per_forced_token,48,48,0,48,6.895257844401226,0.6758283653434118,6.970711468595599,4.982413833174267,8.57497211449144,6.703279946657703,7.080734145609376,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
quality_greedy_endpoint,multilingual_v2,multilingual_v2_secondary,es,llama3_8b_instruct_q4_k_m,direct_subword_calgacus,direct_subword,not_applicable,False,none,none,0,not_applicable,Q_greedy_nats_per_forced_token,48,48,0,48,1.5391068467454552,0.40992728822920677,1.5345496106608705,0.6272962062029205,2.3303727052096397,1.424079013317155,1.6546280774798627,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
quality_penalty,multilingual_v2,multilingual_v2_secondary,es,llama3_8b_instruct_q4_k_m,direct_subword_calgacus,direct_subword,not_applicable,False,none,none,0,not_applicable,Delta_B_nats_per_forced_token,48,48,0,48,5.356150997655772,0.6506130360960696,5.374629594969826,3.957781003869098,6.836877504984538,5.159278350831626,5.54228814531488,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
quality_bound_margin,multilingual_v2,multilingual_v2_secondary,es,llama3_8b_instruct_q4_k_m,direct_subword_calgacus,direct_subword,not_applicable,False,none,none,0,not_applicable,minimum_lower_margin_nats,48,48,0,48,0.25970617930094403,0.38192853882082944,0.0,0.0,1.4027738571166992,0.16093677580356602,0.3747546513875325,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
capacity_residual,multilingual_v2,multilingual_v2_secondary,es,llama3_8b_instruct_q4_k_m,nonseg_ascii_b16,ascii_b16,16.0,False,none,none,0,not_applicable,forced_position_residual_tokens,48,48,0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
capacity_tail_overhead,multilingual_v2,multilingual_v2_secondary,es,llama3_8b_instruct_q4_k_m,nonseg_ascii_b16,ascii_b16,16.0,False,none,none,0,not_applicable,tail_overhead_tokens,48,48,0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
capacity_total_overhead,multilingual_v2,multilingual_v2_secondary,es,llama3_8b_instruct_q4_k_m,nonseg_ascii_b16,ascii_b16,16.0,False,none,none,0,not_applicable,cover_length_residual_tokens,48,48,0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
capacity_rate,multilingual_v2,multilingual_v2_secondary,es,llama3_8b_instruct_q4_k_m,nonseg_ascii_b16,ascii_b16,16.0,False,none,none,0,not_applicable,observed_rate_bits_per_forced_token,48,48,0,48,4.0,0.0,4.0,4.0,4.0,4.0,4.0,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
capacity_effective_rate,multilingual_v2,multilingual_v2_secondary,es,llama3_8b_instruct_q4_k_m,nonseg_ascii_b16,ascii_b16,16.0,False,none,none,0,not_applicable,R_effective_bits_per_forced_plus_tail_token,48,48,0,48,4.0,0.0,4.0,4.0,4.0,4.0,4.0,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
capacity_code_space,multilingual_v2,multilingual_v2_secondary,es,llama3_8b_instruct_q4_k_m,nonseg_ascii_b16,ascii_b16,16.0,False,none,none,0,not_applicable,code_space_utilization,48,48,0,48,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
capacity_code_space,multilingual_v2,multilingual_v2_secondary,es,llama3_8b_instruct_q4_k_m,nonseg_ascii_b16,ascii_b16,16.0,False,none,none,0,not_applicable,unused_codeword_fraction,48,48,0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
quality_surprisal,multilingual_v2,multilingual_v2_secondary,es,llama3_8b_instruct_q4_k_m,nonseg_ascii_b16,ascii_b16,16.0,False,none,none,0,not_applicable,Q_B_nats_per_forced_token,48,48,0,48,4.278102178723916,0.29279454754837586,4.268465382819528,3.720073037249874,4.987334232970991,4.194638071258268,4.358836411371245,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
quality_greedy_endpoint,multilingual_v2,multilingual_v2_secondary,es,llama3_8b_instruct_q4_k_m,nonseg_ascii_b16,ascii_b16,16.0,False,none,none,0,not_applicable,Q_greedy_nats_per_forced_token,48,48,0,48,0.9899154443666761,0.1756043840021984,0.9611883480711136,0.7173179554614983,1.374414787688111,0.9400204141987248,1.041466476954182,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
