source_stage,study_phase,language,model_id,protocol_variant,representation_name,alphabet_size_B,segmented,tail_policy,token_filter,leadin_tokens,topic_schedule,trial_id,payload_name,payload_class,H_bits,theoretical_n_B,observed_n_forced,observed_n_tail,forced_position_residual_tokens,cover_length_residual_tokens,observed_rate_bits_per_forced_token,R_effective_bits_per_forced_plus_tail_token,Q_B_nats_per_forced_token,Delta_B_nats_per_forced_token
primary_v2,primary_v2_confirmatory,en,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b16,ascii_b16,16.0,False,none,none,0,not_applicable,revision_v1_primary_v2_payload_fidelity_v2__131a025ecd0196e79ba3,revision_v1_ed25519_signature_base64_036,ed25519_signature_base64,704.0,176.0,176.0,0.0,0.0,0.0,4.0,4.0,4.4329843891721445,3.555029267614538
primary_v2,primary_v2_confirmatory,en,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b8,ascii_b8,8.0,False,none,none,0,not_applicable,revision_v1_primary_v2_payload_fidelity_v2__c844d7c480c58e15361e,revision_v1_ed25519_signature_base64_037,ed25519_signature_base64,704.0,235.0,235.0,0.0,0.0,0.0,2.9957446808510637,2.9957446808510637,3.7127638135997736,2.838192262040808
primary_v2,primary_v2_confirmatory,en,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b16,ascii_b16,16.0,False,none,none,0,not_applicable,revision_v1_primary_v2_payload_fidelity_v2__5c63000eddf952fae1da,revision_v1_ed25519_signature_base64_037,ed25519_signature_base64,704.0,176.0,176.0,0.0,0.0,0.0,4.0,4.0,4.127283379930082,3.043496310710907
primary_v2,primary_v2_confirmatory,en,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b8,ascii_b8,8.0,False,none,none,0,not_applicable,revision_v1_primary_v2_payload_fidelity_v2__501f80b08b1ce3b2606c,revision_v1_ed25519_signature_base64_038,ed25519_signature_base64,704.0,235.0,235.0,0.0,0.0,0.0,2.9957446808510637,2.9957446808510637,3.415623227927516,2.2862404295738705
primary_v2,primary_v2_confirmatory,en,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b16,ascii_b16,16.0,False,none,none,0,not_applicable,revision_v1_primary_v2_payload_fidelity_v2__6845eb8bfcfcd3c5aa42,revision_v1_ed25519_signature_base64_038,ed25519_signature_base64,704.0,176.0,176.0,0.0,0.0,0.0,4.0,4.0,4.203067576664059,3.07416940277273
primary_v2,primary_v2_confirmatory,en,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b8,ascii_b8,8.0,False,none,none,0,not_applicable,revision_v1_primary_v2_payload_fidelity_v2__886eaba08f4e6bc64c26,revision_v1_ed25519_signature_base64_039,ed25519_signature_base64,704.0,235.0,235.0,0.0,0.0,0.0,2.9957446808510637,2.9957446808510637,3.9797982515786665,3.37079497804033
primary_v2,primary_v2_confirmatory,en,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b16,ascii_b16,16.0,False,none,none,0,not_applicable,revision_v1_primary_v2_payload_fidelity_v2__d22356c1fb6f0234eb30,revision_v1_ed25519_signature_base64_039,ed25519_signature_base64,704.0,176.0,176.0,0.0,0.0,0.0,4.0,4.0,4.280794247696989,3.311540061777288
primary_v2,primary_v2_confirmatory,en,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b8,ascii_b8,8.0,False,none,none,0,not_applicable,revision_v1_primary_v2_payload_fidelity_v2__31aaa28f69919726adbb,revision_v1_ed25519_signature_base64_040,ed25519_signature_base64,704.0,235.0,235.0,0.0,0.0,0.0,2.9957446808510637,2.9957446808510637,3.8215950440039124,2.9501647299908575
primary_v2,primary_v2_confirmatory,en,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b16,ascii_b16,16.0,False,none,none,0,not_applicable,revision_v1_primary_v2_payload_fidelity_v2__46becbb9bad79db0d8d9,revision_v1_ed25519_signature_base64_040,ed25519_signature_base64,704.0,176.0,176.0,0.0,0.0,0.0,4.0,4.0,4.491382201732919,3.504629322073676
primary_v2,primary_v2_confirmatory,en,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b8,ascii_b8,8.0,False,none,none,0,not_applicable,revision_v1_primary_v2_payload_fidelity_v2__70f0201fe32a0c539d09,revision_v1_ed25519_signature_base64_041,ed25519_signature_base64,704.0,235.0,235.0,0.0,0.0,0.0,2.9957446808510637,2.9957446808510637,3.7116169798937513,2.916771133909834
primary_v2,primary_v2_confirmatory,en,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b16,ascii_b16,16.0,False,none,none,0,not_applicable,revision_v1_primary_v2_payload_fidelity_v2__6c25e7e1afe204e154da,revision_v1_ed25519_signature_base64_041,ed25519_signature_base64,704.0,176.0,176.0,0.0,0.0,0.0,4.0,4.0,4.343425130687447,3.4128942733461205
primary_v2,primary_v2_confirmatory,en,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b8,ascii_b8,8.0,False,none,none,0,not_applicable,revision_v1_primary_v2_payload_fidelity_v2__c0876d272aa0d17aef9b,revision_v1_ed25519_signature_base64_042,ed25519_signature_base64,704.0,235.0,235.0,0.0,0.0,0.0,2.9957446808510637,2.9957446808510637,3.6962328734979,2.925819417263599
primary_v2,primary_v2_confirmatory,en,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b16,ascii_b16,16.0,False,none,none,0,not_applicable,revision_v1_primary_v2_payload_fidelity_v2__52f6f05cda3871b99a51,revision_v1_ed25519_signature_base64_042,ed25519_signature_base64,704.0,176.0,176.0,0.0,0.0,0.0,4.0,4.0,4.554515138504325,3.7592614076354285
primary_v2,primary_v2_confirmatory,en,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b8,ascii_b8,8.0,False,none,none,0,not_applicable,revision_v1_primary_v2_payload_fidelity_v2__e197fa5b9e152a167afe,revision_v1_ed25519_signature_base64_043,ed25519_signature_base64,704.0,235.0,235.0,0.0,0.0,0.0,2.9957446808510637,2.9957446808510637,3.5736193917834282,2.700953183275588
primary_v2,primary_v2_confirmatory,en,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b16,ascii_b16,16.0,False,none,none,0,not_applicable,revision_v1_primary_v2_payload_fidelity_v2__430d518f201da3946de0,revision_v1_ed25519_signature_base64_043,ed25519_signature_base64,704.0,176.0,176.0,0.0,0.0,0.0,4.0,4.0,4.47053003990436,3.706646054983139
primary_v2,primary_v2_confirmatory,en,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b8,ascii_b8,8.0,False,none,none,0,not_applicable,revision_v1_primary_v2_payload_fidelity_v2__55b2bf82ced0a81ff3e4,revision_v1_ed25519_signature_base64_044,ed25519_signature_base64,704.0,235.0,235.0,0.0,0.0,0.0,2.9957446808510637,2.9957446808510637,3.244493188783412,2.179196779778663
primary_v2,primary_v2_confirmatory,en,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b16,ascii_b16,16.0,False,none,none,0,not_applicable,revision_v1_primary_v2_payload_fidelity_v2__7f925f49ca311b602c74,revision_v1_ed25519_signature_base64_044,ed25519_signature_base64,704.0,176.0,176.0,0.0,0.0,0.0,4.0,4.0,3.8652747045128635,2.5944916876879605
primary_v2,primary_v2_confirmatory,en,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b8,ascii_b8,8.0,False,none,none,0,not_applicable,revision_v1_primary_v2_payload_fidelity_v2__3df0635baaaea59371ed,revision_v1_ed25519_signature_base64_045,ed25519_signature_base64,704.0,235.0,235.0,0.0,0.0,0.0,2.9957446808510637,2.9957446808510637,4.1667489954420125,3.4357709397660927
primary_v2,primary_v2_confirmatory,en,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b16,ascii_b16,16.0,False,none,none,0,not_applicable,revision_v1_primary_v2_payload_fidelity_v2__5fcd0531f8601bca5602,revision_v1_ed25519_signature_base64_045,ed25519_signature_base64,704.0,176.0,176.0,0.0,0.0,0.0,4.0,4.0,4.46855271241403,3.6249560009349477
primary_v2,primary_v2_confirmatory,en,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b8,ascii_b8,8.0,False,none,none,0,not_applicable,revision_v1_primary_v2_payload_fidelity_v2__92a24f5eacad8586460c,revision_v1_ed25519_signature_base64_046,ed25519_signature_base64,704.0,235.0,235.0,0.0,0.0,0.0,2.9957446808510637,2.9957446808510637,3.306046767823834,2.3741594233411423
primary_v2,primary_v2_confirmatory,en,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b16,ascii_b16,16.0,False,none,none,0,not_applicable,revision_v1_primary_v2_payload_fidelity_v2__ad4c515044aa905f13e4,revision_v1_ed25519_signature_base64_046,ed25519_signature_base64,704.0,176.0,176.0,0.0,0.0,0.0,4.0,4.0,3.7024712316568196,2.495073313062841
primary_v2,primary_v2_confirmatory,en,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b8,ascii_b8,8.0,False,none,none,0,not_applicable,revision_v1_primary_v2_payload_fidelity_v2__ef5347602172c46ea9da,revision_v1_ed25519_signature_base64_047,ed25519_signature_base64,704.0,235.0,235.0,0.0,0.0,0.0,2.9957446808510637,2.9957446808510637,3.5764991860725055,2.617199946464376
primary_v2,primary_v2_confirmatory,en,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b16,ascii_b16,16.0,False,none,none,0,not_applicable,revision_v1_primary_v2_payload_fidelity_v2__12794c0d08197e3a19c6,revision_v1_ed25519_signature_base64_047,ed25519_signature_base64,704.0,176.0,176.0,0.0,0.0,0.0,4.0,4.0,4.316981796728483,3.336759529330514
primary_v2,primary_v2_confirmatory,en,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b8,ascii_b8,8.0,False,none,none,0,not_applicable,revision_v1_primary_v2_payload_fidelity_v2__db8e37163d94cb645683,revision_v1_ed25519_signature_base64_048,ed25519_signature_base64,704.0,235.0,235.0,0.0,0.0,0.0,2.9957446808510637,2.9957446808510637,3.212570481912457,2.1918244950314785
primary_v2,primary_v2_confirmatory,en,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b16,ascii_b16,16.0,False,none,none,0,not_applicable,revision_v1_primary_v2_payload_fidelity_v2__524972261c9751fcd01c,revision_v1_ed25519_signature_base64_048,ed25519_signature_base64,704.0,176.0,176.0,0.0,0.0,0.0,4.0,4.0,4.3923267581077505,3.40991471843286
primary_v2,primary_v2_confirmatory,en,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b8,ascii_b8,8.0,False,none,none,0,not_applicable,revision_v1_primary_v2_payload_fidelity_v2__1dc37b5fd16aa7aa97e4,revision_v1_ed25519_signature_base64_049,ed25519_signature_base64,704.0,235.0,235.0,0.0,0.0,0.0,2.9957446808510637,2.9957446808510637,3.819164853393758,3.015798848740598
primary_v2,primary_v2_confirmatory,en,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b16,ascii_b16,16.0,False,none,none,0,not_applicable,revision_v1_primary_v2_payload_fidelity_v2__c8414ae34248289c0829,revision_v1_ed25519_signature_base64_049,ed25519_signature_base64,704.0,176.0,176.0,0.0,0.0,0.0,4.0,4.0,4.3314087998798,3.430496009913358
primary_v2,primary_v2_confirmatory,en,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b8,ascii_b8,8.0,False,none,none,0,not_applicable,revision_v1_primary_v2_payload_fidelity_v2__fb9d46558f7194b46b49,revision_v1_ed25519_signature_base64_050,ed25519_signature_base64,704.0,235.0,235.0,0.0,0.0,0.0,2.9957446808510637,2.9957446808510637,3.1500747685549073,2.0083589330632634
primary_v2,primary_v2_confirmatory,en,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b16,ascii_b16,16.0,False,none,none,0,not_applicable,revision_v1_primary_v2_payload_fidelity_v2__8c48c90e15292b8e8e79,revision_v1_ed25519_signature_base64_050,ed25519_signature_base64,704.0,176.0,176.0,0.0,0.0,0.0,4.0,4.0,4.075748089094893,2.822308524088426
primary_v2,primary_v2_confirmatory,en,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b8,ascii_b8,8.0,False,none,none,0,not_applicable,revision_v1_primary_v2_payload_fidelity_v2__cf98fac1d6339f40a61f,revision_v1_ed25519_signature_base64_051,ed25519_signature_base64,704.0,235.0,235.0,0.0,0.0,0.0,2.9957446808510637,2.9957446808510637,3.97091089088297,3.2260697912662586
primary_v2,primary_v2_confirmatory,en,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b16,ascii_b16,16.0,False,none,none,0,not_applicable,revision_v1_primary_v2_payload_fidelity_v2__e4a2e5a035cc6315f921,revision_v1_ed25519_signature_base64_051,ed25519_signature_base64,704.0,176.0,176.0,0.0,0.0,0.0,4.0,4.0,4.4244667065207475,3.4154691235585646
primary_v2,primary_v2_confirmatory,en,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b8,ascii_b8,8.0,False,none,none,0,not_applicable,revision_v1_primary_v2_payload_fidelity_v2__cad37d9142d3bf3e5414,revision_v1_ed25519_signature_base64_052,ed25519_signature_base64,704.0,235.0,235.0,0.0,0.0,0.0,2.9957446808510637,2.9957446808510637,3.4301171532520587,2.4746391134059174
primary_v2,primary_v2_confirmatory,en,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b16,ascii_b16,16.0,False,none,none,0,not_applicable,revision_v1_primary_v2_payload_fidelity_v2__ee3e35ed1af2a4bd8343,revision_v1_ed25519_signature_base64_052,ed25519_signature_base64,704.0,176.0,176.0,0.0,0.0,0.0,4.0,4.0,4.18238875695466,3.119155921719291
primary_v2,primary_v2_confirmatory,en,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b8,ascii_b8,8.0,False,none,none,0,not_applicable,revision_v1_primary_v2_payload_fidelity_v2__ad891f104066587b5eed,revision_v1_ed25519_signature_base64_053,ed25519_signature_base64,704.0,235.0,235.0,0.0,0.0,0.0,2.9957446808510637,2.9957446808510637,3.3843834356650593,2.520943649778975
primary_v2,primary_v2_confirmatory,en,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b16,ascii_b16,16.0,False,none,none,0,not_applicable,revision_v1_primary_v2_payload_fidelity_v2__b5be57f3277420c4c1a1,revision_v1_ed25519_signature_base64_053,ed25519_signature_base64,704.0,176.0,176.0,0.0,0.0,0.0,4.0,4.0,4.828493305953793,4.054437929933721
primary_v2,primary_v2_confirmatory,en,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b8,ascii_b8,8.0,False,none,none,0,not_applicable,revision_v1_primary_v2_payload_fidelity_v2__9471bc71a35f0448ace9,revision_v1_ed25519_signature_base64_054,ed25519_signature_base64,704.0,235.0,235.0,0.0,0.0,0.0,2.9957446808510637,2.9957446808510637,3.427087225388704,2.4244967196850067
primary_v2,primary_v2_confirmatory,en,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b16,ascii_b16,16.0,False,none,none,0,not_applicable,revision_v1_primary_v2_payload_fidelity_v2__0b273b6b0213a8259401,revision_v1_ed25519_signature_base64_054,ed25519_signature_base64,704.0,176.0,176.0,0.0,0.0,0.0,4.0,4.0,4.564036614713419,3.701132833957672
primary_v2,primary_v2_confirmatory,en,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b8,ascii_b8,8.0,False,none,none,0,not_applicable,revision_v1_primary_v2_payload_fidelity_v2__7c962e49062758a107b8,revision_v1_ed25519_signature_base64_055,ed25519_signature_base64,704.0,235.0,235.0,0.0,0.0,0.0,2.9957446808510637,2.9957446808510637,3.594087691516575,2.646596977558542
primary_v2,primary_v2_confirmatory,en,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b16,ascii_b16,16.0,False,none,none,0,not_applicable,revision_v1_primary_v2_payload_fidelity_v2__9afa9e3028a9e1103611,revision_v1_ed25519_signature_base64_055,ed25519_signature_base64,704.0,176.0,176.0,0.0,0.0,0.0,4.0,4.0,4.5714926994126355,3.654491272839633
primary_v2,primary_v2_confirmatory,en,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b8,ascii_b8,8.0,False,none,none,0,not_applicable,revision_v1_primary_v2_payload_fidelity_v2__fbbe2fc0fae72f1d218f,revision_v1_ed25519_signature_base64_056,ed25519_signature_base64,704.0,235.0,235.0,0.0,0.0,0.0,2.9957446808510637,2.9957446808510637,3.3452162732324866,2.2736155205584585
primary_v2,primary_v2_confirmatory,en,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b16,ascii_b16,16.0,False,none,none,0,not_applicable,revision_v1_primary_v2_payload_fidelity_v2__9be96dc77055ac8c1cfe,revision_v1_ed25519_signature_base64_056,ed25519_signature_base64,704.0,176.0,176.0,0.0,0.0,0.0,4.0,4.0,3.900147081356806,2.697210046378049
primary_v2,primary_v2_confirmatory,en,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b8,ascii_b8,8.0,False,none,none,0,not_applicable,revision_v1_primary_v2_payload_fidelity_v2__fcc6caca0667174949b9,revision_v1_ed25519_signature_base64_057,ed25519_signature_base64,704.0,235.0,235.0,0.0,0.0,0.0,2.9957446808510637,2.9957446808510637,3.452463561384203,2.5696341616042115
primary_v2,primary_v2_confirmatory,en,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b16,ascii_b16,16.0,False,none,none,0,not_applicable,revision_v1_primary_v2_payload_fidelity_v2__4dc033cab4e06b1e7af4,revision_v1_ed25519_signature_base64_057,ed25519_signature_base64,704.0,176.0,176.0,0.0,0.0,0.0,4.0,4.0,4.200158189569364,3.1532351862300527
primary_v2,primary_v2_confirmatory,en,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b8,ascii_b8,8.0,False,none,none,0,not_applicable,revision_v1_primary_v2_payload_fidelity_v2__2c2691fc544d10762bcc,revision_v1_ed25519_signature_base64_058,ed25519_signature_base64,704.0,235.0,235.0,0.0,0.0,0.0,2.9957446808510637,2.9957446808510637,3.6103379655892676,2.754330900882153
primary_v2,primary_v2_confirmatory,en,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b16,ascii_b16,16.0,False,none,none,0,not_applicable,revision_v1_primary_v2_payload_fidelity_v2__d0860c02f37d83b60c2c,revision_v1_ed25519_signature_base64_058,ed25519_signature_base64,704.0,176.0,176.0,0.0,0.0,0.0,4.0,4.0,4.16211096475718,3.1283355246890676
primary_v2,primary_v2_confirmatory,en,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b8,ascii_b8,8.0,False,none,none,0,not_applicable,revision_v1_primary_v2_payload_fidelity_v2__28a204acc899ccd27929,revision_v1_ed25519_signature_base64_059,ed25519_signature_base64,704.0,235.0,235.0,0.0,0.0,0.0,2.9957446808510637,2.9957446808510637,3.526902660721499,2.7414055276424327
primary_v2,primary_v2_confirmatory,en,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b16,ascii_b16,16.0,False,none,none,0,not_applicable,revision_v1_primary_v2_payload_fidelity_v2__614b729ad15a3177a82a,revision_v1_ed25519_signature_base64_059,ed25519_signature_base64,704.0,176.0,176.0,0.0,0.0,0.0,4.0,4.0,4.325264432490556,3.443968943574212
primary_v2,primary_v2_confirmatory,en,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b8,ascii_b8,8.0,False,none,none,0,not_applicable,revision_v1_primary_v2_payload_fidelity_v2__549d6d59a84bb5d0fe2c,revision_v1_sha256_hex_000,sha256_hex,512.0,171.0,171.0,0.0,0.0,0.0,2.9941520467836256,2.9941520467836256,3.724049729754954,2.815213298239903
primary_v2,primary_v2_confirmatory,en,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b16,ascii_b16,16.0,False,none,none,0,not_applicable,revision_v1_primary_v2_payload_fidelity_v2__0635dde4c2f4981383a4,revision_v1_sha256_hex_000,sha256_hex,512.0,128.0,128.0,0.0,0.0,0.0,4.0,4.0,4.43252637196034,3.6721136942505836
primary_v2,primary_v2_confirmatory,en,mistral_7b_instruct_v0_3_q4_k_m,nonseg_hex_nibble_b16,hex_nibble,16.0,False,none,none,0,not_applicable,revision_v1_primary_v2_payload_fidelity_v2__b93d2356153fb2d4f806,revision_v1_sha256_hex_000,sha256_hex,256.0,64.0,64.0,0.0,0.0,0.0,4.0,4.0,5.026124725902593,4.299319140613079
primary_v2,primary_v2_confirmatory,en,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_single_topic,hex_nibble,16.0,True,dynamic_completion_v1,safe_text_filter_v1,0,single_assigned_prompt,revision_v1_primary_v2_payload_fidelity_v2__51f5f6b42b6a8f634764,revision_v1_sha256_hex_000,sha256_hex,256.0,64.0,64.0,421.0,0.0,421.0,4.0,0.5278350515463918,5.03662153866077,4.202127575874329
primary_v2,primary_v2_confirmatory,en,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,hex_nibble,16.0,True,dynamic_completion_v1,safe_text_filter_v1,0,deterministic_six_category_rotation,revision_v1_primary_v2_payload_fidelity_v2__d2661f1835e100b79aed,revision_v1_sha256_hex_000,sha256_hex,256.0,64.0,64.0,233.0,0.0,233.0,4.0,0.8619528619528619,4.949832533657886,4.097816482186317
primary_v2,primary_v2_confirmatory,en,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b8,ascii_b8,8.0,False,none,none,0,not_applicable,revision_v1_primary_v2_payload_fidelity_v2__75788027c159e7cba61b,revision_v1_sha256_hex_001,sha256_hex,512.0,171.0,171.0,0.0,0.0,0.0,2.9941520467836256,2.9941520467836256,3.6663808460521268,2.8489002010278535
primary_v2,primary_v2_confirmatory,en,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b16,ascii_b16,16.0,False,none,none,0,not_applicable,revision_v1_primary_v2_payload_fidelity_v2__9405ea62573684a9206b,revision_v1_sha256_hex_001,sha256_hex,512.0,128.0,128.0,0.0,0.0,0.0,4.0,4.0,3.921880624906145,2.9819281846284866
primary_v2,primary_v2_confirmatory,en,mistral_7b_instruct_v0_3_q4_k_m,nonseg_hex_nibble_b16,hex_nibble,16.0,False,none,none,0,not_applicable,revision_v1_primary_v2_payload_fidelity_v2__ef2427fc1e097d94abf2,revision_v1_sha256_hex_001,sha256_hex,256.0,64.0,64.0,0.0,0.0,0.0,4.0,4.0,4.628796479271108,3.7530761659145355
primary_v2,primary_v2_confirmatory,en,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_single_topic,hex_nibble,16.0,True,dynamic_completion_v1,safe_text_filter_v1,0,single_assigned_prompt,revision_v1_primary_v2_payload_fidelity_v2__5488df36c0dea0d1b1d2,revision_v1_sha256_hex_001,sha256_hex,256.0,64.0,64.0,377.0,0.0,377.0,4.0,0.5804988662131519,5.163664503403408,4.366592466831207
primary_v2,primary_v2_confirmatory,en,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,hex_nibble,16.0,True,dynamic_completion_v1,safe_text_filter_v1,0,deterministic_six_category_rotation,revision_v1_primary_v2_payload_fidelity_v2__081b66335ca6f8c7996a,revision_v1_sha256_hex_001,sha256_hex,256.0,64.0,64.0,140.0,0.0,140.0,4.0,1.2549019607843137,5.109275480785513,4.409224554896355
primary_v2,primary_v2_confirmatory,en,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b8,ascii_b8,8.0,False,none,none,0,not_applicable,revision_v1_primary_v2_payload_fidelity_v2__1d2b6cf89282a2fc9c01,revision_v1_sha256_hex_002,sha256_hex,512.0,171.0,171.0,0.0,0.0,0.0,2.9941520467836256,2.9941520467836256,3.8250196057789223,3.1055440791169104
primary_v2,primary_v2_confirmatory,en,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b16,ascii_b16,16.0,False,none,none,0,not_applicable,revision_v1_primary_v2_payload_fidelity_v2__9d35369999c6e7df551b,revision_v1_sha256_hex_002,sha256_hex,512.0,128.0,128.0,0.0,0.0,0.0,4.0,4.0,4.092997739894312,2.978073913604021
primary_v2,primary_v2_confirmatory,en,mistral_7b_instruct_v0_3_q4_k_m,nonseg_hex_nibble_b16,hex_nibble,16.0,False,none,none,0,not_applicable,revision_v1_primary_v2_payload_fidelity_v2__33bc150c4976c87181cb,revision_v1_sha256_hex_002,sha256_hex,256.0,64.0,64.0,0.0,0.0,0.0,4.0,4.0,4.429560835797899,3.483184315264225
primary_v2,primary_v2_confirmatory,en,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_single_topic,hex_nibble,16.0,True,dynamic_completion_v1,safe_text_filter_v1,0,single_assigned_prompt,revision_v1_primary_v2_payload_fidelity_v2__eb02d5b36cc75588f86b,revision_v1_sha256_hex_002,sha256_hex,256.0,64.0,64.0,184.0,0.0,184.0,4.0,1.032258064516129,5.07198568349479,4.295338518917561
primary_v2,primary_v2_confirmatory,en,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,hex_nibble,16.0,True,dynamic_completion_v1,safe_text_filter_v1,0,deterministic_six_category_rotation,revision_v1_primary_v2_payload_fidelity_v2__9bd3de76f1970177176b,revision_v1_sha256_hex_002,sha256_hex,256.0,64.0,64.0,329.0,0.0,329.0,4.0,0.6513994910941476,5.141850870685162,4.453707925975323
primary_v2,primary_v2_confirmatory,en,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b8,ascii_b8,8.0,False,none,none,0,not_applicable,revision_v1_primary_v2_payload_fidelity_v2__870b9f4269fb88e7bf77,revision_v1_sha256_hex_003,sha256_hex,512.0,171.0,171.0,0.0,0.0,0.0,2.9941520467836256,2.9941520467836256,3.736122392226821,3.0574873874061987
primary_v2,primary_v2_confirmatory,en,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b16,ascii_b16,16.0,False,none,none,0,not_applicable,revision_v1_primary_v2_payload_fidelity_v2__5b63d24865f60c2f537a,revision_v1_sha256_hex_003,sha256_hex,512.0,128.0,128.0,0.0,0.0,0.0,4.0,4.0,3.923780023977755,2.8816155940294266
primary_v2,primary_v2_confirmatory,en,mistral_7b_instruct_v0_3_q4_k_m,nonseg_hex_nibble_b16,hex_nibble,16.0,False,none,none,0,not_applicable,revision_v1_primary_v2_payload_fidelity_v2__b3c33552c8a77e46940d,revision_v1_sha256_hex_003,sha256_hex,256.0,64.0,64.0,0.0,0.0,0.0,4.0,4.0,4.815040219537079,3.782297782599926
primary_v2,primary_v2_confirmatory,en,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_single_topic,hex_nibble,16.0,True,dynamic_completion_v1,safe_text_filter_v1,0,single_assigned_prompt,revision_v1_primary_v2_payload_fidelity_v2__e67ff9bbf061d5bba3da,revision_v1_sha256_hex_003,sha256_hex,256.0,64.0,64.0,514.0,0.0,514.0,4.0,0.4429065743944637,5.2065733520957735,4.316388674080372
primary_v2,primary_v2_confirmatory,en,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,hex_nibble,16.0,True,dynamic_completion_v1,safe_text_filter_v1,0,deterministic_six_category_rotation,revision_v1_primary_v2_payload_fidelity_v2__414e6b0dcc55f6a37e5e,revision_v1_sha256_hex_003,sha256_hex,256.0,64.0,64.0,204.0,0.0,204.0,4.0,0.9552238805970149,5.3021266826656355,4.488658793270588
primary_v2,primary_v2_confirmatory,en,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b8,ascii_b8,8.0,False,none,none,0,not_applicable,revision_v1_primary_v2_payload_fidelity_v2__fd811b277db1f2b4e92b,revision_v1_sha256_hex_004,sha256_hex,512.0,171.0,171.0,0.0,0.0,0.0,2.9941520467836256,2.9941520467836256,3.52656847339988,2.7998672228807595
primary_v2,primary_v2_confirmatory,en,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b16,ascii_b16,16.0,False,none,none,0,not_applicable,revision_v1_primary_v2_payload_fidelity_v2__9ea2eb9df6f5c982881d,revision_v1_sha256_hex_004,sha256_hex,512.0,128.0,128.0,0.0,0.0,0.0,4.0,4.0,4.259200137861784,3.346261404454708
