plan_id,pairing_unit_id,model_id,base_model,model_revision,quantization,population,label,payload_name,payload_class,payload_split,representation_name,codec_id,reference_q4_pair_id,reference_q4_row_id,prompt_template_id,target_token_count,generated_token_count,sampling_seed,saved_id_exact_payload_recovery,visible_text_exact_payload_recovery,mean_entropy_bits,mean_observed_rank,mean_token_surprisal_nats,mean_rank_pressure_log_probability_gap_nats,tail_rank_frequency_gt_100,text_sha256,execution_seconds,gpu_memory_peak_mib,new_generation_performed,word_count,sentence_count,character_count,flesch_reading_ease_heuristic,flesch_kincaid_grade_heuristic,coleman_liau_index,unique_word_fraction,repeated_bigram_fraction,repeated_trigram_fraction,maximum_identical_word_run,artifact_like_fragment_count,surface_flag_total,tfidf_prompt_similarity
quantization_trial__9dd311bf779cddd700c8bb67,quantization_pair__828a02690145db43e78c1556,qwen2_5_7b_instruct_q8_0,Qwen2.5-7B-Instruct,a09a35458c702b33eeacc393d103063234e8bc28,Q8_0,rankcloak,1,revision_v1_sha256_hex_013,sha256_hex,train,ascii_b8,nonseg_ascii_b8,detector_pair__5986473da78dcd58a4b42496,detector_pair__5986473da78dcd58a4b42496__rankcloak,forum_practical_answer,171,171,13881929174289803532,True,True,2.930382516032601,3.865497076023392,3.3088867832762987,2.411815035412883,0.0,b5879775bd3b7173bad79955c27b5674a665b479e9fcb275482ee83247f28f70,32.69387899400317,7753,True,154,7,858,61.45045454545455,10.153636363636362,9.2,0.6753246753246753,0.02614379084967322,0.0,1,0,1,0.07797475936343758
quantization_trial__e79bc658b88e82ba7799518b,quantization_pair__82c74aad8ca5a35490d28914,qwen2_5_7b_instruct_q4_k_m,Qwen2.5-7B-Instruct,a09a35458c702b33eeacc393d103063234e8bc28,Q4_K_M,rankcloak,1,revision_v1_sha256_hex_052,sha256_hex,test,ascii_b8,nonseg_ascii_b8,detector_pair__9627d15eb5625ac97ebaeb36,detector_pair__9627d15eb5625ac97ebaeb36__rankcloak,explain_weather_pattern,171,171,7965261033728697979,True,,3.396060647326615,4.105263157894737,3.1775879023976623,2.184790890119229,0.0,10668ec9c59ea3abcf458bbd24d80188b356bb181370083335d3937be4c62b45,7.320188090001466,4757,False,148,8,813,74.30479729729731,7.491216216216216,8.265405405405403,0.6148648648648649,0.05442176870748294,0.006849315068493178,1,0,2,0.031080572586841625
quantization_trial__7de045ff4c53fdc97494655c,quantization_pair__82c74aad8ca5a35490d28914,qwen2_5_7b_instruct_q8_0,Qwen2.5-7B-Instruct,a09a35458c702b33eeacc393d103063234e8bc28,Q8_0,rankcloak,1,revision_v1_sha256_hex_052,sha256_hex,test,ascii_b8,nonseg_ascii_b8,detector_pair__9627d15eb5625ac97ebaeb36,detector_pair__9627d15eb5625ac97ebaeb36__rankcloak,explain_weather_pattern,171,171,7965261033728697979,True,False,2.6719314763407573,4.105263157894737,3.442313932222995,2.687903209039342,0.0,2470a348c958cf759b588c0f580d3328c902e29ca86bb1912325ed97277c3cd6,32.77257535100216,7753,True,137,9,847,54.29539334955396,9.467834549878347,11.741313868613137,0.7445255474452555,0.022058823529411797,0.014814814814814836,1,0,1,0.0362768440797544
quantization_trial__c02d336e271ed3dd12233d3b,quantization_pair__8309323a644d82c974b3c780,qwen2_5_7b_instruct_q4_k_m,Qwen2.5-7B-Instruct,a09a35458c702b33eeacc393d103063234e8bc28,Q4_K_M,rankcloak,1,revision_v1_hmac_sha256_hex_022,hmac_sha256_hex,train,ascii_b16,nonseg_ascii_b16,detector_pair__90acffc4a1e20464a46a8894,detector_pair__90acffc4a1e20464a46a8894__rankcloak,casual_neighborhood_chat,128,128,8390686720265837418,True,,2.9804295600769937,5.2109375,3.97511473062345,3.1391158550977707,0.0,3b066c235a0f637a3a6fe2cf2e198c6c8bb1425c549679fa57dfd8a61ba814ae,5.5889586720004445,4757,False,87,8,508,80.07963362068966,4.791479885057473,6.417471264367812,0.8160919540229885,0.0,0.0,1,0,5,0.059527870810657565
quantization_trial__a66b161d2f90a264f077aec0,quantization_pair__8309323a644d82c974b3c780,qwen2_5_7b_instruct_q8_0,Qwen2.5-7B-Instruct,a09a35458c702b33eeacc393d103063234e8bc28,Q8_0,rankcloak,1,revision_v1_hmac_sha256_hex_022,hmac_sha256_hex,train,ascii_b16,nonseg_ascii_b16,detector_pair__90acffc4a1e20464a46a8894,detector_pair__90acffc4a1e20464a46a8894__rankcloak,casual_neighborhood_chat,128,128,8390686720265837418,True,True,3.2850873116474504,5.2109375,3.7531939990373338,2.834111772477627,0.0,a539dca4fdc8118cf28659a695c64aff8d168bc5ac620b59cd436f53abf2c3be,25.095606080023572,7753,True,95,9,569,71.44742690058483,5.916140350877193,8.196210526315792,0.7894736842105263,0.010638297872340385,0.0,1,0,8,0.04493694046803428
quantization_trial__693b567bba4ddf1382acf3c0,quantization_pair__8311af37bc8d40adb7a1eba8,qwen2_5_7b_instruct_q4_k_m,Qwen2.5-7B-Instruct,a09a35458c702b33eeacc393d103063234e8bc28,Q4_K_M,ordinary_control,0,revision_v1_nonce_96_bit_hex_009,nonce_96_bit_hex,train,ascii_b8,nonseg_ascii_b8,detector_pair__f903ebc80762c094ca557f6e,detector_pair__f903ebc80762c094ca557f6e__ordinary_control,casual_hobby_chat,64,64,458372622186559512,,,1.4815374809729418,1.671875,0.7505636122194903,0.28208208084106445,0.0,df52845a8b0a10e4f71213e447263104a132d94c573ec07645421e2d5e7a4a74,3.1174501330096973,4757,False,52,6,281,80.89987179487183,4.12846153846154,5.209230769230771,0.9230769230769231,0.0,0.0,1,0,1,0.07729123594943953
quantization_trial__0bdd6a77b195d0b5ddd9f0ce,quantization_pair__8311af37bc8d40adb7a1eba8,qwen2_5_7b_instruct_q8_0,Qwen2.5-7B-Instruct,a09a35458c702b33eeacc393d103063234e8bc28,Q8_0,ordinary_control,0,revision_v1_nonce_96_bit_hex_009,nonce_96_bit_hex,train,ascii_b8,nonseg_ascii_b8,detector_pair__f903ebc80762c094ca557f6e,detector_pair__f903ebc80762c094ca557f6e__ordinary_control,casual_hobby_chat,64,64,458372622186559512,,,1.596620341455783,1.765625,0.8799263594197229,0.3555482029914856,0.0,4661fe71d53181dfa473201900d3a1c6a2e1f2c50f135cc23635e7bfa29a6329,7.73014845099533,7753,True,53,4,313,64.09191037735852,7.611462264150948,9.258113207547172,0.8490566037735849,0.0,0.0,1,0,1,0.10429446334934062
quantization_trial__11203dd94674ce553bb46b3b,quantization_pair__8347c38801909c51dc598bda,qwen2_5_7b_instruct_q4_k_m,Qwen2.5-7B-Instruct,a09a35458c702b33eeacc393d103063234e8bc28,Q4_K_M,rankcloak,1,revision_v1_hmac_sha256_hex_031,hmac_sha256_hex,train,ascii_b8,nonseg_ascii_b8,detector_pair__0a87cd68b555cb63277ebf42,detector_pair__0a87cd68b555cb63277ebf42__rankcloak,procedure_home_task,171,171,8131610921194147402,True,,2.5931362084694363,3.9766081871345027,3.3621415921723994,2.5982977828087166,0.0,47ed438eadbfe6e6152de76050bf81bda63733ac0ff8ca409cb9c2da4885619e,7.460228283991455,4757,False,144,8,833,61.665000000000006,9.130000000000003,9.546388888888885,0.6527777777777778,0.027972027972028024,0.0,2,0,2,0.10176796349881907
quantization_trial__a4304b8b592b352d850843f3,quantization_pair__8347c38801909c51dc598bda,qwen2_5_7b_instruct_q8_0,Qwen2.5-7B-Instruct,a09a35458c702b33eeacc393d103063234e8bc28,Q8_0,rankcloak,1,revision_v1_hmac_sha256_hex_031,hmac_sha256_hex,train,ascii_b8,nonseg_ascii_b8,detector_pair__0a87cd68b555cb63277ebf42,detector_pair__0a87cd68b555cb63277ebf42__rankcloak,procedure_home_task,171,171,8131610921194147402,True,False,2.512169366689775,3.9766081871345027,3.556519865438216,2.830485544706646,0.0,160af7cb3ac96f55ca01b3a63c2d161ebd166a6bad094234c42406d1fae16dfd,32.93883165399893,7753,True,119,13,693,70.28838396897224,5.729579831932774,6.462857142857143,0.5882352941176471,0.0423728813559322,0.0,1,0,6,0.10698095693674488
quantization_trial__97324fdc00ba413310eed3bc,quantization_pair__83ae9aab0d803fc70816263e,qwen2_5_7b_instruct_q4_k_m,Qwen2.5-7B-Instruct,a09a35458c702b33eeacc393d103063234e8bc28,Q4_K_M,rankcloak,1,revision_v1_ed25519_signature_base64_007,ed25519_signature_base64,train,ascii_b16,nonseg_ascii_b16,detector_pair__08f441c4dfb05c004712e4de,detector_pair__08f441c4dfb05c004712e4de__rankcloak,procedure_simple_meal,176,176,10388960414707358810,True,,3.9383186365004232,7.017045454545454,4.080735352176545,2.9404118873856286,0.0,566bb89a89db121422db66c24bbf6cf0e2ab1e16b5a34fc90935e5b7b8323940,7.619098985000164,4757,False,158,7,892,62.91487341772154,10.091338155515377,9.571898734177214,0.740506329113924,0.0,0.0,1,0,2,0.09925607950667588
quantization_trial__8125e27d2863e94f907447d3,quantization_pair__83ae9aab0d803fc70816263e,qwen2_5_7b_instruct_q8_0,Qwen2.5-7B-Instruct,a09a35458c702b33eeacc393d103063234e8bc28,Q8_0,rankcloak,1,revision_v1_ed25519_signature_base64_007,ed25519_signature_base64,train,ascii_b16,nonseg_ascii_b16,detector_pair__08f441c4dfb05c004712e4de,detector_pair__08f441c4dfb05c004712e4de__rankcloak,procedure_simple_meal,176,176,10388960414707358810,True,True,3.3622713671583493,7.017045454545454,4.289029957612199,3.3100678704001685,0.0,cfb0441b2f4777f7ba643bb9a13d8f32caa49c22919529b2f81f32829da0df21,34.03267810601392,7753,True,158,6,934,49.458565400843895,12.902784810126583,11.43392405063291,0.6708860759493671,0.01273885350318471,0.0,1,0,4,0.07529877528475579
quantization_trial__67734187e3ee8a258f3e2852,quantization_pair__83c4b70c283f6d75fcedaad2,qwen2_5_7b_instruct_q4_k_m,Qwen2.5-7B-Instruct,a09a35458c702b33eeacc393d103063234e8bc28,Q4_K_M,ordinary_control,0,revision_v1_uuid_v4_043,uuid_v4,validation,ascii_b16,nonseg_ascii_b16,detector_pair__f52edf0a9bc0c9ae49b44bac,detector_pair__f52edf0a9bc0c9ae49b44bac__ordinary_control,casual_weekend_chat,72,72,1910868088501365980,,,1.5744918264653025,1.5416666666666667,0.7386525301290813,0.25287392404344344,0.0,8adb034db7eaa7465ffedb31b915972c031c644442bd74a2b2023d95f758d02c,3.407923570004641,4757,False,56,5,282,95.75985714285716,2.685142857142857,3.7121428571428545,0.8571428571428571,0.0,0.0,1,0,1,0.055149708213360384
quantization_trial__874452e1c48331a4bfd75ea2,quantization_pair__83c4b70c283f6d75fcedaad2,qwen2_5_7b_instruct_q8_0,Qwen2.5-7B-Instruct,a09a35458c702b33eeacc393d103063234e8bc28,Q8_0,ordinary_control,0,revision_v1_uuid_v4_043,uuid_v4,validation,ascii_b16,nonseg_ascii_b16,detector_pair__f52edf0a9bc0c9ae49b44bac,detector_pair__f52edf0a9bc0c9ae49b44bac__ordinary_control,casual_weekend_chat,72,72,1910868088501365980,,,1.7183801936432657,1.6944444444444444,0.8774004254383606,0.3655956056382921,0.0,ed2a88d3d1f44cd9364beb0d5a282f40fbc9274692fcbfddc0450c24d16a1e94,8.42159435999929,7753,True,63,5,324,86.6174285714286,4.308126984126982,5.277460317460317,0.8412698412698413,0.016129032258064502,0.0,1,0,1,0.06731181934132868
quantization_trial__893985feddc6924c55bd6b40,quantization_pair__83c8a4a187ae0b41a4058c31,qwen2_5_7b_instruct_q4_k_m,Qwen2.5-7B-Instruct,a09a35458c702b33eeacc393d103063234e8bc28,Q4_K_M,rankcloak,1,revision_v1_sha256_hex_024,sha256_hex,train,ascii_b16,nonseg_ascii_b16,detector_pair__10a47cb9dcfeec86f5958608,detector_pair__10a47cb9dcfeec86f5958608__rankcloak,professional_process_email,128,128,9996800982279138990,True,,2.8435649737661364,4.8515625,3.938694656927831,3.151327505707741,0.0,c08952202308aef35824ec2f0130385a3296053ac0e58cfcb7482f8ec8dfb46e,5.24061504699057,4757,False,106,8,710,32.965495283018896,11.95297169811321,14.195094339622635,0.7358490566037735,0.00952380952380949,0.0,1,0,1,0.07450736914485975
quantization_trial__03901e3ead389bc2a742adeb,quantization_pair__83c8a4a187ae0b41a4058c31,qwen2_5_7b_instruct_q8_0,Qwen2.5-7B-Instruct,a09a35458c702b33eeacc393d103063234e8bc28,Q8_0,rankcloak,1,revision_v1_sha256_hex_024,sha256_hex,train,ascii_b16,nonseg_ascii_b16,detector_pair__10a47cb9dcfeec86f5958608,detector_pair__10a47cb9dcfeec86f5958608__rankcloak,professional_process_email,128,128,9996800982279138990,True,True,3.1867041612232536,4.8515625,3.8211653537485075,2.9090612083673477,0.0,eada812b76cc889a7acc9319f454fa4abd3196168e200bf834df6f90c0e85a69,25.097145223990083,7753,True,105,4,598,55.30553571428574,12.066547619047622,8.608380952380948,0.7428571428571429,0.038461538461538436,0.0,1,1,3,0.028099720703324334
quantization_trial__e4bc6e19289fb7ff56bddc60,quantization_pair__83f33ec7d7f116684bb13134,qwen2_5_7b_instruct_q4_k_m,Qwen2.5-7B-Instruct,a09a35458c702b33eeacc393d103063234e8bc28,Q4_K_M,rankcloak,1,revision_v1_chacha20_poly1305_base64_058,chacha20_poly1305_base64,test,ascii_b8,nonseg_ascii_b8,detector_pair__6a746255fe4291ed7b0d6fd2,detector_pair__6a746255fe4291ed7b0d6fd2__rankcloak,explain_everyday_system,171,171,5765194714198546930,True,,2.830456698326097,4.12280701754386,3.6124499925849345,2.807341101573922,0.0,2cb39bc0918d065e6605a2ac03cca3046d2b8e9879949898e3482ea909eeee86,7.368489510001382,4757,False,142,7,1038,10.49147887323943,16.83551307847083,18.724788732394362,0.6197183098591549,0.04255319148936165,0.0,1,0,1,0.10679710531519111
quantization_trial__4b59b5e60f951af65840b580,quantization_pair__83f33ec7d7f116684bb13134,qwen2_5_7b_instruct_q8_0,Qwen2.5-7B-Instruct,a09a35458c702b33eeacc393d103063234e8bc28,Q8_0,rankcloak,1,revision_v1_chacha20_poly1305_base64_058,chacha20_poly1305_base64,test,ascii_b8,nonseg_ascii_b8,detector_pair__6a746255fe4291ed7b0d6fd2,detector_pair__6a746255fe4291ed7b0d6fd2__rankcloak,explain_everyday_system,171,171,5765194714198546930,True,True,2.524242639015305,4.12280701754386,3.581083989712147,2.7768585863169175,0.0,a6a05e1f929fe8a3bc2ad71ba96e42ebddbe01e19c29fc71e5ccc6c62b6d841c,32.766057264001574,7753,True,151,7,1032,19.661854304635767,15.875837275307479,16.43337748344371,0.6754966887417219,0.026666666666666616,0.006711409395973145,1,0,1,0.07389580996910833
quantization_trial__d2c0953d7a70bdb9099a5452,quantization_pair__83f5f53189ac85c79d0af6d6,qwen2_5_7b_instruct_q4_k_m,Qwen2.5-7B-Instruct,a09a35458c702b33eeacc393d103063234e8bc28,Q4_K_M,rankcloak,1,revision_v1_aes256_gcm_base64_045,aes256_gcm_base64,validation,ascii_b8,nonseg_ascii_b8,detector_pair__b20819fc9c514886a56a62bd,detector_pair__b20819fc9c514886a56a62bd__rankcloak,procedure_home_task,171,171,16815439126214324312,True,,2.724116161876982,4.029239766081871,3.7195404837780974,2.9266381180077268,0.0,19837846b33092df275e5698a4c4a6dd0be782b773c0678eed4e9c994f38c033,7.37084538199997,4757,False,132,3,847,21.17500000000001,21.236666666666668,13.95181818181818,0.696969696969697,0.007633587786259555,0.0,1,0,2,0.10680510954043954
quantization_trial__d879978483bd3af5b7afb190,quantization_pair__83f5f53189ac85c79d0af6d6,qwen2_5_7b_instruct_q8_0,Qwen2.5-7B-Instruct,a09a35458c702b33eeacc393d103063234e8bc28,Q8_0,rankcloak,1,revision_v1_aes256_gcm_base64_045,aes256_gcm_base64,validation,ascii_b8,nonseg_ascii_b8,detector_pair__b20819fc9c514886a56a62bd,detector_pair__b20819fc9c514886a56a62bd__rankcloak,procedure_home_task,171,171,16815439126214324312,True,False,2.7159083942095283,4.029239766081871,3.4507342013846105,2.6528660010176095,0.0,da2a708b4a33b64de38f39a1c97fa0ba69d124dc34d522892022f5fb758588e2,33.04000714898575,7753,True,146,3,891,20.108196347031964,22.54479452054795,12.830684931506845,0.726027397260274,0.006896551724137945,0.0,1,0,3,0.13422081860855473
quantization_trial__7b7c7b665ab7ed4dd3f0de5a,quantization_pair__842b6dd12073f6fd6fe0e033,qwen2_5_7b_instruct_q4_k_m,Qwen2.5-7B-Instruct,a09a35458c702b33eeacc393d103063234e8bc28,Q4_K_M,ordinary_control,0,revision_v1_chacha20_poly1305_base64_000,chacha20_poly1305_base64,train,ascii_b16,nonseg_ascii_b16,detector_pair__ac02b12ac76b51a629711b7d,detector_pair__ac02b12ac76b51a629711b7d__ordinary_control,professional_schedule_note,128,128,13579017879917684727,,,0.8262586128042009,1.4921875,0.43843028084785896,0.17681077867746353,0.0,f992dce28790f4cb3b56f27ae4ecfb05d66dc2d11bb40b1b5c38e7fbda3593df,5.49202251600218,4757,False,108,9,681,60.70500000000001,7.773333333333333,11.623333333333331,0.4351851851851852,0.39252336448598135,0.3679245283018868,1,0,1,0.09306662740721672
quantization_trial__269b0fcfc621f763f37239b8,quantization_pair__842b6dd12073f6fd6fe0e033,qwen2_5_7b_instruct_q8_0,Qwen2.5-7B-Instruct,a09a35458c702b33eeacc393d103063234e8bc28,Q8_0,ordinary_control,0,revision_v1_chacha20_poly1305_base64_000,chacha20_poly1305_base64,train,ascii_b16,nonseg_ascii_b16,detector_pair__ac02b12ac76b51a629711b7d,detector_pair__ac02b12ac76b51a629711b7d__ordinary_control,professional_schedule_note,128,128,13579017879917684727,,,0.9688410427403367,1.21875,0.4569451699571132,0.15582814812660217,0.0,cfc8332e887c342e549ef5693f16fe4833d82e34ff76f2886f6535ab5a06e44b,13.657896109012654,7753,True,107,8,624,68.33601051401871,7.050549065420565,8.804112149532706,0.6355140186915887,0.06603773584905659,0.03809523809523807,1,0,1,0.055984351472867656
quantization_trial__8036ba11fd735430118bb1a8,quantization_pair__843b2ebb34ddf447eb51fe5c,qwen2_5_7b_instruct_q4_k_m,Qwen2.5-7B-Instruct,a09a35458c702b33eeacc393d103063234e8bc28,Q4_K_M,rankcloak,1,revision_v1_token_128_bit_hex_044,token_128_bit_hex,validation,ascii_b16,nonseg_ascii_b16,detector_pair__0e708e2f148432ca502a7a5c,detector_pair__0e708e2f148432ca502a7a5c__rankcloak,casual_neighborhood_chat,64,64,10648018270780315898,True,,3.1324198233393137,5.34375,3.8202162667385275,2.9792478531599045,0.0,e386fce403d9926b5360f8346189ac392718fd61e5fa7daf7a191ee4775b82f6,3.04617918599979,4757,False,60,3,317,75.14500000000004,7.746666666666666,7.415999999999997,0.85,0.0,0.0,1,0,1,0.08970235638481741
quantization_trial__0dc839ddd2df477d120f0875,quantization_pair__843b2ebb34ddf447eb51fe5c,qwen2_5_7b_instruct_q8_0,Qwen2.5-7B-Instruct,a09a35458c702b33eeacc393d103063234e8bc28,Q8_0,rankcloak,1,revision_v1_token_128_bit_hex_044,token_128_bit_hex,validation,ascii_b16,nonseg_ascii_b16,detector_pair__0e708e2f148432ca502a7a5c,detector_pair__0e708e2f148432ca502a7a5c__rankcloak,casual_neighborhood_chat,64,64,10648018270780315898,True,True,2.8058076732168553,5.34375,4.2487243477602075,3.387228012084961,0.0,71b250ed905f306ec8612de569fcb632df083856337c79eb4f8fb06d9bd80f93,13.700562009995338,7753,True,52,5,302,74.25976923076924,5.485230769230771,8.039999999999996,0.9615384615384616,0.0,0.0,1,0,2,0.041025975478115116
quantization_trial__a11370ccdce658dcb250ef19,quantization_pair__846342b96562f6bf2438fc42,qwen2_5_7b_instruct_q4_k_m,Qwen2.5-7B-Instruct,a09a35458c702b33eeacc393d103063234e8bc28,Q4_K_M,rankcloak,1,revision_v1_uuid_v4_044,uuid_v4,validation,ascii_b8,nonseg_ascii_b8,detector_pair__81eb9459126f46ff8ef67312,detector_pair__81eb9459126f46ff8ef67312__rankcloak,professional_project_update,96,96,18274095935243027207,True,,2.5346282682758763,4.125,3.538801767373544,2.818677326043447,0.0,c73b49630c81a832ef709eeb7ba70510eaf5e33e215990509f53a47ec2395c74,4.291938213005778,4757,False,85,4,524,47.9156617647059,11.85514705882353,12.276235294117644,0.7764705882352941,0.023809523809523836,0.0,1,0,1,0.07873567363832765
quantization_trial__32bff8f9c87e2459c29c67c3,quantization_pair__846342b96562f6bf2438fc42,qwen2_5_7b_instruct_q8_0,Qwen2.5-7B-Instruct,a09a35458c702b33eeacc393d103063234e8bc28,Q8_0,rankcloak,1,revision_v1_uuid_v4_044,uuid_v4,validation,ascii_b8,nonseg_ascii_b8,detector_pair__81eb9459126f46ff8ef67312,detector_pair__81eb9459126f46ff8ef67312__rankcloak,professional_project_update,96,96,18274095935243027207,True,False,3.292606242022488,4.125,3.1807958362500863,2.234719753265381,0.0,8ac676ef6f9a25ca12383693f983acd95b4727293520543954002b3d1abfa682,19.273303604015382,7753,True,77,6,546,36.69488095238097,11.329285714285714,16.333506493506487,0.8311688311688312,0.0,0.0,1,0,1,0.0990718759479934
quantization_trial__7473c37995939929052e2b4c,quantization_pair__8468101a856ec6140d5dd16d,qwen2_5_7b_instruct_q4_k_m,Qwen2.5-7B-Instruct,a09a35458c702b33eeacc393d103063234e8bc28,Q4_K_M,rankcloak,1,revision_v1_chacha20_poly1305_base64_011,chacha20_poly1305_base64,train,ascii_b16,nonseg_ascii_b16,detector_pair__422b867283f9cfd6c10ee17e,detector_pair__422b867283f9cfd6c10ee17e__rankcloak,casual_neighborhood_chat,128,128,3447154621336445887,True,,3.4626565436025274,6.8828125,4.445584921050947,3.534295603632927,0.0,5204d0122bb2dd5abea56f1d43888580cd64cc8c492d7748d2ec91b79820b3f1,5.588375081002596,4757,False,103,9,628,72.01500539374328,6.057799352750813,10.899417475728153,0.7766990291262136,0.0,0.0,1,0,1,0.04424370183497271
quantization_trial__460a411f0e57f1626e75d52d,quantization_pair__8468101a856ec6140d5dd16d,qwen2_5_7b_instruct_q8_0,Qwen2.5-7B-Instruct,a09a35458c702b33eeacc393d103063234e8bc28,Q8_0,rankcloak,1,revision_v1_chacha20_poly1305_base64_011,chacha20_poly1305_base64,train,ascii_b16,nonseg_ascii_b16,detector_pair__422b867283f9cfd6c10ee17e,detector_pair__422b867283f9cfd6c10ee17e__rankcloak,casual_neighborhood_chat,128,128,3447154621336445887,True,False,3.2214118290106546,6.8828125,4.4273894011456365,3.5362267270684242,0.0,80d04ea08f652e7da8c7927d1b74ccef299af09e1ec08f057efec8e85e9b7c56,25.070491952996235,7753,True,95,5,547,67.32894736842107,8.588421052631581,9.194947368421055,0.8526315789473684,0.0,0.0,1,1,2,0.010899676528652123
quantization_trial__54db3a6cff5d62c92fd9fea2,quantization_pair__84feb33d773d312c4f58d66c,qwen2_5_7b_instruct_q4_k_m,Qwen2.5-7B-Instruct,a09a35458c702b33eeacc393d103063234e8bc28,Q4_K_M,ordinary_control,0,revision_v1_token_128_bit_hex_036,token_128_bit_hex,validation,ascii_b16,nonseg_ascii_b16,detector_pair__80c38946e35c125fcf1ee750,detector_pair__80c38946e35c125fcf1ee750__ordinary_control,narrative_local_walk,64,64,12143911914190032401,,,1.6601313731846976,1.421875,0.7278711624745797,0.22260573506355286,0.0,6a18f88de5578afc6f89bae19603e119ab671ed01b007cc295d2dcc409ffe82e,3.0233750480110757,4757,False,54,4,288,85.03250000000004,4.752777777777776,6.834074074074074,0.8148148148148148,0.0,0.0,1,0,1,0.09872455297325913
quantization_trial__79da32bb3f492501260592bb,quantization_pair__84feb33d773d312c4f58d66c,qwen2_5_7b_instruct_q8_0,Qwen2.5-7B-Instruct,a09a35458c702b33eeacc393d103063234e8bc28,Q8_0,ordinary_control,0,revision_v1_token_128_bit_hex_036,token_128_bit_hex,validation,ascii_b16,nonseg_ascii_b16,detector_pair__80c38946e35c125fcf1ee750,detector_pair__80c38946e35c125fcf1ee750__ordinary_control,narrative_local_walk,64,64,12143911914190032401,,,1.8971148116882763,1.4375,0.7636740853550239,0.20327961444854736,0.0,bec32d10703a7435f1138726881019e95e5224479d67e89903e4653d196dbb1a,7.51108605999616,7753,True,53,3,294,70.78257861635223,7.775471698113208,8.596226415094335,0.7735849056603774,0.019230769230769273,0.0,1,0,1,0.09910248710706468
quantization_trial__0bcf4bc005310bbbbd31f9b0,quantization_pair__85162af3b878844848e4b01d,qwen2_5_7b_instruct_q4_k_m,Qwen2.5-7B-Instruct,a09a35458c702b33eeacc393d103063234e8bc28,Q4_K_M,rankcloak,1,revision_v1_ed25519_signature_base64_008,ed25519_signature_base64,train,ascii_b16,nonseg_ascii_b16,detector_pair__32d0c8de7d2351668abc1775,detector_pair__32d0c8de7d2351668abc1775__rankcloak,narrative_small_discovery,176,176,12883480166368916052,True,,4.570184031082103,6.698863636363637,4.178286789432556,2.925905634056438,0.0,ae30c2b38fbcf34965375fd80e500bdb9fd23361785c41fb0f948cf18cf06013,7.617346216007718,4757,False,144,8,770,80.46500000000002,6.507777777777779,6.933055555555551,0.6319444444444444,0.04895104895104896,0.007042253521126751,1,0,1,0.03989793156190967
quantization_trial__427634ae1b06eab0cb0f62f3,quantization_pair__85162af3b878844848e4b01d,qwen2_5_7b_instruct_q8_0,Qwen2.5-7B-Instruct,a09a35458c702b33eeacc393d103063234e8bc28,Q8_0,rankcloak,1,revision_v1_ed25519_signature_base64_008,ed25519_signature_base64,train,ascii_b16,nonseg_ascii_b16,detector_pair__32d0c8de7d2351668abc1775,detector_pair__32d0c8de7d2351668abc1775__rankcloak,narrative_small_discovery,176,176,12883480166368916052,True,True,4.113421413826028,6.698863636363637,4.064263157841649,2.9502387101000007,0.0,1ae339fdd43281a0bfa3b3d6f9329bbd07358716ad8b71a0c8039a15e440d692,33.58354796099593,7753,True,154,4,907,32.6172402597403,18.274350649350655,11.189350649350647,0.7272727272727273,0.013071895424836555,0.0,1,0,3,0.11213709138866117
quantization_trial__d1ff1269b3bd185c58883174,quantization_pair__852b30ca45a76da70da893e5,qwen2_5_7b_instruct_q4_k_m,Qwen2.5-7B-Instruct,a09a35458c702b33eeacc393d103063234e8bc28,Q4_K_M,rankcloak,1,revision_v1_ed25519_signature_base64_021,ed25519_signature_base64,train,ascii_b8,nonseg_ascii_b8,detector_pair__c4a1f24ccf081ae8d4faf298,detector_pair__c4a1f24ccf081ae8d4faf298__rankcloak,explain_biological_process,235,235,13165627147911247157,True,,2.817632900037726,4.263829787234043,3.909230892717391,3.136579334989507,0.0,30f0c948cb4c09ba7069f134c700460e528d37ce7df182807c723de301512221,9.940372885001125,4757,False,183,8,1176,34.75785860655742,14.094091530054648,13.334207650273225,0.6284153005464481,0.027472527472527486,0.0,1,0,2,0.15195329176350653
quantization_trial__7f943e7c68bbd508e3f83a87,quantization_pair__852b30ca45a76da70da893e5,qwen2_5_7b_instruct_q8_0,Qwen2.5-7B-Instruct,a09a35458c702b33eeacc393d103063234e8bc28,Q8_0,rankcloak,1,revision_v1_ed25519_signature_base64_021,ed25519_signature_base64,train,ascii_b8,nonseg_ascii_b8,detector_pair__c4a1f24ccf081ae8d4faf298,detector_pair__c4a1f24ccf081ae8d4faf298__rankcloak,explain_biological_process,235,235,13165627147911247157,True,True,3.097373949074652,4.263829787234043,3.5695931537953896,2.6836585633298182,0.0,adb2c46418ab9a90ca3be368511c8978e0ac16cd19c769e62d887b812f73eabd,44.02804233197821,7753,True,184,10,1251,34.59160869565221,13.005565217391304,14.771521739130431,0.7119565217391305,0.010928961748633892,0.0,1,0,4,0.08845016942266602
