detector,evaluation_id,dimension,level,row_count,positive_count,negative_count,roc_auc,partial_auc_fpr_0_01,partial_auc_unavailable_reason,tpr_at_main_threshold_fpr_0_01,fpr_at_main_threshold_fpr_0_01,low_fpr_0_01_unavailable_reason,tpr_at_main_threshold_fpr_0_001,fpr_at_main_threshold_fpr_0_001,low_fpr_0_001_unavailable_reason,tpr_at_main_threshold_fpr_0_01_ci_low_95,tpr_at_main_threshold_fpr_0_01_ci_high_95,fpr_at_main_threshold_fpr_0_01_ci_low_95,fpr_at_main_threshold_fpr_0_01_ci_high_95,group_count,available,roc_auc_ci_low_95,roc_auc_ci_high_95,partial_auc_fpr_0_01_ci_low_95,partial_auc_fpr_0_01_ci_high_95,threshold_at_fpr_0_01,tpr_at_fpr_0_01,fpr_at_threshold_0_01,false_positives_at_fpr_0_01,fpr_0_001_available,low_fpr_warning
surprisal,model_backed__q4_to_q8,model_id,qwen2_5_7b_instruct_q8_0,384,192,192,1.0,1.0,,,,,,,,,,,,96.0,True,1.0,1.0,1.0,1.0,0.8014620251364444,1.0,0.0,0.0,False,test negatives do not support the requested empirical resolution
surprisal,model_backed__q4_to_q8,codec_id,nonseg_ascii_b16,192,96,96,1.0,1.0,,,,,,,,,,,,96.0,True,1.0,1.0,1.0,1.0,,,,,False,test negatives do not support the requested empirical resolution
surprisal,model_backed__q4_to_q8,codec_id,nonseg_ascii_b8,192,96,96,1.0,1.0,,,,,,,,,,,,96.0,True,1.0,1.0,1.0,1.0,,,,,False,test negatives do not support the requested empirical resolution
surprisal,model_backed__q4_to_q8,payload_class,aes256_gcm_base64,48,24,24,1.0,1.0,,,,,,,,,,,,12.0,True,1.0,1.0,1.0,1.0,,,,,False,test negatives do not support the requested empirical resolution
surprisal,model_backed__q4_to_q8,payload_class,chacha20_poly1305_base64,48,24,24,1.0,1.0,,,,,,,,,,,,12.0,True,1.0,1.0,1.0,1.0,,,,,False,test negatives do not support the requested empirical resolution
surprisal,model_backed__q4_to_q8,payload_class,ed25519_signature_base64,48,24,24,1.0,1.0,,,,,,,,,,,,12.0,True,1.0,1.0,1.0,1.0,,,,,False,test negatives do not support the requested empirical resolution
surprisal,model_backed__q4_to_q8,payload_class,hmac_sha256_hex,48,24,24,1.0,1.0,,,,,,,,,,,,12.0,True,1.0,1.0,1.0,1.0,,,,,False,test negatives do not support the requested empirical resolution
surprisal,model_backed__q4_to_q8,payload_class,nonce_96_bit_hex,48,24,24,1.0,1.0,,,,,,,,,,,,12.0,True,1.0,1.0,1.0,1.0,,,,,False,test negatives do not support the requested empirical resolution
surprisal,model_backed__q4_to_q8,payload_class,sha256_hex,48,24,24,1.0,1.0,,,,,,,,,,,,12.0,True,1.0,1.0,1.0,1.0,,,,,False,test negatives do not support the requested empirical resolution
surprisal,model_backed__q4_to_q8,payload_class,token_128_bit_hex,48,24,24,1.0,1.0,,,,,,,,,,,,12.0,True,1.0,1.0,1.0,1.0,,,,,False,test negatives do not support the requested empirical resolution
surprisal,model_backed__q4_to_q8,payload_class,uuid_v4,48,24,24,1.0,1.0,,,,,,,,,,,,12.0,True,1.0,1.0,1.0,1.0,,,,,False,test negatives do not support the requested empirical resolution
surprisal,model_backed__q4_to_q8,representation_name,ascii_b16,192,96,96,1.0,1.0,,,,,,,,,,,,96.0,True,1.0,1.0,1.0,1.0,,,,,False,test negatives do not support the requested empirical resolution
surprisal,model_backed__q4_to_q8,representation_name,ascii_b8,192,96,96,1.0,1.0,,,,,,,,,,,,96.0,True,1.0,1.0,1.0,1.0,,,,,False,test negatives do not support the requested empirical resolution
surprisal,model_backed__q8_to_q4,model_id,qwen2_5_7b_instruct_q4_k_m,384,192,192,1.0,1.0,,,,,,,,,,,,96.0,True,1.0,1.0,1.0,1.0,0.8270687345176156,0.9791666666666666,0.0,0.0,False,test negatives do not support the requested empirical resolution
surprisal,model_backed__q8_to_q4,codec_id,nonseg_ascii_b16,192,96,96,1.0,1.0,,,,,,,,,,,,96.0,True,1.0,1.0,1.0,1.0,,,,,False,test negatives do not support the requested empirical resolution
surprisal,model_backed__q8_to_q4,codec_id,nonseg_ascii_b8,192,96,96,1.0,1.0,,,,,,,,,,,,96.0,True,1.0,1.0,1.0,1.0,,,,,False,test negatives do not support the requested empirical resolution
surprisal,model_backed__q8_to_q4,payload_class,aes256_gcm_base64,48,24,24,1.0,1.0,,,,,,,,,,,,12.0,True,1.0,1.0,1.0,1.0,,,,,False,test negatives do not support the requested empirical resolution
surprisal,model_backed__q8_to_q4,payload_class,chacha20_poly1305_base64,48,24,24,1.0,1.0,,,,,,,,,,,,12.0,True,1.0,1.0,1.0,1.0,,,,,False,test negatives do not support the requested empirical resolution
surprisal,model_backed__q8_to_q4,payload_class,ed25519_signature_base64,48,24,24,1.0,1.0,,,,,,,,,,,,12.0,True,1.0,1.0,1.0,1.0,,,,,False,test negatives do not support the requested empirical resolution
surprisal,model_backed__q8_to_q4,payload_class,hmac_sha256_hex,48,24,24,1.0,1.0,,,,,,,,,,,,12.0,True,1.0,1.0,1.0,1.0,,,,,False,test negatives do not support the requested empirical resolution
surprisal,model_backed__q8_to_q4,payload_class,nonce_96_bit_hex,48,24,24,1.0,1.0,,,,,,,,,,,,12.0,True,1.0,1.0,1.0,1.0,,,,,False,test negatives do not support the requested empirical resolution
surprisal,model_backed__q8_to_q4,payload_class,sha256_hex,48,24,24,1.0,1.0,,,,,,,,,,,,12.0,True,1.0,1.0,1.0,1.0,,,,,False,test negatives do not support the requested empirical resolution
surprisal,model_backed__q8_to_q4,payload_class,token_128_bit_hex,48,24,24,1.0,1.0,,,,,,,,,,,,12.0,True,1.0,1.0,1.0,1.0,,,,,False,test negatives do not support the requested empirical resolution
surprisal,model_backed__q8_to_q4,payload_class,uuid_v4,48,24,24,1.0,1.0,,,,,,,,,,,,12.0,True,1.0,1.0,1.0,1.0,,,,,False,test negatives do not support the requested empirical resolution
surprisal,model_backed__q8_to_q4,representation_name,ascii_b16,192,96,96,1.0,1.0,,,,,,,,,,,,96.0,True,1.0,1.0,1.0,1.0,,,,,False,test negatives do not support the requested empirical resolution
surprisal,model_backed__q8_to_q4,representation_name,ascii_b8,192,96,96,1.0,1.0,,,,,,,,,,,,96.0,True,1.0,1.0,1.0,1.0,,,,,False,test negatives do not support the requested empirical resolution
textcnn,leave_one_model__llama3_8b_instruct_q4_k_m,codec_id,direct_subword_calgacus,198,99,99,0.947862463013978,,fewer than 100 negative observations or one class absent,,,main threshold unavailable or subgroup negative count below 100,,,main threshold unavailable or subgroup negative count below 1000,,,,,,,,,,,,,,,,
textcnn,leave_one_model__llama3_8b_instruct_q4_k_m,codec_id,nonseg_ascii_b16,198,99,99,0.9503622079379656,,fewer than 100 negative observations or one class absent,,,main threshold unavailable or subgroup negative count below 100,,,main threshold unavailable or subgroup negative count below 1000,,,,,,,,,,,,,,,,
textcnn,leave_one_model__llama3_8b_instruct_q4_k_m,codec_id,nonseg_ascii_b8,198,99,99,0.9219977553310886,,fewer than 100 negative observations or one class absent,,,main threshold unavailable or subgroup negative count below 100,,,main threshold unavailable or subgroup negative count below 1000,,,,,,,,,,,,,,,,
textcnn,leave_one_model__llama3_8b_instruct_q4_k_m,codec_id,nonseg_hex_nibble_b16,80,40,40,0.9275,,fewer than 100 negative observations or one class absent,,,main threshold unavailable or subgroup negative count below 100,,,main threshold unavailable or subgroup negative count below 1000,,,,,,,,,,,,,,,,
textcnn,leave_one_model__llama3_8b_instruct_q4_k_m,codec_id,segmented_hex_multi_topic,160,80,80,0.8671875,,fewer than 100 negative observations or one class absent,,,main threshold unavailable or subgroup negative count below 100,,,main threshold unavailable or subgroup negative count below 1000,,,,,,,,,,,,,,,,
textcnn,leave_one_model__llama3_8b_instruct_q4_k_m,codec_id,segmented_hex_single_topic,160,80,80,0.88015625,,fewer than 100 negative observations or one class absent,,,main threshold unavailable or subgroup negative count below 100,,,main threshold unavailable or subgroup negative count below 1000,,,,,,,,,,,,,,,,
textcnn,leave_one_model__llama3_8b_instruct_q4_k_m,payload_class,aes256_gcm_base64,90,45,45,0.9644444444444444,,fewer than 100 negative observations or one class absent,,,main threshold unavailable or subgroup negative count below 100,,,main threshold unavailable or subgroup negative count below 1000,,,,,,,,,,,,,,,,
textcnn,leave_one_model__llama3_8b_instruct_q4_k_m,payload_class,chacha20_poly1305_base64,90,45,45,0.9461728395061728,,fewer than 100 negative observations or one class absent,,,main threshold unavailable or subgroup negative count below 100,,,main threshold unavailable or subgroup negative count below 1000,,,,,,,,,,,,,,,,
textcnn,leave_one_model__llama3_8b_instruct_q4_k_m,payload_class,ed25519_signature_base64,84,42,42,0.9903628117913832,,fewer than 100 negative observations or one class absent,,,main threshold unavailable or subgroup negative count below 100,,,main threshold unavailable or subgroup negative count below 1000,,,,,,,,,,,,,,,,
textcnn,leave_one_model__llama3_8b_instruct_q4_k_m,payload_class,hmac_sha256_hex,144,72,72,0.9465663580246914,,fewer than 100 negative observations or one class absent,,,main threshold unavailable or subgroup negative count below 100,,,main threshold unavailable or subgroup negative count below 1000,,,,,,,,,,,,,,,,
textcnn,leave_one_model__llama3_8b_instruct_q4_k_m,payload_class,nonce_96_bit_hex,160,80,80,0.83375,,fewer than 100 negative observations or one class absent,,,main threshold unavailable or subgroup negative count below 100,,,main threshold unavailable or subgroup negative count below 1000,,,,,,,,,,,,,,,,
textcnn,leave_one_model__llama3_8b_instruct_q4_k_m,payload_class,sha256_hex,160,80,80,0.886640625,,fewer than 100 negative observations or one class absent,,,main threshold unavailable or subgroup negative count below 100,,,main threshold unavailable or subgroup negative count below 1000,,,,,,,,,,,,,,,,
textcnn,leave_one_model__llama3_8b_instruct_q4_k_m,payload_class,token_128_bit_hex,176,88,88,0.9205836776859504,,fewer than 100 negative observations or one class absent,,,main threshold unavailable or subgroup negative count below 100,,,main threshold unavailable or subgroup negative count below 1000,,,,,,,,,,,,,,,,
textcnn,leave_one_model__llama3_8b_instruct_q4_k_m,payload_class,uuid_v4,90,45,45,0.9543209876543208,,fewer than 100 negative observations or one class absent,,,main threshold unavailable or subgroup negative count below 100,,,main threshold unavailable or subgroup negative count below 1000,,,,,,,,,,,,,,,,
textcnn,leave_one_model__mistral_7b_instruct_v0_3_q4_k_m,codec_id,direct_subword_calgacus,198,99,99,0.9852055912661972,,fewer than 100 negative observations or one class absent,,,main threshold unavailable or subgroup negative count below 100,,,main threshold unavailable or subgroup negative count below 1000,,,,,,,,,,,,,,,,
textcnn,leave_one_model__mistral_7b_instruct_v0_3_q4_k_m,codec_id,nonseg_ascii_b16,198,99,99,0.9878583817977756,,fewer than 100 negative observations or one class absent,,,main threshold unavailable or subgroup negative count below 100,,,main threshold unavailable or subgroup negative count below 1000,,,,,,,,,,,,,,,,
textcnn,leave_one_model__mistral_7b_instruct_v0_3_q4_k_m,codec_id,nonseg_ascii_b8,198,99,99,0.995408631772268,,fewer than 100 negative observations or one class absent,,,main threshold unavailable or subgroup negative count below 100,,,main threshold unavailable or subgroup negative count below 1000,,,,,,,,,,,,,,,,
textcnn,leave_one_model__mistral_7b_instruct_v0_3_q4_k_m,codec_id,nonseg_hex_nibble_b16,80,40,40,0.99125,,fewer than 100 negative observations or one class absent,,,main threshold unavailable or subgroup negative count below 100,,,main threshold unavailable or subgroup negative count below 1000,,,,,,,,,,,,,,,,
textcnn,leave_one_model__mistral_7b_instruct_v0_3_q4_k_m,codec_id,segmented_hex_multi_topic,160,80,80,0.94015625,,fewer than 100 negative observations or one class absent,,,main threshold unavailable or subgroup negative count below 100,,,main threshold unavailable or subgroup negative count below 1000,,,,,,,,,,,,,,,,
textcnn,leave_one_model__mistral_7b_instruct_v0_3_q4_k_m,codec_id,segmented_hex_single_topic,160,80,80,0.963125,,fewer than 100 negative observations or one class absent,,,main threshold unavailable or subgroup negative count below 100,,,main threshold unavailable or subgroup negative count below 1000,,,,,,,,,,,,,,,,
textcnn,leave_one_model__mistral_7b_instruct_v0_3_q4_k_m,payload_class,aes256_gcm_base64,90,45,45,0.9985185185185184,,fewer than 100 negative observations or one class absent,,,main threshold unavailable or subgroup negative count below 100,,,main threshold unavailable or subgroup negative count below 1000,,,,,,,,,,,,,,,,
textcnn,leave_one_model__mistral_7b_instruct_v0_3_q4_k_m,payload_class,chacha20_poly1305_base64,90,45,45,0.9935802469135804,,fewer than 100 negative observations or one class absent,,,main threshold unavailable or subgroup negative count below 100,,,main threshold unavailable or subgroup negative count below 1000,,,,,,,,,,,,,,,,
textcnn,leave_one_model__mistral_7b_instruct_v0_3_q4_k_m,payload_class,ed25519_signature_base64,84,42,42,0.9982993197278912,,fewer than 100 negative observations or one class absent,,,main threshold unavailable or subgroup negative count below 100,,,main threshold unavailable or subgroup negative count below 1000,,,,,,,,,,,,,,,,
textcnn,leave_one_model__mistral_7b_instruct_v0_3_q4_k_m,payload_class,hmac_sha256_hex,144,72,72,0.976851851851852,,fewer than 100 negative observations or one class absent,,,main threshold unavailable or subgroup negative count below 100,,,main threshold unavailable or subgroup negative count below 1000,,,,,,,,,,,,,,,,
textcnn,leave_one_model__mistral_7b_instruct_v0_3_q4_k_m,payload_class,nonce_96_bit_hex,160,80,80,0.93078125,,fewer than 100 negative observations or one class absent,,,main threshold unavailable or subgroup negative count below 100,,,main threshold unavailable or subgroup negative count below 1000,,,,,,,,,,,,,,,,
textcnn,leave_one_model__mistral_7b_instruct_v0_3_q4_k_m,payload_class,sha256_hex,160,80,80,0.97921875,,fewer than 100 negative observations or one class absent,,,main threshold unavailable or subgroup negative count below 100,,,main threshold unavailable or subgroup negative count below 1000,,,,,,,,,,,,,,,,
textcnn,leave_one_model__mistral_7b_instruct_v0_3_q4_k_m,payload_class,token_128_bit_hex,176,88,88,0.9753357438016528,,fewer than 100 negative observations or one class absent,,,main threshold unavailable or subgroup negative count below 100,,,main threshold unavailable or subgroup negative count below 1000,,,,,,,,,,,,,,,,
textcnn,leave_one_model__mistral_7b_instruct_v0_3_q4_k_m,payload_class,uuid_v4,90,45,45,0.9841975308641976,,fewer than 100 negative observations or one class absent,,,main threshold unavailable or subgroup negative count below 100,,,main threshold unavailable or subgroup negative count below 1000,,,,,,,,,,,,,,,,
textcnn,leave_one_model__qwen2_5_7b_instruct_q4_k_m,codec_id,direct_subword_calgacus,198,99,99,0.9896949290888684,,fewer than 100 negative observations or one class absent,,,main threshold unavailable or subgroup negative count below 100,,,main threshold unavailable or subgroup negative count below 1000,,,,,,,,,,,,,,,,
textcnn,leave_one_model__qwen2_5_7b_instruct_q4_k_m,codec_id,nonseg_ascii_b16,198,99,99,0.996837057443118,,fewer than 100 negative observations or one class absent,,,main threshold unavailable or subgroup negative count below 100,,,main threshold unavailable or subgroup negative count below 1000,,,,,,,,,,,,,,,,
textcnn,leave_one_model__qwen2_5_7b_instruct_q4_k_m,codec_id,nonseg_ascii_b8,198,99,99,0.985307621671258,,fewer than 100 negative observations or one class absent,,,main threshold unavailable or subgroup negative count below 100,,,main threshold unavailable or subgroup negative count below 1000,,,,,,,,,,,,,,,,
textcnn,leave_one_model__qwen2_5_7b_instruct_q4_k_m,codec_id,nonseg_hex_nibble_b16,80,40,40,0.984375,,fewer than 100 negative observations or one class absent,,,main threshold unavailable or subgroup negative count below 100,,,main threshold unavailable or subgroup negative count below 1000,,,,,,,,,,,,,,,,
textcnn,leave_one_model__qwen2_5_7b_instruct_q4_k_m,codec_id,segmented_hex_multi_topic,160,80,80,0.94859375,,fewer than 100 negative observations or one class absent,,,main threshold unavailable or subgroup negative count below 100,,,main threshold unavailable or subgroup negative count below 1000,,,,,,,,,,,,,,,,
textcnn,leave_one_model__qwen2_5_7b_instruct_q4_k_m,codec_id,segmented_hex_single_topic,160,80,80,0.9584375,,fewer than 100 negative observations or one class absent,,,main threshold unavailable or subgroup negative count below 100,,,main threshold unavailable or subgroup negative count below 1000,,,,,,,,,,,,,,,,
textcnn,leave_one_model__qwen2_5_7b_instruct_q4_k_m,payload_class,aes256_gcm_base64,90,45,45,1.0,,fewer than 100 negative observations or one class absent,,,main threshold unavailable or subgroup negative count below 100,,,main threshold unavailable or subgroup negative count below 1000,,,,,,,,,,,,,,,,
textcnn,leave_one_model__qwen2_5_7b_instruct_q4_k_m,payload_class,chacha20_poly1305_base64,90,45,45,0.9960493827160494,,fewer than 100 negative observations or one class absent,,,main threshold unavailable or subgroup negative count below 100,,,main threshold unavailable or subgroup negative count below 1000,,,,,,,,,,,,,,,,
textcnn,leave_one_model__qwen2_5_7b_instruct_q4_k_m,payload_class,ed25519_signature_base64,84,42,42,1.0,,fewer than 100 negative observations or one class absent,,,main threshold unavailable or subgroup negative count below 100,,,main threshold unavailable or subgroup negative count below 1000,,,,,,,,,,,,,,,,
textcnn,leave_one_model__qwen2_5_7b_instruct_q4_k_m,payload_class,hmac_sha256_hex,144,72,72,0.9861111111111112,,fewer than 100 negative observations or one class absent,,,main threshold unavailable or subgroup negative count below 100,,,main threshold unavailable or subgroup negative count below 1000,,,,,,,,,,,,,,,,
textcnn,leave_one_model__qwen2_5_7b_instruct_q4_k_m,payload_class,nonce_96_bit_hex,160,80,80,0.95734375,,fewer than 100 negative observations or one class absent,,,main threshold unavailable or subgroup negative count below 100,,,main threshold unavailable or subgroup negative count below 1000,,,,,,,,,,,,,,,,
textcnn,leave_one_model__qwen2_5_7b_instruct_q4_k_m,payload_class,sha256_hex,160,80,80,0.9753125,,fewer than 100 negative observations or one class absent,,,main threshold unavailable or subgroup negative count below 100,,,main threshold unavailable or subgroup negative count below 1000,,,,,,,,,,,,,,,,
textcnn,leave_one_model__qwen2_5_7b_instruct_q4_k_m,payload_class,token_128_bit_hex,176,88,88,0.9695247933884298,,fewer than 100 negative observations or one class absent,,,main threshold unavailable or subgroup negative count below 100,,,main threshold unavailable or subgroup negative count below 1000,,,,,,,,,,,,,,,,
textcnn,leave_one_model__qwen2_5_7b_instruct_q4_k_m,payload_class,uuid_v4,90,45,45,0.9901234567901236,,fewer than 100 negative observations or one class absent,,,main threshold unavailable or subgroup negative count below 100,,,main threshold unavailable or subgroup negative count below 1000,,,,,,,,,,,,,,,,
textcnn,matched,codec_id,direct_subword_calgacus,594,297,297,0.9930846058792188,0.7767574737271707,,0.8552188552188552,0.0067340067340067,,,,main threshold unavailable or subgroup negative count below 1000,0.8106626612770296,0.8907034364248136,0.0018486542140717,0.0242164328634635,,,,,,,,,,,,
textcnn,matched,codec_id,nonseg_ascii_b16,594,297,297,0.9957714065458172,0.8887188382137877,,0.9292929292929292,0.0101010101010101,,,,main threshold unavailable or subgroup negative count below 1000,0.8943312434180608,0.9532912917192378,0.0034410872570539,0.029272019703911,,,,,,,,,,,,
textcnn,matched,codec_id,nonseg_ascii_b8,594,297,297,0.9937307984446032,0.7188382137877087,,0.8956228956228957,0.0101010101010101,,,,main threshold unavailable or subgroup negative count below 1000,0.8556540845392764,0.9254882517637244,0.0034410872570539,0.029272019703911,,,,,,,,,,,,
textcnn,matched,codec_id,nonseg_hex_nibble_b16,240,120,120,0.9951388888888888,0.8,,0.8,0.0083333333333333,,,,main threshold unavailable or subgroup negative count below 1000,0.7196332649371805,0.8617552352115975,0.001472555733342,0.0456962912450496,,,,,,,,,,,,
textcnn,matched,codec_id,segmented_hex_multi_topic,480,240,240,0.9698524305555556,0.365625,,0.7458333333333333,0.0208333333333333,,,,main threshold unavailable or subgroup negative count below 1000,0.6871754052016925,0.7967455841603746,0.0089307961146301,0.047833377162697,,,,,,,,,,,,
textcnn,matched,codec_id,segmented_hex_single_topic,480,240,240,0.9695659722222222,0.539236111111111,,0.7041666666666667,0.0208333333333333,,,,main threshold unavailable or subgroup negative count below 1000,0.6435730808997967,0.7583274017907337,0.0089307961146301,0.047833377162697,,,,,,,,,,,,
textcnn,matched,payload_class,aes256_gcm_base64,270,135,135,0.9992866941015088,0.9816186556927295,,0.9777777777777776,0.0,,,,main threshold unavailable or subgroup negative count below 1000,0.9367032029591468,0.992414087335218,0.0,0.0276679520175249,,,,,,,,,,,,
textcnn,matched,payload_class,chacha20_poly1305_base64,270,135,135,0.997750342935528,0.8814814814814815,,0.9629629629629628,0.0148148148148148,,,,main threshold unavailable or subgroup negative count below 1000,0.9162293656092924,0.9840780862263326,0.0040722034193348,0.05240558705693,,,,,,,,,,,,
textcnn,matched,payload_class,ed25519_signature_base64,252,126,126,1.0,1.0,,0.992063492063492,0.0,,,,main threshold unavailable or subgroup negative count below 1000,0.9564132000148392,0.9985976349391876,0.0,0.0295857644821984,,,,,,,,,,,,
textcnn,matched,payload_class,hmac_sha256_hex,432,216,216,0.9959919410150893,0.8830589849108368,,0.9027777777777778,0.0092592592592592,,,,main threshold unavailable or subgroup negative count below 1000,0.8559501874990117,0.9355292765356448,0.0025429063349523,0.0331257926573052,,,,,,,,,,,,
textcnn,matched,payload_class,nonce_96_bit_hex,480,240,240,0.9638541666666668,0.4753472222222222,,0.55,0.0125,,,,main threshold unavailable or subgroup negative count below 1000,0.4867646006783032,0.611660007327541,0.0042600673219709,0.0361000046210488,,,,,,,,,,,,
textcnn,matched,payload_class,sha256_hex,480,240,240,0.98359375,0.6111111111111112,,0.8625,0.0333333333333333,,,,main threshold unavailable or subgroup negative count below 1000,0.8131895522590333,0.9003888557833366,0.016985464257907,0.0643848610208811,,,,,,,,,,,,
textcnn,matched,payload_class,token_128_bit_hex,528,264,264,0.9819860537190084,0.3812557392102846,,0.7916666666666666,0.0151515151515151,,,,main threshold unavailable or subgroup negative count below 1000,0.7386677228215096,0.8362992769777818,0.0059074911073855,0.0383032105249609,,,,,,,,,,,,
textcnn,matched,payload_class,uuid_v4,270,135,135,0.9919890260631,0.8705075445816187,,0.8148148148148148,0.0,,,,main threshold unavailable or subgroup negative count below 1000,0.7409068999035056,0.8713021673447194,0.0,0.0276679520175249,,,,,,,,,,,,
textcnn,model_backed__entropy_gates,gate_level,moderate,226,113,113,0.982457514292427,0.7416399091549848,,,,,,,,,,,,16.0,True,0.9673485709366392,0.993400264108832,0.6771221208200917,0.9234131193505302,0.9073792695999146,0.7964601769911505,0.0088495575221238,1.0,False,test negatives do not support the requested empirical resolution
textcnn,model_backed__entropy_gates,gate_level,strict,232,116,116,0.8849583828775267,0.4137931034482758,,,,,,,,,,,,16.0,True,0.8379132975681399,0.9294414680064406,0.2834645669291338,0.5784442724458204,0.9073792695999146,0.4310344827586206,0.0172413793103448,2.0,False,test negatives do not support the requested empirical resolution
textcnn,model_backed__entropy_gates,gate_level,ungated,234,117,117,0.9952516619183286,0.8536050843743151,,,,,,,,,,,,16.0,True,0.9905910351497051,0.9987368816237472,0.786076388888889,0.9515662430130424,0.9073792695999146,0.8717948717948718,0.0085470085470085,1.0,False,test negatives do not support the requested empirical resolution
textcnn,model_backed__entropy_gates,model_id,llama3_8b_instruct_q4_k_m,214,107,107,0.9679447986723732,0.7675779544064983,,,,,,,,,,,,16.0,True,0.9366259873914008,0.992185059609302,0.6880733944954128,0.9082314609011916,0.9073792695999146,0.7850467289719626,0.0093457943925233,1.0,False,test negatives do not support the requested empirical resolution
textcnn,model_backed__entropy_gates,model_id,mistral_7b_instruct_v0_3_q4_k_m,240,120,120,0.9779166666666668,0.6361111111111111,,,,,,,,,,,,16.0,True,0.95853396085928,0.9933921580529892,0.5665689392433578,0.9166666666666666,0.9073792695999146,0.6583333333333333,0.025,3.0,False,test negatives do not support the requested empirical resolution
textcnn,model_backed__entropy_gates,model_id,qwen2_5_7b_instruct_q4_k_m,238,119,119,0.936868865193136,0.690064260998517,,,,,,,,,,,,16.0,True,0.9055564492433618,0.9643654684792948,0.5840975768162681,0.8318602662303858,0.9073792695999146,0.6638655462184874,0.0,0.0,False,test negatives do not support the requested empirical resolution
textcnn,model_backed__entropy_gates,codec_id,direct_subword_calgacus,262,131,131,0.9607248994813822,0.7077093409474973,,,,,,,,,,,,16.0,True,0.9267372815426204,0.9835086339243048,0.5877375062182076,0.8462075438899517,0.9073792695999146,0.7251908396946565,0.0076335877862595,1.0,False,test negatives do not support the requested empirical resolution
textcnn,model_backed__entropy_gates,codec_id,nonseg_ascii_b16,288,144,144,0.953173225308642,0.6847993827160495,,,,,,,,,,,,16.0,True,0.9207622010030864,0.9778199749228396,0.618041087962963,0.8541666666666666,0.9073792695999146,0.7291666666666666,0.0208333333333333,3.0,False,test negatives do not support the requested empirical resolution
textcnn,model_backed__entropy_gates,codec_id,nonseg_hex_nibble_b16,142,71,71,0.9583415988891092,0.6619718309859155,,,,,,,,,,,,8.0,True,0.9365160831643486,0.9820504233147508,0.5416666666666666,0.8750000000000001,,,,,False,test negatives do not support the requested empirical resolution
textcnn,model_backed__entropy_gates,payload_class,aes256_gcm_base64,68,34,34,0.990484429065744,0.9411764705882354,,,,,,,,,,,,2.0,True,0.9896193771626296,0.9930795847750864,0.9411764705882354,0.9411764705882354,,,,,False,test negatives do not support the requested empirical resolution
textcnn,model_backed__entropy_gates,payload_class,chacha20_poly1305_base64,66,33,33,0.9513314967860422,0.9090909090909092,,,,,,,,,,,,2.0,True,0.8828125,1.0,0.8125,1.0,,,,,False,test negatives do not support the requested empirical resolution
textcnn,model_backed__entropy_gates,payload_class,ed25519_signature_base64,68,34,34,0.9714532871972318,0.8529411764705882,,,,,,,,,,,,2.0,True,0.96875,0.9722222222222222,0.8529411764705882,0.8888888888888888,,,,,False,test negatives do not support the requested empirical resolution
textcnn,model_backed__entropy_gates,payload_class,hmac_sha256_hex,104,52,52,0.9767011834319528,0.7115384615384616,,,,,,,,,,,,2.0,True,0.9497041420118344,1.0,0.6153846153846154,1.0,,,,,False,test negatives do not support the requested empirical resolution
textcnn,model_backed__entropy_gates,payload_class,nonce_96_bit_hex,104,52,52,0.9071745562130178,0.4807692307692308,,,,,,,,,,,,2.0,True,0.879286694101509,0.9344,0.4807692307692308,0.52,,,,,False,test negatives do not support the requested empirical resolution
textcnn,model_backed__entropy_gates,payload_class,sha256_hex,106,53,53,0.9362762548949805,0.7924528301886793,,,,,,,,,,,,2.0,True,0.9275147928994084,0.9423868312757202,0.7777777777777778,0.8076923076923077,,,,,False,test negatives do not support the requested empirical resolution
textcnn,model_backed__entropy_gates,payload_class,token_128_bit_hex,104,52,52,0.966346153846154,0.5,,,,,,,,,,,,2.0,True,0.9541420118343196,0.9896449704142012,0.5,0.7692307692307693,,,,,False,test negatives do not support the requested empirical resolution
textcnn,model_backed__entropy_gates,payload_class,uuid_v4,72,36,36,0.9629629629629628,0.7222222222222222,,,,,,,,,,,,2.0,True,0.9598765432098766,0.9783950617283952,0.7222222222222222,0.7777777777777778,,,,,False,test negatives do not support the requested empirical resolution
textcnn,model_backed__entropy_gates,representation_name,ascii_b16,288,144,144,0.953173225308642,0.6847993827160495,,,,,,,,,,,,16.0,True,0.921729118441358,0.9789279513888888,0.625,0.8541666666666666,0.9073792695999146,0.7291666666666666,0.0208333333333333,3.0,False,test negatives do not support the requested empirical resolution
textcnn,model_backed__entropy_gates,representation_name,direct_subword,262,131,131,0.9607248994813822,0.7077093409474973,,,,,,,,,,,,16.0,True,0.9280846616832916,0.983086863770206,0.5894750869711592,0.8475457017480826,0.9073792695999146,0.7251908396946565,0.0076335877862595,1.0,False,test negatives do not support the requested empirical resolution
textcnn,model_backed__entropy_gates,representation_name,hex_nibble,142,71,71,0.9583415988891092,0.6619718309859155,,,,,,,,,,,,8.0,True,0.9365106129736164,0.9810222899344924,0.5416666666666666,0.8732394366197183,,,,,False,test negatives do not support the requested empirical resolution
textcnn,model_backed__pooled_quantizations,quantization,Q4_K_M,384,192,192,0.9966362847222222,0.8798828125,,,,,,,,,,,,96.0,True,0.9928371853298612,0.9993767632378472,0.78125,0.9816623263888888,0.5780910849571228,0.9635416666666666,0.015625,3.0,False,test negatives do not support the requested empirical resolution
