experimental_cell_id,model_id,payload_name,payload_class,representation_name,prompt_template_id,gate_level,generated_token_count_difference_vs_ungated,mean_entropy_bits_difference_vs_ungated,mean_observed_rank_difference_vs_ungated,mean_token_surprisal_nats_difference_vs_ungated,mean_rank_pressure_log_probability_gap_nats_difference_vs_ungated,word_count_difference_vs_ungated,unique_word_fraction_difference_vs_ungated,repeated_bigram_fraction_difference_vs_ungated,surface_flag_total_difference_vs_ungated
entropy_cell__618d11dfc76dc15cb10b7f59,llama3_8b_instruct_q4_k_m,revision_v1_sha256_hex_041,sha256_hex,hex_nibble,professional_project_update,strict,60.0,-1.4497056500221477,-3.134576612903226,-2.1171999050409336,-1.7831644329332537,49.0,-0.04580419580419581,0.029126213592232997,0.0
entropy_cell__656c0ca31b0005bba25b884b,qwen2_5_7b_instruct_q4_k_m,revision_v1_uuid_v4_003,uuid_v4,direct_subword,explain_everyday_system,strict,94.0,-0.8137043990975774,-6.71295681063123,-3.4852799974440973,-3.3136290669573243,79.0,-0.20354729729729726,0.054545454545454564,0.0
entropy_cell__659181365bb3f0ea394ab8f4,llama3_8b_instruct_q4_k_m,revision_v1_token_128_bit_hex_003,token_128_bit_hex,ascii_b16,explain_everyday_system,strict,165.0,-2.4971534245197944,-3.0904748908296944,-3.1299567550214835,-2.5540952560813146,123.0,-0.0012863390789812357,-0.013095238095238049,-1.0
entropy_cell__6650d7697d1884bb070743d2,mistral_7b_instruct_v0_3_q4_k_m,revision_v1_nonce_96_bit_hex_003,nonce_96_bit_hex,ascii_b16,explain_everyday_system,strict,89.0,-1.1693163803766335,-2.6286496350364965,-2.860422164634838,-2.4989273301586326,57.0,-0.20027002700270025,0.04674418604651154,0.0
entropy_cell__6736300e0935939437e24158,llama3_8b_instruct_q4_k_m,revision_v1_ed25519_signature_base64_003,ed25519_signature_base64,ascii_b16,explain_everyday_system,strict,51.0,-1.3040477101154195,-1.2288496195434524,-1.132116530496924,-0.8124796305721551,58.0,0.014075286415711985,0.004021058740620975,5.0
entropy_cell__6829dcc7db6a24268f4d389b,llama3_8b_instruct_q4_k_m,revision_v1_token_128_bit_hex_041,token_128_bit_hex,hex_nibble,professional_project_update,strict,26.0,-0.33788250738148884,-3.7586206896551726,-2.4427886047014966,-2.3807448487857292,14.0,-0.08578143360752055,0.02777777777777779,-1.0
entropy_cell__698c3b661debbc84aad66e3f,qwen2_5_7b_instruct_q4_k_m,revision_v1_ed25519_signature_base64_003,ed25519_signature_base64,direct_subword,explain_everyday_system,strict,60.0,-1.869460512155824,-824.53125,-3.3899318305049713,-2.9331732002958173,-1.0,,0.0,1.0
entropy_cell__74626b2253f6dd6ce6635219,llama3_8b_instruct_q4_k_m,revision_v1_aes256_gcm_base64_003,aes256_gcm_base64,ascii_b16,explain_everyday_system,strict,181.0,-3.0099452762595913,-3.433201860841424,-2.3929659667765004,-1.6098612454089918,148.0,0.054528985507246386,-0.0010575198859718027,-4.0
entropy_cell__77d01853e1f871e53ef46916,llama3_8b_instruct_q4_k_m,revision_v1_uuid_v4_003,uuid_v4,direct_subword,explain_everyday_system,strict,8.0,-0.4409118418086906,-66.25185185185185,-1.0516212435129408,-1.0113080504079344,6.0,-0.04230769230769227,0.0,0.0
entropy_cell__78575c52da4de6da6d1ca55b,qwen2_5_7b_instruct_q4_k_m,revision_v1_sha256_hex_041,sha256_hex,hex_nibble,professional_project_update,strict,171.0,-1.113404291248161,-4.680252659574468,-3.4929961252167274,-3.172240519967485,138.0,-0.21195144724556492,0.02659574468085102,1.0
entropy_cell__792de4163692237e58d9ae05,mistral_7b_instruct_v0_3_q4_k_m,revision_v1_sha256_hex_003,sha256_hex,ascii_b16,explain_everyday_system,strict,277.0,-1.844510534963293,-2.7480324074074076,-2.9722792460332226,-2.4529312913432535,174.0,-0.1541481195892187,0.0347399829497016,-1.0
entropy_cell__7938f3ce429d9dd5fd2026b6,mistral_7b_instruct_v0_3_q4_k_m,revision_v1_nonce_96_bit_hex_041,nonce_96_bit_hex,ascii_b16,professional_project_update,strict,124.0,-1.5514809819987019,-3.087693798449612,-2.883948873815308,-2.4799162879470704,102.0,-0.19545454545454544,0.03816793893129766,-2.0
entropy_cell__7a72910eb9e1e0b1c12de20e,llama3_8b_instruct_q4_k_m,revision_v1_nonce_96_bit_hex_041,nonce_96_bit_hex,direct_subword,professional_project_update,strict,1.0,-0.12365927987537528,-47.647619047618946,-0.6512085386648403,-0.6525744710649759,1.0,0.0,0.0,0.0
entropy_cell__7d9714e7cf7370679dd85b93,qwen2_5_7b_instruct_q4_k_m,revision_v1_token_128_bit_hex_041,token_128_bit_hex,direct_subword,professional_project_update,strict,35.0,-0.33870407275617076,-21.805555555555557,-3.297948148932885,-3.197115266133869,31.0,-0.13550600343053165,0.019230769230769273,0.0
entropy_cell__7e257d9366081f97c2a8f3e7,mistral_7b_instruct_v0_3_q4_k_m,revision_v1_chacha20_poly1305_base64_041,chacha20_poly1305_base64,ascii_b16,professional_project_update,strict,219.0,-1.3832869522459592,-3.424621757925072,-2.815548592682198,-2.5253377001979507,135.0,-0.029166666666666563,-0.0024943675571290624,-1.0
entropy_cell__81740ba481e5b96ea0798816,llama3_8b_instruct_q4_k_m,revision_v1_sha256_hex_003,sha256_hex,hex_nibble,explain_everyday_system,strict,25.0,-1.7130937422197863,-2.29248595505618,-1.6728548018379175,-1.2254290136226107,42.0,0.004830917874396157,0.02941176470588236,-4.0
entropy_cell__8181c6f9f2aa4ef9f423f490,llama3_8b_instruct_q4_k_m,revision_v1_nonce_96_bit_hex_041,nonce_96_bit_hex,ascii_b16,professional_project_update,strict,14.0,-0.07200490740472665,-0.976478494623656,-1.3546540285759976,-1.355101695624731,12.0,-0.12736842105263158,0.0,0.0
entropy_cell__821f128d8357808f113e285a,mistral_7b_instruct_v0_3_q4_k_m,revision_v1_hmac_sha256_hex_041,hmac_sha256_hex,hex_nibble,professional_project_update,strict,124.0,-0.6487547896075381,-4.528590425531915,-3.854526507763815,-3.7051639774061265,106.0,-0.21215805471124616,0.0071428571428571175,-3.0
entropy_cell__822d5554590d2114c6d47104,qwen2_5_7b_instruct_q4_k_m,revision_v1_token_128_bit_hex_003,token_128_bit_hex,ascii_b16,explain_everyday_system,strict,320.0,-1.7522938258277303,-3.5703125,-3.5097567601256423,-3.070766011873881,226.0,-0.3652116402116402,0.08602150537634412,0.0
entropy_cell__8520c1fa8d2b97daf3821ec8,qwen2_5_7b_instruct_q4_k_m,revision_v1_aes256_gcm_base64_003,aes256_gcm_base64,direct_subword,explain_everyday_system,strict,10.0,-2.430780686395268,-54.11726046350742,-0.9488458454756339,-0.3567749729456686,11.0,0.021568627450980316,0.0,0.0
entropy_cell__89f948d9a16db3ad9014f188,mistral_7b_instruct_v0_3_q4_k_m,revision_v1_nonce_96_bit_hex_003,nonce_96_bit_hex,hex_nibble,explain_everyday_system,strict,4.0,0.9102686139282978,-1.0357142857142856,-1.2938274563771048,-1.5821152925491333,3.0,-0.034545454545454546,0.0,1.0
entropy_cell__8acdff1994baba77d568a716,llama3_8b_instruct_q4_k_m,revision_v1_uuid_v4_003,uuid_v4,ascii_b16,explain_everyday_system,strict,76.0,-1.7343788041417005,-2.433933933933934,-2.465862058514902,-2.076219802862173,72.0,-0.09999999999999998,0.038808038808038736,-12.0
entropy_cell__917e0983e9adeae044cb67c6,llama3_8b_instruct_q4_k_m,revision_v1_hmac_sha256_hex_003,hmac_sha256_hex,ascii_b16,explain_everyday_system,strict,145.0,-1.716694527388626,-2.1875,-2.3411549760227617,-1.9419068068047582,97.0,-0.06889641043911998,0.04390243902439028,-2.0
entropy_cell__94cb6f5960ebeff2023a7ff0,qwen2_5_7b_instruct_q4_k_m,revision_v1_hmac_sha256_hex_003,hmac_sha256_hex,direct_subword,explain_everyday_system,strict,24.0,-0.19207203322148692,-286.8557504873294,-1.398865790649368,-1.4283409763110622,0.0,,0.0,0.0
entropy_cell__9538ff38d26bad8378882c3f,llama3_8b_instruct_q4_k_m,revision_v1_hmac_sha256_hex_003,hmac_sha256_hex,direct_subword,explain_everyday_system,strict,1.0,0.40507254608748244,-30.493951612903174,-0.3895334850858303,-0.5835383928591202,-5.0,0.0,0.0,-1.0
entropy_cell__96cf9158b2eede3d22dad7ef,mistral_7b_instruct_v0_3_q4_k_m,revision_v1_aes256_gcm_base64_003,aes256_gcm_base64,ascii_b16,explain_everyday_system,strict,119.0,-1.0350819121143338,-2.8085146761133606,-2.406136004415237,-2.131966164825778,90.0,-0.1709815078236131,0.03260869565217395,0.0
entropy_cell__9708f1b3c4706200a770c000,qwen2_5_7b_instruct_q4_k_m,revision_v1_nonce_96_bit_hex_003,nonce_96_bit_hex,ascii_b16,explain_everyday_system,strict,239.0,-0.4555437952623025,-3.267857142857143,-3.979169266319545,-3.8945107725854533,191.0,-0.4006744328632741,0.09913793103448276,0.0
entropy_cell__98da0ef36817f71a7f7cbcb7,llama3_8b_instruct_q4_k_m,revision_v1_ed25519_signature_base64_041,ed25519_signature_base64,ascii_b16,professional_project_update,strict,41.0,0.36132806771895254,-1.1419145370758272,-1.0094777278528921,-1.2073889473865955,80.0,-0.027247606194974572,0.0117647058823529,-5.0
entropy_cell__99041d99e013855e5f7255a8,mistral_7b_instruct_v0_3_q4_k_m,revision_v1_hmac_sha256_hex_003,hmac_sha256_hex,direct_subword,explain_everyday_system,strict,90.0,-1.2726127206784283,-48.76607642124883,-3.4198569567189376,-3.1860320673767695,79.0,-0.2222222222222222,0.0449438202247191,7.0
entropy_cell__9e9ce7758abd96ba5cdeb613,mistral_7b_instruct_v0_3_q4_k_m,revision_v1_ed25519_signature_base64_041,ed25519_signature_base64,direct_subword,professional_project_update,strict,82.0,-1.3221895728387545,-105.10479797979798,-4.405785128462291,-4.096571888285453,51.0,-0.07248886689757539,0.0,1.0
entropy_cell__a0d6545883d11471156042b4,llama3_8b_instruct_q4_k_m,revision_v1_token_128_bit_hex_003,token_128_bit_hex,hex_nibble,explain_everyday_system,strict,34.0,-2.3422877045376693,-4.318181818181818,-2.4943669378493203,-1.8792756091464649,29.0,-0.011243386243386166,0.0,-5.0
entropy_cell__a21ebe468ca7f07f2e0b4e49,mistral_7b_instruct_v0_3_q4_k_m,revision_v1_ed25519_signature_base64_041,ed25519_signature_base64,ascii_b16,professional_project_update,strict,306.0,-2.130982669964472,-3.7943228970199927,-2.6431438129206972,-2.0821243286897264,203.0,-0.054621848739495715,0.007972965837689472,-1.0
entropy_cell__a3cd1359442d6d260f6a93ac,mistral_7b_instruct_v0_3_q4_k_m,revision_v1_token_128_bit_hex_003,token_128_bit_hex,ascii_b16,explain_everyday_system,strict,106.0,-1.818575820963579,-2.64375,-2.694372356634795,-2.262834133909029,134.0,-0.3188405797101449,0.06569343065693434,-1.0
entropy_cell__a3cf28ce7c3155e06940e122,mistral_7b_instruct_v0_3_q4_k_m,revision_v1_token_128_bit_hex_003,token_128_bit_hex,hex_nibble,explain_everyday_system,strict,32.0,-0.6468677711451889,-4.21875,-2.8457601001372286,-2.8041882663965225,20.0,-0.10666666666666669,0.0,2.0
entropy_cell__a4369e36bbe783c28f3b6194,qwen2_5_7b_instruct_q4_k_m,revision_v1_chacha20_poly1305_base64_003,chacha20_poly1305_base64,direct_subword,explain_everyday_system,strict,11.0,0.028629107353361327,-160.9508009153318,-1.8602308008673214,-1.8102922746009442,-1.0,,0.0,0.0
entropy_cell__a56c09f0b2eddfc3ca0c3825,qwen2_5_7b_instruct_q4_k_m,revision_v1_token_128_bit_hex_041,token_128_bit_hex,hex_nibble,professional_project_update,strict,115.0,-1.3564541557652612,-6.513605442176871,-3.948441485212465,-3.4842283095226807,75.0,-0.15194211728865192,0.050000000000000044,5.0
entropy_cell__a59b638ade35fa4fce1c5031,mistral_7b_instruct_v0_3_q4_k_m,revision_v1_sha256_hex_003,sha256_hex,hex_nibble,explain_everyday_system,strict,104.0,-1.612519577249085,-5.102678571428571,-3.0106274130663193,-2.6052863115356084,63.0,-0.19203539823008853,0.03316326530612246,-1.0
entropy_cell__aaf91d93efc42c015d846d3a,mistral_7b_instruct_v0_3_q4_k_m,revision_v1_uuid_v4_041,uuid_v4,ascii_b16,professional_project_update,strict,141.0,-1.0042156604285202,-3.276017214397496,-3.3032706754068757,-3.0632771259182494,103.0,-0.15495289024700798,0.019607843137254943,-2.0
entropy_cell__b323b59ca2f3c8b049e420ad,qwen2_5_7b_instruct_q4_k_m,revision_v1_hmac_sha256_hex_041,hmac_sha256_hex,ascii_b16,professional_project_update,strict,640.0,-2.176477214425508,-3.611979166666667,-3.6055516426012106,-3.0124507434666157,495.0,-0.48329103214890023,0.6220338983050848,2.0
entropy_cell__b4dd6955d2588a9777ba0da2,qwen2_5_7b_instruct_q4_k_m,revision_v1_sha256_hex_041,sha256_hex,ascii_b16,professional_project_update,strict,640.0,-1.9324884395587043,-3.194010416666667,-3.05174640042343,-2.525861999640862,510.0,-0.38712102230017537,0.36231172492437325,0.0
entropy_cell__b6b5b3722ca4c57dd4bb7a99,qwen2_5_7b_instruct_q4_k_m,revision_v1_aes256_gcm_base64_041,aes256_gcm_base64,direct_subword,professional_project_update,strict,35.0,-1.3093971679049656,-117.50251004016067,-3.1575928810965506,-2.8732451379718076,24.0,-0.06493506493506496,0.0,-2.0
entropy_cell__b759457e291da9cd1b290d50,llama3_8b_instruct_q4_k_m,revision_v1_token_128_bit_hex_041,token_128_bit_hex,direct_subword,professional_project_update,strict,3.0,-1.5221832464008447,-41.698564593301455,-0.9927486095442761,-0.6806658420836529,7.0,0.0,0.0,1.0
entropy_cell__c12948d6c4df27b08e58a667,llama3_8b_instruct_q4_k_m,revision_v1_chacha20_poly1305_base64_041,chacha20_poly1305_base64,ascii_b16,professional_project_update,strict,205.0,-3.8547188694250947,-3.3180367867867866,-2.234481371101085,-1.3374575924228977,246.0,-0.17268907563025204,0.02508960573476704,-17.0
entropy_cell__c9bef797c5b774d1c465a433,qwen2_5_7b_instruct_q4_k_m,revision_v1_chacha20_poly1305_base64_003,chacha20_poly1305_base64,ascii_b16,explain_everyday_system,strict,126.0,-0.927018060707621,-2.807886318897638,-2.338646179655231,-2.145545933718287,116.0,-0.22002430744729895,0.04011558728539866,-3.0
entropy_cell__cb522467936cd7c944635f37,llama3_8b_instruct_q4_k_m,revision_v1_sha256_hex_003,sha256_hex,ascii_b16,explain_everyday_system,strict,190.0,-2.8253000589751087,-2.4267885220125787,-2.579511517300869,-1.8130292526487284,155.0,-0.18068887634105024,0.10873834069710364,0.0
entropy_cell__cc7ad361779aef451993cf5e,mistral_7b_instruct_v0_3_q4_k_m,revision_v1_hmac_sha256_hex_041,hmac_sha256_hex,direct_subword,professional_project_update,strict,113.0,-1.0941289314421245,-18.052601156069365,-3.441836892629552,-3.203761405430318,86.0,-0.20021186440677963,0.042735042735042694,-2.0
entropy_cell__cde6e4c5e72f76160d5bfec6,llama3_8b_instruct_q4_k_m,revision_v1_ed25519_signature_base64_003,ed25519_signature_base64,direct_subword,explain_everyday_system,strict,3.0,-2.255978661904199,-32.76923076923072,-0.3909089317167398,0.26229214407965795,16.0,0.03125,0.0,0.0
entropy_cell__cee0630f34b8aa52d64247c4,qwen2_5_7b_instruct_q4_k_m,revision_v1_token_128_bit_hex_041,token_128_bit_hex,ascii_b16,professional_project_update,strict,107.0,-0.2364470871864568,-2.6949926900584797,-2.6273007210485457,-2.565963818577298,86.0,-0.06670932650775874,0.007575757575757569,-1.0
entropy_cell__d63182be4c76bdb0ac8fcfc7,llama3_8b_instruct_q4_k_m,revision_v1_nonce_96_bit_hex_003,nonce_96_bit_hex,hex_nibble,explain_everyday_system,strict,30.0,-2.7747110413817615,-3.9907407407407405,-2.399773945127368,-1.5699734334592466,19.0,-0.12740384615384615,0.06451612903225812,8.0
entropy_cell__d7461efe23003417462e44eb,llama3_8b_instruct_q4_k_m,revision_v1_nonce_96_bit_hex_003,nonce_96_bit_hex,direct_subword,explain_everyday_system,strict,2.0,-0.4703998169439809,-17.354166666666657,-0.8801754023425694,-0.7209101915359497,3.0,0.0,0.0,0.0
entropy_cell__d9384d325aaa7d04c2f1d80c,qwen2_5_7b_instruct_q4_k_m,revision_v1_aes256_gcm_base64_003,aes256_gcm_base64,ascii_b16,explain_everyday_system,strict,434.0,-1.563744521122814,-4.43610987544484,-3.542453464671349,-3.168141623620885,269.0,-0.2612189289884891,0.06681313728804006,19.0
entropy_cell__da12eceebf52b935e7668dec,qwen2_5_7b_instruct_q4_k_m,revision_v1_hmac_sha256_hex_041,hmac_sha256_hex,direct_subword,professional_project_update,strict,184.0,-1.2105463889186405,-10.56912568306011,-3.701422517043299,-3.471908991193511,195.0,-0.34328358208955223,0.04500000000000004,-1.0
entropy_cell__daeb88211cf06e03b8913593,mistral_7b_instruct_v0_3_q4_k_m,revision_v1_hmac_sha256_hex_003,hmac_sha256_hex,hex_nibble,explain_everyday_system,strict,172.0,-1.4265600971501446,-5.054025423728813,-3.3621178709178285,-2.974226545226776,109.0,-0.16317260656883303,0.06211180124223603,-1.0
entropy_cell__dd41baba03d7e20321899f6f,llama3_8b_instruct_q4_k_m,revision_v1_sha256_hex_041,sha256_hex,ascii_b16,professional_project_update,strict,344.0,-3.7283693184979416,-2.758342161016949,-2.394034009224045,-1.3439921842793288,197.0,-0.10433471047281795,0.07096817064256755,23.0
entropy_cell__ddc36c99b4bca8bd25ba94e7,qwen2_5_7b_instruct_q4_k_m,revision_v1_nonce_96_bit_hex_041,nonce_96_bit_hex,hex_nibble,professional_project_update,strict,106.0,-1.5697939455255316,-6.841666666666666,-4.06954196881006,-3.544276121335152,89.0,-0.28971962616822433,0.05660377358490565,-1.0
entropy_cell__de92a1de8ce8c0b2d814374c,mistral_7b_instruct_v0_3_q4_k_m,revision_v1_chacha20_poly1305_base64_003,chacha20_poly1305_base64,ascii_b16,explain_everyday_system,strict,137.0,-0.6485903234349,-2.99655070754717,-3.212624060986664,-3.0773799704493214,108.0,-0.14847826086956517,0.035175879396984966,-2.0
entropy_cell__e083c3837fc097e551042398,llama3_8b_instruct_q4_k_m,revision_v1_ed25519_signature_base64_041,ed25519_signature_base64,direct_subword,professional_project_update,strict,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
entropy_cell__e41d884628ac4c651d6ec4a5,qwen2_5_7b_instruct_q4_k_m,revision_v1_nonce_96_bit_hex_003,nonce_96_bit_hex,hex_nibble,explain_everyday_system,strict,74.0,-1.2618013865423718,-5.311224489795919,-3.404869446564973,-3.014338222490687,49.0,-0.13345410628019316,0.028169014084507005,1.0
entropy_cell__e9fe9c89df85cc4fba526873,llama3_8b_instruct_q4_k_m,revision_v1_token_128_bit_hex_041,token_128_bit_hex,ascii_b16,professional_project_update,strict,64.0,-1.600425179471467,-2.2109375,-2.0078827673343196,-1.5517264604568481,62.0,-0.031135531135531136,-0.004972768174283715,-1.0
entropy_cell__ed5fa8557dc6f5b7097f12a1,mistral_7b_instruct_v0_3_q4_k_m,revision_v1_sha256_hex_041,sha256_hex,hex_nibble,professional_project_update,strict,75.0,-0.7468191804977917,-3.491794064748201,-2.622711850612455,-2.4203900595684704,65.0,-0.09797979797979794,0.01834862385321101,0.0
entropy_cell__f070dd393511fbef8a691345,qwen2_5_7b_instruct_q4_k_m,revision_v1_token_128_bit_hex_003,token_128_bit_hex,direct_subword,explain_everyday_system,strict,59.0,-1.7243806974533755,-16.873303167420815,-3.4555247106348608,-2.987728411903209,46.0,-0.17352112676056342,0.042857142857142816,1.0
entropy_cell__f9378ca54784850816308c9d,mistral_7b_instruct_v0_3_q4_k_m,revision_v1_sha256_hex_003,sha256_hex,direct_subword,explain_everyday_system,strict,72.0,-1.038426598773897,-8.173514674302076,-3.4816652648933415,-3.2593632696011103,43.0,-0.0949423247559893,0.01213369963369959,0.0
entropy_cell__fbc793f0ce3c1e885be507e1,mistral_7b_instruct_v0_3_q4_k_m,revision_v1_aes256_gcm_base64_003,aes256_gcm_base64,direct_subword,explain_everyday_system,strict,51.0,-3.707117611484501,-68.02933104631218,-2.7312771260408453,-1.814982089824578,42.0,-0.14084507042253525,0.014285714285714235,2.0
entropy_cell__fd4ee5a8efa826c159a497db,qwen2_5_7b_instruct_q4_k_m,revision_v1_sha256_hex_041,sha256_hex,direct_subword,professional_project_update,strict,281.0,-1.5691376995390898,-9.014157527417748,-3.9685679556075546,-3.543258095690878,241.0,-0.31370923161967934,0.0561797752808989,-1.0
entropy_cell__fe1262f4467ae2f6756676a0,llama3_8b_instruct_q4_k_m,revision_v1_chacha20_poly1305_base64_003,chacha20_poly1305_base64,ascii_b16,explain_everyday_system,strict,35.0,-0.6659750067963284,-1.2542657208588954,-1.4701892228533637,-1.3627393840829287,24.0,-0.14182692307692313,0.06299212598425197,-13.0
entropy_cell__fedb9cd4cca604a661152132,qwen2_5_7b_instruct_q4_k_m,revision_v1_chacha20_poly1305_base64_041,chacha20_poly1305_base64,ascii_b16,professional_project_update,strict,640.0,-1.8944729670291818,-4.563802083333333,-3.894863003807711,-3.3683909475803375,467.0,-0.3771437290204455,0.13644214162348878,-2.0
