source_trial_id,model_id,codec_id,payload_class,forced_token_count,mean_forced_rank,median_forced_rank,maximum_forced_rank,mean_rank_pressure_nats
revision_v1_primary_v2_payload_fidelity_v2__9c68bc7f29342fddc477,llama3_8b_instruct_q4_k_m,nonseg_ascii_b8,chacha20_poly1305_base64,171,4.473684210526316,5.0,8,2.7259927939253243
revision_v1_primary_v2_payload_fidelity_v2__9c6ff20b5c6acd15cfa1,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b8,sha256_hex,171,3.9649122807017543,4.0,8,2.929351059316892
revision_v1_primary_v2_payload_fidelity_v2__9c7bd7012afc3e17ae0a,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b16,hmac_sha256_hex,128,5.0234375,4.0,10,2.7726046927273273
revision_v1_primary_v2_payload_fidelity_v2__9c7fd2a32bfbbb2ab42d,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_single_topic,nonce_96_bit_hex,24,9.208333333333334,9.5,16,4.24034599463145
revision_v1_primary_v2_payload_fidelity_v2__9c8d3d232a9366a677cc,llama3_8b_instruct_q4_k_m,nonseg_hex_nibble_b16,sha256_hex,64,8.484375,8.5,16,3.1164425164461136
revision_v1_primary_v2_payload_fidelity_v2__9c95b553d10bdd4f464f,llama3_8b_instruct_q4_k_m,direct_subword_calgacus,sha256_hex,38,488.8421052631579,11.5,10553,4.459764806847823
revision_v1_primary_v2_payload_fidelity_v2__9c992db8650ce2ba4dd7,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_single_topic,hmac_sha256_hex,64,8.46875,9.0,16,3.6711188927292824
revision_v1_primary_v2_payload_fidelity_v2__9c9ad1f57f30fdedf39f,qwen2_5_7b_instruct_q4_k_m,nonseg_hex_nibble_b16,nonce_96_bit_hex,24,10.083333333333334,10.0,16,4.443180441856384
revision_v1_primary_v2_payload_fidelity_v2__9cb0c2db2dd3a2214f11,llama3_8b_instruct_q4_k_m,nonseg_ascii_b8,uuid_v4,96,4.0,4.0,8,2.606211473544439
revision_v1_primary_v2_payload_fidelity_v2__9ccb8538dbbf8f5ef713,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b16,nonce_96_bit_hex,48,4.541666666666667,4.0,10,3.0228177905082703
revision_v1_primary_v2_payload_fidelity_v2__9ce6dcda5e317585fdd3,llama3_8b_instruct_q4_k_m,nonseg_ascii_b8,chacha20_poly1305_base64,171,4.321637426900585,4.0,8,2.321103558902852
revision_v1_primary_v2_payload_fidelity_v2__9ce7cab9d08e00f3294d,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic,hmac_sha256_hex,64,9.34375,9.0,16,3.9222144931554794
revision_v1_primary_v2_payload_fidelity_v2__9ce7d50cae8af5ce5a35,qwen2_5_7b_instruct_q4_k_m,direct_subword_calgacus,uuid_v4,33,23.03030303030303,7.0,429,4.516486659194484
revision_v1_primary_v2_payload_fidelity_v2__9cf328318c4dec834641,mistral_7b_instruct_v0_3_q4_k_m,nonseg_hex_nibble_b16,hmac_sha256_hex,64,8.421875,9.0,16,4.196601033210754
revision_v1_primary_v2_payload_fidelity_v2__9d03bee710b837d2e2d2,qwen2_5_7b_instruct_q4_k_m,direct_subword_calgacus,token_128_bit_hex,31,48.29032258064516,8.0,1188,5.484261389701597
revision_v1_primary_v2_payload_fidelity_v2__9d0f5a6f2f061061c053,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,hmac_sha256_hex,64,8.46875,9.0,16,4.332146652042866
revision_v1_primary_v2_payload_fidelity_v2__9d238ba42ee6676425e0,qwen2_5_7b_instruct_q4_k_m,nonseg_hex_nibble_b16,token_128_bit_hex,32,8.6875,8.0,16,4.898004859685898
revision_v1_primary_v2_payload_fidelity_v2__9d2b1cd42517e82df4a4,mistral_7b_instruct_v0_3_q4_k_m,direct_subword_calgacus,uuid_v4,34,17.352941176470587,6.0,351,3.0654912135180306
revision_v1_primary_v2_payload_fidelity_v2__9d35369999c6e7df551b,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b16,sha256_hex,128,5.078125,4.0,10,2.978073913604021
revision_v1_primary_v2_payload_fidelity_v2__9d3ef8f8a11c64b38674,qwen2_5_7b_instruct_q4_k_m,direct_subword_calgacus,chacha20_poly1305_base64,49,287.55102040816325,36.0,2179,6.842677705141963
revision_v1_primary_v2_payload_fidelity_v2__9d485205301e1b1b84bf,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_single_topic,sha256_hex,64,7.328125,7.0,16,3.880933925509453
revision_v1_primary_v2_payload_fidelity_v2__9d5400c874c30a20c51f,qwen2_5_7b_instruct_q4_k_m,direct_subword_calgacus,aes256_gcm_base64,45,535.9555555555555,44.0,5477,6.899097765816583
revision_v1_primary_v2_payload_fidelity_v2__9d5d4a90d1f2006c8ceb,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,token_128_bit_hex,32,8.6875,8.0,16,4.769638508558273
revision_v1_primary_v2_payload_fidelity_v2__9d5d5edf66328803c6aa,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b16,nonce_96_bit_hex,48,5.208333333333333,5.0,9,2.779344081878662
revision_v1_primary_v2_payload_fidelity_v2__9d5d827d3b0a0bd0db65,llama3_8b_instruct_q4_k_m,direct_subword_calgacus,uuid_v4,24,482.0833333333333,8.5,10175,3.502390871445338
revision_v1_primary_v2_payload_fidelity_v2__9d6f5322ad6577de9b95,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b8,aes256_gcm_base64,171,4.16374269005848,4.0,8,2.3442222137897337
revision_v1_primary_v2_payload_fidelity_v2__9d7e5e713c40b414b57a,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b16,ed25519_signature_base64,176,6.806818181818182,6.0,16,3.4942936165766283
revision_v1_primary_v2_payload_fidelity_v2__9d81f684b8a265d4b6f8,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_single_topic,hmac_sha256_hex,64,8.09375,8.0,16,4.140270367264748
revision_v1_primary_v2_payload_fidelity_v2__9d8add04d33a2f0919a0,mistral_7b_instruct_v0_3_q4_k_m,direct_subword_calgacus,ed25519_signature_base64,67,186.49253731343285,37.0,1419,6.550374714296256
revision_v1_primary_v2_payload_fidelity_v2__9d92ed7603bdc3b8aaeb,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,nonce_96_bit_hex,24,9.416666666666666,10.0,16,4.250978271166484
revision_v1_primary_v2_payload_fidelity_v2__9d969a346d4835518f43,qwen2_5_7b_instruct_q4_k_m,direct_subword_calgacus,hmac_sha256_hex,57,13.87719298245614,8.0,113,4.051182805446157
revision_v1_primary_v2_payload_fidelity_v2__9dbfd760576dd73fd0cd,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,nonce_96_bit_hex,24,7.666666666666667,7.0,16,5.275150736172994
revision_v1_primary_v2_payload_fidelity_v2__9dc157b445058684221b,qwen2_5_7b_instruct_q4_k_m,direct_subword_calgacus,token_128_bit_hex,26,16.0,8.0,105,5.178769001593957
revision_v1_primary_v2_payload_fidelity_v2__9dc6bed77ab360a0f4ec,llama3_8b_instruct_q4_k_m,nonseg_ascii_b16,uuid_v4,72,5.347222222222222,4.0,14,2.4977949460347495
revision_v1_primary_v2_payload_fidelity_v2__9dcac71c2c28c17c1aa5,qwen2_5_7b_instruct_q4_k_m,direct_subword_calgacus,sha256_hex,55,35.27272727272727,7.0,1188,3.8976421182805843
revision_v1_primary_v2_payload_fidelity_v2__9dd7c3fab5e66bbf7b27,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_single_topic,sha256_hex,64,8.765625,9.0,16,4.20431162416935
revision_v1_primary_v2_payload_fidelity_v2__9ddb44cd285c5c334a81,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic,hmac_sha256_hex,64,9.53125,10.0,16,3.923226982355118
revision_v1_primary_v2_payload_fidelity_v2__9ded4b8756698c5bbb32,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,token_128_bit_hex,32,8.75,8.0,16,4.445283800363541
revision_v1_primary_v2_payload_fidelity_v2__9dfd204d047f74af327a,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b8,sha256_hex,171,3.9649122807017543,4.0,8,3.1791273752848306
revision_v1_primary_v2_payload_fidelity_v2__9e01074e25c91ea822e9,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b16,nonce_96_bit_hex,48,5.354166666666667,4.5,10,3.8707032402356467
revision_v1_primary_v2_payload_fidelity_v2__9e092b00747ea125e6e0,llama3_8b_instruct_q4_k_m,direct_subword_calgacus,chacha20_poly1305_base64,44,1972.840909090909,46.5,50411,4.576723426580429
revision_v1_primary_v2_payload_fidelity_v2__9e234806adc7912cda31,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b8,nonce_96_bit_hex,64,4.03125,4.0,7,3.0713315159082413
revision_v1_primary_v2_payload_fidelity_v2__9e3abdca11f59f4d224a,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_single_topic,token_128_bit_hex,32,8.75,8.0,16,3.7878608405590057
revision_v1_primary_v2_payload_fidelity_v2__9e3bf929d16edddec82e,llama3_8b_instruct_q4_k_m,direct_subword_calgacus,sha256_hex,38,259.13157894736844,10.5,4135,4.433379273665579
revision_v1_primary_v2_payload_fidelity_v2__9e4e59d75c5109646110,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b8,nonce_96_bit_hex,64,4.21875,4.0,8,2.9653160572052
revision_v1_primary_v2_payload_fidelity_v2__9e4ee710eb072b083391,qwen2_5_7b_instruct_q4_k_m,direct_subword_calgacus,nonce_96_bit_hex,20,34.8,9.5,337,4.319421672821045
revision_v1_primary_v2_payload_fidelity_v2__9e56aedb08c3303ad5f2,qwen2_5_7b_instruct_q4_k_m,direct_subword_calgacus,chacha20_poly1305_base64,47,327.70212765957444,46.0,2391,6.382875393045709
revision_v1_primary_v2_payload_fidelity_v2__9e58ef0f367a2028973f,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b8,token_128_bit_hex,86,4.1395348837209305,4.0,8,2.9760156675826672
revision_v1_primary_v2_payload_fidelity_v2__9e62b4607893951878cf,qwen2_5_7b_instruct_q4_k_m,direct_subword_calgacus,token_128_bit_hex,29,15.551724137931034,7.0,167,4.688433515614476
revision_v1_primary_v2_payload_fidelity_v2__9e72ffa4330ee83086dc,llama3_8b_instruct_q4_k_m,nonseg_ascii_b16,aes256_gcm_base64,128,6.5234375,6.0,15,2.5312588289380074
revision_v1_primary_v2_payload_fidelity_v2__9e73f46b6685482c9f6e,llama3_8b_instruct_q4_k_m,nonseg_ascii_b16,nonce_96_bit_hex,48,5.354166666666667,4.5,10,3.4201758106549582
revision_v1_primary_v2_payload_fidelity_v2__9e7906d7c5b6433399dc,llama3_8b_instruct_q4_k_m,direct_subword_calgacus,chacha20_poly1305_base64,44,1097.909090909091,56.0,31817,5.545512026006525
revision_v1_primary_v2_payload_fidelity_v2__9e8162c7b7391b901809,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_single_topic,nonce_96_bit_hex,24,10.083333333333334,10.0,16,5.286760191122691
revision_v1_primary_v2_payload_fidelity_v2__9e83bee22c99b36a1339,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b16,token_128_bit_hex,64,5.234375,4.5,9,2.957157477736473
revision_v1_primary_v2_payload_fidelity_v2__9e8bc804c7dbf11e703c,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b8,ed25519_signature_base64,235,4.034042553191489,4.0,8,2.741863546980188
revision_v1_primary_v2_payload_fidelity_v2__9e959d9a5c50a564f806,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b16,aes256_gcm_base64,128,6.953125,7.0,16,4.414543218910694
revision_v1_primary_v2_payload_fidelity_v2__9e970b73c45a9ae361be,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b8,hmac_sha256_hex,171,3.9064327485380117,4.0,8,2.603326786331266
revision_v1_primary_v2_payload_fidelity_v2__9e9e407e26fc36c8bf19,mistral_7b_instruct_v0_3_q4_k_m,direct_subword_calgacus,hmac_sha256_hex,59,13.0,9.0,197,4.179746732873432
revision_v1_primary_v2_payload_fidelity_v2__9ea2eb9df6f5c982881d,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b16,sha256_hex,128,5.3359375,4.0,10,3.346261404454708
revision_v1_primary_v2_payload_fidelity_v2__9eb097a33769281f82a3,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b16,uuid_v4,72,5.680555555555555,5.0,14,3.9232735766304865
revision_v1_primary_v2_payload_fidelity_v2__9eb62d7610b893f5cf01,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b16,token_128_bit_hex,64,5.03125,4.0,9,3.9064263701438904
revision_v1_primary_v2_payload_fidelity_v2__9eb75ed819cd43245940,mistral_7b_instruct_v0_3_q4_k_m,direct_subword_calgacus,token_128_bit_hex,29,244.6551724137931,10.0,6728,5.387212827287871
revision_v1_primary_v2_payload_fidelity_v2__9ebaeae524d2a4c50fb9,llama3_8b_instruct_q4_k_m,nonseg_ascii_b8,hmac_sha256_hex,171,3.953216374269006,4.0,8,2.430836895055938
revision_v1_primary_v2_payload_fidelity_v2__9ec3660362a55d742eed,llama3_8b_instruct_q4_k_m,direct_subword_calgacus,sha256_hex,35,779.0,21.0,18996,4.729040902001517
revision_v1_primary_v2_payload_fidelity_v2__9edacc06d0fc37130fc7,llama3_8b_instruct_q4_k_m,direct_subword_calgacus,uuid_v4,26,34.88461538461539,7.0,285,2.772392382988563
revision_v1_primary_v2_payload_fidelity_v2__9edba07be378fe7f6d2d,mistral_7b_instruct_v0_3_q4_k_m,direct_subword_calgacus,chacha20_poly1305_base64,48,190.39583333333334,42.0,1454,5.724749361475308
revision_v1_primary_v2_payload_fidelity_v2__9edde8c6e528abdc0920,qwen2_5_7b_instruct_q4_k_m,nonseg_hex_nibble_b16,token_128_bit_hex,32,8.375,8.5,16,4.138106435537338
revision_v1_primary_v2_payload_fidelity_v2__9ee0a0b9d7884b97b29d,llama3_8b_instruct_q4_k_m,nonseg_ascii_b8,nonce_96_bit_hex,64,3.796875,4.0,7,2.660607486963272
revision_v1_primary_v2_payload_fidelity_v2__9ee4d8f8f55dfa55f150,qwen2_5_7b_instruct_q4_k_m,direct_subword_calgacus,ed25519_signature_base64,70,210.68571428571428,24.0,1378,5.704253697395325
revision_v1_primary_v2_payload_fidelity_v2__9ee7a769472675880245,mistral_7b_instruct_v0_3_q4_k_m,nonseg_hex_nibble_b16,sha256_hex,64,9.078125,8.0,16,4.86899471282959
revision_v1_primary_v2_payload_fidelity_v2__9ee7f0c52da3f32642aa,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic,token_128_bit_hex,32,8.40625,8.0,16,3.497531294822693
revision_v1_primary_v2_payload_fidelity_v2__9f0dc29428cfc4d15ae7,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b8,token_128_bit_hex,86,4.116279069767442,4.0,8,2.7985770979592965
revision_v1_primary_v2_payload_fidelity_v2__9f15a52b19c651585ee5,qwen2_5_7b_instruct_q4_k_m,nonseg_hex_nibble_b16,hmac_sha256_hex,64,8.71875,9.0,16,3.8214352130889893
revision_v1_primary_v2_payload_fidelity_v2__9f316eec1a5760e57e43,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b16,hmac_sha256_hex,128,5.40625,5.0,10,3.0403063520789146
revision_v1_primary_v2_payload_fidelity_v2__9f43bc5e0521eeb2a9e3,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b16,aes256_gcm_base64,128,7.328125,7.0,16,3.4981674179434776
revision_v1_primary_v2_payload_fidelity_v2__9f509ae2002145bad1fd,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_single_topic,nonce_96_bit_hex,24,9.833333333333334,11.0,16,4.229459762573242
revision_v1_primary_v2_payload_fidelity_v2__9f52ae937fd624745b3f,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b16,sha256_hex,128,4.9140625,4.0,10,3.5566701889038086
revision_v1_primary_v2_payload_fidelity_v2__9f6120d6a1fa0f1dc3f0,qwen2_5_7b_instruct_q4_k_m,segmented_hex_single_topic,sha256_hex,64,8.125,7.0,16,4.1904251947999
revision_v1_primary_v2_payload_fidelity_v2__9f6b91a489eb832db510,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b16,chacha20_poly1305_base64,128,6.21875,6.0,16,3.6010316610336304
revision_v1_primary_v2_payload_fidelity_v2__9f83391a4bd5106f5ff7,llama3_8b_instruct_q4_k_m,nonseg_ascii_b8,token_128_bit_hex,86,4.0813953488372094,4.0,7,2.481770404549532
revision_v1_primary_v2_payload_fidelity_v2__9f9509cf1355b349801b,mistral_7b_instruct_v0_3_q4_k_m,nonseg_hex_nibble_b16,sha256_hex,64,8.765625,10.0,16,3.2281618639826775
revision_v1_primary_v2_payload_fidelity_v2__9f9825a139daf703e4e5,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b16,uuid_v4,72,5.694444444444445,4.5,14,3.694354944758945
revision_v1_primary_v2_payload_fidelity_v2__9f9bfb83753e174e9284,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b8,ed25519_signature_base64,235,4.25531914893617,4.0,8,2.696379328788595
revision_v1_primary_v2_payload_fidelity_v2__9fa63bc9a9ed6775e558,llama3_8b_instruct_q4_k_m,nonseg_ascii_b16,ed25519_signature_base64,176,6.5625,6.0,16,2.5494234399362043
revision_v1_primary_v2_payload_fidelity_v2__9fa6458b8a6e9cf22a1f,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b16,uuid_v4,72,5.694444444444445,4.5,14,3.7645329501893787
revision_v1_primary_v2_payload_fidelity_v2__9fb0f331a17c19b03615,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b16,token_128_bit_hex,64,5.109375,4.5,9,3.4345143288373947
revision_v1_primary_v2_payload_fidelity_v2__9fbe3e32d7399e4f13b0,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b16,hmac_sha256_hex,128,5.3515625,5.0,10,3.1876469403505325
revision_v1_primary_v2_payload_fidelity_v2__9fcc847bcf96a58fb9d9,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b8,nonce_96_bit_hex,64,4.09375,4.0,8,3.188121721148491
revision_v1_primary_v2_payload_fidelity_v2__9fd0c965b7ac3bb233d7,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,hmac_sha256_hex,64,8.46875,9.0,16,4.821087136864662
revision_v1_primary_v2_payload_fidelity_v2__9fe2009cfa638f440b66,mistral_7b_instruct_v0_3_q4_k_m,direct_subword_calgacus,aes256_gcm_base64,53,362.77358490566036,22.0,12546,6.745991720343536
revision_v1_primary_v2_payload_fidelity_v2__9fece9df834c13df7c96,mistral_7b_instruct_v0_3_q4_k_m,direct_subword_calgacus,hmac_sha256_hex,59,15.11864406779661,9.0,295,4.735981326992229
revision_v1_primary_v2_payload_fidelity_v2__9ff48ed0824de64803a3,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b16,aes256_gcm_base64,128,6.859375,6.0,16,3.4247770495712757
revision_v1_primary_v2_payload_fidelity_v2__a004ee9965d3e0060bef,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,sha256_hex,64,8.765625,9.0,16,4.100446492433548
revision_v1_primary_v2_payload_fidelity_v2__a0066317f8c52e88c2c1,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b16,nonce_96_bit_hex,48,4.958333333333333,4.0,9,4.2588687141736346
revision_v1_primary_v2_payload_fidelity_v2__a00c27ff198765b7211d,qwen2_5_7b_instruct_q4_k_m,segmented_hex_single_topic,nonce_96_bit_hex,24,7.833333333333333,7.5,16,4.62949275970459
revision_v1_primary_v2_payload_fidelity_v2__a0199762d13e3bb9e990,mistral_7b_instruct_v0_3_q4_k_m,direct_subword_calgacus,hmac_sha256_hex,57,31.719298245614034,8.0,1089,3.9780034851609614
revision_v1_primary_v2_payload_fidelity_v2__a01ae6c9683fbaa96023,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic,token_128_bit_hex,32,9.34375,9.0,16,4.560583621263504
revision_v1_primary_v2_payload_fidelity_v2__a03347efc76effe003db,llama3_8b_instruct_q4_k_m,nonseg_ascii_b16,uuid_v4,72,5.722222222222222,5.0,14,3.0635666847229004
revision_v1_primary_v2_payload_fidelity_v2__a03e73101b08e11de7e6,llama3_8b_instruct_q4_k_m,direct_subword_calgacus,aes256_gcm_base64,44,2360.681818181818,42.5,80464,5.372869139367884
revision_v1_primary_v2_payload_fidelity_v2__a0405c3cb74929110f01,llama3_8b_instruct_q4_k_m,nonseg_ascii_b16,ed25519_signature_base64,176,6.954545454545454,7.0,16,3.183041610501029
revision_v1_primary_v2_payload_fidelity_v2__a049ec860cacfbbe9c77,qwen2_5_7b_instruct_q4_k_m,segmented_hex_single_topic,nonce_96_bit_hex,24,8.291666666666666,8.0,16,4.9713408549626665
revision_v1_primary_v2_payload_fidelity_v2__a04fb0c94dae86ddc0c3,llama3_8b_instruct_q4_k_m,nonseg_ascii_b8,ed25519_signature_base64,235,4.293617021276596,4.0,8,2.141163834105147
revision_v1_primary_v2_payload_fidelity_v2__a051ff2a1b8305de4267,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b8,token_128_bit_hex,86,3.9069767441860463,4.0,7,2.970730371253435
revision_v1_primary_v2_payload_fidelity_v2__a05746caac24208ea0a9,llama3_8b_instruct_q4_k_m,nonseg_hex_nibble_b16,nonce_96_bit_hex,24,7.666666666666667,7.0,16,3.914234439531962
revision_v1_primary_v2_payload_fidelity_v2__a059faa302fb9325d401,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_single_topic,nonce_96_bit_hex,24,9.166666666666666,9.5,16,3.925171375274658
revision_v1_primary_v2_payload_fidelity_v2__a061adf166dde9ebf3c9,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_single_topic,nonce_96_bit_hex,24,7.666666666666667,7.5,16,5.466594636440277
revision_v1_primary_v2_payload_fidelity_v2__a0b0750cc7b488cde700,llama3_8b_instruct_q4_k_m,nonseg_hex_nibble_b16,hmac_sha256_hex,64,8.890625,8.5,16,3.250844642519951
revision_v1_primary_v2_payload_fidelity_v2__a0c8da2d5826114207ed,llama3_8b_instruct_q4_k_m,nonseg_ascii_b16,ed25519_signature_base64,176,6.698863636363637,6.0,16,3.027126843279058
revision_v1_primary_v2_payload_fidelity_v2__a0cec1b3fe0ed074bc8f,mistral_7b_instruct_v0_3_q4_k_m,nonseg_hex_nibble_b16,sha256_hex,64,7.453125,7.0,16,3.8967803567647934
revision_v1_primary_v2_payload_fidelity_v2__a0e381d4b681a20ea55e,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic,hmac_sha256_hex,64,8.78125,10.0,16,4.026233986020088
revision_v1_primary_v2_payload_fidelity_v2__a0e74ceb01b5c32c6b01,qwen2_5_7b_instruct_q4_k_m,segmented_hex_single_topic,nonce_96_bit_hex,24,8.166666666666666,8.0,16,5.928525408109029
revision_v1_primary_v2_payload_fidelity_v2__a0f748c8049fcae4db6d,llama3_8b_instruct_q4_k_m,direct_subword_calgacus,ed25519_signature_base64,62,693.8387096774194,40.5,15773,5.596161344358998
revision_v1_primary_v2_payload_fidelity_v2__a0ff80dd5e99c8d13609,qwen2_5_7b_instruct_q4_k_m,direct_subword_calgacus,uuid_v4,28,102.07142857142857,8.5,2496,4.188808066504342
revision_v1_primary_v2_payload_fidelity_v2__a10451887e5bb9b40b26,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b16,chacha20_poly1305_base64,128,6.78125,7.0,16,3.6844450011849403
revision_v1_primary_v2_payload_fidelity_v2__a1047c23d9c92a78098f,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b8,aes256_gcm_base64,171,4.39766081871345,4.0,8,2.990689483999509
revision_v1_primary_v2_payload_fidelity_v2__a1084bc35fe8e8588efa,qwen2_5_7b_instruct_q4_k_m,segmented_hex_single_topic,token_128_bit_hex,32,8.84375,9.5,16,3.9171066284179688
revision_v1_primary_v2_payload_fidelity_v2__a1121114732ebfc95ac8,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b8,ed25519_signature_base64,235,4.540425531914893,5.0,8,2.8956164136846017
revision_v1_primary_v2_payload_fidelity_v2__a116d3f3baf634e9b635,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,sha256_hex,64,8.828125,9.0,16,4.92705711722374
revision_v1_primary_v2_payload_fidelity_v2__a117bb2b60b6b370f834,qwen2_5_7b_instruct_q4_k_m,direct_subword_calgacus,chacha20_poly1305_base64,50,570.84,30.0,20926,5.986435594558716
revision_v1_primary_v2_payload_fidelity_v2__a12a0ace0ff3c7dd2f2d,llama3_8b_instruct_q4_k_m,nonseg_hex_nibble_b16,hmac_sha256_hex,64,8.625,9.0,16,3.2672358006238937
revision_v1_primary_v2_payload_fidelity_v2__a13d1da0d91a1210b1bf,llama3_8b_instruct_q4_k_m,nonseg_hex_nibble_b16,sha256_hex,64,8.640625,8.5,16,3.771279275417328
revision_v1_primary_v2_payload_fidelity_v2__a14eb33a622dc3c536fa,llama3_8b_instruct_q4_k_m,nonseg_hex_nibble_b16,nonce_96_bit_hex,24,6.958333333333333,6.5,16,2.9614294370015464
revision_v1_primary_v2_payload_fidelity_v2__a14f00076d3b90f1ca55,llama3_8b_instruct_q4_k_m,direct_subword_calgacus,sha256_hex,36,223.08333333333334,29.0,2417,4.661494241820441
revision_v1_primary_v2_payload_fidelity_v2__a15e627ce3ed8cff87a9,qwen2_5_7b_instruct_q4_k_m,direct_subword_calgacus,ed25519_signature_base64,64,728.796875,34.0,13412,5.822082846425474
revision_v1_primary_v2_payload_fidelity_v2__a15e94bb2319801e3886,mistral_7b_instruct_v0_3_q4_k_m,nonseg_hex_nibble_b16,hmac_sha256_hex,64,8.875,8.5,16,4.1832951456308365
revision_v1_primary_v2_payload_fidelity_v2__a15f00ec3a7fb19fd8d2,mistral_7b_instruct_v0_3_q4_k_m,direct_subword_calgacus,chacha20_poly1305_base64,47,857.2765957446809,47.0,29962,5.631931117240419
revision_v1_primary_v2_payload_fidelity_v2__a16b9e7dc30805725a7e,qwen2_5_7b_instruct_q4_k_m,direct_subword_calgacus,uuid_v4,30,919.9333333333333,7.0,27277,3.737475784619649
revision_v1_primary_v2_payload_fidelity_v2__a1750e160f280fc9d95d,mistral_7b_instruct_v0_3_q4_k_m,direct_subword_calgacus,hmac_sha256_hex,60,10.9,8.0,95,4.854217886924744
revision_v1_primary_v2_payload_fidelity_v2__a1a490fe28445ce44763,qwen2_5_7b_instruct_q4_k_m,direct_subword_calgacus,token_128_bit_hex,31,13.193548387096774,7.0,110,3.76223813333819
revision_v1_primary_v2_payload_fidelity_v2__a1ac3fbb71805902a2e3,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b8,nonce_96_bit_hex,64,3.734375,4.0,8,2.828267902135849
revision_v1_primary_v2_payload_fidelity_v2__a1af46883fbd2a1c5e1d,llama3_8b_instruct_q4_k_m,direct_subword_calgacus,chacha20_poly1305_base64,43,2820.9302325581393,68.0,72792,6.064256754032401
revision_v1_primary_v2_payload_fidelity_v2__a1b19f83cde28c3294a9,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,nonce_96_bit_hex,24,6.958333333333333,6.5,16,4.568899432818095
revision_v1_primary_v2_payload_fidelity_v2__a1daf1e2a6ba8012c6f7,llama3_8b_instruct_q4_k_m,nonseg_hex_nibble_b16,nonce_96_bit_hex,24,8.958333333333334,9.5,16,4.5195120970408125
