outcome,factor,level_first,level_second,analysis_unit,comparison_design,n_payloads_first,n_payloads_second,n_payloads_overlap,n_payloads_paired,mean_first,mean_second,mean_difference,mean_difference_ci_low,mean_difference_ci_high,confidence_level,bootstrap_unit,bootstrap_design,bootstrap_resamples,bootstrap_resamples_valid,primary_inference,inference_role,inferential_p_value_supported,replay_mode_scope,transformation_id_scope,mitigation_id_scope,language_scope,representation_name_scope,codec_id_scope,alphabet_size_B_scope,segmented_scope,token_filter_scope,tail_policy_scope,leadin_tokens_scope,evidence_status_scope,study_phase_scope,protocol_contract_revision_scope,result_schema_revision_scope,protocol_contract_revision,result_schema_revision,recovery_outcome,recovery_outcome_semantics,exact_recovery_compatibility_alias,exact_rank_replay_diagnostic_only,effect_type,risk_difference,risk_ratio,odds_ratio_haldane_anscombe,p_value_raw,test,p_value_holm,p_value_bh,model_id_scope,prompt_category_scope,payload_class_scope,hedges_g,topic_schedule_scope,segment_size_ranks_scope,view_scope,protocol_variant_scope
repeated_bigram_fraction,model_id,mistral_7b_instruct_v0_3_q4_k_m,qwen2_5_7b_instruct_q4_k_m,payload,paired_payload,48,48,48,48,0.06053075164389235,0.03711378041519404,0.023416971228698312,-0.0009317608419237812,0.05350740663171592,0.95,payload,paired_payload,2000,2000,False,descriptive_exploratory_pairwise,True,transformed_text_retokenized,character_substitution,,en,hex_nibble,hex_nibble,,,,,,confirmatory_supporting_robustness_v2_payload_fidelity_after_manifest_freeze,robustness_v2_confirmatory_supporting,payload_fidelity_v2,payload_aware_result_v2,,,,,,,mean_difference,,,,0.1022506936560825,paired_t,1.0,0.22322281368847247,,,,0.2366901995631654,,,transformed_full_message,
surface_flag_total,model_id,llama3_8b_instruct_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,payload,paired_payload,48,48,48,48,6.1875,1.2291666666666667,4.958333333333333,1.3125,10.979166666666666,0.95,payload,paired_payload,2000,2000,False,descriptive_exploratory_pairwise,True,transformed_text_retokenized,character_substitution,,en,hex_nibble,hex_nibble,,,,,,confirmatory_supporting_robustness_v2_payload_fidelity_after_manifest_freeze,robustness_v2_confirmatory_supporting,payload_fidelity_v2,payload_aware_result_v2,,,,,,,mean_difference,,,,0.07334460984223515,paired_t,1.0,0.16455236062480222,,,,0.26013528325572643,,,transformed_full_message,
surface_flag_total,model_id,llama3_8b_instruct_q4_k_m,qwen2_5_7b_instruct_q4_k_m,payload,paired_payload,48,48,48,48,6.1875,0.6666666666666666,5.520833333333333,2.0,11.521874999999994,0.95,payload,paired_payload,2000,2000,False,descriptive_exploratory_pairwise,True,transformed_text_retokenized,character_substitution,,en,hex_nibble,hex_nibble,,,,,,confirmatory_supporting_robustness_v2_payload_fidelity_after_manifest_freeze,robustness_v2_confirmatory_supporting,payload_fidelity_v2,payload_aware_result_v2,,,,,,,mean_difference,,,,0.04862862231031499,paired_t,1.0,0.11286878820376879,,,,0.28751463543995986,,,transformed_full_message,
surface_flag_total,model_id,mistral_7b_instruct_v0_3_q4_k_m,qwen2_5_7b_instruct_q4_k_m,payload,paired_payload,48,48,48,48,1.2291666666666667,0.6666666666666666,0.5625000000000001,0.0625,1.0625,0.95,payload,paired_payload,2000,2000,False,descriptive_exploratory_pairwise,True,transformed_text_retokenized,character_substitution,,en,hex_nibble,hex_nibble,,,,,,confirmatory_supporting_robustness_v2_payload_fidelity_after_manifest_freeze,robustness_v2_confirmatory_supporting,payload_fidelity_v2,payload_aware_result_v2,,,,,,,mean_difference,,,,0.03182264336987327,paired_t,1.0,0.07663713094299243,,,,0.3142319164782822,,,transformed_full_message,
tfidf_prompt_similarity,model_id,llama3_8b_instruct_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,payload,paired_payload,48,48,48,48,0.17772178450117107,0.1478697868160287,0.02985199768514238,0.0045356812780404905,0.0568976145372004,0.95,payload,paired_payload,2000,2000,False,descriptive_exploratory_pairwise,True,transformed_text_retokenized,character_substitution,,en,hex_nibble,hex_nibble,,,,,,confirmatory_supporting_robustness_v2_payload_fidelity_after_manifest_freeze,robustness_v2_confirmatory_supporting,payload_fidelity_v2,payload_aware_result_v2,,,,,,,mean_difference,,,,0.03262118821442515,paired_t,1.0,0.07839159167009765,,,,0.3127078622269986,,,transformed_full_message,
tfidf_prompt_similarity,model_id,llama3_8b_instruct_q4_k_m,qwen2_5_7b_instruct_q4_k_m,payload,paired_payload,48,48,48,48,0.17772178450117107,0.13785888537449367,0.0398628991266774,0.01928676253516661,0.06168780754759687,0.95,payload,paired_payload,2000,2000,False,descriptive_exploratory_pairwise,True,transformed_text_retokenized,character_substitution,,en,hex_nibble,hex_nibble,,,,,,confirmatory_supporting_robustness_v2_payload_fidelity_after_manifest_freeze,robustness_v2_confirmatory_supporting,payload_fidelity_v2,payload_aware_result_v2,,,,,,,mean_difference,,,,0.000622255976852463,paired_t,1.0,0.0018680313944697798,,,,0.5209120050041919,,,transformed_full_message,
tfidf_prompt_similarity,model_id,mistral_7b_instruct_v0_3_q4_k_m,qwen2_5_7b_instruct_q4_k_m,payload,paired_payload,48,48,48,48,0.1478697868160287,0.13785888537449367,0.01001090144153502,-0.009106808154899306,0.030451273791708117,0.95,payload,paired_payload,2000,2000,False,descriptive_exploratory_pairwise,True,transformed_text_retokenized,character_substitution,,en,hex_nibble,hex_nibble,,,,,,confirmatory_supporting_robustness_v2_payload_fidelity_after_manifest_freeze,robustness_v2_confirmatory_supporting,payload_fidelity_v2,payload_aware_result_v2,,,,,,,mean_difference,,,,0.3172647116151308,paired_t,1.0,0.6059961305350282,,,,0.14356275335380128,,,transformed_full_message,
flesch_reading_ease_heuristic,model_id,llama3_8b_instruct_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,payload,paired_payload,48,48,48,48,58.193790836652035,60.22866623296051,-2.034875396308472,-8.085216356518286,3.374342505431662,0.95,payload,paired_payload,2000,2000,False,descriptive_exploratory_pairwise,True,transformed_text_retokenized,line_endings,,en,hex_nibble,hex_nibble,,,,,,confirmatory_supporting_robustness_v2_payload_fidelity_after_manifest_freeze,robustness_v2_confirmatory_supporting,payload_fidelity_v2,payload_aware_result_v2,,,,,,,mean_difference,,,,0.49154873696741985,paired_t,1.0,0.8562648690501682,,,,-0.09846034657970204,,,transformed_full_message,
flesch_reading_ease_heuristic,model_id,llama3_8b_instruct_q4_k_m,qwen2_5_7b_instruct_q4_k_m,payload,paired_payload,48,48,48,48,58.193790836652035,57.95858868356132,0.235202153090718,-6.164466782861621,5.432914148849702,0.95,payload,paired_payload,2000,2000,False,descriptive_exploratory_pairwise,True,transformed_text_retokenized,line_endings,,en,hex_nibble,hex_nibble,,,,,,confirmatory_supporting_robustness_v2_payload_fidelity_after_manifest_freeze,robustness_v2_confirmatory_supporting,payload_fidelity_v2,payload_aware_result_v2,,,,,,,mean_difference,,,,0.9384499277020554,paired_t,1.0,1.0,,,,0.011025526139949412,,,transformed_full_message,
flesch_reading_ease_heuristic,model_id,mistral_7b_instruct_v0_3_q4_k_m,qwen2_5_7b_instruct_q4_k_m,payload,paired_payload,48,48,48,48,60.22866623296051,57.95858868356132,2.27007754939919,-1.961123577255222,6.254950336200633,0.95,payload,paired_payload,2000,2000,False,descriptive_exploratory_pairwise,True,transformed_text_retokenized,line_endings,,en,hex_nibble,hex_nibble,,,,,,confirmatory_supporting_robustness_v2_payload_fidelity_after_manifest_freeze,robustness_v2_confirmatory_supporting,payload_fidelity_v2,payload_aware_result_v2,,,,,,,mean_difference,,,,0.2729258702270908,paired_t,1.0,0.531648088446316,,,,0.15755124059163308,,,transformed_full_message,
repeated_bigram_fraction,model_id,llama3_8b_instruct_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,payload,paired_payload,48,48,48,48,0.07891274959837312,0.06313776606319207,0.015774983535181045,-0.019600499148255044,0.04968029857045245,0.95,payload,paired_payload,2000,2000,False,descriptive_exploratory_pairwise,True,transformed_text_retokenized,line_endings,,en,hex_nibble,hex_nibble,,,,,,confirmatory_supporting_robustness_v2_payload_fidelity_after_manifest_freeze,robustness_v2_confirmatory_supporting,payload_fidelity_v2,payload_aware_result_v2,,,,,,,mean_difference,,,,0.3668672417444939,paired_t,1.0,0.675063119999047,,,,0.1294029969442067,,,transformed_full_message,
repeated_bigram_fraction,model_id,llama3_8b_instruct_q4_k_m,qwen2_5_7b_instruct_q4_k_m,payload,paired_payload,48,48,48,48,0.07891274959837312,0.03968085830915654,0.03923189128921658,0.011291756982529613,0.0697710140771974,0.95,payload,paired_payload,2000,2000,False,descriptive_exploratory_pairwise,True,transformed_text_retokenized,line_endings,,en,hex_nibble,hex_nibble,,,,,,confirmatory_supporting_robustness_v2_payload_fidelity_after_manifest_freeze,robustness_v2_confirmatory_supporting,payload_fidelity_v2,payload_aware_result_v2,,,,,,,mean_difference,,,,0.013090452759961143,paired_t,1.0,0.03288739915990238,,,,0.3663115193356289,,,transformed_full_message,
repeated_bigram_fraction,model_id,mistral_7b_instruct_v0_3_q4_k_m,qwen2_5_7b_instruct_q4_k_m,payload,paired_payload,48,48,48,48,0.06313776606319207,0.03968085830915654,0.023456907754035534,-0.00302822764788295,0.05524503158386362,0.95,payload,paired_payload,2000,2000,False,descriptive_exploratory_pairwise,True,transformed_text_retokenized,line_endings,,en,hex_nibble,hex_nibble,,,,,,confirmatory_supporting_robustness_v2_payload_fidelity_after_manifest_freeze,robustness_v2_confirmatory_supporting,payload_fidelity_v2,payload_aware_result_v2,,,,,,,mean_difference,,,,0.1094826440101588,paired_t,1.0,0.23743320743530585,,,,0.2316993247974172,,,transformed_full_message,
surface_flag_total,model_id,llama3_8b_instruct_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,payload,paired_payload,48,48,48,48,6.166666666666667,1.125,5.041666666666667,1.4578125000000008,10.959895833333325,0.95,payload,paired_payload,2000,2000,False,descriptive_exploratory_pairwise,True,transformed_text_retokenized,line_endings,,en,hex_nibble,hex_nibble,,,,,,confirmatory_supporting_robustness_v2_payload_fidelity_after_manifest_freeze,robustness_v2_confirmatory_supporting,payload_fidelity_v2,payload_aware_result_v2,,,,,,,mean_difference,,,,0.06862068876897959,paired_t,1.0,0.15483508331924659,,,,0.26468347843915363,,,transformed_full_message,
surface_flag_total,model_id,llama3_8b_instruct_q4_k_m,qwen2_5_7b_instruct_q4_k_m,payload,paired_payload,48,48,48,48,6.166666666666667,0.5833333333333334,5.583333333333334,1.9791666666666667,11.458333333333334,0.95,payload,paired_payload,2000,2000,False,descriptive_exploratory_pairwise,True,transformed_text_retokenized,line_endings,,en,hex_nibble,hex_nibble,,,,,,confirmatory_supporting_robustness_v2_payload_fidelity_after_manifest_freeze,robustness_v2_confirmatory_supporting,payload_fidelity_v2,payload_aware_result_v2,,,,,,,mean_difference,,,,0.0462461819820158,paired_t,1.0,0.10776198591081224,,,,0.2907548966617367,,,transformed_full_message,
surface_flag_total,model_id,mistral_7b_instruct_v0_3_q4_k_m,qwen2_5_7b_instruct_q4_k_m,payload,paired_payload,48,48,48,48,1.125,0.5833333333333334,0.5416666666666666,0.08333333333333333,1.0208333333333333,0.95,payload,paired_payload,2000,2000,False,descriptive_exploratory_pairwise,True,transformed_text_retokenized,line_endings,,en,hex_nibble,hex_nibble,,,,,,confirmatory_supporting_robustness_v2_payload_fidelity_after_manifest_freeze,robustness_v2_confirmatory_supporting,payload_fidelity_v2,payload_aware_result_v2,,,,,,,mean_difference,,,,0.032248074722900054,paired_t,1.0,0.07752646906960607,,,,0.3134158087230364,,,transformed_full_message,
tfidf_prompt_similarity,model_id,llama3_8b_instruct_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,payload,paired_payload,48,48,48,48,0.18156757670881532,0.15015604051392295,0.03141153619489237,0.002156605997715323,0.05883893422697054,0.95,payload,paired_payload,2000,2000,False,descriptive_exploratory_pairwise,True,transformed_text_retokenized,line_endings,,en,hex_nibble,hex_nibble,,,,,,confirmatory_supporting_robustness_v2_payload_fidelity_after_manifest_freeze,robustness_v2_confirmatory_supporting,payload_fidelity_v2,payload_aware_result_v2,,,,,,,mean_difference,,,,0.02637331640851999,paired_t,1.0,0.06423879457989588,,,,0.3256441105687835,,,transformed_full_message,
tfidf_prompt_similarity,model_id,llama3_8b_instruct_q4_k_m,qwen2_5_7b_instruct_q4_k_m,payload,paired_payload,48,48,48,48,0.18156757670881532,0.14104767073113103,0.04051990597768429,0.01843146069367878,0.06326818902431154,0.95,payload,paired_payload,2000,2000,False,descriptive_exploratory_pairwise,True,transformed_text_retokenized,line_endings,,en,hex_nibble,hex_nibble,,,,,,confirmatory_supporting_robustness_v2_payload_fidelity_after_manifest_freeze,robustness_v2_confirmatory_supporting,payload_fidelity_v2,payload_aware_result_v2,,,,,,,mean_difference,,,,0.0007478713233302506,paired_t,1.0,0.0021985165917711453,,,,0.5122718208613349,,,transformed_full_message,
tfidf_prompt_similarity,model_id,mistral_7b_instruct_v0_3_q4_k_m,qwen2_5_7b_instruct_q4_k_m,payload,paired_payload,48,48,48,48,0.15015604051392295,0.14104767073113103,0.00910836978279192,-0.009906117600639551,0.02951276685935957,0.95,payload,paired_payload,2000,2000,False,descriptive_exploratory_pairwise,True,transformed_text_retokenized,line_endings,,en,hex_nibble,hex_nibble,,,,,,confirmatory_supporting_robustness_v2_payload_fidelity_after_manifest_freeze,robustness_v2_confirmatory_supporting,payload_fidelity_v2,payload_aware_result_v2,,,,,,,mean_difference,,,,0.3604966445104658,paired_t,1.0,0.6662428611359046,,,,0.1311482393657625,,,transformed_full_message,
flesch_reading_ease_heuristic,model_id,llama3_8b_instruct_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,payload,paired_payload,48,48,48,48,58.193790836652035,60.22866623296051,-2.034875396308472,-7.9704807529935735,3.3658858960316516,0.95,payload,paired_payload,2000,2000,False,descriptive_exploratory_pairwise,True,transformed_text_retokenized,markdown_copy_paste,,en,hex_nibble,hex_nibble,,,,,,confirmatory_supporting_robustness_v2_payload_fidelity_after_manifest_freeze,robustness_v2_confirmatory_supporting,payload_fidelity_v2,payload_aware_result_v2,,,,,,,mean_difference,,,,0.49154873696741985,paired_t,1.0,0.8562648690501682,,,,-0.09846034657970204,,,transformed_full_message,
flesch_reading_ease_heuristic,model_id,llama3_8b_instruct_q4_k_m,qwen2_5_7b_instruct_q4_k_m,payload,paired_payload,48,48,48,48,58.193790836652035,57.95858868356132,0.235202153090718,-5.978965400191746,5.340669531606275,0.95,payload,paired_payload,2000,2000,False,descriptive_exploratory_pairwise,True,transformed_text_retokenized,markdown_copy_paste,,en,hex_nibble,hex_nibble,,,,,,confirmatory_supporting_robustness_v2_payload_fidelity_after_manifest_freeze,robustness_v2_confirmatory_supporting,payload_fidelity_v2,payload_aware_result_v2,,,,,,,mean_difference,,,,0.9384499277020554,paired_t,1.0,1.0,,,,0.011025526139949412,,,transformed_full_message,
flesch_reading_ease_heuristic,model_id,mistral_7b_instruct_v0_3_q4_k_m,qwen2_5_7b_instruct_q4_k_m,payload,paired_payload,48,48,48,48,60.22866623296051,57.95858868356132,2.27007754939919,-1.751825579161089,6.027450203150167,0.95,payload,paired_payload,2000,2000,False,descriptive_exploratory_pairwise,True,transformed_text_retokenized,markdown_copy_paste,,en,hex_nibble,hex_nibble,,,,,,confirmatory_supporting_robustness_v2_payload_fidelity_after_manifest_freeze,robustness_v2_confirmatory_supporting,payload_fidelity_v2,payload_aware_result_v2,,,,,,,mean_difference,,,,0.2729258702270908,paired_t,1.0,0.531648088446316,,,,0.15755124059163308,,,transformed_full_message,
repeated_bigram_fraction,model_id,llama3_8b_instruct_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,payload,paired_payload,48,48,48,48,0.07891274959837312,0.06313776606319207,0.015774983535181045,-0.018621002452107415,0.049206906585253556,0.95,payload,paired_payload,2000,2000,False,descriptive_exploratory_pairwise,True,transformed_text_retokenized,markdown_copy_paste,,en,hex_nibble,hex_nibble,,,,,,confirmatory_supporting_robustness_v2_payload_fidelity_after_manifest_freeze,robustness_v2_confirmatory_supporting,payload_fidelity_v2,payload_aware_result_v2,,,,,,,mean_difference,,,,0.3668672417444939,paired_t,1.0,0.675063119999047,,,,0.1294029969442067,,,transformed_full_message,
repeated_bigram_fraction,model_id,llama3_8b_instruct_q4_k_m,qwen2_5_7b_instruct_q4_k_m,payload,paired_payload,48,48,48,48,0.07891274959837312,0.03968085830915654,0.03923189128921658,0.011368973721756296,0.07102525848420159,0.95,payload,paired_payload,2000,2000,False,descriptive_exploratory_pairwise,True,transformed_text_retokenized,markdown_copy_paste,,en,hex_nibble,hex_nibble,,,,,,confirmatory_supporting_robustness_v2_payload_fidelity_after_manifest_freeze,robustness_v2_confirmatory_supporting,payload_fidelity_v2,payload_aware_result_v2,,,,,,,mean_difference,,,,0.013090452759961143,paired_t,1.0,0.03288739915990238,,,,0.3663115193356289,,,transformed_full_message,
repeated_bigram_fraction,model_id,mistral_7b_instruct_v0_3_q4_k_m,qwen2_5_7b_instruct_q4_k_m,payload,paired_payload,48,48,48,48,0.06313776606319207,0.03968085830915654,0.023456907754035534,-0.0016807787193060082,0.05240187405290769,0.95,payload,paired_payload,2000,2000,False,descriptive_exploratory_pairwise,True,transformed_text_retokenized,markdown_copy_paste,,en,hex_nibble,hex_nibble,,,,,,confirmatory_supporting_robustness_v2_payload_fidelity_after_manifest_freeze,robustness_v2_confirmatory_supporting,payload_fidelity_v2,payload_aware_result_v2,,,,,,,mean_difference,,,,0.1094826440101588,paired_t,1.0,0.23743320743530585,,,,0.2316993247974172,,,transformed_full_message,
surface_flag_total,model_id,llama3_8b_instruct_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,payload,paired_payload,48,48,48,48,6.333333333333333,1.0416666666666667,5.291666666666666,1.7083333333333333,11.397395833333325,0.95,payload,paired_payload,2000,2000,False,descriptive_exploratory_pairwise,True,transformed_text_retokenized,markdown_copy_paste,,en,hex_nibble,hex_nibble,,,,,,confirmatory_supporting_robustness_v2_payload_fidelity_after_manifest_freeze,robustness_v2_confirmatory_supporting,payload_fidelity_v2,payload_aware_result_v2,,,,,,,mean_difference,,,,0.05754894671495574,paired_t,1.0,0.13171225652950783,,,,0.2764884312815374,,,transformed_full_message,
surface_flag_total,model_id,llama3_8b_instruct_q4_k_m,qwen2_5_7b_instruct_q4_k_m,payload,paired_payload,48,48,48,48,6.333333333333333,0.5625,5.770833333333333,2.25,11.917187499999997,0.95,payload,paired_payload,2000,2000,False,descriptive_exploratory_pairwise,True,transformed_text_retokenized,markdown_copy_paste,,en,hex_nibble,hex_nibble,,,,,,confirmatory_supporting_robustness_v2_payload_fidelity_after_manifest_freeze,robustness_v2_confirmatory_supporting,payload_fidelity_v2,payload_aware_result_v2,,,,,,,mean_difference,,,,0.03900003684208824,paired_t,1.0,0.0924804402101483,,,,0.30159208048949726,,,transformed_full_message,
surface_flag_total,model_id,mistral_7b_instruct_v0_3_q4_k_m,qwen2_5_7b_instruct_q4_k_m,payload,paired_payload,48,48,48,48,1.0416666666666667,0.5625,0.47916666666666674,0.041666666666666664,0.9166666666666666,0.95,payload,paired_payload,2000,2000,False,descriptive_exploratory_pairwise,True,transformed_text_retokenized,markdown_copy_paste,,en,hex_nibble,hex_nibble,,,,,,confirmatory_supporting_robustness_v2_payload_fidelity_after_manifest_freeze,robustness_v2_confirmatory_supporting,payload_fidelity_v2,payload_aware_result_v2,,,,,,,mean_difference,,,,0.039910276891397145,paired_t,1.0,0.0945251812317672,,,,0.30013853067037927,,,transformed_full_message,
tfidf_prompt_similarity,model_id,llama3_8b_instruct_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,payload,paired_payload,48,48,48,48,0.18156757670881532,0.15015604051392295,0.03141153619489237,0.006937140174042343,0.058182117234914815,0.95,payload,paired_payload,2000,2000,False,descriptive_exploratory_pairwise,True,transformed_text_retokenized,markdown_copy_paste,,en,hex_nibble,hex_nibble,,,,,,confirmatory_supporting_robustness_v2_payload_fidelity_after_manifest_freeze,robustness_v2_confirmatory_supporting,payload_fidelity_v2,payload_aware_result_v2,,,,,,,mean_difference,,,,0.02637331640851999,paired_t,1.0,0.06423879457989588,,,,0.3256441105687835,,,transformed_full_message,
tfidf_prompt_similarity,model_id,llama3_8b_instruct_q4_k_m,qwen2_5_7b_instruct_q4_k_m,payload,paired_payload,48,48,48,48,0.18156757670881532,0.14104767073113103,0.04051990597768429,0.018916631699472417,0.06040012005766201,0.95,payload,paired_payload,2000,2000,False,descriptive_exploratory_pairwise,True,transformed_text_retokenized,markdown_copy_paste,,en,hex_nibble,hex_nibble,,,,,,confirmatory_supporting_robustness_v2_payload_fidelity_after_manifest_freeze,robustness_v2_confirmatory_supporting,payload_fidelity_v2,payload_aware_result_v2,,,,,,,mean_difference,,,,0.0007478713233302506,paired_t,1.0,0.0021985165917711453,,,,0.5122718208613349,,,transformed_full_message,
tfidf_prompt_similarity,model_id,mistral_7b_instruct_v0_3_q4_k_m,qwen2_5_7b_instruct_q4_k_m,payload,paired_payload,48,48,48,48,0.15015604051392295,0.14104767073113103,0.00910836978279192,-0.00992365733983191,0.028230372743195797,0.95,payload,paired_payload,2000,2000,False,descriptive_exploratory_pairwise,True,transformed_text_retokenized,markdown_copy_paste,,en,hex_nibble,hex_nibble,,,,,,confirmatory_supporting_robustness_v2_payload_fidelity_after_manifest_freeze,robustness_v2_confirmatory_supporting,payload_fidelity_v2,payload_aware_result_v2,,,,,,,mean_difference,,,,0.3604966445104658,paired_t,1.0,0.6662428611359046,,,,0.1311482393657625,,,transformed_full_message,
flesch_reading_ease_heuristic,model_id,llama3_8b_instruct_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,payload,paired_payload,48,48,48,48,55.173666259230764,60.01013547022214,-4.836469210991375,-11.897188058606115,1.3195625888324383,0.95,payload,paired_payload,2000,2000,False,descriptive_exploratory_pairwise,True,transformed_text_retokenized,paraphrase,,en,hex_nibble,hex_nibble,,,,,,confirmatory_supporting_robustness_v2_payload_fidelity_after_manifest_freeze,robustness_v2_confirmatory_supporting,payload_fidelity_v2,payload_aware_result_v2,,,,,,,mean_difference,,,,0.15802463232743313,paired_t,1.0,0.33175636335975844,,,,-0.20374342007091759,,,transformed_full_message,
flesch_reading_ease_heuristic,model_id,llama3_8b_instruct_q4_k_m,qwen2_5_7b_instruct_q4_k_m,payload,paired_payload,48,48,48,48,55.173666259230764,59.31479388801669,-4.141127628785924,-10.204431297051329,1.3627567675607317,0.95,payload,paired_payload,2000,2000,False,descriptive_exploratory_pairwise,True,transformed_text_retokenized,paraphrase,,en,hex_nibble,hex_nibble,,,,,,confirmatory_supporting_robustness_v2_payload_fidelity_after_manifest_freeze,robustness_v2_confirmatory_supporting,payload_fidelity_v2,payload_aware_result_v2,,,,,,,mean_difference,,,,0.18520076595952367,paired_t,1.0,0.3813800397361974,,,,-0.1909659654445947,,,transformed_full_message,
flesch_reading_ease_heuristic,model_id,mistral_7b_instruct_v0_3_q4_k_m,qwen2_5_7b_instruct_q4_k_m,payload,paired_payload,48,48,48,48,60.01013547022214,59.31479388801669,0.695341582205451,-3.900953872448324,5.5939243380959125,0.95,payload,paired_payload,2000,2000,False,descriptive_exploratory_pairwise,True,transformed_text_retokenized,paraphrase,,en,hex_nibble,hex_nibble,,,,,,confirmatory_supporting_robustness_v2_payload_fidelity_after_manifest_freeze,robustness_v2_confirmatory_supporting,payload_fidelity_v2,payload_aware_result_v2,,,,,,,mean_difference,,,,0.7734669493098784,paired_t,1.0,1.0,,,,0.041116320514401505,,,transformed_full_message,
repeated_bigram_fraction,model_id,llama3_8b_instruct_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,payload,paired_payload,48,48,48,48,0.06989446587529949,0.08648143770435422,-0.016586971829054734,-0.05978482235981989,0.021301721286077997,0.95,payload,paired_payload,2000,2000,False,descriptive_exploratory_pairwise,True,transformed_text_retokenized,paraphrase,,en,hex_nibble,hex_nibble,,,,,,confirmatory_supporting_robustness_v2_payload_fidelity_after_manifest_freeze,robustness_v2_confirmatory_supporting,payload_fidelity_v2,payload_aware_result_v2,,,,,,,mean_difference,,,,0.43221163261815465,paired_t,1.0,0.7687517579860953,,,,-0.1125129943441602,,,transformed_full_message,
repeated_bigram_fraction,model_id,llama3_8b_instruct_q4_k_m,qwen2_5_7b_instruct_q4_k_m,payload,paired_payload,48,48,48,48,0.06989446587529949,0.050713019714713724,0.019181446160585765,-0.016542911362274832,0.054528624054526985,0.95,payload,paired_payload,2000,2000,False,descriptive_exploratory_pairwise,True,transformed_text_retokenized,paraphrase,,en,hex_nibble,hex_nibble,,,,,,confirmatory_supporting_robustness_v2_payload_fidelity_after_manifest_freeze,robustness_v2_confirmatory_supporting,payload_fidelity_v2,payload_aware_result_v2,,,,,,,mean_difference,,,,0.29841322573798545,paired_t,1.0,0.5744843154343899,,,,0.14933368538579528,,,transformed_full_message,
repeated_bigram_fraction,model_id,mistral_7b_instruct_v0_3_q4_k_m,qwen2_5_7b_instruct_q4_k_m,payload,paired_payload,48,48,48,48,0.08648143770435422,0.050713019714713724,0.0357684179896405,-0.0018330428479672123,0.07955974690846791,0.95,payload,paired_payload,2000,2000,False,descriptive_exploratory_pairwise,True,transformed_text_retokenized,paraphrase,,en,hex_nibble,hex_nibble,,,,,,confirmatory_supporting_robustness_v2_payload_fidelity_after_manifest_freeze,robustness_v2_confirmatory_supporting,payload_fidelity_v2,payload_aware_result_v2,,,,,,,mean_difference,,,,0.09548396330630798,paired_t,1.0,0.21047042824953616,,,,0.2416298721970892,,,transformed_full_message,
surface_flag_total,model_id,llama3_8b_instruct_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,payload,paired_payload,48,48,48,48,7.708333333333333,1.625,6.083333333333333,0.22864583333333424,14.668229166666658,0.95,payload,paired_payload,2000,2000,False,descriptive_exploratory_pairwise,True,transformed_text_retokenized,paraphrase,,en,hex_nibble,hex_nibble,,,,,,confirmatory_supporting_robustness_v2_payload_fidelity_after_manifest_freeze,robustness_v2_confirmatory_supporting,payload_fidelity_v2,payload_aware_result_v2,,,,,,,mean_difference,,,,0.11835376283578714,paired_t,1.0,0.2548031137280106,,,,0.22593202549881414,,,transformed_full_message,
surface_flag_total,model_id,llama3_8b_instruct_q4_k_m,qwen2_5_7b_instruct_q4_k_m,payload,paired_payload,48,48,48,48,7.708333333333333,1.5,6.208333333333333,0.20833333333333334,14.5,0.95,payload,paired_payload,2000,2000,False,descriptive_exploratory_pairwise,True,transformed_text_retokenized,paraphrase,,en,hex_nibble,hex_nibble,,,,,,confirmatory_supporting_robustness_v2_payload_fidelity_after_manifest_freeze,robustness_v2_confirmatory_supporting,payload_fidelity_v2,payload_aware_result_v2,,,,,,,mean_difference,,,,0.11480939826255974,paired_t,1.0,0.24780393479006507,,,,0.22819271399039603,,,transformed_full_message,
surface_flag_total,model_id,mistral_7b_instruct_v0_3_q4_k_m,qwen2_5_7b_instruct_q4_k_m,payload,paired_payload,48,48,48,48,1.625,1.5,0.125,-0.2708333333333333,0.5,0.95,payload,paired_payload,2000,2000,False,descriptive_exploratory_pairwise,True,transformed_text_retokenized,paraphrase,,en,hex_nibble,hex_nibble,,,,,,confirmatory_supporting_robustness_v2_payload_fidelity_after_manifest_freeze,robustness_v2_confirmatory_supporting,payload_fidelity_v2,payload_aware_result_v2,,,,,,,mean_difference,,,,0.532747054317032,paired_t,1.0,0.9116510645922822,,,,0.08925469002527249,,,transformed_full_message,
