plan_id,pairing_unit_id,experiment,model_id,quantization,payload_class,representation_name,source_codec_id,prompt_template_id,payload_index,payload_name,gate_level,threshold_source,label,population,generation_method,trial_status,generation_required,random_seed,reference_same_payload_row_id,reference_same_payload_pair_id,reference_same_payload_trial_id,reference_prompt_template_id,exact_v2_baseline_compatible,unavailable_reuse_reason,source_row_id,source_trial_id,fixed_payload_maximum_length_rule,fixed_token_budget_rule,control_length_rule
entropy_trial__780c36eae315993fdb264fff,entropy_pair__1d39b46787e27c53099b4a2f,entropy_gated_rankcloak,mistral_7b_instruct_v0_3_q4_k_m,Q4_K_M,token_128_bit_hex,hex_nibble,nonseg_hex_nibble_b16,explain_everyday_system,3,revision_v1_token_128_bit_hex_003,moderate,model_clean_development_entropy_quantile_0.50,1,rankcloak,entropy_gated_rankcloak,planned_new_generation,True,5119108471246512857,detector_pair__72cb0c096b60025047f4177d__rankcloak,detector_pair__72cb0c096b60025047f4177d,revision_v1_primary_v2_payload_fidelity_v2__1610f2d79eff7dbffdcb,forum_learning_answer,False,v2_prompt_template_differs_or_gate_is_enabled,,,min_context_allowance_or_6x_ungated_forced_length,paired_ungated_payload_span_token_count,not_applicable_rankcloak
entropy_trial__796aecd641d74ca70ad80098,entropy_pair__7fd30107d05e5a9adab8a9ca,entropy_gated_rankcloak,mistral_7b_instruct_v0_3_q4_k_m,Q4_K_M,token_128_bit_hex,hex_nibble,nonseg_hex_nibble_b16,professional_project_update,41,revision_v1_token_128_bit_hex_041,strict,model_clean_development_entropy_quantile_0.75,1,rankcloak,entropy_gated_rankcloak,planned_new_generation,True,4332844049240136292,detector_pair__85828bc28cb1c0d8de4b2fa4__rankcloak,detector_pair__85828bc28cb1c0d8de4b2fa4,revision_v1_primary_v2_payload_fidelity_v2__81e592f8d1b6f5cc6a5b,narrative_learning_moment,False,v2_prompt_template_differs_or_gate_is_enabled,,,min_context_allowance_or_6x_ungated_forced_length,paired_ungated_payload_span_token_count,not_applicable_rankcloak
entropy_trial__79f6351145675e4d3940dbb0,entropy_pair__634f626125b4402526346823,entropy_gated_rankcloak,llama3_8b_instruct_q4_k_m,Q4_K_M,uuid_v4,direct_subword,direct_subword_calgacus,explain_everyday_system,3,revision_v1_uuid_v4_003,strict,model_clean_development_entropy_quantile_0.75,0,ordinary_control,new_length_matched_ordinary_control,planned_new_generation,True,8859255609326302667,detector_pair__f865b5627c84890a30366567__ordinary_control,detector_pair__f865b5627c84890a30366567,revision_v1_primary_v2_payload_fidelity_v2__ba78f22376099cfe1d6e,professional_schedule_note,False,v2_prompt_template_differs_or_gate_is_enabled,,,min_context_allowance_or_6x_ungated_forced_length,paired_ungated_payload_span_token_count,match_realized_rankcloak_full_token_count
entropy_trial__7a22b592647eb8dcd9887721,entropy_pair__6a292415f81088f17c4719ab,entropy_gated_rankcloak,qwen2_5_7b_instruct_q4_k_m,Q4_K_M,nonce_96_bit_hex,direct_subword,direct_subword_calgacus,explain_everyday_system,3,revision_v1_nonce_96_bit_hex_003,moderate,model_clean_development_entropy_quantile_0.50,0,ordinary_control,new_length_matched_ordinary_control,planned_new_generation,True,8812127203994668598,detector_pair__c52bcc92757e33da8fcc5075__ordinary_control,detector_pair__c52bcc92757e33da8fcc5075,revision_v1_primary_v2_payload_fidelity_v2__e5e63af6caf5fdf0c0a8,casual_weekend_chat,False,v2_prompt_template_differs_or_gate_is_enabled,,,min_context_allowance_or_6x_ungated_forced_length,paired_ungated_payload_span_token_count,match_realized_rankcloak_full_token_count
entropy_trial__7a48ba10c5c37f8e01a72eba,entropy_pair__b0f07156a8cda452600523d8,entropy_gated_rankcloak,mistral_7b_instruct_v0_3_q4_k_m,Q4_K_M,hmac_sha256_hex,ascii_b16,nonseg_ascii_b16,explain_everyday_system,3,revision_v1_hmac_sha256_hex_003,ungated,not_applicable,0,ordinary_control,new_length_matched_ordinary_control,planned_new_generation,True,342255011494381811,detector_pair__022a17e29dc4a2ef4bfa7855__ordinary_control,detector_pair__022a17e29dc4a2ef4bfa7855,revision_v1_primary_v2_payload_fidelity_v2__59faf020d634f1007c1c,casual_weekend_chat,False,v2_prompt_template_differs_or_gate_is_enabled,,,min_context_allowance_or_6x_ungated_forced_length,paired_ungated_payload_span_token_count,match_realized_rankcloak_full_token_count
entropy_trial__7a501c8e9eb327d50bad30d9,entropy_pair__fea32c6ee3dea457f75ac238,entropy_gated_rankcloak,qwen2_5_7b_instruct_q4_k_m,Q4_K_M,chacha20_poly1305_base64,ascii_b16,nonseg_ascii_b16,professional_project_update,41,revision_v1_chacha20_poly1305_base64_041,moderate,model_clean_development_entropy_quantile_0.50,1,rankcloak,entropy_gated_rankcloak,planned_new_generation,True,5576820931633472429,detector_pair__8fdcb111e75158018783c679__rankcloak,detector_pair__8fdcb111e75158018783c679,revision_v1_primary_v2_payload_fidelity_v2__6591163bfb0442458f12,casual_hobby_chat,False,v2_prompt_template_differs_or_gate_is_enabled,,,min_context_allowance_or_6x_ungated_forced_length,paired_ungated_payload_span_token_count,not_applicable_rankcloak
entropy_trial__7a5d21d20f3ab73feb3772a7,entropy_pair__957db913c75c75e4039bf579,entropy_gated_rankcloak,llama3_8b_instruct_q4_k_m,Q4_K_M,nonce_96_bit_hex,hex_nibble,nonseg_hex_nibble_b16,explain_everyday_system,3,revision_v1_nonce_96_bit_hex_003,ungated,not_applicable,1,rankcloak,new_ordinary_rankcloak_gate_disabled,planned_new_generation,True,1670551959406251477,detector_pair__da4c03d69ff47ce906872a5d__rankcloak,detector_pair__da4c03d69ff47ce906872a5d,revision_v1_primary_v2_payload_fidelity_v2__a9bc1536a261079f1165,explain_biological_process,False,v2_prompt_template_differs_or_gate_is_enabled,,,min_context_allowance_or_6x_ungated_forced_length,paired_ungated_payload_span_token_count,not_applicable_rankcloak
entropy_trial__7ab919be83300cedebc114ff,entropy_pair__efcbd81b195fd577dfe2586f,entropy_gated_rankcloak,llama3_8b_instruct_q4_k_m,Q4_K_M,sha256_hex,ascii_b16,nonseg_ascii_b16,professional_project_update,41,revision_v1_sha256_hex_041,strict,model_clean_development_entropy_quantile_0.75,0,ordinary_control,new_length_matched_ordinary_control,planned_new_generation,True,2194978014824225255,detector_pair__7ff82a6e89963d4aaa5f9f99__ordinary_control,detector_pair__7ff82a6e89963d4aaa5f9f99,revision_v1_primary_v2_payload_fidelity_v2__04760e024c72c20de788,explain_weather_pattern,False,v2_prompt_template_differs_or_gate_is_enabled,,,min_context_allowance_or_6x_ungated_forced_length,paired_ungated_payload_span_token_count,match_realized_rankcloak_full_token_count
entropy_trial__7acc163d4251bac86a13bd46,entropy_pair__5f8b5aef40e9fb53276b4765,entropy_gated_rankcloak,qwen2_5_7b_instruct_q4_k_m,Q4_K_M,hmac_sha256_hex,direct_subword,direct_subword_calgacus,explain_everyday_system,3,revision_v1_hmac_sha256_hex_003,moderate,model_clean_development_entropy_quantile_0.50,0,ordinary_control,new_length_matched_ordinary_control,planned_new_generation,True,9084550202116537557,detector_pair__3683445b82677cac9f488733__ordinary_control,detector_pair__3683445b82677cac9f488733,revision_v1_primary_v2_payload_fidelity_v2__3173742cea236da8cc13,explain_biological_process,False,v2_prompt_template_differs_or_gate_is_enabled,,,min_context_allowance_or_6x_ungated_forced_length,paired_ungated_payload_span_token_count,match_realized_rankcloak_full_token_count
entropy_trial__7ae312aa3e0aef50e084943a,entropy_pair__1006aba7331e8ded3278875c,entropy_gated_rankcloak,mistral_7b_instruct_v0_3_q4_k_m,Q4_K_M,nonce_96_bit_hex,ascii_b16,nonseg_ascii_b16,explain_everyday_system,3,revision_v1_nonce_96_bit_hex_003,moderate,model_clean_development_entropy_quantile_0.50,1,rankcloak,entropy_gated_rankcloak,planned_new_generation,True,9113030834716062465,detector_pair__038b735c303102a7803550ce__rankcloak,detector_pair__038b735c303102a7803550ce,revision_v1_primary_v2_payload_fidelity_v2__62de0ad695d5f25c5a3b,professional_schedule_note,False,v2_prompt_template_differs_or_gate_is_enabled,,,min_context_allowance_or_6x_ungated_forced_length,paired_ungated_payload_span_token_count,not_applicable_rankcloak
entropy_trial__7b3760cb037d0d00c955b688,entropy_pair__4350f8ce8a038b8def95ea78,entropy_gated_rankcloak,mistral_7b_instruct_v0_3_q4_k_m,Q4_K_M,nonce_96_bit_hex,hex_nibble,nonseg_hex_nibble_b16,explain_everyday_system,3,revision_v1_nonce_96_bit_hex_003,strict,model_clean_development_entropy_quantile_0.75,1,rankcloak,entropy_gated_rankcloak,planned_new_generation,True,3315476104763273764,detector_pair__1adf6a2460a5f9878147930a__rankcloak,detector_pair__1adf6a2460a5f9878147930a,revision_v1_primary_v2_payload_fidelity_v2__ffb0e4e5b4ee22773cd3,professional_schedule_note,False,v2_prompt_template_differs_or_gate_is_enabled,,,min_context_allowance_or_6x_ungated_forced_length,paired_ungated_payload_span_token_count,not_applicable_rankcloak
entropy_trial__7be1f39bff6cd18c4e8d8ccc,entropy_pair__1bed48f6db3d024f271c0326,entropy_gated_rankcloak,mistral_7b_instruct_v0_3_q4_k_m,Q4_K_M,nonce_96_bit_hex,direct_subword,direct_subword_calgacus,professional_project_update,41,revision_v1_nonce_96_bit_hex_041,moderate,model_clean_development_entropy_quantile_0.50,0,ordinary_control,new_length_matched_ordinary_control,planned_new_generation,True,3533698578749964252,detector_pair__30489db25abef441823ba5ce__ordinary_control,detector_pair__30489db25abef441823ba5ce,revision_v1_primary_v2_payload_fidelity_v2__272291a8ac85c1a5c27c,procedure_home_task,False,v2_prompt_template_differs_or_gate_is_enabled,,,min_context_allowance_or_6x_ungated_forced_length,paired_ungated_payload_span_token_count,match_realized_rankcloak_full_token_count
entropy_trial__7bf84824717da74bd3292d14,entropy_pair__0abc7f9f2d4a4b2c15fbfd9c,entropy_gated_rankcloak,llama3_8b_instruct_q4_k_m,Q4_K_M,hmac_sha256_hex,ascii_b16,nonseg_ascii_b16,professional_project_update,41,revision_v1_hmac_sha256_hex_041,moderate,model_clean_development_entropy_quantile_0.50,0,ordinary_control,new_length_matched_ordinary_control,planned_new_generation,True,3713465709889103949,detector_pair__57a2501e737b963f0578d417__ordinary_control,detector_pair__57a2501e737b963f0578d417,revision_v1_primary_v2_payload_fidelity_v2__e57bcc4121dbb9a15a26,casual_hobby_chat,False,v2_prompt_template_differs_or_gate_is_enabled,,,min_context_allowance_or_6x_ungated_forced_length,paired_ungated_payload_span_token_count,match_realized_rankcloak_full_token_count
entropy_trial__7c0c9a28191e357f57ef7cec,entropy_pair__e8d99d680cf52d6ff60d7411,entropy_gated_rankcloak,mistral_7b_instruct_v0_3_q4_k_m,Q4_K_M,nonce_96_bit_hex,direct_subword,direct_subword_calgacus,professional_project_update,41,revision_v1_nonce_96_bit_hex_041,ungated,not_applicable,0,ordinary_control,new_length_matched_ordinary_control,planned_new_generation,True,5557346843252187599,detector_pair__30489db25abef441823ba5ce__ordinary_control,detector_pair__30489db25abef441823ba5ce,revision_v1_primary_v2_payload_fidelity_v2__272291a8ac85c1a5c27c,procedure_home_task,False,v2_prompt_template_differs_or_gate_is_enabled,,,min_context_allowance_or_6x_ungated_forced_length,paired_ungated_payload_span_token_count,match_realized_rankcloak_full_token_count
entropy_trial__7c0fba0a8b70ef05690ee056,entropy_pair__535f63b97dd1cc64d76a75b4,entropy_gated_rankcloak,llama3_8b_instruct_q4_k_m,Q4_K_M,token_128_bit_hex,hex_nibble,nonseg_hex_nibble_b16,explain_everyday_system,3,revision_v1_token_128_bit_hex_003,strict,model_clean_development_entropy_quantile_0.75,1,rankcloak,entropy_gated_rankcloak,planned_new_generation,True,7645852128637664306,detector_pair__e6e0e24aa43082529a9495cf__rankcloak,detector_pair__e6e0e24aa43082529a9495cf,revision_v1_primary_v2_payload_fidelity_v2__c0dd331fe8f5da230fae,casual_weekend_chat,False,v2_prompt_template_differs_or_gate_is_enabled,,,min_context_allowance_or_6x_ungated_forced_length,paired_ungated_payload_span_token_count,not_applicable_rankcloak
entropy_trial__7c44af31f00149180026b30b,entropy_pair__ac69562460e10b2a86fc1db9,entropy_gated_rankcloak,llama3_8b_instruct_q4_k_m,Q4_K_M,token_128_bit_hex,hex_nibble,nonseg_hex_nibble_b16,explain_everyday_system,3,revision_v1_token_128_bit_hex_003,moderate,model_clean_development_entropy_quantile_0.50,0,ordinary_control,new_length_matched_ordinary_control,planned_new_generation,True,8665967747394497506,detector_pair__e6e0e24aa43082529a9495cf__ordinary_control,detector_pair__e6e0e24aa43082529a9495cf,revision_v1_primary_v2_payload_fidelity_v2__c0dd331fe8f5da230fae,casual_weekend_chat,False,v2_prompt_template_differs_or_gate_is_enabled,,,min_context_allowance_or_6x_ungated_forced_length,paired_ungated_payload_span_token_count,match_realized_rankcloak_full_token_count
entropy_trial__7ca043ca974fddd835ab33a3,entropy_pair__bbc68f0571b6599597621843,entropy_gated_rankcloak,llama3_8b_instruct_q4_k_m,Q4_K_M,sha256_hex,ascii_b16,nonseg_ascii_b16,explain_everyday_system,3,revision_v1_sha256_hex_003,moderate,model_clean_development_entropy_quantile_0.50,1,rankcloak,entropy_gated_rankcloak,planned_new_generation,True,1723650972386641949,detector_pair__f516cb8f1a97a5f5d75a2685__rankcloak,detector_pair__f516cb8f1a97a5f5d75a2685,revision_v1_primary_v2_payload_fidelity_v2__b62550f4b82bfab09013,procedure_simple_meal,False,v2_prompt_template_differs_or_gate_is_enabled,,,min_context_allowance_or_6x_ungated_forced_length,paired_ungated_payload_span_token_count,not_applicable_rankcloak
entropy_trial__7ce0584608f3dd3d4d8a68e8,entropy_pair__8ed448257fb66034057f21a8,entropy_gated_rankcloak,qwen2_5_7b_instruct_q4_k_m,Q4_K_M,ed25519_signature_base64,direct_subword,direct_subword_calgacus,explain_everyday_system,3,revision_v1_ed25519_signature_base64_003,moderate,model_clean_development_entropy_quantile_0.50,1,rankcloak,entropy_gated_rankcloak,planned_new_generation,True,6289633847916360544,detector_pair__c17469037e59b658848c8c26__rankcloak,detector_pair__c17469037e59b658848c8c26,revision_v1_primary_v2_payload_fidelity_v2__33e461b08e46a2838a5e,explain_biological_process,False,v2_prompt_template_differs_or_gate_is_enabled,,,min_context_allowance_or_6x_ungated_forced_length,paired_ungated_payload_span_token_count,not_applicable_rankcloak
entropy_trial__7d52e655ab0b8c96094e29ef,entropy_pair__8f3c17da79a92ff6d3ce6726,entropy_gated_rankcloak,mistral_7b_instruct_v0_3_q4_k_m,Q4_K_M,uuid_v4,direct_subword,direct_subword_calgacus,explain_everyday_system,3,revision_v1_uuid_v4_003,moderate,model_clean_development_entropy_quantile_0.50,1,rankcloak,entropy_gated_rankcloak,planned_new_generation,True,8862270841819386835,detector_pair__91c03ecbe2ea5c8d7eb4173a__rankcloak,detector_pair__91c03ecbe2ea5c8d7eb4173a,revision_v1_primary_v2_payload_fidelity_v2__c59286295772281b0a26,procedure_simple_meal,False,v2_prompt_template_differs_or_gate_is_enabled,,,min_context_allowance_or_6x_ungated_forced_length,paired_ungated_payload_span_token_count,not_applicable_rankcloak
entropy_trial__7e0556d2a3f04c06f07a814e,entropy_pair__0da95acef5bd40fcc6c958e6,entropy_gated_rankcloak,llama3_8b_instruct_q4_k_m,Q4_K_M,ed25519_signature_base64,ascii_b16,nonseg_ascii_b16,explain_everyday_system,3,revision_v1_ed25519_signature_base64_003,moderate,model_clean_development_entropy_quantile_0.50,1,rankcloak,entropy_gated_rankcloak,planned_new_generation,True,8524794416781910400,detector_pair__4f42efe69368bcd40bccf34c__rankcloak,detector_pair__4f42efe69368bcd40bccf34c,revision_v1_primary_v2_payload_fidelity_v2__e5de5037f2e8c0225d58,narrative_local_walk,False,v2_prompt_template_differs_or_gate_is_enabled,,,min_context_allowance_or_6x_ungated_forced_length,paired_ungated_payload_span_token_count,not_applicable_rankcloak
entropy_trial__7e3de923ea0c5a516621d2aa,entropy_pair__b109744388e497809cc4e18c,entropy_gated_rankcloak,qwen2_5_7b_instruct_q4_k_m,Q4_K_M,token_128_bit_hex,hex_nibble,nonseg_hex_nibble_b16,explain_everyday_system,3,revision_v1_token_128_bit_hex_003,ungated,not_applicable,1,rankcloak,new_ordinary_rankcloak_gate_disabled,planned_new_generation,True,6390193210375766949,detector_pair__648ea046d17daefd5b2300c2__rankcloak,detector_pair__648ea046d17daefd5b2300c2,revision_v1_primary_v2_payload_fidelity_v2__36870ea4b105dc1a3b91,professional_schedule_note,False,v2_prompt_template_differs_or_gate_is_enabled,,,min_context_allowance_or_6x_ungated_forced_length,paired_ungated_payload_span_token_count,not_applicable_rankcloak
entropy_trial__7e4b926f446bdd964db4e17d,entropy_pair__253c3666847be321f02cfa29,entropy_gated_rankcloak,llama3_8b_instruct_q4_k_m,Q4_K_M,sha256_hex,ascii_b16,nonseg_ascii_b16,professional_project_update,41,revision_v1_sha256_hex_041,ungated,not_applicable,0,ordinary_control,new_length_matched_ordinary_control,planned_new_generation,True,5479278527031633154,detector_pair__7ff82a6e89963d4aaa5f9f99__ordinary_control,detector_pair__7ff82a6e89963d4aaa5f9f99,revision_v1_primary_v2_payload_fidelity_v2__04760e024c72c20de788,explain_weather_pattern,False,v2_prompt_template_differs_or_gate_is_enabled,,,min_context_allowance_or_6x_ungated_forced_length,paired_ungated_payload_span_token_count,match_realized_rankcloak_full_token_count
entropy_trial__7ed6e8a4d950539869f13c2f,entropy_pair__26806197c822d9f5a55ff536,entropy_gated_rankcloak,mistral_7b_instruct_v0_3_q4_k_m,Q4_K_M,sha256_hex,hex_nibble,nonseg_hex_nibble_b16,explain_everyday_system,3,revision_v1_sha256_hex_003,moderate,model_clean_development_entropy_quantile_0.50,1,rankcloak,entropy_gated_rankcloak,planned_new_generation,True,6544597951683831428,detector_pair__4b75baa9f7d4f1f0d4726661__rankcloak,detector_pair__4b75baa9f7d4f1f0d4726661,revision_v1_primary_v2_payload_fidelity_v2__b3c33552c8a77e46940d,explain_biological_process,False,v2_prompt_template_differs_or_gate_is_enabled,,,min_context_allowance_or_6x_ungated_forced_length,paired_ungated_payload_span_token_count,not_applicable_rankcloak
entropy_trial__7ee096b3efb9357d59b1a46e,entropy_pair__9f59a7211747b88a28be1a45,entropy_gated_rankcloak,mistral_7b_instruct_v0_3_q4_k_m,Q4_K_M,ed25519_signature_base64,direct_subword,direct_subword_calgacus,explain_everyday_system,3,revision_v1_ed25519_signature_base64_003,strict,model_clean_development_entropy_quantile_0.75,0,ordinary_control,new_length_matched_ordinary_control,planned_new_generation,True,7279795921930431619,detector_pair__02693c143b43050fa03d9f97__ordinary_control,detector_pair__02693c143b43050fa03d9f97,revision_v1_primary_v2_payload_fidelity_v2__d66425229d12c0c95b3f,casual_weekend_chat,False,v2_prompt_template_differs_or_gate_is_enabled,,,min_context_allowance_or_6x_ungated_forced_length,paired_ungated_payload_span_token_count,match_realized_rankcloak_full_token_count
entropy_trial__7f18706c8073163548d1d127,entropy_pair__8ed7fe3bdaeb96eb8c0e5dec,entropy_gated_rankcloak,mistral_7b_instruct_v0_3_q4_k_m,Q4_K_M,uuid_v4,ascii_b16,nonseg_ascii_b16,professional_project_update,41,revision_v1_uuid_v4_041,strict,model_clean_development_entropy_quantile_0.75,0,ordinary_control,new_length_matched_ordinary_control,planned_new_generation,True,1445349815734869703,detector_pair__1ad1f82f366be9b8bf8e9df9__ordinary_control,detector_pair__1ad1f82f366be9b8bf8e9df9,revision_v1_primary_v2_payload_fidelity_v2__286e676f4910a6a47837,explain_weather_pattern,False,v2_prompt_template_differs_or_gate_is_enabled,,,min_context_allowance_or_6x_ungated_forced_length,paired_ungated_payload_span_token_count,match_realized_rankcloak_full_token_count
entropy_trial__7f375746463b453cb5014e3b,entropy_pair__9a9a5d216b5683dbc91d1edf,entropy_gated_rankcloak,llama3_8b_instruct_q4_k_m,Q4_K_M,ed25519_signature_base64,direct_subword,direct_subword_calgacus,explain_everyday_system,3,revision_v1_ed25519_signature_base64_003,moderate,model_clean_development_entropy_quantile_0.50,1,rankcloak,entropy_gated_rankcloak,planned_new_generation,True,968536352286488227,detector_pair__a85d0784a70ec30047f6a0e9__rankcloak,detector_pair__a85d0784a70ec30047f6a0e9,revision_v1_primary_v2_payload_fidelity_v2__195a5b44d1ae54113db3,narrative_local_walk,False,v2_prompt_template_differs_or_gate_is_enabled,,,min_context_allowance_or_6x_ungated_forced_length,paired_ungated_payload_span_token_count,not_applicable_rankcloak
entropy_trial__7fa5ca387457725884e0e63f,entropy_pair__7e1fb681b2979dadeda91b31,entropy_gated_rankcloak,qwen2_5_7b_instruct_q4_k_m,Q4_K_M,chacha20_poly1305_base64,ascii_b16,nonseg_ascii_b16,professional_project_update,41,revision_v1_chacha20_poly1305_base64_041,ungated,not_applicable,0,ordinary_control,new_length_matched_ordinary_control,planned_new_generation,True,1914291874399608960,detector_pair__8fdcb111e75158018783c679__ordinary_control,detector_pair__8fdcb111e75158018783c679,revision_v1_primary_v2_payload_fidelity_v2__6591163bfb0442458f12,casual_hobby_chat,False,v2_prompt_template_differs_or_gate_is_enabled,,,min_context_allowance_or_6x_ungated_forced_length,paired_ungated_payload_span_token_count,match_realized_rankcloak_full_token_count
entropy_trial__7ffb6863b9cc57bedb083ff0,entropy_pair__56f50d7b6ef0307628e99100,entropy_gated_rankcloak,mistral_7b_instruct_v0_3_q4_k_m,Q4_K_M,aes256_gcm_base64,direct_subword,direct_subword_calgacus,explain_everyday_system,3,revision_v1_aes256_gcm_base64_003,strict,model_clean_development_entropy_quantile_0.75,1,rankcloak,entropy_gated_rankcloak,planned_new_generation,True,1200739592633367611,detector_pair__a97738517a416711c4c1d1f7__rankcloak,detector_pair__a97738517a416711c4c1d1f7,revision_v1_primary_v2_payload_fidelity_v2__32a7781ca3c340709b97,narrative_local_walk,False,v2_prompt_template_differs_or_gate_is_enabled,,,min_context_allowance_or_6x_ungated_forced_length,paired_ungated_payload_span_token_count,not_applicable_rankcloak
entropy_trial__80368feb1d3546c4725dcbf0,entropy_pair__65b06785823fa7265d5d1cec,entropy_gated_rankcloak,llama3_8b_instruct_q4_k_m,Q4_K_M,token_128_bit_hex,direct_subword,direct_subword_calgacus,professional_project_update,41,revision_v1_token_128_bit_hex_041,strict,model_clean_development_entropy_quantile_0.75,0,ordinary_control,new_length_matched_ordinary_control,planned_new_generation,True,3998191528298454067,detector_pair__162e213961770c682b7fb98e__ordinary_control,detector_pair__162e213961770c682b7fb98e,revision_v1_primary_v2_payload_fidelity_v2__2322db7cf56ce5816590,forum_practical_answer,False,v2_prompt_template_differs_or_gate_is_enabled,,,min_context_allowance_or_6x_ungated_forced_length,paired_ungated_payload_span_token_count,match_realized_rankcloak_full_token_count
entropy_trial__80a248ee06ea3ab82cc10965,entropy_pair__6e5300b50d5bbd291f9a9b96,entropy_gated_rankcloak,qwen2_5_7b_instruct_q4_k_m,Q4_K_M,chacha20_poly1305_base64,direct_subword,direct_subword_calgacus,professional_project_update,41,revision_v1_chacha20_poly1305_base64_041,strict,model_clean_development_entropy_quantile_0.75,0,ordinary_control,new_length_matched_ordinary_control,planned_new_generation,True,6374616402340086183,detector_pair__0340aac1df03799746106126__ordinary_control,detector_pair__0340aac1df03799746106126,revision_v1_primary_v2_payload_fidelity_v2__488cad2f82a694e35d42,casual_hobby_chat,False,v2_prompt_template_differs_or_gate_is_enabled,,,min_context_allowance_or_6x_ungated_forced_length,paired_ungated_payload_span_token_count,match_realized_rankcloak_full_token_count
entropy_trial__80d27b5d0d83cbef5ef71e09,entropy_pair__cf4b7e93a2cba7078cce333c,entropy_gated_rankcloak,qwen2_5_7b_instruct_q4_k_m,Q4_K_M,token_128_bit_hex,hex_nibble,nonseg_hex_nibble_b16,explain_everyday_system,3,revision_v1_token_128_bit_hex_003,strict,model_clean_development_entropy_quantile_0.75,0,ordinary_control,new_length_matched_ordinary_control,planned_new_generation,True,7305670903559282974,detector_pair__648ea046d17daefd5b2300c2__ordinary_control,detector_pair__648ea046d17daefd5b2300c2,revision_v1_primary_v2_payload_fidelity_v2__36870ea4b105dc1a3b91,professional_schedule_note,False,v2_prompt_template_differs_or_gate_is_enabled,,,min_context_allowance_or_6x_ungated_forced_length,paired_ungated_payload_span_token_count,match_realized_rankcloak_full_token_count
entropy_trial__810bf5f7b4462582ac37e4ca,entropy_pair__b3952878438d720bea027b8b,entropy_gated_rankcloak,llama3_8b_instruct_q4_k_m,Q4_K_M,hmac_sha256_hex,direct_subword,direct_subword_calgacus,explain_everyday_system,3,revision_v1_hmac_sha256_hex_003,strict,model_clean_development_entropy_quantile_0.75,1,rankcloak,entropy_gated_rankcloak,planned_new_generation,True,9141756143634040406,detector_pair__3e5b56e5f17b637b58553864__rankcloak,detector_pair__3e5b56e5f17b637b58553864,revision_v1_primary_v2_payload_fidelity_v2__d29ec741f841ab8abe26,narrative_local_walk,False,v2_prompt_template_differs_or_gate_is_enabled,,,min_context_allowance_or_6x_ungated_forced_length,paired_ungated_payload_span_token_count,not_applicable_rankcloak
entropy_trial__81344efa32eea313dc8653b5,entropy_pair__2fa8234396ce0d23ccd10e27,entropy_gated_rankcloak,mistral_7b_instruct_v0_3_q4_k_m,Q4_K_M,token_128_bit_hex,direct_subword,direct_subword_calgacus,professional_project_update,41,revision_v1_token_128_bit_hex_041,ungated,not_applicable,1,rankcloak,new_ordinary_rankcloak_gate_disabled,planned_new_generation,True,1989346451725345949,detector_pair__cf9047462973c402d5e3dfbc__rankcloak,detector_pair__cf9047462973c402d5e3dfbc,revision_v1_primary_v2_payload_fidelity_v2__9eb75ed819cd43245940,narrative_learning_moment,False,v2_prompt_template_differs_or_gate_is_enabled,,,min_context_allowance_or_6x_ungated_forced_length,paired_ungated_payload_span_token_count,not_applicable_rankcloak
entropy_trial__814b8bcf62c4d26a85267923,entropy_pair__9ce7a77c0d03641b8907b48e,entropy_gated_rankcloak,mistral_7b_instruct_v0_3_q4_k_m,Q4_K_M,token_128_bit_hex,hex_nibble,nonseg_hex_nibble_b16,professional_project_update,41,revision_v1_token_128_bit_hex_041,ungated,not_applicable,1,rankcloak,new_ordinary_rankcloak_gate_disabled,planned_new_generation,True,6682636794053187655,detector_pair__85828bc28cb1c0d8de4b2fa4__rankcloak,detector_pair__85828bc28cb1c0d8de4b2fa4,revision_v1_primary_v2_payload_fidelity_v2__81e592f8d1b6f5cc6a5b,narrative_learning_moment,False,v2_prompt_template_differs_or_gate_is_enabled,,,min_context_allowance_or_6x_ungated_forced_length,paired_ungated_payload_span_token_count,not_applicable_rankcloak
entropy_trial__816943e41af91fa3196fdace,entropy_pair__9b03c2cc59ccfa97d079cf45,entropy_gated_rankcloak,llama3_8b_instruct_q4_k_m,Q4_K_M,sha256_hex,ascii_b16,nonseg_ascii_b16,explain_everyday_system,3,revision_v1_sha256_hex_003,strict,model_clean_development_entropy_quantile_0.75,1,rankcloak,entropy_gated_rankcloak,planned_new_generation,True,4727659609201172257,detector_pair__f516cb8f1a97a5f5d75a2685__rankcloak,detector_pair__f516cb8f1a97a5f5d75a2685,revision_v1_primary_v2_payload_fidelity_v2__b62550f4b82bfab09013,procedure_simple_meal,False,v2_prompt_template_differs_or_gate_is_enabled,,,min_context_allowance_or_6x_ungated_forced_length,paired_ungated_payload_span_token_count,not_applicable_rankcloak
