dedup_cluster_id,partition,row_count,positive_rows,negative_rows,payload_group_count,row_ids_sha256
dedup-cluster-c1cb88b823ef088522c17656,train,48,24,24,1,9f5eed046f5af321d54c5dd1dd0370604f74057bb95fe75744dc1d558ed7d86e
dedup-cluster-c2c1144b96df101af86f6206,train,48,24,24,1,6a914b81cdc27b3680cb39c61f96c151a5f1e4f7fdf8bcae91f965e3773ab028
dedup-cluster-c31bf6d242afa63449100919,test,18,9,9,1,a89abedd924bd3070f9323534cc1689027cd311a063a0bf90f632e593f37d2c2
dedup-cluster-c3679987858e0d620538e437,train,18,9,9,1,8b4c85768e5e6f4180f5710d2a7bb263312af307510f81ff16d517b1a49e6940
dedup-cluster-c3dca9a9298a213ff99b5c53,test,48,24,24,1,0e51fe7bb0d2fd97d1e7166a60d134328064696ea9c43997886d5435e47ea9ad
dedup-cluster-c3ff0bcf35a912c30c3c840a,train,48,24,24,1,84a89bf870fb14e162a3e8d4d3d420ddbe038ad7b6ed46bbdd86451642ae7f2c
dedup-cluster-c581ece2a3e5e2c3b74d6d5e,validation,18,9,9,1,f4f00f1b7a75906b2a92e0cea703741dce41d4247d8b0d71c1b85a800e72ab33
dedup-cluster-c588a294c6263bec1e8ad56d,validation,48,24,24,1,e4471f0cd63dea69ea182a5b22c7e6a2298265f3eae471d751bd371294f424d7
dedup-cluster-c5e7aa80077f7be08ccd7015,test,48,24,24,1,b29999536d9df796896a1cead8e2cbe74ca6b488197ede1aec54ae037492b824
dedup-cluster-c70e6a7b676327fe8dd62523,train,48,24,24,1,b5face7e514add5a1d8d4ce5c1e94053c22bd872176e519c0be283e6665823fa
dedup-cluster-c791365cbb6a3ed856420c65,test,48,24,24,1,bc4d50840f59ff1f7a8e5d9902e2fad78080d7b7fd3e721ae52edbb848911f0d
dedup-cluster-c85ea4286eb44389809ba8c7,validation,18,9,9,1,e12a3c0a69ad057a41a3605c51183f9526e3e3fe443f7362cce9a47ffed0df18
dedup-cluster-c89eb7707f463a07128fc4fe,train,18,9,9,1,c60c8b15550064cbaf1c10e7aae583b9f4dbe039773faf214870068348ff7a64
dedup-cluster-c8f97f89526ce497f8474833,train,48,24,24,1,3de9711b442f631caa0149b6f51bb85ae00ef0ef640ffb3e2b7677167f557db0
dedup-cluster-ca019fd9a3dd11db74285942,train,48,24,24,1,cb99ff8a7ad1b9fb08510229137953c66018c853c2136c7ccc7d4d8fa3e446ea
dedup-cluster-caf7b0399e0d894cf8f221e9,train,48,24,24,1,bb4576a9041a25de2f0b34f0469e3a0cbb444aa3b2b2e954f216fc1d4f5ad2e4
dedup-cluster-cb374f9ca23dfd168fe55742,validation,48,24,24,1,0b8f8410d43c8fa407413749dde4701e2ba82d7c6c7123bf5660920f25c6758c
dedup-cluster-cbe3e4480a185210cb46c014,train,48,24,24,1,fc7e90582f3e6836c5d694d9f7171317f443f14b7a706041ab2d0384370a42b7
dedup-cluster-cc1d79c541da66daf8e9d81d,validation,18,9,9,1,ffb48cd0ea33de5bcc8808e71b28b66518433bd6eebe13c82c3536971fb3d4bf
dedup-cluster-ccac8eefaaa638dd205cad48,train,18,9,9,1,6a283dfaee16c968134923fd0003b670793672b6adb1f85bba61c5c8842aaee9
dedup-cluster-ccfc9cb1c63b29bbf3d0d17b,train,18,9,9,1,278dc181b2a3c44b3854305e5dc5010a1c8e7efd820621726980548c18171adc
dedup-cluster-cd5aaecb05ff01717fe8ab2b,test,18,9,9,1,7880764cd386d5041832248e1c980b9961fd94f53a7d0f55f257b2aab56798df
dedup-cluster-cd7f3d2a7ec328b33fab8da7,train,18,9,9,1,33f8555bf9793ee8b10dc26ab2494be4095a53b6e1709e44f27cdbe325d22a2d
dedup-cluster-cdae81a0da256f43636cdb0c,validation,18,9,9,1,252c72561ab6abdfe1de3ec05c8cdccbe18c810b71d6ce6c2550c4cee479f763
dedup-cluster-cdb9e70828491d0b5a051258,train,48,24,24,1,abc271060998db19663509aa4521c6aa04fa51c3f111d671f530c7b468cd8d91
dedup-cluster-cef2005728af808ea2ef28cc,train,48,24,24,1,ad9c18c4f9f809c748755845b5e3b092af2b92f6d51e4f715d811fee5052d38f
dedup-cluster-d028afde8d3446e776f3bdbf,validation,48,24,24,1,e1f598863473431a8a66c044fe6164c111823311bd5a957d74f933879843f3d4
dedup-cluster-d079eecad7476b4230a994ea,train,18,9,9,1,fa35ebcfc73a07311ef0823c0a7067412878779349a4e173bc81223aede9bb78
dedup-cluster-d23ef2f19d46457d8e34f253,train,18,9,9,1,1fa48b7fef8cb35d110cfbff50d0c81b83489b34ce55293d5b6fd5fa46fdb3b6
dedup-cluster-d24ae4dc1ca2dcb4473005f9,validation,48,24,24,1,da8798fc947d7b5165837dff6fa51438660fdb1b8239f218a63151bccb41e3a4
dedup-cluster-d3540d957b4816af4830d47f,test,18,9,9,1,7b0d7f5cbd72846aafdc4c9c2f750976e26945e03d2529a264cf0053c14bc707
dedup-cluster-d546e7e62abc86faac74f5d8,train,48,24,24,1,7482af4f4765d525cc22f83315c009f1023a428218a2c9276870c57881f1c456
dedup-cluster-d5b4f2b51dfabbdce0cd2fb8,test,48,24,24,1,7b6b179fb0d10762c8a9c5b6dd1cb38b0f62ff85bbd6f65bea2a402282713397
dedup-cluster-d6ec75465813ed2c729c38e9,validation,18,9,9,1,309bfb14d3f480fed7d7e477617b1562a6faf0bace020d3f166dab432d44adda
dedup-cluster-d80c78b75330766130b70bf5,validation,48,24,24,1,682918d112b9a6cc0f9257264dceded59e9e52315d747e2108e4cd6c902e058f
dedup-cluster-d855279076b7bacde5e8a9f5,train,18,9,9,1,df6a47bb9c72bc592ea1592e09fe6cf1e2107c2ab6237a19b57a0793ff92978c
dedup-cluster-d95563a927f567b6601e551e,validation,18,9,9,1,56ad96d197ff27fdcb1bdea976b778d78e4e902aa33cc70e0dba9bfa7e937597
dedup-cluster-da023141f0cff98c47ca9314,train,18,9,9,1,dc143dbf8fa9857819d062e9ab409a9e10c0580a6d2e54cf5ee066b5e7bfbfe4
dedup-cluster-dab9c4d7024256297969359d,test,18,9,9,1,173708bb3887551c2c502730fadc3f14ac47fd3332da4c2e3816a8cb7f6b0a4d
dedup-cluster-dac89e8fdca4d22df06db90e,train,18,9,9,1,f89dd795111549e6762352d9b528fd00928f5a84c4af7b4accb1ca1bcd1e31c9
dedup-cluster-db1d53788ffd0e16bf61276b,train,48,24,24,1,9018237acee2e704707749525bb58211962cde5287a8b0edec042845e5274bf6
dedup-cluster-db4aabf02590b0cf6f175c04,train,48,24,24,1,ae06b78b977eb624e1d7af806869cd695d4fa481f7d40e644ae8aa61de2cec33
dedup-cluster-dc2206b9354e8f3d4f3789fe,train,18,9,9,1,e219d2232ab481cb4f5cbd81cf6f0e70d2dc76b220bbf535f2fd1c7b34b095cd
dedup-cluster-dc4a1d0f4d1b4927f4c51b0d,train,48,24,24,1,3a1f411c98d1d6454ea89c7ea5233f016204a70b7e749c2684ed3542270cfcff
dedup-cluster-dcb1b73d5ccfd69dfe23f428,validation,18,9,9,1,75add237ac0e7335ce539ace71eaf1579874797665944641643992003d72dbc5
dedup-cluster-dd1fe22faa326c7d9a397feb,train,48,24,24,1,5c829c0db6a4618a72ad07a453efb011c16c87ef4d841dbd3d2fe86a2dd67ca0
dedup-cluster-ddc76c2f58e7b2d9577d19a2,train,18,9,9,1,8b2c18ac38e030f184e228e62b03579d2a4a99dc7ebf3ea599b02927865de6a3
dedup-cluster-dee5343029c26a8703fca577,train,18,9,9,1,00d5d7bca771cc8375c688e6ccb34baa5f9543ec1c2a120f55ee10335681d6f9
dedup-cluster-df5a565df542d50b304df667,train,48,24,24,1,aeedb10fd72aaaa16c38d0435224a76a620637fe882af15be0f56b433ea5650e
dedup-cluster-e1f89602cec0d549198e89c6,test,18,9,9,1,413aa0bbcb32b8d9e8c6dacd6e6e99400deba6b4b650a7b1c6952091a5a5b970
dedup-cluster-e24db07846b9655b7abffc8e,train,48,24,24,1,b93f99bbc3886d0cf763df65b849d8111b424fd9ebcab9d8a46f63624d528daa
dedup-cluster-e24ee3baeaaca3c8b823b899,train,18,9,9,1,3698042d842c7335d68fb1db42c419c414c1528faea9f3cc657c51cb459d217e
dedup-cluster-e2a416f537dd798868e8fcd5,train,18,9,9,1,af79f42b34b8ebd88ca9d778cbc876fec32c5cbb6440248c225131f83145ad1e
dedup-cluster-e2f7268932e937ee54d92fe1,validation,18,9,9,1,c7181de2900b2b62b3e5a973b3f0e01e7869aebf77ae83df165c734d73bf23db
dedup-cluster-e303bfe023e32c25389ebaf9,validation,48,24,24,1,b527537532d5ccb363089c0c5ab10d7fe6faf4a8612703f95fb0f6ab339c51a8
dedup-cluster-e39d52527261844e25cbad0b,validation,18,9,9,1,fdcc92c9a4744cdd2c582895e88622c94d2dde82ff5a984e8d3f90b9c281f861
dedup-cluster-e448157f9945d3e1cba1600b,train,48,24,24,1,a00d5efd2f7193fc4c8c4dc7b110b3dfceba153aa15e82bedeea4065701fcc3f
dedup-cluster-e4a3d80046c9b83a56f2cc60,train,18,9,9,1,155b7801e66d6ff6cbef50541281680dedb146287ef7ee52ef6b2a8ab47075e5
dedup-cluster-e4b26eefab93fb49f672ce05,train,48,24,24,1,7f5d3967f86033e9fd4885eac51c75c7a23922ed2df2af402e5e343ea643abb8
dedup-cluster-e5adbb815271b2d2e574163c,train,18,9,9,1,3e7bc0f313fd56d748696221dc1a13c04dc1268a864421cf593c33baf49b7640
dedup-cluster-e714d7a2d3a2d9916406951e,train,18,9,9,1,48b68271657ae76ad752a6b9d937bcf4c148f6c5403dd191490e5243a85bdc67
dedup-cluster-e8b16cc4e3be2ed3afd26670,train,48,24,24,1,24e322432f30df4eb950a5123b346e0759fda0ec8082680ea52d361d8a5b5aef
dedup-cluster-e8b46972e25b5d16f253b139,validation,48,24,24,1,cbaea04dd685c4839821013d7a1dd6af3cb8b12ef0114087a99eae1cfd9bc4ec
dedup-cluster-e9d719501ea863777c5d999a,train,18,9,9,1,7c0c49f8a6004197cde619222fefc67fffc76bfdd34b612e276f0fffe6892157
dedup-cluster-ead69251c7d45a2f2e36dc76,validation,18,9,9,1,2931ad82520d252fa8c49f3ea5be33a2228549585ffa8776e1734135c4531307
dedup-cluster-eb3d72308b2b51a2950fef61,train,18,9,9,1,2d7ff8bd99daff8429e44d32a4206d06b4032aff650c27f71e50e1b8d7045310
dedup-cluster-eb4a9e676533f32ebcf1a3d5,test,18,9,9,1,480a9e0a590185f4f68b7e756cfb209f740f3a1b734a46cca5d1d9b112fadafe
dedup-cluster-ec7757362682f43221c8e6e9,train,48,24,24,1,1545c53deadbd226bebd1fd63ee741971b56984f7295b972be3420fa9841e1dd
dedup-cluster-ed3763e56066fab08024a97b,train,18,9,9,1,b7551792e09316719469ebcc9026c9717806ec8ab026882dc9d47d8e30df5050
dedup-cluster-edb55174b9706234846d446a,train,48,24,24,1,66166315c09df2251b1e3698bdfe51fb8d9b1f303b1f6898c2fee2e92d2096aa
dedup-cluster-edb6b099f1dff5a3bddeca8c,validation,48,24,24,1,f210673a635f390004a13ea40d383b0f948f0cc3f537e469b7316ec81e9f2593
dedup-cluster-edcd1c430a452932fe4672fd,train,48,24,24,1,7e7f87ccbf549cb09a385da41ad1bfa6ac3cdced6fade4c0af926d0bf8de5b58
dedup-cluster-edd2e9cc43c3cbc95c5be630,train,48,24,24,1,7c3f091091cc51ec57883b925b1024058a5cbbab6dd331f5c437b891bb574364
dedup-cluster-ee105f3e72f2eb7cc3cab968,train,18,9,9,1,99a583be5d1c37ce90f2ae0cf8a83018683f2d375228e77a75d76cc3387a1775
dedup-cluster-ee651c23ddd2a906d2d2aae4,train,18,9,9,1,37bce30dfd871d723f2067b00ef255a2b84ccda6c966ebd7d7a65f9ad761f00e
dedup-cluster-eea42d8167b3d750aa68744f,train,18,9,9,1,4ce01fc2bc4a22b675e56b66e2cc3dd4c2f711c17d535a86fb03d0a7929558c2
dedup-cluster-ef931e596dcaa233eb812c24,train,48,24,24,1,303e4d3a7f8bd7a1d613ecd8e05cc585632ed35cd1d42d72411d6aeb5d086f7e
dedup-cluster-efa41a40866ae7a38d147cae,train,18,9,9,1,074f0d9c340f5d92212f056bb0e613bb10fd06e731fba92ba25e9e77633fa7b1
dedup-cluster-f0237ef3dfa46551a749806c,train,18,9,9,1,8093cd30b22ecb701d756e8b5e8c63ab33427833d8cce701e289da6c963c1f3b
dedup-cluster-f06bf1b2872f90ff6209fecd,test,18,9,9,1,9cd6c4b1bfea7a9f038c48a7e8e710299d5e01fd46b8742a4f5c521e52d3c195
dedup-cluster-f0d236f7a4fc9a5f94444217,train,18,9,9,1,6b8ac203efda25fd1de121ec979c2cbfbcdeb991caf8656aff7f9b9aaa3971c2
dedup-cluster-f10c8c155e4980c1847c8ddb,test,18,9,9,1,cf42b25a2e24ab64b335f2ad531266b7eaeb035c6da5a89def589278b2896c42
dedup-cluster-f12b861acf9ed2b65b7bef62,train,48,24,24,1,ae471f98d869e62368ee5331a205a313e43525f6dc363c99747a98cd8d82e4c0
dedup-cluster-f1630cf66c55bafe664639a5,test,48,24,24,1,1cf09ebbe2c46d73506d48e57857254ccc94391649dad4429322a6a726023004
dedup-cluster-f1992b5888233b29fd862f23,train,48,24,24,1,46fea7529c4b5aa48781262b2b5486419a3d6dbf520c675c456b311e7ba95f17
dedup-cluster-f4c37670622213f8f7284467,train,48,24,24,1,df262d47309e7958f8d4aad3eaecf27f8cd95029119748031f34a8970cb9a560
dedup-cluster-f5e65f43009f3df06299368a,train,48,24,24,1,e35eb37974988a2886ba69bd616b96e36e09b3b399d204e056a3bc9b61de1dcf
dedup-cluster-f63fdbc0a0898161cb79cb32,train,18,9,9,1,562b799c2d5ff6619869bb0df50802774e5b5953a717afa966684377c42223a4
dedup-cluster-f6fc3479f88b17e2282c2e2e,test,48,24,24,1,be222a8ef7d9140747cbe9c2d8037c15ee5fcd8ddfc4bc9a06c86c29862501e4
dedup-cluster-f71f239b6ba6105b60b970fe,validation,18,9,9,1,329c521b9eecf9ee8e63bc1b93fe080cc2e2907625a7cd3a9342135573ecefcf
dedup-cluster-f81b727c549baaf473769b12,test,18,9,9,1,9b3bf0b16fa5ec0499af9612f8a6afdf959993c88d502b360d1643508c1ab8c4
dedup-cluster-f89833150d03922e848a8e4d,test,18,9,9,1,c20c53d45e68b5e4d1432801136b7e0de3f2f50263fbd52f06d046e0084636a6
dedup-cluster-f8befc62c1f1888d4803da4c,train,48,24,24,1,d2ebac2e899579584dce65fe13d795f909500a21f87a039e7ebc8afd02900303
dedup-cluster-f8f816ecf1e0e78375afe932,test,18,9,9,1,8872366fc6666f8ad8eb5ebd8fce4a814a52aa7e7a382dcc89156fdc2e9a19b1
dedup-cluster-f9ad8da8cff8f544eb822985,test,18,9,9,1,761a1931a717e5382573a2bc1df5077747b700208b692eae727588c5efd4f707
dedup-cluster-f9b2db30c1f7b1665ad6f593,train,48,24,24,1,f6a49fdf6cd43b94df5bd5d5232992b366573b237d2a978605111a80c0913e74
dedup-cluster-fb664cb695fde518915aab25,train,48,24,24,1,68165f2f784588f2d844a7b559494d2d0108dcc056961afb812f41acddee0081
dedup-cluster-fc358ef7970903b2c06d3c6e,train,48,24,24,1,48a737af5397c25fc74910709083804c01b8b37949acda4b33d5d15ba730f9ca
dedup-cluster-fd9e19480ac45dd31145b893,test,48,24,24,1,44965f2b5752b77f02b319720b9679163566a527a755b6121b00cf592cac8be7
dedup-cluster-fe640e4eb081ce0c6e4eadf2,train,132,66,66,4,a83444e76b62d7856ab28324d47df904628d8566c7b09bbbf20c2f7ab7f482f3
dedup-cluster-ff3c000e9d1174a8de74bd6f,train,18,9,9,1,4a0698fe2b184bd13d177c399cadee1cf62fa98dd8e005ee2525494b0006a739
dedup-cluster-ff49451d067828caa2ddfd75,test,18,9,9,1,e34a3fa0ef894d77ab29e91ea76762e77b6109c189d047ab87b4564b655e6f9b
dedup-cluster-ffd9ee3f05a73f09c39edad0,train,18,9,9,1,45be2712badbdeda7b07e25b6c348e9da4918a960f2220f9cb9bab890fbd5f52
