row_id,pair_id,payload_group_id,normalized_text_sha256,dedup_cluster_id,partition,label,model_id,codec_id,payload_class,prompt_template_id
detector_pair__a6ed2f355fb45dd0b47ac07f__ordinary_control,detector_pair__a6ed2f355fb45dd0b47ac07f,revision_v1_uuid_v4_002,2435a494c90915ca9e33068567fdd707eb362c3cb71908a1306db0a97b715439,dedup-cluster-7c84aa0ced3be32342082f66,validation,0,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b8,uuid_v4,professional_process_email
detector_pair__a6ed2f355fb45dd0b47ac07f__rankcloak,detector_pair__a6ed2f355fb45dd0b47ac07f,revision_v1_uuid_v4_002,37961167321eaf89a87715d297eb82552478d1119bc6d9772b34ca46b462b470,dedup-cluster-7c84aa0ced3be32342082f66,validation,1,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b8,uuid_v4,professional_process_email
detector_pair__a6f0860287f907fc7c87b28f__ordinary_control,detector_pair__a6f0860287f907fc7c87b28f,revision_v1_nonce_96_bit_hex_039,30be41ded45eb8e026c618554a5a7db580043fc76c9f8c7f2a2ce36b0c642ae6,dedup-cluster-480569e564e6de62c0580300,train,0,qwen2_5_7b_instruct_q4_k_m,nonseg_hex_nibble_b16,nonce_96_bit_hex,casual_weekend_chat
detector_pair__a6f0860287f907fc7c87b28f__rankcloak,detector_pair__a6f0860287f907fc7c87b28f,revision_v1_nonce_96_bit_hex_039,23bbc77bfa88fd67dc562d5e0c543242d2665f9606e9a4bd6b4681c5f85da5d9,dedup-cluster-480569e564e6de62c0580300,train,1,qwen2_5_7b_instruct_q4_k_m,nonseg_hex_nibble_b16,nonce_96_bit_hex,casual_weekend_chat
detector_pair__a6f161fad6bde8648dd45106__ordinary_control,detector_pair__a6f161fad6bde8648dd45106,revision_v1_hmac_sha256_hex_016,8377d7825a8da4e5d1e1c6fdc2c32d6b165a7675a370c415fcc2e1372e4ed4ab,dedup-cluster-3d7049c126c3e6af15cc5c6b,test,0,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_single_topic,hmac_sha256_hex,professional_process_email
detector_pair__a6f161fad6bde8648dd45106__rankcloak,detector_pair__a6f161fad6bde8648dd45106,revision_v1_hmac_sha256_hex_016,1aeb94e12e031e2eb0c693a527bb10b659ab08c0ed3ebed5c19397b373e39ce9,dedup-cluster-3d7049c126c3e6af15cc5c6b,test,1,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_single_topic,hmac_sha256_hex,professional_process_email
detector_pair__a6f400008e5f301e6ede7aed__ordinary_control,detector_pair__a6f400008e5f301e6ede7aed,revision_v1_chacha20_poly1305_base64_012,e3481d25ed1498410d4dfcf54ba47c358e55dc0d43cbb77802fdd950ff563991,dedup-cluster-b6cb839dcf71855b78414d6a,train,0,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b16,chacha20_poly1305_base64,professional_project_update
detector_pair__a6f400008e5f301e6ede7aed__rankcloak,detector_pair__a6f400008e5f301e6ede7aed,revision_v1_chacha20_poly1305_base64_012,f057ccb1de564a46af567bc9516dcbce08f6da806591bff18b0e8a56a3afeb4a,dedup-cluster-b6cb839dcf71855b78414d6a,train,1,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b16,chacha20_poly1305_base64,professional_project_update
detector_pair__a6f63b574f23707a5ba10a3e__ordinary_control,detector_pair__a6f63b574f23707a5ba10a3e,revision_v1_hmac_sha256_hex_056,eb7899cfbf930c01f82b6770cb524270c0544fca2a3cc49296d3a047a764ca52,dedup-cluster-d546e7e62abc86faac74f5d8,train,0,mistral_7b_instruct_v0_3_q4_k_m,nonseg_hex_nibble_b16,hmac_sha256_hex,explain_weather_pattern
detector_pair__a6f63b574f23707a5ba10a3e__rankcloak,detector_pair__a6f63b574f23707a5ba10a3e,revision_v1_hmac_sha256_hex_056,84f7a9ed11b84ef3b69e3dc2c8bb4b51a7eb4e436a323bdf6b738ea9c667db06,dedup-cluster-d546e7e62abc86faac74f5d8,train,1,mistral_7b_instruct_v0_3_q4_k_m,nonseg_hex_nibble_b16,hmac_sha256_hex,explain_weather_pattern
detector_pair__a7097dcee186e1f9ed14e986__ordinary_control,detector_pair__a7097dcee186e1f9ed14e986,revision_v1_nonce_96_bit_hex_004,f656d49d38738dd2d045dfc9e014c9f812d362b6eb5d67baf6d4f14da5b9ac61,dedup-cluster-b84d789db2f53c6cca61a4a3,test,0,llama3_8b_instruct_q4_k_m,nonseg_hex_nibble_b16,nonce_96_bit_hex,casual_neighborhood_chat
detector_pair__a7097dcee186e1f9ed14e986__rankcloak,detector_pair__a7097dcee186e1f9ed14e986,revision_v1_nonce_96_bit_hex_004,25d4097178b69d106c5288ea6bdac98aa10057a6bc8c46afbc0ff32838d3a72e,dedup-cluster-b84d789db2f53c6cca61a4a3,test,1,llama3_8b_instruct_q4_k_m,nonseg_hex_nibble_b16,nonce_96_bit_hex,casual_neighborhood_chat
detector_pair__a71128854f8cd821d42eb9ce__ordinary_control,detector_pair__a71128854f8cd821d42eb9ce,revision_v1_token_128_bit_hex_032,d47ff3b7e43d2fb337dfca68da3bd69f9512ac013ff0bd70ca1a80b8a5d1d910,dedup-cluster-796ee459977f55ca3b94eaa1,train,0,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic,token_128_bit_hex,explain_biological_process
detector_pair__a71128854f8cd821d42eb9ce__rankcloak,detector_pair__a71128854f8cd821d42eb9ce,revision_v1_token_128_bit_hex_032,97bb0e17dc2128bb495b7a864f376306466375396ac3dc1e4601ab8acd947c1d,dedup-cluster-796ee459977f55ca3b94eaa1,train,1,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic,token_128_bit_hex,explain_biological_process
detector_pair__a716b79c3a30291556c4c87a__ordinary_control,detector_pair__a716b79c3a30291556c4c87a,revision_v1_nonce_96_bit_hex_014,b36d96826257ac8146022aac93aac990d2c733ac03fa45667758c2e88fb84ad6,dedup-cluster-35392cac93c5f9b5bfbab99c,train,0,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,nonce_96_bit_hex,explain_biological_process
detector_pair__a716b79c3a30291556c4c87a__rankcloak,detector_pair__a716b79c3a30291556c4c87a,revision_v1_nonce_96_bit_hex_014,06fbcbf477a7e93ce29ffd80cacf42bfa89d1dc9b96c21d9dce92563e6a8ed96,dedup-cluster-35392cac93c5f9b5bfbab99c,train,1,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,nonce_96_bit_hex,explain_biological_process
detector_pair__a734d6a5ccb757bf5d097a03__ordinary_control,detector_pair__a734d6a5ccb757bf5d097a03,revision_v1_chacha20_poly1305_base64_054,0b962d1f6bb8d7d78b53ba70b76f4c0f0942eb708a92a92e3f10afec8b18fff2,dedup-cluster-a48427d79245576d2f3745ad,train,0,llama3_8b_instruct_q4_k_m,nonseg_ascii_b8,chacha20_poly1305_base64,casual_weekend_chat
detector_pair__a734d6a5ccb757bf5d097a03__rankcloak,detector_pair__a734d6a5ccb757bf5d097a03,revision_v1_chacha20_poly1305_base64_054,4607fc081f4ba7cb90e26950e15d9fd741d7bbbbcb90007f2096882f16b4c5a2,dedup-cluster-a48427d79245576d2f3745ad,train,1,llama3_8b_instruct_q4_k_m,nonseg_ascii_b8,chacha20_poly1305_base64,casual_weekend_chat
detector_pair__a73bc0c25ade0eba36112178__ordinary_control,detector_pair__a73bc0c25ade0eba36112178,revision_v1_nonce_96_bit_hex_023,f0c002dde5619099b34e0b248007e7e585dac24e2b4942011ff13dddd6a24ebd,dedup-cluster-7b810f2afbcabc7ee462bff7,validation,0,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b16,nonce_96_bit_hex,forum_practical_answer
detector_pair__a73bc0c25ade0eba36112178__rankcloak,detector_pair__a73bc0c25ade0eba36112178,revision_v1_nonce_96_bit_hex_023,c51cb8fd3f9dc6e90535c4ecece3b35cd3bfec7473ae6f17df6ab2aea8508d9d,dedup-cluster-7b810f2afbcabc7ee462bff7,validation,1,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b16,nonce_96_bit_hex,forum_practical_answer
detector_pair__a7444010566f547e5d6fa558__ordinary_control,detector_pair__a7444010566f547e5d6fa558,revision_v1_token_128_bit_hex_041,926416de082a5a8f4e3ecec1e94a63c92f6042b6ab43140204aec859d0dcd38c,dedup-cluster-35b6105f6e012664ee7fb95a,train,0,llama3_8b_instruct_q4_k_m,nonseg_ascii_b8,token_128_bit_hex,forum_practical_answer
detector_pair__a7444010566f547e5d6fa558__rankcloak,detector_pair__a7444010566f547e5d6fa558,revision_v1_token_128_bit_hex_041,5ef89a45bfe07fbc1df3aba6b8347084a10479d193ec7715ec9a10a6824f4992,dedup-cluster-35b6105f6e012664ee7fb95a,train,1,llama3_8b_instruct_q4_k_m,nonseg_ascii_b8,token_128_bit_hex,forum_practical_answer
detector_pair__a749161ad9c75eeaf25cea10__ordinary_control,detector_pair__a749161ad9c75eeaf25cea10,revision_v1_hmac_sha256_hex_050,235216a2846e81aa09fd76dbcb09350e6d937e021a5d6b220b6b9da71a08ce9e,dedup-cluster-484bc3854d49e18198bd3802,validation,0,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_single_topic,hmac_sha256_hex,explain_biological_process
detector_pair__a749161ad9c75eeaf25cea10__rankcloak,detector_pair__a749161ad9c75eeaf25cea10,revision_v1_hmac_sha256_hex_050,8830c74d4cb69886fb49386b5ae45da62cbe1294c0b1eae620d78aa6c0fe5e51,dedup-cluster-484bc3854d49e18198bd3802,validation,1,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_single_topic,hmac_sha256_hex,explain_biological_process
detector_pair__a74a6a70b7fe5690b284e7a5__ordinary_control,detector_pair__a74a6a70b7fe5690b284e7a5,revision_v1_uuid_v4_040,9ac13964ea83723db85594d6966384f974ba920dfe420c4ace0bc1d34934a977,dedup-cluster-0a53df1782d32b924a429e87,test,0,llama3_8b_instruct_q4_k_m,nonseg_ascii_b16,uuid_v4,forum_purchase_advice
detector_pair__a74a6a70b7fe5690b284e7a5__rankcloak,detector_pair__a74a6a70b7fe5690b284e7a5,revision_v1_uuid_v4_040,ef5925e03a7cb5f6680c7289ea9dbcc8319ab6c6a4d48838c8fa9bb263c16f0d,dedup-cluster-0a53df1782d32b924a429e87,test,1,llama3_8b_instruct_q4_k_m,nonseg_ascii_b16,uuid_v4,forum_purchase_advice
detector_pair__a75ae246b31a1336d8f9f1ad__ordinary_control,detector_pair__a75ae246b31a1336d8f9f1ad,revision_v1_hmac_sha256_hex_023,dd61efc5c35667f0712238079f60748fc827b48426e667238bd294b2af78f823,dedup-cluster-c791365cbb6a3ed856420c65,test,0,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic,hmac_sha256_hex,casual_hobby_chat
detector_pair__a75ae246b31a1336d8f9f1ad__rankcloak,detector_pair__a75ae246b31a1336d8f9f1ad,revision_v1_hmac_sha256_hex_023,60b989906264ac54010213fe653d75cbf95b7ef22ed2f970a6fa18be260f94ea,dedup-cluster-c791365cbb6a3ed856420c65,test,1,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic,hmac_sha256_hex,casual_hobby_chat
detector_pair__a76863235d6c9bce035dc5c5__ordinary_control,detector_pair__a76863235d6c9bce035dc5c5,revision_v1_uuid_v4_000,3cc051746ec1b3406b4d57db650eb1050a24ed6ac1c1525e9a24bfd4c61ceb37,dedup-cluster-809b97287e736b1184c31853,train,0,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b8,uuid_v4,casual_weekend_chat
detector_pair__a76863235d6c9bce035dc5c5__rankcloak,detector_pair__a76863235d6c9bce035dc5c5,revision_v1_uuid_v4_000,7ff61800107b22361cffd92a6aa311cccd048e859bacde71d1c9ae958708ad8c,dedup-cluster-809b97287e736b1184c31853,train,1,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b8,uuid_v4,casual_weekend_chat
detector_pair__a76c3d95455dad03c62a6052__ordinary_control,detector_pair__a76c3d95455dad03c62a6052,revision_v1_sha256_hex_022,774c79b9bdc148b481b79b703df732c7d0c0f89a39b3f0ae6feccae94ecb3f15,dedup-cluster-cdb9e70828491d0b5a051258,train,0,llama3_8b_instruct_q4_k_m,nonseg_ascii_b16,sha256_hex,narrative_small_discovery
detector_pair__a76c3d95455dad03c62a6052__rankcloak,detector_pair__a76c3d95455dad03c62a6052,revision_v1_sha256_hex_022,6f89f8f2c4cc7ef416e019b11ebb81c7ff07210b0538cdf8692c0dfe256ebc30,dedup-cluster-cdb9e70828491d0b5a051258,train,1,llama3_8b_instruct_q4_k_m,nonseg_ascii_b16,sha256_hex,narrative_small_discovery
detector_pair__a7702d376550a569b73812d2__ordinary_control,detector_pair__a7702d376550a569b73812d2,revision_v1_nonce_96_bit_hex_047,d712837aee9fdfc42b8671cad8eff5eb58168407a841bd9a284731a09dd3c784,dedup-cluster-17076ff9269019d74c924b01,train,0,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,nonce_96_bit_hex,professional_project_update
detector_pair__a7702d376550a569b73812d2__rankcloak,detector_pair__a7702d376550a569b73812d2,revision_v1_nonce_96_bit_hex_047,d91781bd70da56764cd2b615aa51d68d1ce26fe02776f4f87f7aeb773b98376a,dedup-cluster-17076ff9269019d74c924b01,train,1,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,nonce_96_bit_hex,professional_project_update
detector_pair__a771e5e1b45033c48dbd058d__ordinary_control,detector_pair__a771e5e1b45033c48dbd058d,revision_v1_token_128_bit_hex_050,3a4363598914f07362c40bf2e6cc436af82104202427c9b816a7180b013fc1da,dedup-cluster-677b931ede46b422796a024f,train,0,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,token_128_bit_hex,professional_schedule_note
detector_pair__a771e5e1b45033c48dbd058d__rankcloak,detector_pair__a771e5e1b45033c48dbd058d,revision_v1_token_128_bit_hex_050,14aa8916b5a5252746760876982288c2c3e05e7895dc71157e3f5267514eb59b,dedup-cluster-677b931ede46b422796a024f,train,1,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,token_128_bit_hex,professional_schedule_note
detector_pair__a77bf8a1b5049aeab0273daa__ordinary_control,detector_pair__a77bf8a1b5049aeab0273daa,revision_v1_nonce_96_bit_hex_014,a720d48c94fa72adb3cb48009fafe47c9ff0b8cc2d5d61f3b782ceb424cf562e,dedup-cluster-35392cac93c5f9b5bfbab99c,train,0,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,nonce_96_bit_hex,explain_biological_process
detector_pair__a77bf8a1b5049aeab0273daa__rankcloak,detector_pair__a77bf8a1b5049aeab0273daa,revision_v1_nonce_96_bit_hex_014,7d9d958889655f3ddad700b1b4d41898e0082d139bb7c0cfe0765707872e2116,dedup-cluster-35392cac93c5f9b5bfbab99c,train,1,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,nonce_96_bit_hex,explain_biological_process
detector_pair__a78109413ee270571a5bde96__ordinary_control,detector_pair__a78109413ee270571a5bde96,revision_v1_sha256_hex_022,a2954927cc2ee9e68563e3a00be24c9f6cb511c8581324e976c3975ffb11e77b,dedup-cluster-cdb9e70828491d0b5a051258,train,0,qwen2_5_7b_instruct_q4_k_m,nonseg_hex_nibble_b16,sha256_hex,explain_everyday_system
detector_pair__a78109413ee270571a5bde96__rankcloak,detector_pair__a78109413ee270571a5bde96,revision_v1_sha256_hex_022,1c947068075ccc35e5e4a3e493e4f1fa44d2c3457e4e5695c1a2637570ce67f7,dedup-cluster-cdb9e70828491d0b5a051258,train,1,qwen2_5_7b_instruct_q4_k_m,nonseg_hex_nibble_b16,sha256_hex,explain_everyday_system
detector_pair__a7822e66ab41eba8ea04c0d4__ordinary_control,detector_pair__a7822e66ab41eba8ea04c0d4,revision_v1_nonce_96_bit_hex_040,c1980fbf46c8568ee2498049a5f03d49b30317f22ecc5300cc576d5fd8cfcf24,dedup-cluster-2f91866a4152689c8a27b0ea,train,0,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,nonce_96_bit_hex,professional_project_update
detector_pair__a7822e66ab41eba8ea04c0d4__rankcloak,detector_pair__a7822e66ab41eba8ea04c0d4,revision_v1_nonce_96_bit_hex_040,bd2825e630a42af71d0d2f8eac481835c586ea65d96a8140834adf2ed1a18eb7,dedup-cluster-2f91866a4152689c8a27b0ea,train,1,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,nonce_96_bit_hex,professional_project_update
detector_pair__a792e14ca17d3c38473a730e__ordinary_control,detector_pair__a792e14ca17d3c38473a730e,revision_v1_ed25519_signature_base64_046,ac1d76b5de3caece3771f525dfcee92ff957023ff2edf9cf0236d092a56708f1,dedup-cluster-0de80089e8762fad04cb9524,validation,0,mistral_7b_instruct_v0_3_q4_k_m,direct_subword_calgacus,ed25519_signature_base64,professional_schedule_note
detector_pair__a792e14ca17d3c38473a730e__rankcloak,detector_pair__a792e14ca17d3c38473a730e,revision_v1_ed25519_signature_base64_046,229ad9fd3c0451d19947109e502a26a44bd77b6561b8d7db3b85c6f4fb9ab631,dedup-cluster-0de80089e8762fad04cb9524,validation,1,mistral_7b_instruct_v0_3_q4_k_m,direct_subword_calgacus,ed25519_signature_base64,professional_schedule_note
detector_pair__a7a2e96fc60a8d691f7e3f06__ordinary_control,detector_pair__a7a2e96fc60a8d691f7e3f06,revision_v1_token_128_bit_hex_046,638f87958943f0245508dd463e99c18fec2f3a06e914f4885687a5045efdb001,dedup-cluster-bb3426430524b7a3d5783048,train,0,llama3_8b_instruct_q4_k_m,nonseg_ascii_b16,token_128_bit_hex,professional_schedule_note
detector_pair__a7a2e96fc60a8d691f7e3f06__rankcloak,detector_pair__a7a2e96fc60a8d691f7e3f06,revision_v1_token_128_bit_hex_046,b841215c8080a657ce5c69a63fc1c028a9b7e41f2e086af91b58aa8610b95e0d,dedup-cluster-bb3426430524b7a3d5783048,train,1,llama3_8b_instruct_q4_k_m,nonseg_ascii_b16,token_128_bit_hex,professional_schedule_note
detector_pair__a7b7ee8338bbee1c193b5800__ordinary_control,detector_pair__a7b7ee8338bbee1c193b5800,revision_v1_nonce_96_bit_hex_032,2a545de156dbfb2362bf574fff067c3b1438f7f2d4bb6916befdd1525d8ce48c,dedup-cluster-530f7a325b417a884b1be200,test,0,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_single_topic,nonce_96_bit_hex,casual_weekend_chat
detector_pair__a7b7ee8338bbee1c193b5800__rankcloak,detector_pair__a7b7ee8338bbee1c193b5800,revision_v1_nonce_96_bit_hex_032,9c0dcf096f557561c1e2ead52cbfef605c2568464dedbb59481d226f80809589,dedup-cluster-530f7a325b417a884b1be200,test,1,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_single_topic,nonce_96_bit_hex,casual_weekend_chat
detector_pair__a7bce496ae8322ba70e2301a__ordinary_control,detector_pair__a7bce496ae8322ba70e2301a,revision_v1_token_128_bit_hex_015,8472893c0b08a695be76b02354d24781687c1ae0f03ba4bed5185a91f685ca68,dedup-cluster-1a88735e2967b1b509e24d6b,test,0,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b8,token_128_bit_hex,forum_purchase_advice
detector_pair__a7bce496ae8322ba70e2301a__rankcloak,detector_pair__a7bce496ae8322ba70e2301a,revision_v1_token_128_bit_hex_015,b50874058d696a4573042bfd644037a737938df7cbb057b0129aaeecf20832ed,dedup-cluster-1a88735e2967b1b509e24d6b,test,1,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b8,token_128_bit_hex,forum_purchase_advice
detector_pair__a7c55b4ebdb564567b570298__ordinary_control,detector_pair__a7c55b4ebdb564567b570298,revision_v1_sha256_hex_037,c8d837bf5ae171e3f7aff1ba126aef349423635b863a9e10a198494c68e43870,dedup-cluster-6c21ad65fb4bd1a4c214a454,train,0,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,sha256_hex,forum_purchase_advice
detector_pair__a7c55b4ebdb564567b570298__rankcloak,detector_pair__a7c55b4ebdb564567b570298,revision_v1_sha256_hex_037,b10cf4e5e95ba86ff5901c9ba0977f1ad96b0f1b25ac6f81c29eccdaa28e8087,dedup-cluster-6c21ad65fb4bd1a4c214a454,train,1,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,sha256_hex,forum_purchase_advice
detector_pair__a7cecee1ce8bd61dca953405__ordinary_control,detector_pair__a7cecee1ce8bd61dca953405,revision_v1_chacha20_poly1305_base64_021,b988f95e3b4a54e94a304395a3101d0ef730860d73e1b34806d7241033a9bfd1,dedup-cluster-78148862add6c3b623760083,train,0,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b16,chacha20_poly1305_base64,explain_biological_process
detector_pair__a7cecee1ce8bd61dca953405__rankcloak,detector_pair__a7cecee1ce8bd61dca953405,revision_v1_chacha20_poly1305_base64_021,d331477d42e4d52c5b236d7b47d19689abe4c39854f0415fec2122b282d6683c,dedup-cluster-78148862add6c3b623760083,train,1,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b16,chacha20_poly1305_base64,explain_biological_process
detector_pair__a7cf75112b8975dc9c5c3c11__ordinary_control,detector_pair__a7cf75112b8975dc9c5c3c11,revision_v1_token_128_bit_hex_049,d816726880503c94d1a6b89581d725a18b1e1ed7c082fd40672512c97e665a6c,dedup-cluster-25e8125b00cb0a0fe72d530a,train,0,llama3_8b_instruct_q4_k_m,nonseg_hex_nibble_b16,token_128_bit_hex,narrative_learning_moment
detector_pair__a7cf75112b8975dc9c5c3c11__rankcloak,detector_pair__a7cf75112b8975dc9c5c3c11,revision_v1_token_128_bit_hex_049,75dae9da6d884270b33017ee7584d399142d6279dabd00ad3d1d82d1486e4ae4,dedup-cluster-25e8125b00cb0a0fe72d530a,train,1,llama3_8b_instruct_q4_k_m,nonseg_hex_nibble_b16,token_128_bit_hex,narrative_learning_moment
detector_pair__a7dcf81d2af5da01a1ce5e03__ordinary_control,detector_pair__a7dcf81d2af5da01a1ce5e03,revision_v1_ed25519_signature_base64_053,0c899ce58ebca969b2c67e14ad82a500309e662c4d2ff5da77804aea3df2663d,dedup-cluster-96928faedd40703b8bea346c,train,0,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b16,ed25519_signature_base64,forum_learning_answer
detector_pair__a7dcf81d2af5da01a1ce5e03__rankcloak,detector_pair__a7dcf81d2af5da01a1ce5e03,revision_v1_ed25519_signature_base64_053,5ae29cf8db91e179615b77233682696b9a33f614cf38a81d9d1ad381deeaaf11,dedup-cluster-96928faedd40703b8bea346c,train,1,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b16,ed25519_signature_base64,forum_learning_answer
detector_pair__a7ef666a80eebb3a956fc7d2__ordinary_control,detector_pair__a7ef666a80eebb3a956fc7d2,revision_v1_nonce_96_bit_hex_041,8c1e7d898fb02058882ee3ce5f79ed2857f28fbd08e01b6f5dd32f830d0b3a77,dedup-cluster-297821525cb8031a3660626d,train,0,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,nonce_96_bit_hex,forum_practical_answer
detector_pair__a7ef666a80eebb3a956fc7d2__rankcloak,detector_pair__a7ef666a80eebb3a956fc7d2,revision_v1_nonce_96_bit_hex_041,7a97e13341d53f2180427f41baa310b2f7301e1c6cb4917835f3ee3a4f14aaa6,dedup-cluster-297821525cb8031a3660626d,train,1,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,nonce_96_bit_hex,forum_practical_answer
detector_pair__a7f47179ec8f3508838dea31__ordinary_control,detector_pair__a7f47179ec8f3508838dea31,revision_v1_hmac_sha256_hex_027,34dcca9459b3d8f40fbc9af44758ebe9bb1b68c292d218506fbbca5f0cbdd0aa,dedup-cluster-163493858dcf66d022a7fe90,train,0,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b8,hmac_sha256_hex,casual_hobby_chat
detector_pair__a7f47179ec8f3508838dea31__rankcloak,detector_pair__a7f47179ec8f3508838dea31,revision_v1_hmac_sha256_hex_027,8eb33cd69c577c89de2e22b522d6067c809d029ec7724776557c37f2373f5659,dedup-cluster-163493858dcf66d022a7fe90,train,1,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b8,hmac_sha256_hex,casual_hobby_chat
detector_pair__a802a3999a3fe3862bda7f41__ordinary_control,detector_pair__a802a3999a3fe3862bda7f41,revision_v1_hmac_sha256_hex_036,e63ada8f169f853f964344ab86f398792d075b656221bb4e0c3d86eb06dfa224,dedup-cluster-d24ae4dc1ca2dcb4473005f9,validation,0,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_single_topic,hmac_sha256_hex,procedure_simple_meal
detector_pair__a802a3999a3fe3862bda7f41__rankcloak,detector_pair__a802a3999a3fe3862bda7f41,revision_v1_hmac_sha256_hex_036,7e4f01b9898286f8af78c3b5792e957693ae1663e7f6b04c2601be8715b844cc,dedup-cluster-d24ae4dc1ca2dcb4473005f9,validation,1,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_single_topic,hmac_sha256_hex,procedure_simple_meal
detector_pair__a822c7343d89a49b41f012d3__ordinary_control,detector_pair__a822c7343d89a49b41f012d3,revision_v1_nonce_96_bit_hex_025,55be15c2ded7485cc81e96db55eaa57edeb31daafb7f6a8e920a7dfc685b923a,dedup-cluster-a9a56840e2c7d4a59a486e62,validation,0,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b16,nonce_96_bit_hex,explain_biological_process
detector_pair__a822c7343d89a49b41f012d3__rankcloak,detector_pair__a822c7343d89a49b41f012d3,revision_v1_nonce_96_bit_hex_025,223e4b10fbd1dcd61bcfc6eb6e0b2c8877862f0936ced1e0b78a49ccff31dd34,dedup-cluster-a9a56840e2c7d4a59a486e62,validation,1,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b16,nonce_96_bit_hex,explain_biological_process
detector_pair__a82abb4e8f1d55ab971b18c1__ordinary_control,detector_pair__a82abb4e8f1d55ab971b18c1,revision_v1_hmac_sha256_hex_007,a56d08868a0d58cb8ad922bcd61ece438324e09392bb6ae0a77cf55ce3bffa65,dedup-cluster-b4868d042705cc3b15a3b091,train,0,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b8,hmac_sha256_hex,narrative_local_walk
detector_pair__a82abb4e8f1d55ab971b18c1__rankcloak,detector_pair__a82abb4e8f1d55ab971b18c1,revision_v1_hmac_sha256_hex_007,e9919e18e96ee811324f81fcebc6daa068d88b0ffa36db300096a12aef30b9bc,dedup-cluster-b4868d042705cc3b15a3b091,train,1,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b8,hmac_sha256_hex,narrative_local_walk
detector_pair__a82ed218360ee55aff90ab5b__ordinary_control,detector_pair__a82ed218360ee55aff90ab5b,revision_v1_hmac_sha256_hex_015,889e6aedaaba5a3556e0a584f225f5254588669de083ec28dbbfb543faa3c959,dedup-cluster-368ee7b8567a10e29dd2e108,train,0,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,hmac_sha256_hex,explain_everyday_system
detector_pair__a82ed218360ee55aff90ab5b__rankcloak,detector_pair__a82ed218360ee55aff90ab5b,revision_v1_hmac_sha256_hex_015,902eac887f350a4910422c78a579c06e0b6e6d76da9993b33dfb55d34485e584,dedup-cluster-368ee7b8567a10e29dd2e108,train,1,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,hmac_sha256_hex,explain_everyday_system
