row_id,pair_id,payload_group_id,label,partition,model_id,codec_id,payload_class,prompt_template_id,representation_name,generation_study,evaluation_id,study_source,gate_level,quantization,plan_id,pairing_unit_id,normalized_text_sha256,dedup_cluster_id
quantization_generated__quantization_trial__5a9f217e05e4df92c3138b30,detector_pair__329c0ef6d49127a224eff335,revision_v1_uuid_v4_054,0,test,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b8,uuid_v4,explain_biological_process,ascii_b8,quantization,q8_to_q4,model_backed_quantization,not_applicable,Q4_K_M,quantization_trial__5a9f217e05e4df92c3138b30,quantization_pair__571cdfbafacbb922b7821000,a0675aea7836b46207b3e1b01b76f208f342ad776d131948b7e6fa85990e5fa6,locked-dedup-cluster-bdb0cb932ce8d25533d129e7
quantization_generated__quantization_trial__5abbf96a19c8256a25f6a7fc,detector_pair__6f3d8adf2f13e55423511d7b,revision_v1_nonce_96_bit_hex_001,0,train,qwen2_5_7b_instruct_q8_0,nonseg_ascii_b16,nonce_96_bit_hex,narrative_small_discovery,ascii_b16,quantization,q8_to_q4,model_backed_quantization,not_applicable,Q8_0,quantization_trial__5abbf96a19c8256a25f6a7fc,quantization_pair__722f0a2abefe760d2d2445d7,dcc263a8ccba0d4f62f94a6bcfa8b6814af57e7a9eb5a1b6dd2532ddc4f09a1a,locked-dedup-cluster-4c7d81d9bc771045be64324c
quantization_generated__quantization_trial__5b0c80bf8e6ea771a8ca9f8d,detector_pair__bbc8243a3615367836bcd67b,revision_v1_nonce_96_bit_hex_055,0,test,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b8,nonce_96_bit_hex,narrative_small_discovery,ascii_b8,quantization,q8_to_q4,model_backed_quantization,not_applicable,Q4_K_M,quantization_trial__5b0c80bf8e6ea771a8ca9f8d,quantization_pair__f18f11f5f6820eba2d71227a,ba47936a6bbc1c46770e7f67177203e1a3a02d50ef3401c0c4ea649d647173f3,locked-dedup-cluster-133b7f7eae3c4fc7f563ffcd
quantization_generated__quantization_trial__5b12e81e4952cff4b0fb76a3,detector_pair__09f560b87d8c223c987c500d,revision_v1_uuid_v4_040,1,validation,qwen2_5_7b_instruct_q8_0,nonseg_ascii_b8,uuid_v4,procedure_garden_task,ascii_b8,quantization,q8_to_q4,model_backed_quantization,not_applicable,Q8_0,quantization_trial__5b12e81e4952cff4b0fb76a3,quantization_pair__12704a1d7fe6b033c419f8dd,0afafaf8980c455005900d56d8ea4ddfeeec5120687dfe542099f4cbec72ee93,locked-dedup-cluster-0a53df1782d32b924a429e87
quantization_generated__quantization_trial__5b271f61892a06bc9da2aa62,detector_pair__c736c2794b04e846d497f04a,revision_v1_chacha20_poly1305_base64_004,1,train,qwen2_5_7b_instruct_q8_0,nonseg_ascii_b16,chacha20_poly1305_base64,explain_everyday_system,ascii_b16,quantization,q8_to_q4,model_backed_quantization,not_applicable,Q8_0,quantization_trial__5b271f61892a06bc9da2aa62,quantization_pair__60a48da0c5f992abcab0896b,22f24185afab4dff506edb185f56062ca9dec91593d6412500767e7041f76b13,locked-dedup-cluster-26d0e390c431894214a50804
quantization_generated__quantization_trial__5b85af06898976628f1014f1,detector_pair__3eb712799aa0cdc588fe7280,revision_v1_token_128_bit_hex_015,0,train,qwen2_5_7b_instruct_q8_0,nonseg_ascii_b8,token_128_bit_hex,professional_project_update,ascii_b8,quantization,q8_to_q4,model_backed_quantization,not_applicable,Q8_0,quantization_trial__5b85af06898976628f1014f1,quantization_pair__ffb7c82f21bfa47a46cfd229,564631a09430b641c1c6289a1a3c8a56c52ce8102ee8b9015f9ea3cfea829583,locked-dedup-cluster-1a88735e2967b1b509e24d6b
quantization_generated__quantization_trial__5bc86d64d45dd3f76dbc067d,detector_pair__7f57c4f477f2159947c22953,revision_v1_aes256_gcm_base64_058,1,test,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b8,aes256_gcm_base64,narrative_small_discovery,ascii_b8,quantization,q8_to_q4,model_backed_quantization,not_applicable,Q4_K_M,quantization_trial__5bc86d64d45dd3f76dbc067d,quantization_pair__48b98608a64c15b2591a8ff3,26c72c67be1cb24fa105a1789b32cd0cf2ed73bb7aa2f1c655845fbbcb71ca9f,locked-dedup-cluster-ed3763e56066fab08024a97b
quantization_generated__quantization_trial__5c34d76a6f62c1a8cabd6375,detector_pair__06ae59d830cc6e1f48af8990,revision_v1_hmac_sha256_hex_034,1,train,qwen2_5_7b_instruct_q8_0,nonseg_ascii_b8,hmac_sha256_hex,casual_hobby_chat,ascii_b8,quantization,q8_to_q4,model_backed_quantization,not_applicable,Q8_0,quantization_trial__5c34d76a6f62c1a8cabd6375,quantization_pair__7383ba344e2729b73b1f0b2e,5b686b3dd24e4816362f38a0adbbf231472362d4a4492fc2a70e3a4ab7502924,locked-dedup-cluster-e448157f9945d3e1cba1600b
quantization_generated__quantization_trial__5c9438dd4bd898bae8cca742,detector_pair__92c4ed3194b3ea8a8be1bdee,revision_v1_chacha20_poly1305_base64_058,1,test,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b16,chacha20_poly1305_base64,explain_everyday_system,ascii_b16,quantization,q8_to_q4,model_backed_quantization,not_applicable,Q4_K_M,quantization_trial__5c9438dd4bd898bae8cca742,quantization_pair__90b78f74028c72b0a2900fa1,920ee50817626951606428bf67bd4edd32dcc52508d67fbdaaa839dd20d78d08,locked-dedup-cluster-ba74984ac2d00a189aa1652c
quantization_generated__quantization_trial__5cade1d16fd4577b188feba3,detector_pair__cec50060c21d25937b8e5172,revision_v1_nonce_96_bit_hex_048,1,test,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b8,nonce_96_bit_hex,procedure_garden_task,ascii_b8,quantization,q8_to_q4,model_backed_quantization,not_applicable,Q4_K_M,quantization_trial__5cade1d16fd4577b188feba3,quantization_pair__291364f132c58e4b0a5e59af,4df76c3fa2df37c58799079b2c4090337380732d9ffccb10f9229db358a75e2e,locked-dedup-cluster-860f29e67b6cb940e356f2ba
quantization_generated__quantization_trial__5cd24babba1d9aed854d542f,detector_pair__1d5daf0ae2a730e4ca234f10,revision_v1_ed25519_signature_base64_009,1,train,qwen2_5_7b_instruct_q8_0,nonseg_ascii_b8,ed25519_signature_base64,explain_weather_pattern,ascii_b8,quantization,q8_to_q4,model_backed_quantization,not_applicable,Q8_0,quantization_trial__5cd24babba1d9aed854d542f,quantization_pair__e4e24ada32a8efc645bee6ac,03a60c9e34e428b750ba7d2a0d546ac741fe6779784433f77eb8132d36415e2d,locked-dedup-cluster-3335ecdbe689059d042192cb
quantization_generated__quantization_trial__5cd8eadcba859a78f6fc5039,detector_pair__3272bcd25cf17e4f6bb13663,revision_v1_ed25519_signature_base64_009,1,train,qwen2_5_7b_instruct_q8_0,nonseg_ascii_b16,ed25519_signature_base64,explain_weather_pattern,ascii_b16,quantization,q8_to_q4,model_backed_quantization,not_applicable,Q8_0,quantization_trial__5cd8eadcba859a78f6fc5039,quantization_pair__e88514fc65100bcb5051c723,c944b6711e4f119b4c15c50d7b596934e103da55ee7cc3d439b9a76d48224a57,locked-dedup-cluster-3335ecdbe689059d042192cb
quantization_generated__quantization_trial__5daffbc5b43106fb141cfd7e,detector_pair__8fdcb111e75158018783c679,revision_v1_chacha20_poly1305_base64_041,0,validation,qwen2_5_7b_instruct_q8_0,nonseg_ascii_b16,chacha20_poly1305_base64,casual_hobby_chat,ascii_b16,quantization,q8_to_q4,model_backed_quantization,not_applicable,Q8_0,quantization_trial__5daffbc5b43106fb141cfd7e,quantization_pair__a695956c37c424c72f029dc9,aa44a5ff3d0e140f7979ea29bcac40c8fb8a12af21e66b7d2fc2eb87f280c313,locked-dedup-cluster-804389a06ddc24189a12fcd5
quantization_generated__quantization_trial__5dc61131a67e434ba2d1f6fa,detector_pair__f6b4c1d32978c4bd38effff0,revision_v1_ed25519_signature_base64_053,1,test,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b8,ed25519_signature_base64,professional_schedule_note,ascii_b8,quantization,q8_to_q4,model_backed_quantization,not_applicable,Q4_K_M,quantization_trial__5dc61131a67e434ba2d1f6fa,quantization_pair__ad6eeb36be3d13242aa3bb9f,c563d5a42da1ab698c66d44010b74ea5150818865ff9964bd43a6d5bb39aefb0,locked-dedup-cluster-96928faedd40703b8bea346c
quantization_generated__quantization_trial__5de528318657469a91e5729c,detector_pair__3fbb4289b49148c301d7cd57,revision_v1_uuid_v4_046,1,validation,qwen2_5_7b_instruct_q8_0,nonseg_ascii_b8,uuid_v4,procedure_simple_meal,ascii_b8,quantization,q8_to_q4,model_backed_quantization,not_applicable,Q8_0,quantization_trial__5de528318657469a91e5729c,quantization_pair__75b2178160fd8c79e4ada92c,ba9097907fd56be54a26af9ae3ced2979bcb64f42538728d5da91532aa54cc47,locked-dedup-cluster-3153c3799d1bf60fd0f41b4a
quantization_generated__quantization_trial__5e1677935ad43124c629cdfa,detector_pair__0140bc7092e9a4c1ca13e0ff,revision_v1_ed25519_signature_base64_016,0,train,qwen2_5_7b_instruct_q8_0,nonseg_ascii_b8,ed25519_signature_base64,casual_hobby_chat,ascii_b8,quantization,q8_to_q4,model_backed_quantization,not_applicable,Q8_0,quantization_trial__5e1677935ad43124c629cdfa,quantization_pair__1bd66e1a57e5252d89be20e3,a30ff7b9d0ea9f6bfa72b32952cdc4aa451543db9be22fccae166420e3ca229e,locked-dedup-cluster-45b84fe75a137171236cd725
quantization_generated__quantization_trial__5e1c21f72672e74fc7c8dddc,detector_pair__3aca036958926eb67f4134ba,revision_v1_hmac_sha256_hex_043,1,validation,qwen2_5_7b_instruct_q8_0,nonseg_ascii_b8,hmac_sha256_hex,procedure_simple_meal,ascii_b8,quantization,q8_to_q4,model_backed_quantization,not_applicable,Q8_0,quantization_trial__5e1c21f72672e74fc7c8dddc,quantization_pair__c2ff56af9e7dabecda3caac8,561a9250c6b2c8c170c0cfe6c387a76f0013cb99e7955d56f84003dcb4fa0e3e,locked-dedup-cluster-4f6ab2ce0956867e1b0b1bad
quantization_generated__quantization_trial__5e4eb65e8060444e82a2c3a5,detector_pair__b753acc94d59ed5863a76b63,revision_v1_nonce_96_bit_hex_000,1,train,qwen2_5_7b_instruct_q8_0,nonseg_ascii_b16,nonce_96_bit_hex,procedure_simple_meal,ascii_b16,quantization,q8_to_q4,model_backed_quantization,not_applicable,Q8_0,quantization_trial__5e4eb65e8060444e82a2c3a5,quantization_pair__7149ccdfbddb1c4c01b2d83c,5b53c76f886a55bfd144295c281d93451810057d85cc1dd05bd1bf83bbb8c0d2,locked-dedup-cluster-293af84a525a989c1fd53cf4
quantization_generated__quantization_trial__5e69753f139f1552bfbaf805,detector_pair__930b4dc6f018f6d0785becc5,revision_v1_chacha20_poly1305_base64_003,0,train,qwen2_5_7b_instruct_q8_0,nonseg_ascii_b8,chacha20_poly1305_base64,narrative_local_walk,ascii_b8,quantization,q8_to_q4,model_backed_quantization,not_applicable,Q8_0,quantization_trial__5e69753f139f1552bfbaf805,quantization_pair__fade2168b2ba5f4c5551e8e9,1477ed771a57029c684d6b1978a3d0784fab07d290e6f03ee9bfccc93c62527c,locked-dedup-cluster-418e1dfdad8a13fa38873592
quantization_generated__quantization_trial__5e93ba02ebe42582b084e734,detector_pair__1105ee68ed43127bbb700a19,revision_v1_hmac_sha256_hex_045,1,validation,qwen2_5_7b_instruct_q8_0,nonseg_ascii_b16,hmac_sha256_hex,explain_weather_pattern,ascii_b16,quantization,q8_to_q4,model_backed_quantization,not_applicable,Q8_0,quantization_trial__5e93ba02ebe42582b084e734,quantization_pair__f4cd232d3588ca7d434ae303,94f7e389c81e86a1560794410eb520ecec91a3f54527c793cd931c78fdf72a13,locked-dedup-cluster-f9b2db30c1f7b1665ad6f593
quantization_generated__quantization_trial__5e95099c6087bd7e917341aa,detector_pair__9953d6abc941ed5e5a551654,revision_v1_uuid_v4_014,0,train,qwen2_5_7b_instruct_q8_0,nonseg_ascii_b8,uuid_v4,professional_schedule_note,ascii_b8,quantization,q8_to_q4,model_backed_quantization,not_applicable,Q8_0,quantization_trial__5e95099c6087bd7e917341aa,quantization_pair__1e5eb75854e610f5674fea44,414092508cfb0aedbdd0c92b1807215bbf4415854df9b6207033c8b878764191,locked-dedup-cluster-1781dfd7668b363d8d97f42e
quantization_generated__quantization_trial__5e99bd4cae685cbfabab96e5,detector_pair__ca40d644d86beff1b21b6cf4,revision_v1_ed25519_signature_base64_054,0,test,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b16,ed25519_signature_base64,forum_learning_answer,ascii_b16,quantization,q8_to_q4,model_backed_quantization,not_applicable,Q4_K_M,quantization_trial__5e99bd4cae685cbfabab96e5,quantization_pair__36ff3f53387675eaba0929ad,d6dc690e485c29716f5e5931eab58f58d939f44bfd07420764aa71a6469b8852,locked-dedup-cluster-9dcfc126b0a6fc49629304d7
quantization_generated__quantization_trial__5ebdabb959fb71a84b69f584,detector_pair__7e05288a6820958c980b4869,revision_v1_chacha20_poly1305_base64_032,0,train,qwen2_5_7b_instruct_q8_0,nonseg_ascii_b8,chacha20_poly1305_base64,procedure_simple_meal,ascii_b8,quantization,q8_to_q4,model_backed_quantization,not_applicable,Q8_0,quantization_trial__5ebdabb959fb71a84b69f584,quantization_pair__7f2fbd298d5e385dd2b85f32,bd1aa801e03feceae5e80012bddc5903c9594fecfdc0e0e06305f8d3867ba0bc,locked-dedup-cluster-dab9c4d7024256297969359d
quantization_generated__quantization_trial__5ec0132d24639aca4d0cd529,detector_pair__91431f6cf158de99215c509f,revision_v1_ed25519_signature_base64_045,1,validation,qwen2_5_7b_instruct_q8_0,nonseg_ascii_b16,ed25519_signature_base64,explain_weather_pattern,ascii_b16,quantization,q8_to_q4,model_backed_quantization,not_applicable,Q8_0,quantization_trial__5ec0132d24639aca4d0cd529,quantization_pair__824739fb4eac08a9602c4b5a,aa3c03322cee06d4752c790bc7d82d75e9e4f897f241b6a27e60f9d4cd0ba5eb,locked-dedup-cluster-56c311ab24e3b4956d5a8d34
quantization_generated__quantization_trial__5ed1a9354b110b5edc85d658,detector_pair__9e1fdf6448853ef76814ebf4,revision_v1_chacha20_poly1305_base64_004,1,train,qwen2_5_7b_instruct_q8_0,nonseg_ascii_b8,chacha20_poly1305_base64,explain_everyday_system,ascii_b8,quantization,q8_to_q4,model_backed_quantization,not_applicable,Q8_0,quantization_trial__5ed1a9354b110b5edc85d658,quantization_pair__03a30c3aa29f076bae3ca719,7766a3066895622278044f351bb777382aced4952fb8defa12ffca2e48ded8c8,locked-dedup-cluster-26d0e390c431894214a50804
quantization_generated__quantization_trial__5f02460858016c0b75df8fe9,detector_pair__03dbb4de5657901c65eca3e7,revision_v1_hmac_sha256_hex_003,1,train,qwen2_5_7b_instruct_q8_0,nonseg_ascii_b16,hmac_sha256_hex,explain_biological_process,ascii_b16,quantization,q8_to_q4,model_backed_quantization,not_applicable,Q8_0,quantization_trial__5f02460858016c0b75df8fe9,quantization_pair__74a08c2dd04874643fe82228,a570b8c50ed10d99db1b27d753b985fb2ae92decde4654bca8577888046e99cf,locked-dedup-cluster-7a739c5c75c908debc1b077f
quantization_generated__quantization_trial__5f3e0a86415a67de752816fa,detector_pair__0642451177a2e99032d4502d,revision_v1_sha256_hex_042,0,validation,qwen2_5_7b_instruct_q8_0,nonseg_ascii_b8,sha256_hex,professional_process_email,ascii_b8,quantization,q8_to_q4,model_backed_quantization,not_applicable,Q8_0,quantization_trial__5f3e0a86415a67de752816fa,quantization_pair__48f99c2e34e5701ea770fa14,ae5868336b91b25725b534cdb57d295caf3650c87776910e86a8dd1f09e02711,locked-dedup-cluster-4f00d14b32387145bb3f6085
quantization_generated__quantization_trial__5f513d4ae18a9b3f57103467,detector_pair__df1c175e08410b98d742da47,revision_v1_sha256_hex_056,0,test,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b8,sha256_hex,procedure_home_task,ascii_b8,quantization,q8_to_q4,model_backed_quantization,not_applicable,Q4_K_M,quantization_trial__5f513d4ae18a9b3f57103467,quantization_pair__c92d0a74d7ccab4592074899,ea3ba9d79977fbae059033f40d86a2211d0f891c970b96a28b3c6e1a20337de3,locked-dedup-cluster-48d7da6cd06bde46d05aad3f
quantization_generated__quantization_trial__5f9a7d0b6595959e675e3d4c,detector_pair__3b622031a78e2b56e7cab9fa,revision_v1_token_128_bit_hex_014,0,train,qwen2_5_7b_instruct_q8_0,nonseg_ascii_b8,token_128_bit_hex,casual_weekend_chat,ascii_b8,quantization,q8_to_q4,model_backed_quantization,not_applicable,Q8_0,quantization_trial__5f9a7d0b6595959e675e3d4c,quantization_pair__da3e86997977f0b3fd3673d3,390480096509896d39fa00f1863c2b1e15ae019b7dcb1c94071a7256f392de35,locked-dedup-cluster-2ecc22c7d6a07954ad922bdc
quantization_generated__quantization_trial__5faa750faab7888367e9d08b,detector_pair__3d4a9e4e12319ac86c3ff28f,revision_v1_chacha20_poly1305_base64_007,1,train,qwen2_5_7b_instruct_q8_0,nonseg_ascii_b8,chacha20_poly1305_base64,forum_learning_answer,ascii_b8,quantization,q8_to_q4,model_backed_quantization,not_applicable,Q8_0,quantization_trial__5faa750faab7888367e9d08b,quantization_pair__8b20a6c8f7773eb139527913,7fbaf7e2f96a4b15e346dc428a7c4b07b27a38efbe1d9f9493292ca3f50cdbeb,locked-dedup-cluster-0597144dc6356aef849f0b73
quantization_generated__quantization_trial__5fd8a71b017c2bed06b42713,detector_pair__b372ac76a7e64223b219543e,revision_v1_chacha20_poly1305_base64_031,0,train,qwen2_5_7b_instruct_q8_0,nonseg_ascii_b16,chacha20_poly1305_base64,forum_practical_answer,ascii_b16,quantization,q8_to_q4,model_backed_quantization,not_applicable,Q8_0,quantization_trial__5fd8a71b017c2bed06b42713,quantization_pair__37bfe2326bdd3f6d62ddf643,6fa5c752e3d90a08db3ba23220ef9eb2927ae2864c87d1763775035a51b9b315,locked-dedup-cluster-ff49451d067828caa2ddfd75
quantization_generated__quantization_trial__5fedd6b05c7a2631430f25f4,detector_pair__19cd20d088787be8faacad0c,revision_v1_ed25519_signature_base64_027,0,train,qwen2_5_7b_instruct_q8_0,nonseg_ascii_b8,ed25519_signature_base64,explain_weather_pattern,ascii_b8,quantization,q8_to_q4,model_backed_quantization,not_applicable,Q8_0,quantization_trial__5fedd6b05c7a2631430f25f4,quantization_pair__005828552e41d3273d9b1ddd,5c262b651d049424f0b51685c97a4f904a1b0781225282b8a103e9470053dcc0,locked-dedup-cluster-9b8e2659fd534e6fb2b81afc
quantization_generated__quantization_trial__601fd36c21c9acae1aff781e,detector_pair__3efe1daddb015a7e5eb0f2a6,revision_v1_uuid_v4_027,1,train,qwen2_5_7b_instruct_q8_0,nonseg_ascii_b16,uuid_v4,forum_practical_answer,ascii_b16,quantization,q8_to_q4,model_backed_quantization,not_applicable,Q8_0,quantization_trial__601fd36c21c9acae1aff781e,quantization_pair__03f513187330439442cfbb4f,8457c01e0898bdf59d63d8950a374d877660eba0395fc4545ee19f9e0bbb96ea,locked-dedup-cluster-1ad3df916a9f0ee2bcfba8d6
quantization_generated__quantization_trial__602036780ed2d0cfca890d86,detector_pair__5b8ea7b873ad2d547a2288a8,revision_v1_hmac_sha256_hex_042,0,validation,qwen2_5_7b_instruct_q8_0,nonseg_ascii_b16,hmac_sha256_hex,forum_practical_answer,ascii_b16,quantization,q8_to_q4,model_backed_quantization,not_applicable,Q8_0,quantization_trial__602036780ed2d0cfca890d86,quantization_pair__aebc25f63d6d47c6e651a5cc,fc5e3189301bf901894fbf79e1d848fd386b701d1589aac003bd38bca27fbb2c,locked-dedup-cluster-fb664cb695fde518915aab25
quantization_generated__quantization_trial__6036fdb13450cb2138b4aa0f,detector_pair__0f2a33ba7c2cf8c8314f1cc8,revision_v1_token_128_bit_hex_048,1,test,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b8,token_128_bit_hex,narrative_small_discovery,ascii_b8,quantization,q8_to_q4,model_backed_quantization,not_applicable,Q4_K_M,quantization_trial__6036fdb13450cb2138b4aa0f,quantization_pair__e1f57bb0610b019af73efe25,841fcb3ef5ff0171bf24c95496d1d82be9046f733d0c65efe3db7b914f68a21e,locked-dedup-cluster-3e7ebbcc4ca1c26b2196e44d
quantization_generated__quantization_trial__6064215439d26174f9669d64,detector_pair__96e20f24d168dc29fd6a38e3,revision_v1_uuid_v4_041,0,validation,qwen2_5_7b_instruct_q8_0,nonseg_ascii_b16,uuid_v4,narrative_learning_moment,ascii_b16,quantization,q8_to_q4,model_backed_quantization,not_applicable,Q8_0,quantization_trial__6064215439d26174f9669d64,quantization_pair__37882178845833fb1efad0ea,9a62a677349f0c6a4c849269dd3d141089f3b9108f64bb61ca36bf5a6902a511,locked-dedup-cluster-e2a416f537dd798868e8fcd5
quantization_generated__quantization_trial__60ba9da97b01f690c061abc7,detector_pair__470024b96e87932201bf92da,revision_v1_chacha20_poly1305_base64_039,0,validation,qwen2_5_7b_instruct_q8_0,nonseg_ascii_b16,chacha20_poly1305_base64,narrative_local_walk,ascii_b16,quantization,q8_to_q4,model_backed_quantization,not_applicable,Q8_0,quantization_trial__60ba9da97b01f690c061abc7,quantization_pair__eb91ce2d20f47adc13ef318e,6e3f0cf28a6490bc0d8309ad70d92e2b43b661e17e62ae5157d400a58f20b790,locked-dedup-cluster-72d6aaa27e96ad1608b1c89d
quantization_generated__quantization_trial__60e9a092771229f602dbce3b,detector_pair__659048504103b4aff41ebbcd,revision_v1_nonce_96_bit_hex_006,1,train,qwen2_5_7b_instruct_q8_0,nonseg_ascii_b8,nonce_96_bit_hex,procedure_home_task,ascii_b8,quantization,q8_to_q4,model_backed_quantization,not_applicable,Q8_0,quantization_trial__60e9a092771229f602dbce3b,quantization_pair__ad54947b7055fbf18308ccc8,a323f81e3def3f594d40dd4264fde371e0288ea7bf3f7666be1d61404ceb1bed,locked-dedup-cluster-e24db07846b9655b7abffc8e
quantization_generated__quantization_trial__614b87c7ae8cabf10358aad8,detector_pair__14dc5a01dce50172b7fb71d1,revision_v1_nonce_96_bit_hex_003,0,train,qwen2_5_7b_instruct_q8_0,nonseg_ascii_b16,nonce_96_bit_hex,casual_weekend_chat,ascii_b16,quantization,q8_to_q4,model_backed_quantization,not_applicable,Q8_0,quantization_trial__614b87c7ae8cabf10358aad8,quantization_pair__bd8f0e1ec9b753d8b6652ac0,a94b3b6e605844f5e2df7ce0a56a8003beecda58ef9548e5fe5ca411af1bbdf9,locked-dedup-cluster-9795d6040c277941676a455e
quantization_generated__quantization_trial__61a40a198a88c507ad19925e,detector_pair__ef6873550467860562ef5c79,revision_v1_token_128_bit_hex_032,0,train,qwen2_5_7b_instruct_q8_0,nonseg_ascii_b8,token_128_bit_hex,casual_weekend_chat,ascii_b8,quantization,q8_to_q4,model_backed_quantization,not_applicable,Q8_0,quantization_trial__61a40a198a88c507ad19925e,quantization_pair__dda62deb37a8442a645a54ce,1054da077671327c459ec87d04b74eec07ec47e4b6940f6f2127d70fbea006e5,locked-dedup-cluster-796ee459977f55ca3b94eaa1
quantization_generated__quantization_trial__61d61b2636c1a334e9b37c77,detector_pair__be1caee43a4b211176fb1878,revision_v1_ed25519_signature_base64_012,1,train,qwen2_5_7b_instruct_q8_0,nonseg_ascii_b8,ed25519_signature_base64,forum_purchase_advice,ascii_b8,quantization,q8_to_q4,model_backed_quantization,not_applicable,Q8_0,quantization_trial__61d61b2636c1a334e9b37c77,quantization_pair__1a3ffc17c9b1f9ed45463087,773e77f0eb60ba47beb50ee0b1eef0e0a4488d1abf87b449cae30959257aaa1c,locked-dedup-cluster-cd7f3d2a7ec328b33fab8da7
quantization_generated__quantization_trial__61e5c376040ab1e4304d492e,detector_pair__bda50cfc9e9d89099f8ae776,revision_v1_uuid_v4_020,0,train,qwen2_5_7b_instruct_q8_0,nonseg_ascii_b16,uuid_v4,professional_process_email,ascii_b16,quantization,q8_to_q4,model_backed_quantization,not_applicable,Q8_0,quantization_trial__61e5c376040ab1e4304d492e,quantization_pair__5474b0560b9a58cf5c39e55a,d6f46aa16727481b4cbaff7778e0597cdf839ee0400b832230c9e8e92527c822,locked-dedup-cluster-d95563a927f567b6601e551e
quantization_generated__quantization_trial__61f8f31b9e86d18215792276,detector_pair__39ad8e93674e96cc9b701a62,revision_v1_aes256_gcm_base64_013,1,train,qwen2_5_7b_instruct_q8_0,nonseg_ascii_b8,aes256_gcm_base64,professional_process_email,ascii_b8,quantization,q8_to_q4,model_backed_quantization,not_applicable,Q8_0,quantization_trial__61f8f31b9e86d18215792276,quantization_pair__5fd6acf5aa11ff39bdc80a60,644ed3da0faedf7da1777b78587d372d50b15f2a76dad5e7a3db0443d2d5f8d7,locked-dedup-cluster-ccfc9cb1c63b29bbf3d0d17b
quantization_generated__quantization_trial__620d3c4715a74adbce4ca3ea,detector_pair__36614a06f65a04cd7cec4ac1,revision_v1_chacha20_poly1305_base64_053,1,test,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b16,chacha20_poly1305_base64,casual_weekend_chat,ascii_b16,quantization,q8_to_q4,model_backed_quantization,not_applicable,Q4_K_M,quantization_trial__620d3c4715a74adbce4ca3ea,quantization_pair__18d3965b0d780b7e20c8af9e,a2c74c65eb37e4f530867e923a46561a06aecc626924f86fd1c851f1b729a29e,locked-dedup-cluster-d3540d957b4816af4830d47f
quantization_generated__quantization_trial__621e5408f1c594cec2f34dad,detector_pair__67280ca57cfa384828e5f53f,revision_v1_chacha20_poly1305_base64_017,0,train,qwen2_5_7b_instruct_q8_0,nonseg_ascii_b16,chacha20_poly1305_base64,casual_weekend_chat,ascii_b16,quantization,q8_to_q4,model_backed_quantization,not_applicable,Q8_0,quantization_trial__621e5408f1c594cec2f34dad,quantization_pair__6d8a8064d3f4c29b1d030b0c,a6a9e4ebfb5946d224159cb83571ebd3515b86e77678e811e21339ca8f67fd69,locked-dedup-cluster-d23ef2f19d46457d8e34f253
quantization_generated__quantization_trial__62207277383c8c2d1f76059b,detector_pair__788971e93f307b97358737a8,revision_v1_sha256_hex_059,1,test,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b16,sha256_hex,casual_hobby_chat,ascii_b16,quantization,q8_to_q4,model_backed_quantization,not_applicable,Q4_K_M,quantization_trial__62207277383c8c2d1f76059b,quantization_pair__d3c924f395a24938d8fe9a56,5eea8d4cd46eef0e5102d21be1dd9cee198fe6c009305c3107a9345f7e7c94e8,locked-dedup-cluster-ae9124bd602068cdb9f9375d
quantization_generated__quantization_trial__62404f01e2c58024ca6a7d9f,detector_pair__85e07290a275bd4f68a29c9e,revision_v1_sha256_hex_007,1,train,qwen2_5_7b_instruct_q8_0,nonseg_ascii_b8,sha256_hex,forum_learning_answer,ascii_b8,quantization,q8_to_q4,model_backed_quantization,not_applicable,Q8_0,quantization_trial__62404f01e2c58024ca6a7d9f,quantization_pair__fbdab37e161922ad6f0c6008,2c5a64cb1f406eb1cb6ee34fbc0583fd08fa5ef6af1e7a889e7f483ca10c9b86,locked-dedup-cluster-b3520e977de45728d3f7fe91
quantization_generated__quantization_trial__6249e235cb86d421e6704ebc,detector_pair__40249595fdd6a7fff40fab0a,revision_v1_uuid_v4_005,1,train,qwen2_5_7b_instruct_q8_0,nonseg_ascii_b16,uuid_v4,narrative_learning_moment,ascii_b16,quantization,q8_to_q4,model_backed_quantization,not_applicable,Q8_0,quantization_trial__6249e235cb86d421e6704ebc,quantization_pair__d56b49f3fc0e6b6cb8a726be,1f9a7b425645d2f3e16d6c3e8cba4178ba2eb4c400e4b5d1839f08d9e074a859,locked-dedup-cluster-fad421822511a3cb81af517b
